*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:29:28

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0128 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 212     0     0     0     0.0   99.1   16646   76.0   23.1  15.6  15.2  15.1   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.9   1.4   1.5   1.5   1.5  1.50  1.47  1.46  0.00  0.00    0.37    1.23    0.00    0.00    0.00
 1990 213     1     0     0     0.0   99.5   16645   77.1   22.4  16.0  15.3  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.6   1.3   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    0.76    2.31    0.00    0.00    0.00
 1990 214     2     0     0     0.0   99.9   16645   78.1   21.8  16.3  15.5  15.3   8.7   4.7   0.1   0.1   0.2   0.0   0.0   0.3   1.2   1.4   1.4   1.4  1.51  1.40  1.37  0.00  0.00    1.16    3.31    0.00    0.00    0.00
 1990 215     3     0     0     0.0  100.4   16644   79.1   21.3  16.5  15.6  15.4   8.8   4.7   0.1   0.2   0.2   0.0   0.0   0.2   1.1   1.4   1.3   1.3  1.51  1.37  1.33  0.00  0.00    1.60    4.27    0.00    0.00    0.00
 1990 216     4     0     0     0.0  100.8   16644   80.0   20.8  16.6  15.8  15.5   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.2   1.0   1.4   1.3   1.3  1.51  1.34  1.29  0.00  0.00    2.08    5.24    0.00    0.00    0.00
 1990 217     5     0     0     0.0  101.4   16643   81.0   20.3  16.7  16.0  15.6   8.9   4.8   0.1   0.3   0.3   0.0   0.0   0.1   0.9   1.4   1.2   1.3  1.52  1.31  1.25  0.00  0.00    2.60    6.21    0.00    0.00    0.00
 1990 218     6     0     0     0.0  101.9   16643   82.0   19.9  16.9  16.1  15.8   9.0   4.9   0.1   0.3   0.3   0.0   0.0   0.1   0.8   1.3   1.2   1.2  1.52  1.28  1.21  0.00  0.00    3.18    7.23    0.00    0.00    0.00
 1990 219     7     0     0     0.0  102.6   16642   83.1   19.5  17.0  16.3  15.9   9.1   5.0   0.1   0.3   0.4   0.0   0.0   0.1   0.8   1.3   1.1   1.2  1.52  1.25  1.18  0.00  0.00    3.80    8.27    0.00    0.00    0.00
 1990 220     8     0     0     0.0  103.2   16642   84.1   19.1  17.1  16.5  16.1   9.2   5.0   0.2   0.4   0.4   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.52  1.22  1.14  0.00  0.00    4.46    9.32    0.00    0.00    0.00
 1990 221     9     0     0     0.0  103.9   16641   85.2   18.7  17.3  16.6  16.2   9.3   5.1   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.3   1.1   1.1  1.53  1.19  1.10  0.00  0.00    5.13   10.38    0.00    0.00    0.00
 1990 222    10     0     0     0.0  104.6   16640   86.2   18.4  17.4  16.8  16.4   9.3   5.1   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.3   1.0   1.1  1.53  1.17  1.07  0.00  0.00    5.81   11.40    0.00    0.00    0.00
 1990 223    11     0     0     0.0  105.2   16640   87.2   18.1  17.6  16.9  16.5   9.4   5.2   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.3   1.0   1.0  1.53  1.14  1.04  0.00  0.00    6.47   12.36    0.00    0.00    0.00
 1990 224    12     0     0     0.0  105.9   16639   88.1   17.8  17.7  17.1  16.6   9.5   5.3   0.2   0.5   0.6   0.0   0.0   0.1   0.6   1.2   1.0   1.0  1.54  1.11  1.01  0.00  0.00    7.14   13.33    0.00    0.00    0.00
