*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:29:28

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0128 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1990 212     0   116      0      0      0     0     0   125  0.347  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1990 213     1   114      0      0      0     0     0   125  0.322  0.393  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1990 214     2   113      0      0      0     0     0   125  0.303  0.391  0.394  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1990 215     3   112      0      0      0     0     0   125  0.288  0.390  0.394  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1990 216     4   111      0      0      0     0     0   125  0.274  0.389  0.394  0.337  0.377  0.417  0.408  0.395  0.000  0.000
 1990 217     5   111      0      0      0     0     0   125  0.262  0.387  0.394  0.337  0.378  0.416  0.408  0.395  0.000  0.000
 1990 218     6   110      0      0      0     0     0   125  0.251  0.386  0.394  0.338  0.378  0.416  0.408  0.395  0.000  0.000
 1990 219     7   109      0      0      0     0     0   125  0.241  0.385  0.394  0.338  0.378  0.415  0.408  0.395  0.000  0.000
 1990 220     8   109      0      0      0     0     0   125  0.232  0.384  0.394  0.339  0.378  0.415  0.408  0.395  0.000  0.000
 1990 221     9   110      0      0      2     0     0   125  0.262  0.383  0.394  0.339  0.379  0.415  0.408  0.395  0.000  0.000
 1990 222    10   109      0      0      2     0     0   125  0.251  0.382  0.393  0.340  0.379  0.414  0.408  0.395  0.000  0.000
 1990 223    11   109      0      0      2     0     0   125  0.241  0.381  0.393  0.340  0.379  0.414  0.407  0.395  0.000  0.000
 1990 224    12   108      0      0      2     0     0   125  0.232  0.381  0.393  0.340  0.380  0.414  0.407  0.395  0.000  0.000
 1990 225    13   108      0      0      2     0     0   125  0.223  0.380  0.393  0.341  0.380  0.413  0.407  0.395  0.000  0.000
 1990 226    14   108      0      0      2     0     0   125  0.221  0.379  0.393  0.341  0.380  0.413  0.407  0.395  0.000  0.000
 1990 227    15   135      0      0     30     0     0   125  0.568  0.485  0.393  0.342  0.380  0.413  0.407  0.395  0.000  0.000
 1990 228    16   132      0      0     30     0     0   125  0.465  0.500  0.396  0.342  0.380  0.412  0.407  0.395  0.000  0.000
 1990 229    17   129      0      0     30     0     0   125  0.412  0.489  0.399  0.343  0.381  0.412  0.407  0.395  0.000  0.000
 1990 230    18   126      0      0     30     0     0   125  0.372  0.476  0.401  0.343  0.381  0.412  0.407  0.395  0.000  0.000
 1990 231    19   125      0      0     30     0     0   125  0.360  0.465  0.403  0.344  0.381  0.411  0.407  0.395  0.000  0.000
 1990 232    20   123      0      0     30     0     0   125  0.353  0.456  0.405  0.344  0.381  0.411  0.407  0.395  0.000  0.000
 1990 233    21   123      0      0     30     0     0   125  0.346  0.448  0.406  0.345  0.381  0.411  0.407  0.395  0.000  0.000
 1990 234    22   122      0      0     30     0     0   125  0.340  0.442  0.407  0.345  0.381  0.411  0.407  0.395  0.000  0.000
 1990 235    23   121      0      0     30     0     0   125  0.334  0.436  0.407  0.346  0.381  0.410  0.406  0.395  0.000  0.000
 1990 236    24   120      0      0     30     0     0   125  0.329  0.431  0.408  0.346  0.382  0.410  0.406  0.395  0.000  0.000
 1990 237    25   120      0      0     30     0     0   125  0.324  0.427  0.408  0.347  0.382  0.410  0.406  0.395  0.000  0.000
 1990 238    26   119      0      0     30     0     0   125  0.319  0.423  0.409  0.347  0.382  0.410  0.406  0.395  0.000  0.000
 1990 239    27   160      0      0     72     0     0   125  0.546  0.564  0.509  0.348  0.382  0.409  0.406  0.395  0.000  0.000
 1990 240    28   158      0      0     74     0     0   125  0.502  0.554  0.519  0.351  0.382  0.409  0.406  0.395  0.000  0.000
 1990 241    29   155      0      0     74     0     0   125  0.472  0.529  0.522  0.355  0.382  0.409  0.406  0.394  0.000  0.000
 1990 242    30   152      0      0     74     0     0   125  0.440  0.515  0.518  0.358  0.382  0.409  0.406  0.394  0.000  0.000
 1990 243    31   151      0      0     74     0     0   125  0.449  0.503  0.513  0.362  0.383  0.408  0.406  0.394  0.000  0.000
 1990 244    32   152      0      0     77     0     0   125  0.491  0.497  0.509  0.364  0.383  0.408  0.406  0.394  0.000  0.000
 1990 245    33   151      0      0     77     0     0   125  0.464  0.497  0.505  0.367  0.383  0.408  0.406  0.394  0.000  0.000
 1990 246    34   150      0      0     77     0     0   125  0.454  0.493  0.502  0.369  0.383  0.408  0.405  0.394  0.000  0.000
 1990 247    35   149      0      0     77     0     0   125  0.448  0.489  0.499  0.371  0.384  0.408  0.405  0.394  0.000  0.000
 1990 248    36   148      0      0     77     0     0   125  0.443  0.485  0.496  0.373  0.384  0.407  0.405  0.394  0.000  0.000
 1990 249    37   148      0      0     78     0     0   125  0.459  0.481  0.493  0.374  0.384  0.407  0.405  0.394  0.000  0.000
 1990 250    38   155      0      0     86     0     0   125  0.556  0.505  0.491  0.376  0.385  0.407  0.405  0.394  0.000  0.000
 1990 251    39   172      0      0    104     0     0   125  0.520  0.576  0.557  0.387  0.385  0.407  0.405  0.394  0.000  0.000
 1990 252    40   167      0      0    104     0     0   125  0.450  0.553  0.547  0.405  0.385  0.407  0.405  0.394  0.000  0.000
 1990 253    41   165      0      0    104     0     0   125  0.454  0.526  0.540  0.413  0.386  0.406  0.405  0.394  0.000  0.000
 1990 254    42   187      0      0    128     0     0   125  0.541  0.564  0.562  0.464  0.404  0.406  0.405  0.394  0.000  0.000
 1990 255    43   183      0      0    128     0     0   125  0.477  0.554  0.554  0.452  0.430  0.406  0.405  0.394  0.000  0.000
 1990 256    44   181      0      0    128     0     0   125  0.475  0.530  0.548  0.447  0.431  0.413  0.404  0.394  0.000  0.000
 1990 257    45   179      0      0    128     0     0   125  0.461  0.520  0.541  0.443  0.431  0.416  0.405  0.394  0.000  0.000
 1990 258    46   177      0      0    128     0     0   125  0.462  0.514  0.536  0.441  0.431  0.417  0.405  0.394  0.000  0.000
 1990 259    47   176      0      0    128     0     0   125  0.463  0.509  0.532  0.440  0.431  0.417  0.405  0.394  0.000  0.000
 1990 260    48   175      0      0    128     0     0   125  0.463  0.505  0.529  0.439  0.431  0.417  0.405  0.394  0.000  0.000
