*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:55:20

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0197 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2000 332    82    79  122.2    0.0  122.2   0.00   2.71  165.5   84.5   37.7    2.7   2.71   1.07    0.00    4.16
 2000 333    83    80  125.2    0.0  125.2   0.00   2.68  168.3   85.8   39.3    2.7   2.68   1.07    0.00    4.38
 2000 334    84    81  130.9    0.0  130.9   0.00   2.66  174.3   88.2   42.7    2.7   2.66   1.07    0.00    4.60
 2000 335    85    82  135.9    0.0  135.9   0.00   2.64  183.0   90.1   45.9    2.6   2.64   1.11    0.00    4.82
 2000 336    86    83  140.6    0.0  140.6   0.00   2.62  188.6   91.6   49.0    2.6   2.62   1.10    0.00    5.06
 2000 337    87    84  142.9    0.0  142.9   0.00   2.53  191.7   91.0   51.9    2.5   2.53   1.08    0.00    5.30
 2000 338    88    85  144.7    0.0  144.7   0.00   2.44  193.5   90.1   54.6    2.4   2.44   1.08    0.00    5.55
 2000 339    89    86  147.3    0.0  147.3   0.00   2.39  196.0   90.0   57.3    2.4   2.39   1.08    0.00    5.79
 2000 340    90    87  149.3    0.0  149.3   0.00   2.34  198.5   89.7   59.6    2.3   2.34   1.05    0.00    6.04
 2000 341    91    88  151.6    0.0  151.6   0.00   2.28  201.3   89.1   62.5    2.3   2.28   1.04    0.00    6.29
 2000 342    92    89  153.8    0.0  153.8   0.00   2.19  203.7   88.1   65.7    2.2   2.19   1.03    0.00    6.54
 2000 343    93    90  155.8    0.0  155.8   0.00   2.12  206.0   87.0   68.8    2.1   2.12   1.03    0.00    6.79
 2000 344    94    91  157.6    0.0  157.6   0.00   2.04  208.0   85.7   71.9    2.0   2.04   1.02    0.00    7.05
 2000 345    95    92  159.2    0.0  159.2   0.00   1.98  209.8   84.8   74.4    2.0   1.98   1.01    0.00    7.30
 2000 346    96    93  160.7    0.0  160.7   0.00   1.92  211.5   84.0   76.7    1.9   1.92   1.01    0.00    7.56
 2000 347    97    94  162.0    0.0  162.0   0.00   1.86  213.0   83.0   79.0    1.9   1.86   1.01    0.00    7.81
 2000 348    98    95  163.2    0.0  163.2   0.00   1.80  214.3   81.8   81.3    1.8   1.80   1.00    0.00    8.07
 2000 349    99    96  164.2    0.0  164.2   0.00   1.96  215.4   88.4   75.7    2.0   1.96   0.99    0.00    8.33
 2000 350   100    97  165.2    0.0  165.2   0.00   1.97  216.7   87.7   77.5    2.0   1.97   0.98    0.00    8.59
 2000 351   101    98  166.0    0.0  166.0   0.00   1.98  218.0   87.2   78.8    2.0   1.98   0.95    0.00    8.85
 2000 352   102    99  167.1    0.0  167.1   0.00   1.99  219.7   86.7   80.3    2.0   1.99   0.93    0.00    9.11
 2000 353   103   100  168.1    0.0  168.1   0.00   2.00  221.7   86.0   82.2    2.0   2.00   0.92    0.00    9.37
 2000 354   104   101  168.8    0.0  168.8   0.00   2.01  223.2   85.1   83.7    2.0   2.01   0.91    0.00    9.64
 2000 355   105   102  169.4    0.0  169.4   0.00   2.01  224.7   84.1   85.3    2.0   2.01   0.91    0.00    9.91
 2000 356   106   103  169.8    0.0  169.8   0.00   2.02  226.1   83.1   86.7    2.0   2.02   0.93    0.00   10.19
 2000 357   107   104  170.0    0.0  170.0   0.00   2.01  227.5   81.7   88.3    2.0   2.01   0.93    0.00   10.47
 2000 358   108   105  169.7    0.0  169.7   0.00   2.01  228.8   80.3   89.4    2.0   2.01   0.96    0.00   10.76
 2000 359   109   106  169.1    0.0  169.1   0.00   2.01  230.0   78.7   90.4    2.0   2.01   0.96    0.00   11.06
 2000 360   110   107  168.1    0.0  168.1   0.00   1.99  231.2   76.5   91.6    2.0   1.99   0.98    0.00   11.36
 2000 361   111   108  164.8    0.0  164.8   0.00   1.94  232.4   73.1   91.6    1.9   1.94   1.04    0.00   11.68
 2000 362   112   109  164.8    5.4  159.3   1.70   1.91  232.4   71.8   87.5    1.9   1.91   1.05    0.00   11.68
 2000 363   113   110  165.3   10.2  155.1   1.70   1.85  233.7   69.7   85.3    1.9   1.85   1.06    0.00   12.02
 2000 364   114   111  166.3   14.6  151.7   1.70   1.80  234.8   67.9   83.8    1.8   1.80   1.06    0.00   12.36
 2000 365   115   112  167.3   19.0  148.2   1.70   1.75  236.0   65.8   82.4    1.7   1.75   1.06    0.00   12.70
 2000 366   116   113  168.6   24.5  144.1   1.70   1.70  237.6   64.0   80.2    1.7   1.70   1.06    0.00   13.05
 2001 001   117   114  169.6   29.9  139.7   1.70   1.65  238.7   62.0   77.7    1.6   1.65   1.05    0.00   13.39
 2001 002   118   115  170.5   35.3  135.2   1.70   1.59  239.8   60.0   75.2    1.6   1.59   1.04    0.00   13.74
 2001 003   119   116  171.4   40.7  130.8   1.69   1.54  240.9   58.0   72.7    1.5   1.54   1.04    0.00   14.08
 2001 004   120   117  172.4   46.1  126.3   1.69   1.49  242.0   56.0   70.2    1.5   1.49   1.04    0.00   14.43
 2001 005   121   118  173.2   51.4  121.8   1.69   1.43  242.9   54.1   67.7    1.4   1.43   1.04    0.00   14.77
 2001 006   122   119  174.3   56.7  117.6   1.69   1.39  244.2   52.2   65.4    1.4   1.39   1.04    0.00   15.12
 2001 007   123   120  175.0   61.7  113.3   1.68   1.35  245.1   50.9   62.5    1.3   1.35   1.04    0.00   15.47
 2001 008   124   121  175.9   66.6  109.3   1.67   1.30  246.0   48.8   60.5    1.3   1.30   1.05    0.00   15.82
 2001 009   125   122  176.7   71.5  105.2   1.65   1.24  246.9   46.7   58.5    1.2   1.24   1.05    0.00   16.17
 2001 010   126   123  177.4   75.0  102.4   1.65   1.22  247.7   45.8   56.6    1.2   1.22   1.05    0.00   16.52
 2001 011   127   124  178.2   77.8  100.3   1.64   1.18  248.6   44.5   55.8    1.2   1.18   1.04    0.00   16.87
 2001 012   128   125  179.2   80.3   98.9   1.63   1.17  249.8   43.9   55.0    1.2   1.17   1.03    0.00   17.22
 2001 013   129   126  180.1   84.0   96.1   1.62   1.13  250.8   42.6   53.4    1.1   1.13   1.03    0.00   17.57
 2001 014   130   127  180.9   88.5   92.4   1.61   1.09  251.7   41.0   51.4    1.1   1.09   1.04    0.00   17.92
 2001 015   131   128  181.6   92.9   88.8   1.59   1.05  252.5   39.4   49.4    1.0   1.05   1.04    0.00   18.27
 2001 016   132   129  182.6   97.1   85.5   1.58   1.01  253.6   38.0   47.6    1.0   1.01   1.04    0.00   18.62
 2001 017   133   130  183.4  101.2   82.2   1.56   0.98  254.5   36.7   45.5    1.0   0.98   1.05    0.00   18.97
 2001 018   134   131  184.3  105.2   79.1   1.55   0.95  255.4   35.8   43.3    0.9   0.95   1.05    0.00   19.32
 2001 019   135   132  185.3  109.0   76.3   1.53   0.92  256.4   34.7   41.5    0.9   0.92   1.06    0.00   19.68
 2001 020   136   133  186.3  112.0   74.2   1.52   0.88  257.5   33.3   40.9    0.9   0.88   1.05    0.00   20.03
 2001 021   137   134  187.5  114.9   72.6   1.51   0.86  258.8   32.2   40.4    0.9   0.86   1.05    0.00   20.38
 2001 022   138   135  188.4  118.2   70.2   1.50   0.83  259.7   31.4   38.8    0.8   0.83   1.05    0.00   20.73
 2001 023   139   136  189.3  121.7   67.6   1.48   0.80  260.7   30.0   37.6    0.8   0.80   1.05    0.00   21.08
 2001 024   140   137  190.2  125.1   65.1   1.47   0.77  261.7   28.9   36.2    0.8   0.77   1.05    0.00   21.44
 2001 025   141   138  191.1  128.5   62.7   1.45   0.74  262.7   27.8   34.9    0.7   0.74   1.05    0.00   21.79
 2001 026   142   139  192.1  131.7   60.4   1.44   0.71  263.7   26.8   33.6    0.7   0.71   1.06    0.00   22.14
 2001 027   143   140  193.0  134.7   58.3   1.42   0.70  264.6   26.4   31.8    0.7   0.70   1.06    0.00   22.50
 2001 028   144   141  193.8  137.1   56.7   1.41   0.69  265.4   26.2   30.5    0.7   0.69   1.07    0.00   22.85
 2001 029   145   142  194.7  139.3   55.4   1.39   0.67  266.4   25.4   30.0    0.7   0.67   1.07    0.00   23.20
 2001 030   146   143  196.0  141.9   54.1   1.38   0.65  267.7   24.7   29.4    0.7   0.65   1.07    0.00   23.55
 2001 031   147   144  196.8  144.7   52.1   1.37   0.63  268.5   23.8   28.3    0.6   0.63   1.08    0.00   23.91
 2001 032   148   145  197.8  147.4   50.3   1.35   0.62  269.5   23.3   27.1    0.6   0.62   1.08    0.00   24.26
 2001 033   149   146  197.8  147.4   50.3   1.35   0.62  270.4   23.3   27.1    0.6   0.62   1.08    0.00   24.26
 2001 034   150   147  197.8  147.4   50.3   1.35   0.62  271.3   23.3   27.1    0.6   0.62   1.08    0.00   24.26
 2001 035   151   148  197.8  147.4   50.3   1.35   0.62  272.2   23.3   27.1    0.6   0.62   1.08    0.00   24.26
 2001 036   152   149  197.8  147.4   50.3   1.35   0.62  273.2   23.3   27.1    0.6   0.62   1.08    0.00   24.26

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:55:20

*RUN   2        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0197 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2001 253     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 254     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 255     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 256     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 257     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 258     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 259     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 260    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 261    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 262    12     9    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 263    13    10    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 264    14    11    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 2001 265    15    12    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.10    0.00    0.00
 2001 266    16    13    1.3    0.0    1.3   0.00   4.50    0.2    0.6    0.6    4.5   4.50   1.12    0.00    0.00
 2001 267    17    14    1.3    0.0    1.3   0.00   4.47    0.2    0.6    0.6    4.5   4.47   1.13    0.00    0.00
 2001 268    18    15    1.2    0.0    1.2   0.00   4.45    0.2    0.6    0.6    4.4   4.45   1.11    0.00    0.00
 2001 269    19    16    1.2    0.0    1.2   0.00   4.43    0.2    0.6    0.6    4.4   4.43   1.15    0.00    0.00
 2001 270    20    17    1.2    0.0    1.2   0.00   4.42    0.2    0.6    0.6    4.4   4.42   1.14    0.00    0.00
 2001 271    21    18    1.2    0.0    1.2   0.00   4.40    0.2    0.6    0.6    4.4   4.40   1.13    0.00    0.01
 2001 272    22    19    1.2    0.0    1.2   0.00   4.37    0.3    0.6    0.6    4.4   4.37   1.20    0.00    0.01
 2001 273    23    20    1.2    0.0    1.2   0.00   4.35    0.3    0.6    0.6    4.3   4.35   1.16    0.00    0.01
 2001 274    24    21    1.2    0.0    1.2   0.00   4.08    0.3    0.6    0.6    4.1   4.08   1.14    0.00    0.01
 2001 275    25    22    1.3    0.0    1.3   0.00   3.94    0.4    0.7    0.6    3.9   3.94   1.15    0.00    0.01
 2001 276    26    23    1.4    0.0    1.4   0.00   3.84    0.5    0.8    0.5    3.8   3.84   1.14    0.00    0.01
 2001 277    27    24    1.5    0.0    1.5   0.00   3.72    0.7    1.0    0.5    3.7   3.72   1.22    0.00    0.01
 2001 278    28    25    1.7    0.0    1.7   0.00   3.66    1.1    1.2    0.5    3.7   3.66   1.30    0.00    0.02
 2001 279    29    26    2.0    0.0    2.0   0.00   3.62    1.5    1.5    0.5    3.6   3.62   1.26    0.00    0.02
 2001 280    30    27    2.3    0.0    2.3   0.00   3.75    1.8    1.8    0.5    3.7   3.75   1.13    0.00    0.02
 2001 281    31    28    2.6    0.0    2.6   0.00   3.69    2.2    2.1    0.5    3.7   3.69   1.20    0.00    0.03
 2001 282    32    29    2.9    0.0    2.9   0.00   3.74    2.6    2.4    0.5    3.7   3.74   1.22    0.00    0.03
 2001 283    33    30    3.2    0.0    3.2   0.00   3.55    3.4    2.7    0.5    3.5   3.55   1.32    0.00    0.04
 2001 284    34    31    3.7    0.0    3.7   0.00   3.51    4.3    3.2    0.5    3.5   3.51   1.31    0.00    0.04
 2001 285    35    32    4.3    0.0    4.3   0.00   3.58    4.9    3.8    0.5    3.6   3.58   1.18    0.00    0.05
 2001 286    36    33    4.9    0.0    4.9   0.00   3.52    5.9    4.4    0.5    3.5   3.52   1.25    0.00    0.06
 2001 287    37    34    5.6    0.0    5.6   0.00   3.44    7.0    5.1    0.5    3.4   3.44   1.23    0.00    0.07
 2001 288    38    35    6.5    0.0    6.5   0.00   3.50    7.7    6.1    0.5    3.5   3.50   1.10    0.00    0.08
 2001 289    39    36    7.4    0.0    7.4   0.00   3.44    8.8    7.0    0.5    3.4   3.44   1.12    0.00    0.10
 2001 290    40    37    8.5    0.0    8.5   0.00   3.64   10.6    8.0    0.5    3.6   3.64   1.22    0.00    0.11
 2001 291    41    38    9.2    0.0    9.2   0.00   3.44   11.5    8.7    0.5    3.4   3.44   1.18    0.00    0.13
 2001 292    42    39   10.4    0.0   10.4   0.00   3.52   13.6    9.9    0.5    3.5   3.52   1.24    0.00    0.14
 2001 293    43    40   11.5    0.0   11.5   0.00   3.26   15.1   11.1    0.5    3.3   3.26   1.19    0.00    0.17
 2001 294    44    41   13.5    0.0   13.5   0.00   3.49   18.4   13.0    0.5    3.5   3.49   1.25    0.00    0.19
 2001 295    45    42   15.8    0.0   15.8   0.00   3.78   22.2   15.3    0.5    3.8   3.78   1.26    0.00    0.22
 2001 296    46    43   16.9    0.0   16.9   0.00   3.68   24.4   16.4    0.5    3.7   3.68   1.23    0.00    0.26
 2001 297    47    44   18.6    0.0   18.6   0.00   3.57   27.0   18.1    0.5    3.6   3.57   1.20    0.00    0.30
 2001 298    48    45   21.4    0.0   21.4   0.00   3.52   30.8   20.8    0.6    3.5   3.52   1.19    0.00    0.35
 2001 299    49    46   23.8    0.0   23.8   0.00   3.48   32.4   23.2    0.6    3.5   3.48   1.08    0.00    0.40
 2001 300    50    47   26.7    0.0   26.7   0.00   3.44   35.2   25.9    0.8    3.4   3.44   1.07    0.00    0.45
 2001 301    51    48   28.0    0.0   28.0   0.00   3.40   37.0   27.2    0.8    3.4   3.40   1.10    0.00    0.50
 2001 302    52    49   29.4    0.0   29.4   0.00   3.36   38.8   28.5    1.0    3.4   3.36   1.10    0.00    0.55
 2001 303    53    50   31.5    0.0   31.5   0.00   3.33   43.7   30.3    1.2    3.3   3.33   1.22    0.00    0.60
 2001 304    54    51   33.9    0.0   33.9   0.00   3.30   48.0   32.4    1.5    3.3   3.30   1.21    0.00    0.67
 2001 305    55    52   36.5    0.0   36.5   0.00   3.28   52.4   34.6    1.9    3.3   3.28   1.20    0.00    0.75
 2001 306    56    53   38.8    0.0   38.8   0.00   3.25   55.9   36.5    2.3    3.3   3.25   1.17    0.00    0.83
 2001 307    57    54   41.2    0.0   41.2   0.00   3.22   60.5   38.4    2.7    3.2   3.22   1.18    0.00    0.92
 2001 308    58    55   43.8    0.0   43.8   0.00   3.19   64.9   40.5    3.3    3.2   3.19   1.16    0.00    1.03
 2001 309    59    56   47.6    0.0   47.6   0.00   3.15   69.8   43.4    4.2    3.2   3.15   1.14    0.00    1.14
 2001 310    60    57   52.2    0.0   52.2   0.00   3.13   73.2   46.8    5.4    3.1   3.13   1.08    0.00    1.25
 2001 311    61    58   54.9    0.0   54.9   0.00   3.10   76.0   48.6    6.2    3.1   3.10   1.08    0.00    1.36
 2001 312    62    59   57.6    0.0   57.6   0.00   3.06   80.6   50.5    7.2    3.1   3.06   1.11    0.00    1.47
 2001 313    63    60   60.0    0.0   60.0   0.00   3.02   84.2   51.9    8.1    3.0   3.02   1.11    0.00    1.59
 2001 314    64    61   63.0    0.0   63.0   0.00   2.97   86.8   53.7    9.3    3.0   2.97   1.08    0.00    1.72
 2001 315    65    62   64.6    0.0   64.6   0.00   2.86   89.9   54.2   10.4    2.9   2.86   1.06    0.00    1.85
 2001 316    66    63   66.6    0.0   66.6   0.00   2.72   92.7   54.6   12.0    2.7   2.72   1.03    0.00    1.98
