*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:55:20

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0197 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 2000 250     0  20.50  21.50   3.40  4.376  4.376  0.000  4.376  0.000    4.4    0.0    4.4    0.0
 2000 251     1  19.60  26.00   9.20  4.670  3.451  0.000  3.451  0.000    7.8    0.0    7.8    0.0
 2000 252     2  19.30  27.00  13.10  4.804  2.121  0.000  2.121  0.000    9.9    0.0    9.9    0.0
 2000 253     3   5.90  22.20  13.90  1.394  1.394  0.000  1.394  0.000   11.3    0.0   11.3    0.0
 2000 254     4  11.40  23.80  15.90  2.793  2.793  0.000  2.793  0.000   14.1    0.0   14.1    0.0
 2000 255     5   8.80  21.90  11.30  2.026  2.026  0.000  2.026  0.000   16.2    0.0   16.2    0.0
 2000 256     6  10.50  14.60   7.60  2.114  1.741  0.000  1.741  0.000   17.9    0.0   17.9    0.0
 2000 257     7   6.10   9.50   6.20  1.119  1.119  0.000  1.119  0.000   19.0    0.0   19.0    0.0
 2000 258     8   6.20  10.70   7.90  1.180  1.180  0.000  1.180  0.000   20.2    0.0   20.2    0.0
 2000 259     9   7.70  14.60   9.10  1.573  1.573  0.000  1.573  0.000   21.8    0.0   21.8    0.0
 2000 260    10  13.50  16.70  10.50  2.879  2.879  0.000  2.879  0.000   24.7    0.0   24.7    0.0
 2000 261    11  14.50  19.40   8.00  3.137  2.029  0.000  2.029  0.000   26.7    0.0   26.7    0.0
 2000 262    12   6.30  18.00  14.60  1.419  1.419  0.000  1.419  0.000   28.1    0.0   28.1    0.0
 2000 263    13  14.80  21.20  14.80  3.479  3.479  0.000  3.479  0.000   31.6    0.0   31.6    0.0
 2000 264    14   9.60  21.40  13.20  2.232  2.232  0.000  2.232  0.000   33.8    0.0   33.8    0.0
 2000 265    15   9.20  17.50  12.60  2.022  2.022  0.000  2.022  0.000   35.8    0.0   35.8    0.0
 2000 266    16  23.10  19.00   8.20  4.978  3.688  0.007  3.681  0.000   39.5    0.0   39.5    0.0
 2000 267    17  15.30  21.30   8.10  3.398  2.068  0.008  2.060  0.000   41.6    0.0   41.6    0.0
 2000 268    18  20.70  12.60   5.70  3.966  2.047  0.014  2.033  0.000   43.6    0.0   43.6    0.0
 2000 269    19  22.80  13.40   2.00  4.255  1.324  0.016  1.308  0.000   45.0    0.0   44.9    0.0
 2000 270    20  21.90  16.20   2.10  4.273  1.060  0.014  1.045  0.000   46.0    0.1   46.0    0.0
 2000 271    21  23.50  24.10   6.40  5.334  0.914  0.017  0.897  0.000   46.9    0.1   46.9    0.0
 2000 272    22  23.30  26.00  10.30  5.598  0.825  0.027  0.798  0.000   47.8    0.1   47.7    0.0
 2000 273    23  19.60  26.70  11.50  4.794  0.760  0.035  0.726  0.000   48.5    0.1   48.4    0.0
 2000 274    24  18.90  25.40  13.70  4.631  4.631  0.046  4.585  0.000   53.2    0.2   53.0    0.0
 2000 275    25  17.80  24.60  15.00  4.363  3.206  0.056  3.150  0.000   56.4    0.2   56.1    0.0
 2000 276    26   7.00  18.60  15.90  1.602  1.602  0.036  1.565  0.000   58.0    0.3   57.7    0.0
 2000 277    27  10.50  20.60  13.10  2.405  2.405  0.066  2.338  0.000   60.4    0.3   60.0    0.0
 2000 278    28  19.50  18.30  12.10  4.292  4.095  0.138  3.957  0.000   64.5    0.5   64.0    0.0
 2000 279    29  24.30  18.40   7.40  5.127  3.413  0.196  3.217  0.000   67.9    0.7   67.2    0.0
 2000 280    30  25.00  18.60   5.10  5.172  1.674  0.228  1.446  0.000   69.5    0.9   68.6    0.0
 2000 281    31  23.90  21.70   6.70  5.233  1.368  0.257  1.111  0.000   70.9    1.2   69.8    0.0
 2000 282    32  24.90  22.60   9.90  5.667  5.129  0.329  4.800  0.000   76.0    1.5   74.6    0.0
 2000 283    33   7.50  18.10  12.20  1.639  1.639  0.114  1.524  0.000   77.7    1.6   76.1    0.0
 2000 284    34  24.80  18.20   9.10  5.268  5.118  0.416  4.702  0.000   82.8    2.0   80.8    0.0
 2000 285    35  25.40  21.20   8.00  5.557  3.768  0.487  3.281  0.000   86.6    2.5   84.1    0.0
 2000 286    36  23.00  27.20  16.20  5.794  2.013  0.565  1.448  0.000   88.6    3.1   85.5    0.0
 2000 287    37  23.10  21.80  11.90  5.245  1.736  0.625  1.111  0.000   90.3    3.7   86.6    0.0
 2000 288    38   7.50  19.70  13.80  1.681  1.163  0.226  0.937  0.000   91.5    3.9   87.6    0.0
 2000 289    39   8.20  19.90  12.40  1.816  1.816  0.271  1.546  0.000   93.3    4.2   89.1    0.0
 2000 290    40  11.40  23.30  14.40  2.676  2.676  0.437  2.239  0.000   96.0    4.6   91.3    0.0
 2000 291    41  11.30  22.00  16.50  2.647  1.907  0.485  1.422  0.000   97.9    5.1   92.8    0.0
 2000 292    42   7.80  23.60  16.30  1.854  1.854  0.380  1.474  0.000   99.7    5.5   94.2    0.0
 2000 293    43  13.30  19.70  16.50  3.007  3.007  0.688  2.320  0.000  102.7    6.2   96.6    0.0
 2000 294    44   7.80  26.60  15.60  1.898  1.898  0.474  1.425  0.000  104.6    6.7   98.0    0.0
 2000 295    45  20.50  27.50  15.20  5.005  4.461  1.390  3.071  0.000  109.1    8.0  101.1    0.0
 2000 296    46   8.10  19.70  16.10  1.804  1.804  0.555  1.248  0.000  110.9    8.6  102.3    0.0
 2000 297    47   8.20  18.80  14.70  1.778  1.778  0.581  1.197  0.000  112.7    9.2  103.5    0.0
 2000 298    48   7.90  22.00  14.20  1.772  1.772  0.611  1.161  0.000  114.5    9.8  104.7    0.0
 2000 299    49  13.70  22.00  16.60  3.124  3.124  1.148  1.977  0.000  117.6   10.9  106.6    0.0
 2000 300    50  11.80  23.90  18.10  2.779  2.779  1.071  1.708  0.000  120.4   12.0  108.3    0.0
 2000 301    51  27.40  24.80  12.50  6.221  6.221  2.501  3.719  0.000  126.6   14.5  112.1    0.0
 2000 302    52  27.50  20.10   9.20  5.690  4.623  2.448  2.174  0.000  131.2   17.0  114.2    0.0
 2000 303    53  28.70  17.90   7.40  5.652  4.782  2.534  2.247  0.000  136.0   19.5  116.5    0.0
 2000 304    54  28.40  27.10   9.50  6.414  4.309  2.956  1.353  0.000  140.3   22.5  117.8    0.0
 2000 305    55  26.70  26.60  12.40  6.110  4.057  2.989  1.068  0.000  144.4   25.4  118.9    0.0
 2000 306    56   8.20  24.70  14.60  1.858  1.858  0.968  0.890  0.000  146.2   26.4  119.8    0.0
 2000 307    57  20.50  22.50  13.80  4.467  4.467  2.486  1.981  0.000  150.7   28.9  121.8    0.0
 2000 308    58  29.60  23.40   9.40  6.259  6.259  3.664  2.595  0.000  156.9   32.6  124.4    0.0
 2000 309    59  18.60  22.00  10.60  3.890  3.493  2.364  1.129  0.000  160.4   34.9  125.5    0.0
 2000 310    60  28.70  23.90  10.60  6.130  6.130  3.852  2.277  0.000  166.6   38.8  127.8    0.0
 2000 311    61  25.80  24.90  13.20  5.682  5.351  3.695  1.655  0.000  171.9   42.5  129.4    0.0
 2000 312    62  11.90  23.60  15.00  2.608  2.608  1.760  0.848  0.000  174.5   44.2  130.3    0.0
 2000 313    63  15.90  25.00  17.00  3.588  3.588  2.505  1.083  0.000  178.1   46.7  131.4    0.0
 2000 314    64   8.80  20.70  16.40  1.869  1.869  1.351  0.518  0.000  180.0   48.1  131.9    0.0
 2000 315    65  24.80  23.40  13.80  5.316  5.049  3.942  1.108  0.000  185.0   52.0  133.0    0.0
 2000 316    66  22.70  25.60  14.30  5.005  5.005  3.798  1.208  0.000  190.0   55.8  134.2    0.0
 2000 317    67  22.20  25.80  17.10  5.003  5.003  3.887  1.116  0.000  195.0   59.7  135.3    0.0
 2000 318    68  20.20  21.60  12.40  4.151  4.151  3.303  0.848  0.000  199.2   63.0  136.2    0.0
 2000 319    69  24.90  16.00   7.90  4.546  4.546  3.669  0.877  0.000  203.7   66.7  137.0    0.0
 2000 320    70  22.80  16.60   5.00  4.081  4.081  3.311  0.769  0.000  207.8   70.0  137.8    0.0
 2000 321    71  30.40  22.50   6.30  5.979  5.979  4.859  1.120  0.000  213.8   74.9  138.9    0.0
 2000 322    72  30.30  25.80   9.10  6.363  5.930  5.219  0.711  0.000  219.7   80.1  139.6    0.0
 2000 323    73  30.30  27.90  10.00  6.567  6.567  5.455  1.112  0.000  226.3   85.5  140.8    0.0
 2000 324    74  28.80  29.50  12.70  6.487  6.487  5.464  1.023  0.000  232.8   91.0  141.8    0.0
 2000 325    75  32.00  21.30  10.60  6.394  6.394  5.468  0.927  0.000  239.2   96.5  142.7    0.0
 2000 326    76  30.90  26.40   8.90  6.488  6.488  5.593  0.895  0.000  245.7  102.1  143.6    0.0
 2000 327    77  23.90  28.20  14.80  5.368  5.368  4.672  0.697  0.000  251.0  106.7  144.3    0.0
 2000 328    78  25.60  32.30  16.40  6.085  6.085  5.361  0.724  0.000  257.1  112.1  145.0    0.0
 2000 329    79  16.60  20.50  13.00  3.334  3.334  2.977  0.357  0.000  260.4  115.1  145.4    0.0
 2000 330    80  29.80  23.40   8.70  5.983  5.983  5.377  0.606  0.000  266.4  120.4  146.0    0.0
 2000 331    81  31.20  27.90  12.40  6.822  6.822  6.164  0.658  0.000  273.2  126.6  146.6    0.0
 2000 332    82  12.60  27.60  14.50  2.788  2.788  2.539  0.249  0.000  276.0  129.1  146.9    0.0
 2000 333    83   8.90  21.20  17.30  1.863  1.863  1.712  0.151  0.000  277.9  130.9  147.0    0.0
 2000 334    84  15.00  21.00  12.30  3.002  3.002  2.770  0.232  0.000  280.9  133.6  147.3    0.0
 2000 335    85  30.70  22.50  10.30  6.152  6.152  5.709  0.444  0.000  287.1  139.3  147.7    0.0
 2000 336    86  26.30  23.80   8.80  5.288  5.288  4.928  0.360  0.000  292.3  144.3  148.1    0.0
 2000 337    87  30.90  27.20  11.70  6.635  6.635  6.205  0.430  0.000  299.0  150.5  148.5    0.0
 2000 338    88  20.00  27.60  12.40  4.337  4.337  4.072  0.265  0.000  303.3  154.5  148.8    0.0
 2000 339    89  12.90  21.80  14.40  2.648  2.648  2.495  0.153  0.000  306.0  157.0  148.9    0.0
 2000 340    90  28.90  23.10  11.90  5.903  5.903  5.576  0.327  0.000  311.9  162.6  149.2    0.0
 2000 341    91  27.70  30.30  11.50  6.150  6.150  5.822  0.328  0.000  318.0  168.4  149.6    0.0
 2000 342    92  26.00  31.20  16.20  6.041  6.041  5.733  0.308  0.000  324.1  174.2  149.9    0.0
 2000 343    93  19.80  32.30  17.90  4.712  4.712  4.485  0.227  0.000  328.8  178.7  150.1    0.0
 2000 344    94  31.40  31.80  19.50  7.517  7.517  7.172  0.345  0.000  336.3  185.8  150.5    0.0
 2000 345    95  24.60  29.30  16.50  5.603  5.603  5.358  0.245  0.000  341.9  191.2  150.7    0.0
 2000 346    96  17.60  29.90  19.10  4.113  4.113  3.940  0.173  0.000  346.0  195.1  150.9    0.0
 2000 347    97  23.40  32.50  16.00  5.500  5.500  5.276  0.223  0.000  351.5  200.4  151.1    0.0
 2000 348    98  28.50  33.60  20.50  6.997  6.997  6.723  0.274  0.000  358.5  207.1  151.4    0.0
 2000 349    99  22.70  29.60  20.30  5.331  5.331  5.132  0.199  0.000  363.8  212.3  151.6    0.0
 2000 350   100  22.20  29.40  15.50  5.020  5.020  4.829  0.192  0.000  368.8  217.1  151.8    0.0
 2000 351   101  32.20  21.10   9.80  6.282  6.282  6.037  0.245  0.000  375.1  223.1  152.0    0.0
 2000 352   102  31.50  25.00  10.20  6.483  6.483  6.226  0.257  0.000  381.6  229.3  152.3    0.0
 2000 353   103  32.20  29.20  13.20  7.140  7.140  6.852  0.289  0.000  388.7  236.2  152.6    0.0
 2000 354   104  26.60  26.60  11.10  5.626  5.626  5.394  0.231  0.000  394.4  241.6  152.8    0.0
 2000 355   105  29.70  29.00  12.60  6.541  6.541  6.268  0.274  0.000  400.9  247.9  153.1    0.0
 2000 356   106   9.70  21.00  15.50  1.985  1.985  1.901  0.084  0.000  402.9  249.8  153.1    0.0
 2000 357   107  29.30  29.60  15.70  6.655  6.655  6.368  0.287  0.000  409.6  256.1  153.4    0.0
 2000 358   108  12.60  20.30  15.30  2.552  2.552  2.441  0.112  0.000  412.1  258.6  153.5    0.0
 2000 359   109  28.50  26.30  11.10  6.008  6.008  5.741  0.267  0.000  418.1  264.3  153.8    0.0
