*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Jul 19, 2016; 16:26:37

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0030 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1990 191     0   116      0      0      0     0     0   125  0.348  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1990 192     1   114      0      0      0     0     0   125  0.323  0.393  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1990 193     2   113      0      0      0     0     0   125  0.304  0.391  0.394  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1990 194     3   112      0      0      0     0     0   125  0.288  0.390  0.394  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1990 195     4   111      0      0      0     0     0   125  0.275  0.389  0.394  0.337  0.377  0.417  0.408  0.395  0.000  0.000
 1990 196     5   135      0      0     26     0     0   125  0.526  0.501  0.394  0.337  0.378  0.416  0.408  0.395  0.000  0.000
 1990 197     6   135      0      0     26     0     0   125  0.498  0.502  0.397  0.338  0.378  0.416  0.408  0.395  0.000  0.000
 1990 198     7   135      0      0     28     0     0   125  0.515  0.496  0.401  0.338  0.378  0.415  0.408  0.395  0.000  0.000
 1990 199     8   133      0      0     28     0     0   125  0.469  0.496  0.404  0.339  0.378  0.415  0.408  0.395  0.000  0.000
 1990 200     9   131      0      0     28     0     0   125  0.437  0.487  0.407  0.339  0.379  0.415  0.408  0.395  0.000  0.000
 1990 201    10   129      0      0     28     0     0   125  0.407  0.477  0.409  0.340  0.379  0.414  0.408  0.395  0.000  0.000
 1990 202    11   128      0      0     28     0     0   125  0.402  0.467  0.411  0.341  0.379  0.414  0.407  0.395  0.000  0.000
 1990 203    12   127      0      0     28     0     0   125  0.383  0.459  0.412  0.341  0.380  0.414  0.407  0.395  0.000  0.000
 1990 204    13   125      0      0     28     0     0   125  0.371  0.452  0.413  0.342  0.380  0.413  0.407  0.395  0.000  0.000
 1990 205    14   125      0      0     28     0     0   125  0.362  0.446  0.414  0.343  0.380  0.413  0.407  0.395  0.000  0.000
 1990 206    15   124      0      0     28     0     0   125  0.355  0.440  0.414  0.343  0.380  0.413  0.407  0.395  0.000  0.000
 1990 207    16   123      0      0     28     0     0   125  0.348  0.435  0.415  0.344  0.380  0.412  0.407  0.395  0.000  0.000
 1990 208    17   122      0      0     28     0     0   125  0.342  0.431  0.415  0.344  0.381  0.412  0.407  0.395  0.000  0.000
 1990 209    18   122      0      0     28     0     0   125  0.336  0.427  0.415  0.345  0.381  0.412  0.407  0.395  0.000  0.000
 1990 210    19   121      0      0     28     0     0   125  0.331  0.423  0.415  0.346  0.381  0.411  0.407  0.395  0.000  0.000
 1990 211    20   120      0      0     28     0     0   125  0.326  0.420  0.415  0.346  0.381  0.411  0.407  0.395  0.000  0.000
 1990 212    21   120      0      0     28     0     0   125  0.321  0.417  0.415  0.347  0.381  0.411  0.407  0.395  0.000  0.000
 1990 213    22   119      0      0     28     0     0   125  0.316  0.414  0.415  0.347  0.381  0.411  0.407  0.395  0.000  0.000
 1990 214    23   119      0      0     28     0     0   125  0.311  0.411  0.415  0.348  0.382  0.410  0.406  0.395  0.000  0.000
 1990 215    24   118      0      0     28     0     0   125  0.306  0.409  0.415  0.348  0.382  0.410  0.406  0.395  0.000  0.000
 1990 216    25   118      0      0     28     0     0   125  0.302  0.407  0.415  0.349  0.382  0.410  0.406  0.395  0.000  0.000
 1990 217    26   117      0      0     28     0     0   125  0.297  0.405  0.415  0.350  0.382  0.410  0.406  0.395  0.000  0.000
 1990 218    27   117      0      0     28     0     0   125  0.293  0.403  0.414  0.350  0.382  0.409  0.406  0.395  0.000  0.000
 1990 219    28   117      0      0     28     0     0   125  0.288  0.402  0.414  0.350  0.382  0.409  0.406  0.395  0.000  0.000
 1990 220    29   116      0      0     28     0     0   125  0.284  0.400  0.414  0.351  0.382  0.409  0.406  0.394  0.000  0.000
 1990 221    30   116      0      0     28     0     0   125  0.280  0.399  0.414  0.351  0.383  0.409  0.406  0.394  0.000  0.000
 1990 222    31   115      0      0     28     0     0   125  0.276  0.397  0.413  0.352  0.383  0.408  0.406  0.394  0.000  0.000
 1990 223    32   115      0      0     28     0     0   125  0.271  0.396  0.413  0.352  0.383  0.408  0.406  0.394  0.000  0.000
 1990 224    33   115      0      0     28     0     0   125  0.267  0.395  0.413  0.353  0.383  0.408  0.406  0.394  0.000  0.000
 1990 225    34   115      0      0     30     0     0   125  0.278  0.393  0.413  0.353  0.383  0.408  0.405  0.394  0.000  0.000
 1990 226    35   121      0      0     37     0     0   125  0.403  0.392  0.412  0.354  0.383  0.408  0.405  0.394  0.000  0.000
 1990 227    36   120      0      0     37     0     0   125  0.390  0.393  0.412  0.354  0.383  0.407  0.405  0.394  0.000  0.000
 1990 228    37   120      0      0     37     0     0   125  0.379  0.393  0.412  0.354  0.383  0.407  0.405  0.394  0.000  0.000
 1990 229    38   119      0      0     37     0     0   125  0.369  0.393  0.412  0.355  0.383  0.407  0.405  0.394  0.000  0.000
 1990 230    39   119      0      0     37     0     0   125  0.360  0.392  0.411  0.355  0.383  0.407  0.405  0.394  0.000  0.000
 1990 231    40   118      0      0     37     0     0   125  0.352  0.391  0.411  0.355  0.383  0.407  0.405  0.394  0.000  0.000
 1990 232    41   118      0      0     37     0     0   125  0.345  0.390  0.411  0.356  0.383  0.406  0.405  0.394  0.000  0.000
 1990 233    42   117      0      0     37     0     0   125  0.338  0.389  0.410  0.356  0.383  0.406  0.405  0.394  0.000  0.000
 1990 234    43   116      0      0     37     0     0   125  0.332  0.388  0.410  0.356  0.384  0.406  0.405  0.394  0.000  0.000
 1990 235    44   116      0      0     37     0     0   125  0.326  0.387  0.409  0.357  0.384  0.406  0.404  0.394  0.000  0.000
 1990 236    45   115      0      0     37     0     0   125  0.320  0.386  0.409  0.357  0.384  0.406  0.404  0.394  0.000  0.000
 1990 237    46   115      0      0     37     0     0   125  0.315  0.384  0.408  0.357  0.384  0.405  0.404  0.394  0.000  0.000
 1990 238    47   114      0      0     37     0     0   125  0.309  0.383  0.407  0.357  0.384  0.405  0.404  0.394  0.000  0.000
 1990 239    48   115      0      0     39     0     0   125  0.320  0.382  0.407  0.358  0.384  0.405  0.404  0.394  0.000  0.000
 1990 240    49   114      0      0     39     0     0   125  0.314  0.381  0.406  0.358  0.384  0.405  0.404  0.393  0.000  0.000
 1990 241    50   114      0      0     39     0     0   125  0.309  0.380  0.406  0.358  0.384  0.405  0.404  0.393  0.000  0.000
 1990 242    51   113      0      0     39     0     0   125  0.303  0.380  0.405  0.358  0.384  0.405  0.404  0.393  0.000  0.000
 1990 243    52   114      0      0     41     0     0   125  0.327  0.379  0.405  0.358  0.384  0.405  0.404  0.393  0.000  0.000
 1990 244    53   114      0      0     41     0     0   125  0.321  0.379  0.405  0.359  0.384  0.404  0.404  0.393  0.000  0.000
 1990 245    54   114      0      0     41     0     0   125  0.316  0.378  0.404  0.359  0.384  0.404  0.404  0.393  0.000  0.000
 1990 246    55   113      0      0     41     0     0   125  0.310  0.378  0.404  0.359  0.384  0.404  0.403  0.393  0.000  0.000
 1990 247    56   113      0      0     41     0     0   125  0.305  0.377  0.404  0.359  0.384  0.404  0.403  0.393  0.000  0.000
 1990 248    57   112      0      0     41     0     0   125  0.300  0.377  0.404  0.359  0.384  0.404  0.403  0.393  0.000  0.000
 1990 249    58   140      0      0     69     0     0   125  0.547  0.527  0.404  0.359  0.384  0.404  0.403  0.393  0.000  0.000
 1990 250    59   143      0      0     73     0     0   125  0.532  0.549  0.414  0.360  0.384  0.403  0.403  0.393  0.000  0.000
 1990 251    60   141      0      0     73     0     0   125  0.511  0.531  0.422  0.360  0.384  0.403  0.403  0.393  0.000  0.000
 1990 252    61   137      0      0     73     0     0   125  0.450  0.515  0.427  0.360  0.384  0.403  0.403  0.393  0.000  0.000
 1990 253    62   158      0      0     97     0     0   125  0.530  0.553  0.518  0.361  0.384  0.403  0.403  0.393  0.000  0.000
 1990 254    63   156      0      0     97     0     0   125  0.490  0.537  0.521  0.364  0.384  0.403  0.403  0.393  0.000  0.000
 1990 255    64   153      0      0     97     0     0   125  0.481  0.519  0.517  0.367  0.384  0.403  0.403  0.392  0.000  0.000
 1990 256    65   151      0      0     97     0     0   125  0.450  0.509  0.513  0.370  0.384  0.403  0.402  0.392  0.000  0.000
 1990 257    66   149      0      0     97     0     0   125  0.445  0.499  0.508  0.373  0.385  0.403  0.402  0.392  0.000  0.000
 1990 258    67   148      0      0     97     0     0   125  0.440  0.491  0.504  0.375  0.385  0.402  0.402  0.392  0.000  0.000
 1990 259    68   146      0      0     97     0     0   125  0.436  0.485  0.500  0.377  0.385  0.402  0.402  0.392  0.000  0.000
 1990 260    69   145      0      0     97     0     0   125  0.432  0.480  0.496  0.378  0.385  0.402  0.402  0.392  0.000  0.000
 1990 261    70   147      0      0    100     0     0   125  0.482  0.476  0.493  0.380  0.385  0.402  0.402  0.392  0.000  0.000
 1990 262    71   146      0      0    100     0     0   125  0.461  0.478  0.490  0.381  0.386  0.402  0.402  0.392  0.000  0.000
 1990 263    72   145      0      0    100     0     0   125  0.448  0.475  0.487  0.382  0.386  0.402  0.402  0.392  0.000  0.000
 1990 264    73   148      0      0    105     0     0   125  0.529  0.474  0.485  0.383  0.386  0.402  0.402  0.392  0.000  0.000
 1990 265    74   146      0      0    105     0     0   125  0.478  0.482  0.482  0.383  0.386  0.402  0.402  0.392  0.000  0.000
 1990 266    75   145      0      0    105     0     0   125  0.458  0.480  0.480  0.384  0.387  0.402  0.402  0.392  0.000  0.000
 1990 267    76   143      0      0    105     0     0   125  0.444  0.474  0.477  0.385  0.387  0.401  0.401  0.392  0.000  0.000
 1990 268    77   142      0      0    105     0     0   125  0.434  0.467  0.474  0.385  0.387  0.401  0.401  0.392  0.000  0.000
 1990 269    78   140      0      0    105     0     0   125  0.425  0.461  0.470  0.385  0.387  0.401  0.401  0.391  0.000  0.000
 1990 270    79   138      0      0    105     0     0   125  0.417  0.454  0.466  0.385  0.388  0.401  0.401  0.391  0.000  0.000
 1990 271    80   137      0      0    105     0     0   125  0.410  0.449  0.462  0.385  0.388  0.401  0.401  0.391  0.000  0.000
 1990 272    81   135      0      0    105     0     0   125  0.404  0.443  0.458  0.385  0.388  0.401  0.401  0.391  0.000  0.000
 1990 273    82   133      0      0    105     0     0   125  0.397  0.436  0.452  0.384  0.388  0.401  0.401  0.391  0.000  0.000
 1990 274    83   131      0      0    105     0     0   125  0.391  0.428  0.445  0.383  0.388  0.401  0.401  0.391  0.000  0.000
 1990 275    84   128      0      0    105     0     0   125  0.384  0.422  0.437  0.382  0.389  0.401  0.401  0.391  0.000  0.000
 1990 276    85   133      0      0    114     0     0   125  0.511  0.421  0.430  0.381  0.389  0.401  0.401  0.391  0.000  0.000
 1990 277    86   162      0      0    144     0     0   125  0.529  0.575  0.509  0.380  0.389  0.401  0.401  0.391  0.000  0.000
 1990 278    87   167      0      0    151     0     0   125  0.562  0.553  0.546  0.385  0.389  0.400  0.401  0.391  0.000  0.000
 1990 279    88   166      0      0    151     0     0   125  0.539  0.546  0.538  0.395  0.389  0.400  0.400  0.391  0.000  0.000
 1990 280    89   167      0      0    154     0     0   125  0.555  0.549  0.539  0.398  0.390  0.400  0.400  0.391  0.000  0.000
 1990 281    90   164      0      0    154     0     0   125  0.518  0.541  0.534  0.399  0.390  0.400  0.400  0.391  0.000  0.000
 1990 282    91   159      0      0    154     0     0   125  0.489  0.525  0.523  0.399  0.390  0.400  0.400  0.391  0.000  0.000
 1990 283    92   154      0      0    154     0     0   125  0.465  0.507  0.511  0.397  0.390  0.400  0.400  0.390  0.000  0.000
 1990 284    93   157      0      0    159     0     0   125  0.556  0.502  0.505  0.397  0.391  0.400  0.400  0.390  0.000  0.000
 1990 285    94   152      0      0    159     0     0   125  0.483  0.507  0.496  0.394  0.390  0.400  0.400  0.390  0.000  0.000
 1990 286    95   147      0      0    159     0     0   125  0.454  0.492  0.488  0.390  0.390  0.400  0.400  0.390  0.000  0.000
 1990 287    96   143      0      0    159     0     0   125  0.438  0.478  0.478  0.386  0.389  0.400  0.400  0.390  0.000  0.000
 1990 288    97   138      0      0    159     0     0   125  0.411  0.465  0.469  0.383  0.388  0.400  0.400  0.390  0.000  0.000
 1990 289    98   133      0      0    159     0     0   125  0.388  0.451  0.459  0.378  0.386  0.400  0.400  0.390  0.000  0.000
 1990 290    99   128      0      0    159     0     0   125  0.369  0.437  0.448  0.374  0.384  0.400  0.400  0.390  0.000  0.000
 1990 291   100   123      0      0    159     0     0   125  0.354  0.424  0.436  0.370  0.381  0.400  0.399  0.390  0.000  0.000
 1990 292   101   120      0      0    159     0     0   125  0.341  0.416  0.427  0.366  0.379  0.399  0.399  0.390  0.000  0.000
 1990 293   102   115      0      0    159     0     0   125  0.330  0.408  0.418  0.362  0.375  0.399  0.399  0.390  0.000  0.000
 1990 294   103   111      0      0    159     0     0   125  0.320  0.400  0.408  0.356  0.370  0.399  0.399  0.390  0.000  0.000
 1990 295   104   106      0      0    159     0     0   125  0.310  0.392  0.398  0.349  0.363  0.398  0.399  0.390  0.000  0.000
 1990 296   105   101      0      0    159     0     0   125  0.301  0.385  0.391  0.343  0.356  0.397  0.399  0.389  0.000  0.000
 1990 297   106    96      0      0    159     0     0   125  0.291  0.379  0.384  0.337  0.349  0.394  0.399  0.389  0.000  0.000
 1990 298   107    91      0      0    159     0     0   125  0.282  0.373  0.378  0.332  0.341  0.390  0.399  0.389  0.000  0.000
 1990 299   108    86      0      0    159     0     0   125  0.273  0.368  0.373  0.327  0.335  0.385  0.399  0.389  0.000  0.000
 1990 300   109    92      0      0    170     0     0   125  0.466  0.364  0.369  0.324  0.331  0.381  0.398  0.389  0.000  0.000
 1990 301   110   164     24      0    270     0     0   125  0.536  0.570  0.566  0.445  0.336  0.379  0.398  0.389  0.000  0.000
 1990 302   111   187     25      0    294     0     0   125  0.566  0.561  0.564  0.464  0.454  0.385  0.398  0.389  0.000  0.000
 1990 303   112   184     25      0    294     0     0   125  0.543  0.548  0.550  0.449  0.439  0.404  0.398  0.389  0.000  0.000
 1990 304   113   180     25      0    294     0     0   125  0.529  0.541  0.542  0.439  0.429  0.409  0.398  0.389  0.000  0.000
 1990 305   114   174     25      0    294     0     0   125  0.520  0.530  0.534  0.430  0.420  0.407  0.398  0.389  0.000  0.000
 1990 306   115   218     25      4    349     0     0   125  0.556  0.558  0.558  0.462  0.452  0.445  0.439  0.432  0.000  0.000
 1990 307   116   216     25      9    357     0     0   125  0.551  0.561  0.561  0.463  0.452  0.438  0.439  0.432  0.000  0.000
 1990 308   117   200     25     20    357     0     0   125  0.535  0.548  0.548  0.448  0.438  0.428  0.427  0.417  0.000  0.000
 1990 309   118   189     25     26    357     0     0   125  0.524  0.536  0.539  0.437  0.428  0.422  0.419  0.408  0.000  0.000
