*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1987 212     0   9.80  11.90   3.70  1.819  1.819  0.000  1.819  0.000    1.8    0.0    1.8    0.0
 1987 213     1  15.20  18.40   4.80  3.147  1.536  0.000  1.536  0.000    3.4    0.0    3.4    0.0
 1987 214     2  14.40  19.50   7.40  3.103  1.149  0.000  1.149  0.000    4.5    0.0    4.5    0.0
 1987 215     3  14.00  17.50   3.00  2.812  2.812  0.000  2.812  0.000    7.3    0.0    7.3    0.0
 1987 216     4   8.10  14.10   4.80  1.574  1.574  0.000  1.574  0.000    8.9    0.0    8.9    0.0
 1987 217     5   4.40  12.00   9.90  0.872  0.872  0.000  0.872  0.000    9.8    0.0    9.8    0.0
 1987 218     6   4.50   9.60   7.70  0.840  0.840  0.000  0.840  0.000   10.6    0.0   10.6    0.0
 1987 219     7   9.20  14.40   8.00  1.854  1.854  0.000  1.854  0.000   12.5    0.0   12.5    0.0
 1987 220     8   7.10  16.60   6.70  1.459  1.459  0.000  1.459  0.000   13.9    0.0   13.9    0.0
 1987 221     9  11.70  18.00   7.60  2.474  2.474  0.000  2.474  0.000   16.4    0.0   16.4    0.0
 1987 222    10   6.20  18.10   9.90  1.341  0.890  0.000  0.890  0.000   17.3    0.0   17.3    0.0
 1987 223    11  10.30  19.40  12.90  2.328  2.328  0.000  2.328  0.000   19.6    0.0   19.6    0.0
 1987 224    12   4.70  17.40  12.50  1.031  1.031  0.000  1.031  0.000   20.6    0.0   20.6    0.0
 1987 225    13   4.70  16.00  11.90  1.006  1.006  0.000  1.006  0.000   21.6    0.0   21.6    0.0
 1987 226    14   7.60  20.40  10.80  1.709  1.709  0.000  1.709  0.000   23.4    0.0   23.4    0.0
 1987 227    15   7.10  17.00  10.00  1.514  1.514  0.000  1.514  0.000   24.9    0.0   24.9    0.0
 1987 228    16  16.10  13.10   6.40  3.132  3.132  0.000  3.132  0.000   28.0    0.0   28.0    0.0
 1987 229    17   5.70   8.20   5.10  1.012  1.012  0.000  1.012  0.000   29.0    0.0   29.0    0.0
 1987 230    18   6.10  10.40   5.90  1.132  0.896  0.000  0.896  0.000   29.9    0.0   29.9    0.0
 1987 231    19  14.00  10.40   3.60  2.534  2.534  0.000  2.534  0.000   32.4    0.0   32.4    0.0
 1987 232    20   8.60  11.40   4.40  1.596  1.596  0.000  1.596  0.000   34.0    0.0   34.0    0.0
 1987 233    21   6.40  14.10   7.30  1.275  1.205  0.001  1.204  0.000   35.2    0.0   35.2    0.0
 1987 234    22  17.90  18.30   5.20  3.715  0.994  0.003  0.991  0.000   36.2    0.0   36.2    0.0
 1987 235    23  16.60  19.20   4.90  3.479  0.867  0.005  0.862  0.000   37.1    0.0   37.1    0.0
 1987 236    24  11.30  20.60   6.40  2.448  0.778  0.005  0.773  0.000   37.9    0.0   37.9    0.0
 1987 237    25  15.00  22.00  12.90  3.504  0.717  0.010  0.707  0.000   38.6    0.0   38.6    0.0
 1987 238    26  16.70  21.20   7.50  3.683  0.672  0.017  0.655  0.000   39.3    0.0   39.2    0.0
 1987 239    27  13.00  22.40  10.80  2.997  0.632  0.018  0.614  0.000   39.9    0.1   39.8    0.0
 1987 240    28   5.30  17.00  12.70  1.157  1.157  0.009  1.148  0.000   41.1    0.1   41.0    0.0
 1987 241    29   5.40  13.00   8.50  1.070  1.070  0.010  1.060  0.000   42.1    0.1   42.0    0.0
 1987 242    30  18.00  13.80   4.50  3.466  3.466  0.034  3.433  0.000   45.6    0.1   45.5    0.0
 1987 243    31  18.60  14.60   2.80  3.564  2.755  0.035  2.720  0.000   48.3    0.1   48.2    0.0
 1987 244    32  11.70  17.60   5.70  2.412  2.412  0.022  2.390  0.000   50.8    0.2   50.6    0.0
 1987 245    33   5.50  14.60   9.00  1.121  1.121  0.011  1.110  0.000   51.9    0.2   51.7    0.0
 1987 246    34  19.50  17.20   6.00  4.008  1.201  0.043  1.157  0.000   53.1    0.2   52.9    0.0
 1987 247    35  19.40  15.40   3.00  3.769  1.009  0.045  0.964  0.000   54.1    0.3   53.8    0.0
 1987 248    36  11.60  15.90   2.10  2.251  0.869  0.025  0.844  0.000   55.0    0.3   54.7    0.0
 1987 249    37  19.40  15.00   2.40  3.724  0.800  0.040  0.760  0.000   55.8    0.3   55.4    0.0
 1987 250    38  16.20  18.10   4.00  3.309  0.733  0.035  0.697  0.000   56.5    0.4   56.1    0.0
 1987 251    39   9.80  22.40   7.90  2.201  0.676  0.029  0.647  0.000   57.2    0.4   56.8    0.0
 1987 252    40   5.90  21.50  12.30  1.359  0.633  0.026  0.607  0.000   57.8    0.4   57.4    0.0
 1987 253    41  15.60  16.60   7.40  3.214  0.661  0.088  0.574  0.000   58.5    0.5   58.0    0.0
 1987 254    42  19.70  18.30   4.30  4.035  0.672  0.127  0.545  0.000   59.1    0.6   58.5    0.0
 1987 255    43  20.60  18.20   3.30  4.171  0.665  0.145  0.520  0.000   59.8    0.8   59.0    0.0
 1987 256    44  19.20  24.90   6.30  4.379  0.656  0.157  0.499  0.000   60.5    0.9   59.5    0.0
 1987 257    45   6.10  18.30  15.60  1.382  0.543  0.063  0.480  0.000   61.0    1.0   60.0    0.0
 1987 258    46  12.40  16.90   7.00  2.545  2.545  0.142  2.403  0.000   63.5    1.1   62.4    0.0
 1987 259    47  21.50  12.00   3.10  3.936  3.896  0.239  3.657  0.000   67.4    1.4   66.1    0.0
 1987 260    48  15.50  16.80   5.50  3.131  3.131  0.179  2.952  0.000   70.6    1.6   69.0    0.0
 1987 261    49  13.90  16.90   6.10  2.826  1.778  0.173  1.606  0.000   72.4    1.7   70.6    0.0
 1987 262    50  21.20  14.30   3.80  4.051  1.443  0.266  1.177  0.000   73.8    2.0   71.8    0.0
 1987 263    51  20.70  17.00   1.50  4.026  1.238  0.263  0.975  0.000   75.0    2.3   72.8    0.0
 1987 264    52  12.40  13.90   4.20  2.368  0.983  0.131  0.851  0.000   76.0    2.4   73.6    0.0
 1987 265    53  17.10  15.00   1.20  3.220  0.945  0.179  0.765  0.000   77.0    2.6   74.4    0.0
 1987 266    54  16.60  17.30   5.60  3.387  0.854  0.153  0.701  0.000   77.8    2.7   75.1    0.0
 1987 267    55  22.60  20.20   4.60  4.755  0.892  0.242  0.651  0.000   78.7    3.0   75.7    0.0
 1987 268    56  20.00  24.20   5.90  4.489  0.871  0.261  0.610  0.000   79.6    3.2   76.3    0.0
 1987 269    57  16.90  25.40  12.80  4.073  0.865  0.290  0.576  0.000   80.4    3.5   76.9    0.0
 1987 270    58  17.40  20.90  10.30  3.868  0.897  0.350  0.547  0.000   81.3    3.9   77.5    0.0
 1987 271    59  21.10  19.70   7.90  4.508  0.994  0.472  0.522  0.000   82.3    4.3   78.0    0.0
 1987 272    60  19.00  24.70   7.20  4.303  1.002  0.502  0.500  0.000   83.3    4.8   78.5    0.0
 1987 273    61   6.90  20.10  12.00  1.531  1.531  0.205  1.326  0.000   84.9    5.0   79.8    0.0
 1987 274    62  22.60  19.10   8.20  4.770  3.220  0.713  2.507  0.000   88.1    5.8   82.3    0.0
 1987 275    63  20.70  17.00   6.30  4.159  2.553  0.676  1.877  0.000   90.6    6.4   84.2    0.0
 1987 276    64  15.20  19.90   5.40  3.151  1.808  0.541  1.267  0.000   92.4    7.0   85.5    0.0
 1987 277    65  23.10  23.50   9.30  5.193  1.971  0.947  1.024  0.000   94.4    7.9   86.5    0.0
 1987 278    66  23.40  25.00  10.00  5.376  1.975  1.092  0.883  0.000   96.4    9.0   87.4    0.0
 1987 279    67  15.50  24.60   9.50  3.516  1.588  0.800  0.788  0.000   98.0    9.8   88.2    0.0
 1987 280    68   7.90  21.10  13.20  1.762  1.159  0.441  0.719  0.000   99.1   10.3   88.9    0.0
 1987 281    69  14.70  20.50  11.50  3.196  2.708  0.868  1.840  0.000  101.8   11.1   90.7    0.0
 1987 282    70  22.90  21.90   8.10  4.908  2.130  1.432  0.698  0.000  104.0   12.6   91.4    0.0
 1987 283    71  19.90  31.30  11.60  4.909  2.196  1.547  0.648  0.000  106.2   14.1   92.1    0.0
 1987 284    72  15.40  23.20  16.30  3.560  3.560  1.275  2.285  0.000  109.7   15.4   94.4    0.0
 1987 285    73  22.90  22.00  12.00  5.006  5.006  1.969  3.037  0.000  114.7   17.3   97.4    0.0
 1987 286    74  21.10  17.90   8.10  4.200  4.200  1.772  2.427  0.000  118.9   19.1   99.8    0.0
 1987 287    75  12.50  18.80   5.30  2.450  2.110  1.064  1.046  0.000  121.0   20.2  100.9    0.0
 1987 288    76   8.10  17.80  11.50  1.655  1.655  0.737  0.919  0.000  122.7   20.9  101.8    0.0
 1987 289    77  17.80  18.90  10.80  3.660  3.660  1.686  1.974  0.000  126.4   22.6  103.8    0.0
 1987 290    78  26.30  21.00   8.00  5.410  5.410  2.585  2.826  0.000  131.8   25.2  106.6    0.0
 1987 291    79  27.50  21.20   8.00  5.658  4.626  2.797  1.829  0.000  136.4   28.0  108.4    0.0
 1987 292    80  21.60  21.00  10.00  4.500  4.500  2.300  2.200  0.000  140.9   30.3  110.6    0.0
 1987 293    81  26.60  25.40   7.70  5.734  4.420  3.040  1.380  0.000  145.3   33.3  112.0    0.0
 1987 294    82  23.80  25.50  11.70  5.293  4.002  2.922  1.081  0.000  149.3   36.3  113.1    0.0
 1987 295    83  20.80  23.50  12.00  4.503  3.541  2.623  0.919  0.000  152.9   38.9  114.0    0.0
 1987 296    84  23.80  30.00  12.40  5.568  4.201  3.388  0.813  0.000  157.1   42.3  114.8    0.0
 1987 297    85  19.70  26.10  15.90  4.503  3.625  2.888  0.737  0.000  160.7   45.2  115.5    0.0
 1987 298    86  11.30  22.60  16.40  2.476  2.341  1.661  0.679  0.000  163.0   46.8  116.2    0.0
 1987 299    87   9.50  25.20  17.40  2.157  2.132  1.499  0.633  0.000  165.2   48.3  116.9    0.0
 1987 300    88   8.90  21.50  14.90  1.886  1.886  1.359  0.527  0.000  167.0   49.7  117.4    0.0
 1987 301    89  18.20  23.50  13.60  3.901  3.901  2.882  1.020  0.000  170.9   52.6  118.4    0.0
 1987 302    90  27.80  27.50  11.40  6.130  6.130  4.634  1.496  0.000  177.1   57.2  119.9    0.0
 1987 303    91  27.00  31.90  12.40  6.299  6.299  4.873  1.426  0.000  183.4   62.1  121.3    0.0
 1987 304    92  27.40  30.10  14.90  6.364  6.364  5.051  1.313  0.000  189.7   67.1  122.6    0.0
 1987 305    93  14.80  27.20  15.00  3.318  3.318  2.696  0.622  0.000  193.1   69.8  123.3    0.0
 1987 306    94  12.90  28.20  16.50  2.953  2.953  2.445  0.509  0.000  196.0   72.3  123.8    0.0
 1987 307    95  13.30  27.70  13.50  2.951  2.892  2.489  0.404  0.000  198.9   74.7  124.2    0.0
 1987 308    96   8.30  21.00  18.80  1.770  1.770  1.514  0.256  0.000  200.7   76.3  124.4    0.0
 1987 309    97   8.50  20.90  18.30  1.801  1.801  1.555  0.246  0.000  202.5   77.8  124.7    0.0
 1987 310    98  11.60  23.10  13.60  2.428  2.428  2.113  0.315  0.000  204.9   79.9  125.0    0.0
 1987 311    99  29.30  25.20  10.40  6.122  6.122  5.379  0.743  0.000  211.0   85.3  125.7    0.0
 1987 312   100  24.00  24.20  10.30  4.943  4.943  4.379  0.564  0.000  216.0   89.7  126.3    0.0
 1987 313   101  29.20  20.50   7.20  5.573  5.573  4.972  0.600  0.000  221.5   94.7  126.9    0.0
 1987 314   102  28.90  23.40   8.30  5.785  5.785  5.182  0.602  0.000  227.3   99.8  127.5    0.0
 1987 315   103  28.30  26.60  11.40  6.046  6.046  5.446  0.600  0.000  233.4  105.3  128.1    0.0
 1987 316   104  22.00  27.30  13.50  4.816  4.816  4.370  0.446  0.000  238.2  109.6  128.5    0.0
 1987 317   105  24.50  28.90  15.20  5.531  5.531  5.057  0.473  0.000  243.7  114.7  129.0    0.0
 1987 318   106  23.90  28.20  17.20  5.422  5.422  5.048  0.375  0.000  249.1  119.8  129.4    0.0
 1987 319   107  24.90  26.60  15.70  5.476  5.476  5.145  0.331  0.000  254.6  124.9  129.7    0.0
 1987 320   108  29.70  24.20  11.70  6.140  6.140  5.803  0.337  0.000  260.8  130.7  130.1    0.0
 1987 321   109  30.00  29.00  12.10  6.591  6.591  6.245  0.345  0.000  267.3  136.9  130.4    0.0
 1987 322   110  13.50  27.70  15.80  3.005  3.005  2.857  0.148  0.000  270.4  139.8  130.5    0.0
 1987 323   111  14.20  25.10  15.70  3.063  3.063  2.919  0.144  0.000  273.4  142.7  130.7    0.0
 1987 324   112  11.00  21.60  14.00  2.241  2.241  2.139  0.102  0.000  275.7  144.9  130.8    0.0
 1987 325   113  30.50  21.20  10.70  6.009  6.009  5.743  0.266  0.000  281.7  150.6  131.1    0.0
 1987 326   114  30.40  22.30   8.50  5.960  5.960  5.700  0.260  0.000  287.6  156.3  131.3    0.0
 1987 327   115  12.10  22.00  10.70  2.408  2.408  2.305  0.104  0.000  290.0  158.6  131.4    0.0
 1987 328   116  14.40  24.70  15.20  3.077  3.077  2.947  0.130  0.000  293.1  161.6  131.6    0.0
 1987 329   117  18.10  25.00  16.70  3.927  3.927  3.766  0.161  0.000  297.0  165.3  131.7    0.0
 1987 330   118  16.80  24.60  14.30  3.558  3.558  3.417  0.141  0.000  300.6  168.7  131.9    0.0
 1987 331   119  26.30  25.50  13.30  5.585  5.585  5.369  0.217  0.000  306.2  174.1  132.1    0.0
