*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 338   126   115     3     5.3   40.8   16571   29.9   10.9   1.7   2.7   2.2   1.6   1.9   1.3   2.0   2.4   0.0   0.0   0.2   0.6   1.1   0.6   0.5  0.94  0.56  0.38  0.00  0.00   77.89  132.51    1.98    0.00    1.70
 1990 339   127   115     3     5.3   41.5   16570   30.7   10.7   1.9   2.9   2.3   1.6   2.0   1.3   2.0   2.4   0.0   0.0   0.1   0.6   1.1   0.6   0.5  0.95  0.55  0.37  0.00  0.00   78.57  133.34    1.98    0.00    1.71
 1990 340   128   115     3     5.3   42.2   16569   31.5   10.7   0.9   2.2   2.6   2.1   2.2   1.3   2.0   2.4   0.0   0.0   0.1   0.6   1.1   0.6   0.5  0.95  0.54  0.36  0.00  0.00   79.26  134.09    1.98    0.00    1.71
 1990 341   129   115     3     5.5   42.7   16569   31.5   11.1   0.3   1.3   2.1   1.8   2.1   1.8   2.4   2.6   0.0   0.0   0.2   0.7   1.2   0.6   0.5  0.96  0.53  0.35  0.00  0.00   80.00  134.37    1.98    0.00    1.71
 1990 342   130   115     3     6.5   42.5   16568   30.7   11.7   0.4   1.3   2.1   1.8   2.0   1.7   2.2   2.5   0.0   0.0   0.3   0.8   1.3   0.6   0.6  0.98  0.54  0.36  0.00  0.00   80.77  134.53    1.98    0.00    1.71
 1990 343   131   115     3     6.9   42.9   16567   30.8   12.1   0.9   1.3   2.1   1.8   2.0   1.7   2.2   2.5   0.0   0.0   0.0   0.9   1.4   0.7   0.6  1.00  0.55  0.36  0.00  0.00   81.58  135.00    1.98    0.00    1.71
 1990 344   132   115     3     9.8   40.7   16566   28.4   12.4   0.3   1.0   1.6   1.5   1.8   1.8   2.1   2.4   0.0   0.0   0.1   0.8   1.5   0.7   0.6  1.02  0.56  0.36  0.00  0.00   82.34  135.45    1.98    0.00    1.71
 1990 345   133   115     3    10.8   40.3   16566   27.4   12.9   0.3   1.0   1.6   1.5   1.8   1.7   2.0   2.3   0.0   0.0   0.3   0.9   1.6   0.7   0.7  1.04  0.56  0.36  0.00  0.00   83.00  135.58    2.02    0.00    1.71
 1990 346   134   115     3    11.3   40.0   16565   26.7   13.3   0.3   1.0   1.5   1.5   1.7   1.7   1.9   2.2   0.0   0.0   0.3   1.0   1.7   0.8   0.7  1.05  0.57  0.36  0.00  0.00   83.69  135.78    2.06    0.00    1.72
 1990 347   135   115     3    11.5   40.5   16565   26.9   13.6   0.7   1.1   1.6   1.5   1.7   1.7   1.9   2.2   0.0   0.0   0.1   1.0   1.8   0.8   0.7  1.07  0.57  0.36  0.00  0.00   84.36  136.16    2.08    0.00    1.72
 1990 348   136   115     3    11.5   38.2   16564   25.6   12.6   0.6   1.1   1.4   1.4   1.6   1.6   1.9   2.1   0.0   0.0   0.1   0.8   1.5   0.8   0.7  1.04  0.58  0.36  0.00  0.00   85.01  137.01    2.08    0.00    1.72
 1990 349   137   115     3    11.5   34.8   16563   23.3   11.5   0.5   0.9   1.1   1.3   1.5   1.5   1.7   2.0   0.0   0.0   0.1   0.6   1.1   0.7   0.7  1.00  0.56  0.36  0.00  0.00   85.68  137.81    2.08    0.00    1.72
 1990 350   138   115     3    11.5   31.4   16563   20.8   10.6   0.5   0.7   0.7   1.1   1.3   1.3   1.6   2.0   0.0   0.0   0.1   0.5   0.9   0.7   0.6  0.95  0.55  0.36  0.00  0.00   86.39  138.54    2.08    0.00    1.72
 1990 351   139   115     3    11.5   28.8   16562   18.7   10.1   0.4   0.5   0.5   1.0   1.2   1.2   1.5   1.9   0.0   0.0   0.1   0.5   0.7   0.6   0.6  0.91  0.54  0.35  0.00  0.00   87.14  139.24    2.08    0.00    1.73
 1990 352   140   115     3    11.5   29.6   16561   19.4   10.2   0.3   0.6   0.6   1.0   1.3   1.2   1.5   1.9   0.0   0.0   0.1   0.5   0.8   0.6   0.6  0.92  0.54  0.34  0.00  0.00   87.92  139.94    2.08    0.00    1.73
 1990 353   141   115     3    11.5   26.8   16561   16.6   10.2   0.3   0.4   0.4   0.8   1.0   1.0   1.4   1.8   0.0   0.0   0.2   0.6   0.8   0.7   0.6  0.86  0.53  0.34  0.00  0.00   88.72  140.15    2.08    0.00    1.73
 1990 354   142   115     3    11.5   24.2   16560   14.3    9.8   0.6   0.3   0.3   0.6   0.8   0.9   1.2   1.7   0.0   0.0   0.0   0.7   0.8   0.7   0.6  0.81  0.52  0.33  0.00  0.00   89.54  140.60    2.08    0.00    1.73
 1990 355   143   115     3    11.5   22.0   16559   12.8    9.2   0.3   0.5   0.3   0.5   0.7   0.7   1.1   1.6   0.0   0.0   0.1   0.5   0.7   0.7   0.6  0.77  0.51  0.32  0.00  0.00   90.38  141.29    2.08    0.00    1.73
 1990 356   144   115     3    11.5   20.3   16558   11.5    8.8   0.3   0.3   0.4   0.4   0.6   0.6   1.0   1.5   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.73  0.50  0.32  0.00  0.00   91.21  142.02    2.08    0.00    1.74
 1990 357   145   115     3    11.7   19.1   16558    9.9    9.2   0.3   0.3   0.3   0.3   0.5   0.5   0.9   1.4   0.0   0.0   0.2   0.6   0.7   0.6   0.6  0.71  0.50  0.31  0.00  0.00   91.99  142.17    2.08    0.00    1.74
 1990 358   146   115     3    11.7   18.2   16557    9.0    9.3   0.2   0.3   0.3   0.3   0.4   0.4   0.8   1.3   0.0   0.0   0.3   0.7   0.7   0.6   0.6  0.69  0.50  0.30  0.00  0.00   92.81  142.43    2.08    0.00    1.74
 1990 359   147   115     3    12.0   17.4   16556    7.9    9.5   0.3   0.3   0.3   0.3   0.3   0.4   0.7   1.2   0.0   0.0   0.4   0.8   0.8   0.7   0.6  0.68  0.50  0.30  0.00  0.00   93.60  142.58    2.08    0.00    1.74
 1990 360   148   115     3    12.0   16.7   16555    7.3    9.4   0.4   0.3   0.3   0.3   0.3   0.3   0.6   1.1   0.0   0.0   0.4   0.7   0.8   0.7   0.6  0.66  0.50  0.30  0.00  0.00   94.40  142.87    2.08    0.00    1.74
 1990 361   149   115     3    12.0   16.1   16555    7.1    9.0   0.9   0.3   0.3   0.3   0.3   0.3   0.5   1.1   0.0   0.0   0.0   0.7   0.7   0.7   0.6  0.65  0.49  0.29  0.00  0.00   95.21  143.45    2.08    0.00    1.75
 1990 362   150   115     3    12.0   15.5   16554    7.0    8.5   0.3   0.5   0.3   0.3   0.3   0.3   0.5   1.0   0.0   0.0   0.2   0.5   0.6   0.6   0.6  0.64  0.49  0.29  0.00  0.00   96.07  144.18    2.08    0.00    1.75
 1990 363   151   115     3    12.0   15.0   16553    6.8    8.2   0.5   0.4   0.3   0.3   0.3   0.3   0.4   1.0   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.63  0.49  0.28  0.00  0.00   96.89  144.89    2.08    0.00    1.75
 1990 364   152   115     3    12.0   14.6   16552    6.5    8.1   0.4   0.4   0.3   0.3   0.3   0.3   0.4   0.9   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.62  0.48  0.28  0.00  0.00   97.72  145.53    2.08    0.00    1.75
 1990 365   153   115     3    12.0   14.3   16552    6.3    8.0   0.4   0.4   0.3   0.3   0.3   0.3   0.4   0.9   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.62  0.48  0.27  0.00  0.00   98.55  146.19    2.08    0.00    1.75
 1991 001   154   115     3    12.0   14.0   16551    6.1    8.0   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.8   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.61  0.48  0.27  0.00  0.00   99.36  146.82    2.08    0.00    1.75
 1991 002   155   115     3    12.0   13.8   16550    5.9    7.9   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.8   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.61  0.48  0.26  0.00  0.00  100.17  147.45    2.08    0.00    1.76
 1991 003   156   115     3    12.0   13.6   16550    5.8    7.8   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.7   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.60  0.47  0.26  0.00  0.00  101.01  148.12    2.08    0.00    1.76
 1991 004   157   115     3    12.0   13.5   16549    5.7    7.8   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.7   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.60  0.47  0.26  0.00  0.00  101.86  148.82    2.08    0.00    1.76
 1991 005   158   115     3    12.0   13.3   16548    5.6    7.7   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.6   0.0   0.0   0.1   0.4   0.6   0.5   0.5  0.60  0.47  0.25  0.00  0.00  102.69  149.51    2.08    0.00    1.76
 1991 006   159   115     3    12.0   13.1   16547    5.5    7.6   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.6   0.0   0.0   0.1   0.4   0.6   0.5   0.5  0.59  0.46  0.25  0.00  0.00  103.48  150.18    2.08    0.00    1.77
 1991 007   160   115     3    12.0   12.9   16547    5.4    7.5   0.4   0.4   0.3   0.3   0.3   0.3   0.3   0.6   0.0   0.0   0.1   0.4   0.6   0.5   0.5  0.59  0.46  0.24  0.00  0.00  104.22  150.83    2.08    0.00    1.77
 1991 008   161   115     3    12.0   12.7   16546    5.3    7.4   0.2   0.4   0.4   0.3   0.3   0.3   0.3   0.6   0.0   0.0   0.1   0.4   0.6   0.5   0.5  0.59  0.45  0.24  0.00  0.00  104.94  151.48    2.08    0.00    1.77
 1991 009   162   115     3    12.0   12.7   16545    5.0    7.7   0.2   0.3   0.3   0.3   0.3   0.3   0.3   0.5   0.0   0.0   0.2   0.5   0.6   0.5   0.5  0.59  0.45  0.24  0.00  0.00  105.80  151.93    2.08    0.00    1.77
 1991 010   163   115     3    12.0   12.8   16545    5.4    7.4   0.6   0.5   0.3   0.3   0.3   0.3   0.3   0.5   0.0   0.0   0.0   0.5   0.6   0.5   0.5  0.58  0.45  0.23  0.00  0.00  106.64  152.80    2.08    0.00    1.78
 1991 011   164   115     3    12.0   12.6   16544    5.0    7.7   0.3   0.3   0.3   0.3   0.3   0.3   0.3   0.5   0.0   0.0   0.2   0.6   0.6   0.5   0.5  0.58  0.44  0.23  0.00  0.00  107.49  153.25    2.08    0.00    1.78
 1991 012   165   115     3    12.0   13.4   16543    5.8    7.6   0.6   0.5   0.4   0.3   0.3   0.3   0.3   0.5   0.0   0.0   0.0   0.6   0.7   0.5   0.5  0.59  0.44  0.23  0.00  0.00  108.32  154.10    2.08    0.00    1.78
 1991 013   166   115     3    12.0   14.2   16542    6.5    7.8   0.7   0.7   0.5   0.4   0.4   0.3   0.3   0.5   0.0   0.0   0.1   0.5   0.7   0.5   0.5  0.60  0.43  0.22  0.00  0.00  109.10  154.76    2.08    0.00    1.78
 1991 014   167   115     3    12.0   15.0   16542    7.2    7.8   0.9   0.9   0.6   0.4   0.4   0.3   0.3   0.5   0.0   0.0   0.1   0.5   0.8   0.5   0.5  0.62  0.43  0.22  0.00  0.00  109.84  155.44    2.08    0.00    1.78

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   5        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1991 212     0     0     0     0.0   99.3   16646   76.5   22.8   9.0  18.3  15.4   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.6   1.3   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.53    1.68    0.00    0.00    0.00
 1991 213     1     0     0     0.0   99.8   16645   77.5   22.3   9.4  17.8  15.9   8.7   4.6   0.0   0.1   0.1   0.0   0.0   0.3   1.4   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.05    2.73    0.00    0.00    0.00
 1991 214     2     0     0     0.0  100.3   16645   78.6   21.7   9.5  17.8  16.1   8.8   4.7   0.1   0.1   0.2   0.0   0.0   0.2   1.2   1.4   1.3   1.4  1.51  1.40  1.37  0.00  0.00    1.52    3.76    0.00    0.00    0.00
 1991 215     3     0     0     0.0  100.7   16644   79.5   21.2   5.2  15.5  19.4   8.8   4.8   0.1   0.2   0.2   0.0   0.0   0.2   1.1   1.4   1.3   1.3  1.51  1.37  1.33  0.00  0.00    1.94    4.67    0.00    0.00    0.00
 1991 216     4     1     1     0.0  102.0   16644   80.7   21.3   3.6  11.6  18.8  12.4   4.9   0.1   0.2   0.2   0.0   0.0   0.9   1.2   1.4   1.3   1.3  1.51  1.34  1.29  0.00  0.00    2.33    5.37    0.00    0.00    0.09
 1991 217     5     1     1     0.0  102.3   16643   81.1   21.2   3.7  11.4  18.4  12.3   5.6   0.1   0.3   0.3   0.0   0.0   0.8   1.2   1.4   1.3   1.2  1.52  1.31  1.25  0.00  0.00    2.67    5.82    0.00    0.00    0.12
 1991 218     6     1     1     0.0  102.6   16643   81.7   20.8   4.0  11.3  18.2  12.3   6.0   0.1   0.3   0.3   0.0   0.0   0.3   1.2   1.5   1.3   1.2  1.52  1.28  1.22  0.00  0.00    3.01    6.42    0.00    0.00    0.22
 1991 219     7     1     1     0.0  102.9   16643   82.4   20.5   4.4  11.3  18.1  12.3   6.1   0.1   0.3   0.4   0.0   0.0   0.2   1.1   1.5   1.3   1.2  1.52  1.26  1.18  0.00  0.00    3.36    7.04    0.00    0.00    0.25
 1991 220     8     1     1     0.0  103.2   16642   82.9   20.2   4.7  11.3  18.1  12.3   6.2   0.2   0.4   0.4   0.0   0.0   0.0   1.0   1.5   1.3   1.2  1.52  1.23  1.15  0.00  0.00    3.73    7.63    0.00    0.00    0.31
 1991 221     9     1     1     0.0  103.6   16642   83.6   19.9   5.0  11.4  18.2  12.3   6.2   0.2   0.4   0.4   0.0   0.0   0.0   1.0   1.5   1.3   1.1  1.52  1.21  1.12  0.00  0.00    4.12    8.31    0.00    0.00    0.33
 1991 222    10     1     1     0.0  104.0   16642   84.4   19.6   5.2  11.4  18.3  12.3   6.3   0.2   0.4   0.5   0.0   0.0   0.1   0.9   1.5   1.3   1.1  1.53  1.18  1.08  0.00  0.00    4.54    9.08    0.00    0.00    0.34
 1991 223    11     1     1     0.0  104.4   16641   85.1   19.2   5.4  11.4  18.3  12.4   6.4   0.2   0.5   0.5   0.0   0.0   0.1   0.8   1.5   1.2   1.1  1.53  1.16  1.05  0.00  0.00    4.95    9.82    0.00    0.00    0.35
 1991 224    12     1     1     0.0  104.8   16641   85.9   18.9   5.7  11.5  18.4  12.5   6.4   0.2   0.5   0.5   0.0   0.0   0.1   0.8   1.4   1.2   1.0  1.53  1.13  1.02  0.00  0.00    5.37   10.56    0.00    0.00    0.36
 1991 225    13     1     1     0.0  105.2   16640   86.6   18.6   6.0  11.5  18.5  12.5   6.5   0.2   0.5   0.6   0.0   0.0   0.1   0.7   1.4   1.2   1.0  1.53  1.11  0.99  0.00  0.00    5.81   11.29    0.00    0.00    0.38
 1991 226    14     1     1     0.0  105.6   16640   87.3   18.3   6.2  11.5  18.5  12.6   6.5   0.2   0.6   0.6   0.0   0.0   0.1   0.7   1.4   1.1   1.0  1.54  1.09  0.97  0.00  0.00    6.25   12.01    0.00    0.00    0.38
 1991 227    15     1     1     0.0  106.1   16639   88.1   18.0   6.5  11.6  18.6  12.6   6.6   0.3   0.6   0.6   0.0   0.0   0.1   0.7   1.4   1.1   1.0  1.54  1.07  0.94  0.00  0.00    6.73   12.76    0.00    0.00    0.38
 1991 228    16     1     1     0.0  106.7   16639   88.9   17.8   6.8  11.7  18.7  12.7   6.6   0.3   0.6   0.7   0.0   0.0   0.1   0.6   1.3   1.1   1.0  1.54  1.04  0.91  0.00  0.00    7.27   13.58    0.00    0.00    0.38
 1991 229    17     1     1     0.0  107.3   16638   89.8   17.5   7.1  11.7  18.8  12.8   6.7   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.3   1.0   0.9  1.54  1.02  0.88  0.00  0.00    7.88   14.46    0.00    0.00    0.38
 1991 230    18     1     1     0.0  107.7   16637   90.5   17.2   7.2  11.7  18.9  12.9   6.7   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.3   1.0   0.9  1.55  1.00  0.86  0.00  0.00    8.55   15.41    0.00    0.00    0.39
 1991 231    19     1     1     0.0  108.4   16637   91.5   16.9   7.5  11.9  19.0  12.9   6.8   0.3   0.7   0.8   0.0   0.0   0.1   0.6   1.3   1.0   0.9  1.55  0.98  0.83  0.00  0.00    9.24   16.37    0.00    0.00    0.39
 1991 232    20     1     1     0.0  109.1   16636   92.4   16.7   7.8  12.0  19.1  13.0   6.8   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.3   0.9   0.9  1.55  0.96  0.81  0.00  0.00    9.93   17.31    0.00    0.00    0.41
 1991 233    21     1     1     0.0  109.8   16635   93.3   16.4   8.1  12.1  19.2  13.1   6.9   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.3   0.9   0.8  1.55  0.94  0.78  0.00  0.00   10.62   18.20    0.00    0.00    0.43
 1991 234    22     1     1     0.0  110.4   16635   94.2   16.2   8.3  12.1  19.3  13.1   7.0   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.2   0.9   0.8  1.56  0.92  0.76  0.00  0.00   11.31   19.07    0.00    0.00    0.45
 1991 235    23     1     1     0.0  111.0   16634   95.0   16.0   8.6  12.2  19.4  13.2   7.0   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.9   0.8  1.56  0.90  0.74  0.00  0.00   12.00   19.94    0.00    0.00    0.47
 1991 236    24     1     1     0.0  111.6   16633   95.8   15.9   8.8  12.3  19.5  13.3   7.1   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.88  0.72  0.00  0.00   12.68   20.79    0.00    0.00    0.49
 1991 237    25     1     1     0.0  112.2   16633   96.5   15.7   9.1  12.4  19.6  13.3   7.1   0.5   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.87  0.70  0.00  0.00   13.34   21.60    0.00    0.00    0.51
 1991 238    26     1     1     0.0  112.7   16632   97.2   15.5   9.2  12.4  19.6  13.4   7.1   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.57  0.85  0.68  0.00  0.00   14.00   22.40    0.00    0.00    0.53
 1991 239    27     1     1     0.0  113.0   16631   97.7   15.4   9.4  12.4  19.7  13.4   7.2   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.2   0.8   0.7  1.57  0.83  0.66  0.00  0.00   14.62   23.14    0.00    0.00    0.55
 1991 240    28     1     1     0.0  113.4   16631   98.1   15.3   9.5  12.4  19.7  13.5   7.2   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.2   0.8   0.7  1.57  0.82  0.64  0.00  0.00   15.20   23.81    0.00    0.00    0.57
 1991 241    29     1     1     0.0  113.7   16630   98.6   15.1   9.7  12.4  19.7  13.5   7.3   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.2   0.8   0.7  1.57  0.81  0.62  0.00  0.00   15.76   24.47    0.00    0.00    0.59
 1991 242    30     1     1     0.0  113.9   16630   98.9   15.0   9.8  12.4  19.7  13.5   7.3   0.5   1.1   1.0   0.0   0.0   0.1   0.5   1.2   0.7   0.7  1.58  0.79  0.61  0.00  0.00   16.33   25.13    0.00    0.00    0.60
 1991 243    31     1     1     0.0  114.1   16629   99.2   14.9   9.9  12.4  19.6  13.6   7.3   0.6   1.1   1.1   0.0   0.0   0.1   0.5   1.2   0.7   0.7  1.58  0.78  0.59  0.00  0.00   16.89   25.79    0.00    0.00    0.62
 1991 244    32     1     1     0.0  114.1   16629   99.3   14.8   6.8  13.2  20.0  13.6   7.4   0.6   1.1   1.1   0.0   0.0   0.1   0.5   1.2   0.7   0.7  1.58  0.77  0.57  0.00  0.00   17.46   26.43    0.00    0.00    0.64
 1991 245    33     1     1     0.0  114.2   16628   99.4   14.8   6.8  12.7  20.2  13.7   7.4   0.6   1.1   1.1   0.0   0.0   0.1   0.6   1.1   0.7   0.7  1.58  0.75  0.56  0.00  0.00   18.01   26.98    0.00    0.00    0.66
 1991 246    34     1     1     0.0  114.6   16627   99.8   14.8   6.8  12.6  20.3  13.7   7.5   0.6   1.2   1.1   0.0   0.0   0.1   0.6   1.1   0.7   0.7  1.58  0.74  0.55  0.00  0.00   18.56   27.52    0.00    0.00    0.68
 1991 247    35     1     1     0.0  114.6   16627  100.0   14.6   6.9  12.5  20.2  13.8   7.5   0.6   1.2   1.1   0.0   0.0   0.1   0.6   1.1   0.7   0.7  1.59  0.73  0.53  0.00  0.00   19.11   28.16    0.00    0.00    0.70
 1991 248    36     1     1     0.0  114.2   16626   99.7   14.5   6.9  12.4  19.9  13.8   7.5   0.7   1.2   1.2   0.0   0.0   0.1   0.6   1.1   0.7   0.7  1.59  0.72  0.52  0.00  0.00   19.67   28.80    0.00    0.00    0.72
 1991 249    37     1     1     0.0  113.8   16626   99.4   14.4   7.0  12.2  19.6  13.9   7.6   0.7   1.2   1.2   0.0   0.0   0.1   0.6   1.1   0.7   0.7  1.59  0.71  0.51  0.00  0.00   20.27   29.48    0.00    0.00    0.73
 1991 250    38     1     1     0.0  113.7   16625   99.4   14.3   6.4  12.4  19.5  13.9   7.6   0.7   1.2   1.2   0.0   0.0   0.1   0.6   1.1   0.7   0.7  1.59  0.70  0.49  0.00  0.00   20.91   30.19    0.00    0.00    0.75
 1991 251    39     1     1     0.0  113.3   16624   99.1   14.2   6.1  12.3  19.3  14.0   7.6   0.7   1.3   1.2   0.0   0.0   0.2   0.5   1.1   0.7   0.7  1.59  0.68  0.48  0.00  0.00   21.55   30.86    0.00    0.00    0.77
 1991 252    40     1     1     0.0  113.2   16624   99.1   14.1   6.2  12.2  19.1  14.0   7.7   0.7   1.3   1.2   0.0   0.0   0.1   0.5   1.1   0.7   0.6  1.60  0.67  0.47  0.00  0.00   22.17   31.56    0.00    0.00    0.81
 1991 253    41     1     1     0.0  112.6   16623   98.6   14.0   6.2  12.0  18.8  14.0   7.7   0.7   1.3   1.2   0.0   0.0   0.1   0.5   1.1   0.7   0.6  1.60  0.66  0.46  0.00  0.00   22.75   32.18    0.00    0.00    0.82
 1991 254    42     1     1     0.0  112.1   16623   98.1   13.9   6.2  11.8  18.5  14.0   7.7   0.8   1.3   1.3   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.60  0.66  0.45  0.00  0.00   23.31   32.78    0.00    0.00    0.84
 1991 255    43     1     1     0.0  111.2   16622   97.3   13.9   6.2  11.6  18.0  14.0   7.8   0.8   1.3   1.3   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.60  0.65  0.44  0.00  0.00   23.88   33.38    0.00    0.00    0.86
 1991 256    44     1     1     0.0  110.2   16622   96.4   13.8   6.2  11.3  17.6  14.0   7.8   0.8   1.4   1.3   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.60  0.64  0.42  0.00  0.00   24.49   34.03    0.00    0.00    0.88
 1991 257    45     1     1     0.0  109.1   16621   95.4   13.7   6.2  11.1  17.1  13.9   7.8   0.8   1.4   1.3   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.63  0.41  0.00  0.00   25.17   34.74    0.00    0.00    0.90
 1991 258    46     1     1     0.0  107.4   16620   93.8   13.6   4.2  11.3  16.7  13.7   7.9   0.8   1.4   1.3   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.62  0.40  0.00  0.00   25.84   35.44    0.00    0.00    0.92
 1991 259    47     1     1     0.0  108.0   16620   94.3   13.7   3.8  11.0  17.2  13.7   7.9   0.9   1.4   1.3   0.0   0.0   0.2   0.6   1.0   0.6   0.6  1.61  0.61  0.40  0.00  0.00   26.47   35.94    0.00    0.00    0.93
 1991 260    48     1     1     0.0  108.2   16619   94.5   13.7   2.8   9.6  17.7  14.4   7.9   0.9   1.4   1.3   0.0   0.0   0.1   0.7   1.0   0.6   0.6  1.61  0.60  0.39  0.00  0.00   27.10   36.51    0.00    0.00    0.97
 1991 261    49     1     1     1.3  104.6   16618   90.6   13.9   0.8   4.8  12.2  11.8  10.1   3.4   2.1   1.7   0.0   0.0   0.1   0.8   1.1   0.6   0.6  1.61  0.60  0.38  0.00  0.00   27.68   36.80    0.00    0.00    0.98
 1991 262    50     1     1     2.0  101.9   16618   87.6   14.2   0.8   4.4  11.2  11.1   9.9   3.6   2.2   1.7   0.0   0.0   0.1   0.8   1.1   0.7   0.6  1.63  0.60  0.38  0.00  0.00   28.22   36.95    0.00    0.00    1.01
 1991 263    51     1     1     2.4  100.2   16617   85.8   14.4   0.9   4.3  10.6  10.7   9.8   3.6   2.2   1.7   0.0   0.0   0.1   0.7   1.2   0.7   0.7  1.64  0.61  0.38  0.00  0.00   28.76   37.24    0.00    0.00    1.03
