*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 20:21:52

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0153 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   SNW0C   SNW1C
 1990 240    20    17    0.5      0   0.01      5      1      0      7      6      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  204.3   0.04   0.04    0.7   0.75   0.05   0.06   0.05   0.01   0.00   0.00   0.00   0.00   0.00   0.00       0       1
 1990 241    21    18    0.5      0   0.01      5      1      0      7      6      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  202.1   0.04   0.04    0.7   0.76   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       1
 1990 242    22    19    0.6      0   0.01      5      2      0      8      7      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  201.8   0.04   0.04    0.7   0.81   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       1
 1990 243    23    20    0.6      0   0.01      5      2      0      8      7      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  201.5   0.04   0.04    0.7   0.82   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       1
 1990 244    24    21    0.6      0   0.01      5      2      0      8      7      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  201.0   0.04   0.04    0.6   0.82   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       1
 1990 245    25    22    0.6      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  101.6   0.04   0.04    0.6   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 246    26    23    0.6      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  101.6   0.04   0.04    0.6   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 247    27    24    0.6      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  101.6   0.04   0.04    0.5   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 248    28    25    0.7      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  101.7   0.04   0.04    0.5   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 249    29    26    0.8      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  101.7   0.05   0.05    0.5   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 250    30    27    0.8      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  101.7   0.05   0.05    0.4   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 251    31    28    0.9      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.120    5.73   0.00   0.00      0      0  101.8   0.05   0.05    0.4   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 252    32    29    0.9      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  101.8   0.05   0.05    0.4   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 253    33    30    1.1      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  101.9   0.05   0.05    0.3   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 254    34    31    1.3      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.003    5.73   0.00   0.00      0      0  101.9   0.06   0.06    0.3   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 255    35    32    1.3      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  101.9   0.06   0.06    0.3   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 256    36    33    1.3      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  101.9   0.06   0.06    0.3   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 257    37    34    1.4      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  101.9   0.06   0.06    0.3   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 258    38    35    1.4      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  101.9   0.07   0.06    0.2   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 259    39    36    1.5      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.74   0.00   0.00      0      0  102.0   0.07   0.07    0.2   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 260    40    37    1.6      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.74   0.00   0.00      0      0  102.0   0.07   0.07    0.2   0.83   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       1
 1990 261    41    38    1.8      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.006    5.74   0.00   0.00      0      0  102.0   0.07   0.07    0.2   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 262    42    39    1.9      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.74   0.00   0.00      0      0  102.0   0.08   0.08    0.2   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 263    43    40    2.0      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.74   0.00   0.00      0      0  102.1   0.08   0.08    0.2   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 264    44    41    2.2      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.1   0.09   0.08    0.2   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 265    45    42    2.3      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.2   0.09   0.09    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 266    46    43    2.3      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.2   0.09   0.09    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 267    47    44    2.3      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.2   0.09   0.09    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 268    48    45    2.4      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.2   0.10   0.09    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 269    49    46    2.5      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.2   0.10   0.10    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 270    50    47    2.6      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.2   0.10   0.10    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 271    51    48    2.8      0   0.00      0      2      0      8      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  102.3   0.11   0.10    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 272    52    49    2.9      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.76   0.00   0.00      0      0  102.3   0.11   0.11    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 273    53    50    3.1      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.76   0.00   0.00      0      0  102.3   0.12   0.11    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 274    54    51    3.3      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.76   0.00   0.00      0      0  102.4   0.12   0.12    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 275    55    52    3.4      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.76   0.00   0.00      0      0  102.4   0.13   0.13    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 276    56    53    3.6      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.77   0.00   0.00      0      0  102.5   0.14   0.14    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 277    57    54    3.9      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.77   0.00   0.00      0      0  102.5   0.15   0.15    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 278    58    55    4.0      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.77   0.00   0.00      0      0  102.6   0.16   0.15    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 279    59    56    4.2      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.060    5.77   0.00   0.00      0      0  102.6   0.17   0.15    0.1   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 280    60    57    4.4      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.053    5.78   0.00   0.00      0      0  102.7   0.18   0.15    0.0   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 281    61    58    4.6      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.099    5.78   0.00   0.00      0      0  102.7   0.18   0.15    0.0   0.83   0.05   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 282    62    59    4.7      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.78   0.00   0.00      0      0  102.7   0.19   0.15    0.0   0.83   0.05   0.05   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 283    63    60    4.9      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.78   0.00   0.00      0      0  102.7   0.20   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 284    64    61    5.0      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.78   0.00   0.00      0      0  102.8   0.20   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 285    65    62    5.2      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.030    5.78   0.00   0.00      0      0  102.8   0.21   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 286    66    63    5.3      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.79   0.00   0.00      0      0  102.8   0.21   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       2
 1990 287    67    64    5.4      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.79   0.00   0.00      0      0  102.9   0.22   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 288    68    65    5.5      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.79   0.00   0.00      0      0  102.9   0.22   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 289    69    66    5.6      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.79   0.00   0.00      0      0  102.9   0.23   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 290    70    67    5.7      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.79   0.00   0.00      0      0  102.9   0.23   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 291    71    68    5.9      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.79   0.00   0.00      0      0  103.0   0.24   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 292    72    69    6.1      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.79   0.00   0.00      0      0  103.0   0.24   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 293    73    70    6.3      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.80   0.00   0.00      0      0  103.0   0.25   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 294    74    71    6.5      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.80   0.00   0.00      0      0  103.1   0.26   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 295    75    72    6.7      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.80   0.00   0.00      0      0  103.1   0.27   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 296    76    73    6.9      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.80   0.00   0.00      0      0  103.1   0.28   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 297    77    74    7.0      0   0.00      0      2      0      7      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.80   0.00   0.00      0      0  103.2   0.29   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 298    78    75    7.2      0   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.81   0.00   0.00      0      0  103.2   0.30   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 299    79    76    7.4      0   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.81   0.00   0.00      0      0  103.2   0.30   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 300    80    77    7.7      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.81   0.00   0.00      0      0  103.3   0.32   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 301    81    78    7.9      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.81   0.00   0.00      0      0  103.3   0.33   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 302    82    79    8.1      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.81   0.00   0.00      0      0  103.4   0.34   0.15    0.0   0.83   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 303    83    80    8.4      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.099    5.82   0.00   0.00      0      0  103.4   0.36   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 304    84    81    8.6      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.82   0.00   0.00      0      0  103.4   0.37   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 305    85    82    8.8      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.82   0.00   0.00      0      0  103.5   0.38   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 306    86    83    9.0      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.82   0.00   0.00      0      0  103.5   0.39   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 307    87    84    9.2      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.82   0.00   0.00      0      0  103.5   0.40   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 308    88    85    9.4      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.010    5.83   0.00   0.00      0      0  103.5   0.41   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 309    89    86    9.5      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.83   0.00   0.00      0      0  103.6   0.42   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 310    90    87    9.6      1   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.83   0.00   0.00      0      0  103.6   0.42   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 311    91    88    9.8      3   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.83   0.00   0.00      0      0  103.6   0.43   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 312    92    89    9.9      3   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.83   0.00   0.00      0      0  103.6   0.43   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 313    93    90   10.1      3   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.83   0.00   0.00      0      0  103.6   0.44   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       3
 1990 314    94    91   10.3      3   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.83   0.00   0.00      0      0  103.7   0.45   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       4
 1990 315    95    92   10.5      3   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.83   0.00   0.00      0      0  103.7   0.46   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       4
 1990 316    96    93   10.7      3   0.00      0      2      0      6      2      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.84   0.00   0.00      0      0  103.7   0.47   0.15    0.0   0.83   0.04   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       5       4
