*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 19, 2016; 14:31:18

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0216 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 2000 228     0  15.20  17.00   7.10  3.153  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 2000 229     1  17.30  19.20   3.50  3.579  1.374  0.000  1.374  0.000    3.7    0.0    3.7    0.0
 2000 230     2  17.60  19.70   3.00  3.650  1.078  0.000  1.078  0.000    4.8    0.0    4.8    0.0
 2000 231     3  17.00  21.60   2.70  3.611  3.611  0.000  3.611  0.000    8.4    0.0    8.4    0.0
 2000 232     4  17.30  27.50   8.20  4.165  3.454  0.000  3.454  0.000   11.9    0.0   11.9    0.0
 2000 233     5   5.00  18.40  14.40  1.130  1.130  0.000  1.130  0.000   13.0    0.0   13.0    0.0
 2000 234     6   8.50  24.00  15.80  2.086  2.086  0.000  2.086  0.000   15.1    0.0   15.1    0.0
 2000 235     7  10.00  25.30  14.70  2.470  2.470  0.000  2.470  0.000   17.6    0.0   17.6    0.0
 2000 236     8   7.60  21.60  15.60  1.808  1.808  0.000  1.808  0.000   19.4    0.0   19.4    0.0
 2000 237     9   5.50  18.00  16.10  1.255  1.255  0.000  1.255  0.000   20.6    0.0   20.6    0.0
 2000 238    10   5.20  16.10  11.80  1.113  1.113  0.000  1.113  0.000   21.7    0.0   21.7    0.0
 2000 239    11  17.20  16.40   7.10  3.538  3.538  0.000  3.538  0.000   25.3    0.0   25.3    0.0
 2000 240    12  19.20  18.90   3.60  3.958  2.414  0.004  2.410  0.000   27.7    0.0   27.7    0.0
 2000 241    13  17.70  11.30   2.00  3.194  1.886  0.005  1.881  0.000   29.6    0.0   29.6    0.0
 2000 242    14  16.60  17.30   2.40  3.304  1.272  0.004  1.268  0.000   30.9    0.0   30.8    0.0
 2000 243    15  17.00  21.40   3.50  3.627  1.030  0.005  1.025  0.000   31.9    0.0   31.9    0.0
 2000 244    16  13.90  15.10   4.80  2.742  0.890  0.006  0.884  0.000   32.8    0.0   32.8    0.0
 2000 245    17  19.20  14.30  -0.90  3.525  0.797  0.009  0.789  0.000   33.6    0.0   33.5    0.0
 2000 246    18  19.30  15.90  -0.80  3.639  0.724  0.005  0.719  0.000   34.3    0.0   34.3    0.0
 2000 247    19  19.60  16.90   0.40  3.801  0.668  0.004  0.665  0.000   35.0    0.0   34.9    0.0
 2000 248    20  20.10  20.40   3.40  4.225  0.626  0.004  0.621  0.000   35.6    0.0   35.5    0.0
 2000 249    21  19.00  20.40   1.10  3.907  0.592  0.007  0.586  0.000   36.2    0.1   36.1    0.0
 2000 250    22  20.50  21.50   3.40  4.375  0.564  0.008  0.555  0.000   36.7    0.1   36.7    0.0
 2000 251    23  19.60  26.00   9.20  4.668  0.543  0.013  0.529  0.000   37.3    0.1   37.2    0.0
 2000 252    24  19.30  27.00  13.10  4.800  0.531  0.025  0.507  0.000   37.8    0.1   37.7    0.0
 2000 253    25   5.90  22.20  13.90  1.392  1.392  0.011  1.381  0.000   39.2    0.1   39.1    0.0
 2000 254    26  11.40  23.80  15.90  2.786  2.786  0.043  2.744  0.000   42.0    0.2   41.8    0.0
 2000 255    27   8.80  21.90  11.30  2.019  2.019  0.051  1.968  0.000   44.0    0.2   43.8    0.0
 2000 256    28  10.50  14.60   7.60  2.104  1.805  0.069  1.737  0.000   45.8    0.3   45.6    0.0
 2000 257    29   6.10   9.50   6.20  1.113  1.113  0.039  1.074  0.000   46.9    0.3   46.6    0.0
 2000 258    30   6.20  10.70   7.90  1.174  1.174  0.042  1.132  0.000   48.1    0.4   47.8    0.0
 2000 259    31   7.70  14.60   9.10  1.565  1.565  0.057  1.507  0.000   49.7    0.4   49.3    0.0
 2000 260    32  13.50  16.70  10.50  2.862  2.862  0.112  2.750  0.000   52.5    0.5   52.0    0.0
 2000 261    33  14.50  19.40   8.00  3.116  2.169  0.139  2.031  0.000   54.7    0.7   54.0    0.0
 2000 262    34   6.30  18.00  14.60  1.408  1.408  0.072  1.337  0.000   56.1    0.7   55.4    0.0
 2000 263    35  14.80  21.20  14.80  3.449  3.449  0.201  3.249  0.000   59.6    0.9   58.6    0.0
