*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 12:23:42

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0108 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1990 191     0  13.30  15.80   7.80  2.730  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 1990 192     1  13.40  17.80   4.00  2.730  1.374  0.000  1.374  0.000    3.7    0.0    3.7    0.0
 1990 193     2  13.50  18.80   4.70  2.809  1.078  0.000  1.078  0.000    4.8    0.0    4.8    0.0
 1990 194     3  11.00  20.80   8.20  2.430  2.430  0.000  2.430  0.000    7.3    0.0    7.3    0.0
 1990 195     4   7.20  21.00   9.60  1.615  1.615  0.000  1.615  0.000    8.9    0.0    8.9    0.0
 1990 196     5   3.90  20.50  11.40  0.883  0.883  0.000  0.883  0.000    9.7    0.0    9.7    0.0
 1990 197     6   3.90  13.40   7.60  0.771  0.771  0.000  0.771  0.000   10.5    0.0   10.5    0.0
 1990 198     7  13.80  17.20   4.50  2.800  2.201  0.000  2.201  0.000   12.7    0.0   12.7    0.0
 1990 199     8  13.30  11.60   1.50  2.400  2.400  0.000  2.400  0.000   15.1    0.0   15.1    0.0
 1990 200     9  10.00  11.10  -1.30  1.734  1.511  0.000  1.511  0.000   16.6    0.0   16.6    0.0
 1990 201    10   8.70  11.80  -1.70  1.520  1.139  0.000  1.139  0.000   17.8    0.0   17.8    0.0
 1990 202    11  13.20   9.60  -2.20  2.207  0.953  0.000  0.953  0.000   18.7    0.0   18.7    0.0
 1990 203    12   7.70  11.10  -3.60  1.300  0.837  0.000  0.837  0.000   19.6    0.0   19.6    0.0
 1990 204    13  13.90  13.80  -3.20  2.469  0.755  0.000  0.755  0.000   20.3    0.0   20.3    0.0
 1990 205    14  14.40  14.80   1.70  2.740  0.693  0.000  0.693  0.000   21.0    0.0   21.0    0.0
 1990 206    15  12.40  16.90   0.80  2.415  0.644  0.000  0.644  0.000   21.7    0.0   21.7    0.0
 1990 207    16  14.50  17.00   1.20  2.839  0.604  0.000  0.604  0.000   22.3    0.0   22.3    0.0
 1990 208    17  14.40  13.60   3.50  2.740  0.571  0.000  0.571  0.000   22.8    0.0   22.8    0.0
 1990 209    18  14.60  15.20  -2.60  2.672  0.543  0.000  0.543  0.000   23.4    0.0   23.4    0.0
 1990 210    19   5.10  14.10   4.40  0.987  0.519  0.000  0.519  0.000   23.9    0.0   23.9    0.0
 1990 211    20  14.90  13.40  -1.00  2.694  0.497  0.000  0.497  0.000   24.4    0.0   24.4    0.0
 1990 212    21  15.00  16.00   1.30  2.896  0.478  0.000  0.478  0.000   24.9    0.0   24.9    0.0
 1990 213    22  10.30  18.30   4.90  2.132  0.461  0.000  0.461  0.000   25.3    0.0   25.3    0.0
 1990 214    23  12.60  20.50   2.80  2.638  0.446  0.000  0.446  0.000   25.8    0.0   25.8    0.0
 1990 215    24  13.20  24.00   5.00  2.957  0.432  0.000  0.432  0.000   26.2    0.0   26.2    0.0
 1990 216    25  14.70  26.60   6.80  3.459  0.420  0.000  0.420  0.000   26.6    0.0   26.6    0.0
 1990 217    26  15.20  26.00  12.60  3.724  0.408  0.000  0.408  0.000   27.0    0.0   27.0    0.0
 1990 218    27  15.40  26.50  15.70  3.888  0.406  0.008  0.397  0.000   27.4    0.0   27.4    0.0
 1990 219    28  14.90  26.50  16.80  3.793  0.404  0.017  0.388  0.000   27.8    0.0   27.8    0.0
 1990 220    29  12.40  26.30  14.40  3.089  3.089  0.022  3.067  0.000   30.9    0.0   30.9    0.0
 1990 221    30  13.60  21.60  15.10  3.217  3.217  0.031  3.185  0.000   34.1    0.1   34.1    0.0
 1990 222    31  15.60  26.60  13.20  3.861  3.461  0.047  3.414  0.000   37.6    0.1   37.5    0.0
 1990 223    32  15.10  26.60  14.80  3.780  3.030  0.079  2.951  0.000   40.6    0.2   40.4    0.0
 1990 224    33  15.80  28.50  13.40  3.993  1.562  0.127  1.435  0.000   42.2    0.3   41.9    0.0
 1990 225    34  16.00  28.90  15.10  4.108  1.288  0.182  1.106  0.000   43.5    0.5   43.0    0.0
 1990 226    35   9.60  25.40  15.00  2.359  1.075  0.141  0.934  0.000   44.6    0.7   43.9    0.0
 1990 227    36  14.30  20.00   9.90  3.138  1.055  0.232  0.824  0.000   45.6    0.9   44.7    0.0
 1990 228    37  16.80  21.00   5.90  3.600  1.042  0.297  0.745  0.000   46.7    1.2   45.5    0.0
 1990 229    38  17.40  22.80  11.30  3.998  1.046  0.361  0.685  0.000   47.7    1.5   46.2    0.0
 1990 230    39  14.70  23.70   6.60  3.276  0.975  0.337  0.638  0.000   48.7    1.9   46.8    0.0
 1990 231    40   7.70  21.20  10.80  1.720  0.795  0.195  0.599  0.000   49.5    2.1   47.4    0.0
 1990 232    41  17.50  23.40   6.50  3.868  1.051  0.484  0.567  0.000   50.5    2.6   48.0    0.0
 1990 233    42  17.70  24.30   8.70  4.027  1.092  0.552  0.539  0.000   51.6    3.1   48.5    0.0
 1990 234    43  17.40  22.40   7.80  3.824  1.097  0.582  0.516  0.000   52.7    3.7   49.0    0.0
 1990 235    44  15.70  19.40   7.50  3.298  1.039  0.545  0.494  0.000   53.8    4.2   49.5    0.0
 1990 236    45  11.90  22.00   7.60  2.588  0.930  0.454  0.476  0.000   54.7    4.7   50.0    0.0
 1990 237    46  16.80  23.40  11.40  3.836  1.181  0.722  0.459  0.000   55.9    5.4   50.5    0.0
 1990 238    47  13.00  25.00  12.20  3.040  1.072  0.628  0.444  0.000   56.9    6.0   50.9    0.0
 1990 239    48   9.40  18.80   4.90  1.893  1.893  0.431  1.462  0.000   58.8    6.5   52.4    0.0
 1990 240    49  18.90  12.10   2.10  3.341  2.140  0.780  1.360  0.000   61.0    7.3   53.7    0.0
 1990 241    50  19.20  15.70   0.70  3.556  1.296  0.724  0.571  0.000   62.3    8.0   54.3    0.0
 1990 242    51  17.90  21.80   5.30  3.815  1.133  0.590  0.543  0.000   63.4    8.6   54.8    0.0
 1990 243    52   5.70  13.20   5.00  1.067  0.699  0.181  0.519  0.000   64.1    8.8   55.4    0.0
 1990 244    53  16.60  12.60   1.20  2.958  2.958  0.504  2.453  0.000   67.1    9.3   57.8    0.0
 1990 245    54  17.50  14.10  -1.20  3.129  1.147  0.425  0.722  0.000   68.2    9.7   58.5    0.0
 1990 246    55  19.90  18.60   2.10  3.985  0.944  0.277  0.667  0.000   69.2   10.0   59.2    0.0
 1990 247    56   7.80  21.50   9.20  1.737  0.741  0.117  0.624  0.000   69.9   10.1   59.8    0.0
 1990 248    57   7.40  19.60  14.50  1.678  0.736  0.148  0.587  0.000   70.6   10.2   60.4    0.0
 1990 249    58   5.80  16.40  14.40  1.254  1.254  0.150  1.103  0.000   71.9   10.4   61.5    0.0
 1990 250    59   5.90  17.00  13.10  1.269  1.269  0.165  1.104  0.000   73.2   10.5   62.6    0.0
 1990 251    60  11.60  18.80  12.40  2.535  2.535  0.358  2.178  0.000   75.7   10.9   64.8    0.0
 1990 252    61  19.30  22.70   8.30  4.273  3.922  0.678  3.244  0.000   79.6   11.6   68.0    0.0
 1990 253    62  19.00  26.80  13.90  4.618  3.869  0.855  3.014  0.000   83.5   12.4   71.0    0.0
 1990 254    63  11.10  22.50  10.10  2.462  2.010  0.571  1.438  0.000   85.5   13.0   72.5    0.0
