*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 01, 2016; 15:14:26

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0103 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1975 184     0     0     0     0.0   86.4    7840   64.1   22.3  12.5  16.6   8.5   4.9   0.1   0.0   0.0   0.0   0.0   0.0   1.1   1.4   1.5   1.5   1.5  1.48  1.48  0.00  0.00  0.00    0.23    1.04    0.00    0.00    0.00
 1975 185     1     0     0     0.0   86.6    7840   65.0   21.7  12.8  16.7   8.5   5.0   0.1   0.1   0.1   0.0   0.0   0.0   0.8   1.3   1.4   1.4   1.4  1.46  1.46  0.00  0.00  0.00    0.46    1.94    0.00    0.00    0.00
 1975 186     2     0     0     0.0   86.9    7840   65.8   21.1   7.5  16.7  10.5   5.0   0.2   0.1   0.1   0.0   0.0   0.0   0.6   1.3   1.4   1.4   1.4  1.44  1.43  0.00  0.00  0.00    0.69    2.75    0.00    0.00    0.00
 1975 187     3     0     1     0.0   87.1    7840   66.5   20.6   6.9  15.3  11.0   5.9   0.2   0.1   0.1   0.0   0.0   0.0   0.4   1.2   1.4   1.4   1.4  1.42  1.41  0.00  0.00  0.00    0.91    3.49    0.00    0.00    0.00
 1975 188     4     0     1     0.0   87.3    7839   67.2   20.1   7.0  15.0  11.1   6.1   0.3   0.1   0.1   0.0   0.0   0.0   0.3   1.1   1.4   1.4   1.3  1.40  1.39  0.00  0.00  0.00    1.13    4.16    0.00    0.00    0.00
 1975 189     5     0     1     0.0   87.5    7839   67.8   19.7   7.1  15.1  11.1   6.1   0.3   0.2   0.2   0.0   0.0   0.0   0.3   1.1   1.4   1.3   1.3  1.38  1.37  0.00  0.00  0.00    1.34    4.78    0.00    0.00    0.00
 1975 190     6     0     1     0.0   87.7    7839   68.4   19.3   7.2  15.2  11.2   6.1   0.3   0.2   0.2   0.0   0.0   0.0   0.3   1.0   1.3   1.3   1.3  1.36  1.35  0.00  0.00  0.00    1.56    5.38    0.00    0.00    0.00
 1975 191     7     0     1     0.0   88.0    7839   69.0   18.9   7.2  15.3  11.2   6.2   0.4   0.2   0.2   0.0   0.0   0.0   0.3   1.0   1.3   1.3   1.2  1.35  1.33  0.00  0.00  0.00    1.78    5.98    0.00    0.00    0.00
 1975 192     8     0     1     0.0   88.2    7838   69.6   18.6   4.3  15.1  11.9   6.6   0.6   0.2   0.2   0.0   0.0   0.0   0.2   0.9   1.3   1.3   1.2  1.33  1.31  0.00  0.00  0.00    2.02    6.61    0.00    0.00    0.00
 1975 193     9     0     1     0.0   88.4    7838   70.2   18.2   2.0  11.2  12.7   8.2   1.5   0.3   0.3   0.0   0.0   0.0   0.2   0.9   1.3   1.2   1.2  1.31  1.29  0.00  0.00  0.00    2.27    7.22    0.00    0.00    0.00
