*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Jul 19, 2016; 15:12:54

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0014 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 1990 201    17    0.0   10.2   11.2   11.7   23.4   0.23    8.1   -1.2    3.0    4.6   -1.2    3.0    4.6   86.4    330
 1990 202    18    0.0   10.2   11.2    9.4   18.8   0.39    8.6   -1.0    3.4    5.0   -1.0    3.4    5.0   86.4    330
 1990 203    19    0.0   10.2   11.2   12.5   25.0   0.19    8.8   -5.6    1.0    3.5   -5.6    1.0    3.5   86.4    330
 1990 204    20    0.0   10.3   11.3   12.5   25.0   0.20   13.9   -0.7    5.9    8.5   -0.7    5.9    8.5   86.4    330
 1990 205    21    0.0   10.3   11.3   14.0   28.0   0.10   14.7    2.1    7.8   10.0    2.1    7.8   10.0   86.4    330
 1990 206    22    0.0   10.3   11.3   14.7   29.4   0.07    6.5   -1.0    2.4    3.7   -1.0    2.4    3.7   86.4    330
 1990 207    23    0.0   10.3   11.3   11.0   22.0   0.31   12.0    4.0    7.6    9.1    4.0    7.6    9.1   86.4    330
 1990 208    24    0.0   10.3   11.3   13.5   27.0   0.15   16.0    1.7    8.2   10.7    1.7    8.2   10.7   86.4    330
 1990 209    25    0.0   10.4   11.3   14.9   29.8   0.07   10.2    1.1    5.3    6.9    1.1    5.3    6.9   86.4    330
 1990 210    26    0.0   10.4   11.4   14.2   28.4   0.12   12.7   -1.1    5.2    7.7   -1.1    5.2    7.7   86.4    330
 1990 211    27    0.0   10.4   11.4   12.8   25.6   0.21   12.8   -1.0    5.3    7.8   -1.0    5.3    7.8   86.4    330
 1990 212    28    0.0   10.4   11.4   13.0   26.0   0.21   14.9   -1.9    5.8    8.8   -1.9    5.8    8.8   86.4    330
 1990 213    29    0.0   10.5   11.4   13.0   26.0   0.21   17.5    3.8   10.1   12.5    3.8   10.1   12.5   86.4    330
 1990 214    30    0.0   10.5   11.5   14.4   28.8   0.14   19.9    3.7   11.1   14.0    3.7   11.1   14.0   86.4    330
 1990 215    31    0.0   10.5   11.5   14.8   29.6   0.12   21.5    5.0   12.6   15.5    5.0   12.6   15.5   86.4    330
 1990 216    32    0.0   10.5   11.5   14.8   29.6   0.13   21.9    5.7   13.1   16.0    5.7   13.1   16.0   86.4    330
 1990 217    33    0.0   10.6   11.5   14.5   29.0   0.15   25.9   10.2   17.4   20.2   10.2   17.4   20.2   86.4    330
 1990 218    34    0.0   10.6   11.5   15.6   31.2   0.09   23.4   13.9   18.3   20.0   13.9   18.3   20.0   86.4    330
 1990 219    35    0.0   10.6   11.6   15.2   30.4   0.12   25.9   14.4   19.7   21.8   14.4   19.7   21.8   86.4    330
 1990 220    36    0.0   10.6   11.6   12.9   25.8   0.26   25.0   12.8   18.4   20.6   12.8   18.4   20.6   86.4    330
 1990 221    37    2.0   10.7   11.6   14.7   29.4   0.16   20.5   10.3   15.0   16.9   10.3   15.0   16.9   86.4    330
 1990 222    38    0.0   10.7   11.6   15.1   30.2   0.15   22.3    8.9   15.1   17.5    8.9   15.1   17.5   86.4    330
 1990 223    39    0.0   10.7   11.7   15.4   30.8   0.14   28.0   11.9   19.3   22.3   11.9   19.3   22.3   86.4    330
 1990 224    40    0.0   10.7   11.7   15.3   30.6   0.15   28.4   12.1   19.6   22.6   12.1   19.6   22.6   86.4    330
 1990 225    41    0.0   10.8   11.7   14.5   29.0   0.20   28.0   12.8   19.8   22.6   12.8   19.8   22.6   86.4    330
 1990 226    42    0.0   10.8   11.7    5.2   10.4   0.72   25.8   14.9   19.9   22.0   14.9   19.9   22.0   86.4    330
 1990 227    43   28.0   10.8   11.8    7.5   15.0   0.59   15.8   10.5   13.0   13.9   10.5   13.0   13.9   86.4    330
 1990 228    44    0.0   10.9   11.8   14.8   29.6   0.21   18.9    8.5   13.3   15.2    8.5   13.3   15.2   86.4    330
 1990 229    45    0.0   10.9   11.8   16.8   33.6   0.11   21.4    7.7   14.1   16.6    7.7   14.1   16.6   86.4    330
 1990 230    46    0.0   10.9   11.9   16.2   32.4   0.14   20.8    6.0   12.9   15.6    6.0   12.9   15.6   86.4    330
 1990 231    47    0.0   10.9   11.9   12.8   25.6   0.33   20.8   10.4   15.2   17.2   10.4   15.2   17.2   86.4    330
 1990 232    48    0.0   11.0   11.9   17.3   34.6   0.10   21.0   10.3   15.3   17.3   10.3   15.3   17.3   86.4    330
 1990 233    49    0.0   11.0   11.9   14.8   29.6   0.24   20.9    6.7   13.3   16.0    6.7   13.3   16.0   86.4    330
 1990 234    50    0.0   11.0   12.0   13.0   26.0   0.34   18.4    8.3   13.0   14.9    8.3   13.0   14.9   86.4    330
 1990 235    51    0.0   11.1   12.0   17.0   34.0   0.14   15.6    4.4    9.6   11.7    4.4    9.6   11.7   86.4    330
 1990 236    52    0.0   11.1   12.0   11.2   22.4   0.44   18.1    3.7   10.4   13.1    3.7   10.4   13.1   86.4    330
 1990 237    53    0.0   11.1   12.1   13.0   26.0   0.35   24.6    9.6   16.6   19.5    9.6   16.6   19.5   86.4    330
 1990 238    54    0.0   11.2   12.1   16.4   32.8   0.19   25.5   11.7   18.2   20.8   11.7   18.2   20.8   86.4    330
 1990 239    55   42.0   11.2   12.1    6.8   13.6   0.67   17.6    5.5   11.2   13.5    5.5   11.2   13.5   86.4    330
 1990 240    56    2.0   11.2   12.1   18.8   37.6   0.09    9.7    2.0    5.6    7.1    2.0    5.6    7.1   86.4    330
 1990 241    57    0.0   11.3   12.2   17.8   35.6   0.14   14.6   -1.2    6.2    9.2   -1.2    6.2    9.2   86.4    330
 1990 242    58    0.0   11.3   12.2   16.8   33.6   0.20   21.8    2.9   11.8   15.4    2.9   11.8   15.4   86.4    330
 1990 243    59    0.0   11.3   12.2    5.5   11.0   0.74   11.8    5.5    8.5    9.7    5.5    8.5    9.7   86.4    330
 1990 244    60    3.0   11.4   12.3   10.7   21.4   0.50   10.2    0.8    5.2    7.0    0.8    5.2    7.0   86.4    330
 1990 245    61    0.0   11.4   12.3   17.7   35.4   0.17   11.6   -2.3    4.2    6.9   -2.3    4.2    6.9   86.4    330
 1990 246    62    0.0   11.4   12.3   19.8   39.6   0.08   16.8    2.5    9.2   12.0    2.5    9.2   12.0   86.4    330
 1990 247    63    0.0   11.4   12.4    5.6   11.2   0.74   16.4    7.1   11.5   13.3    7.1   11.5   13.3   86.4    330
 1990 248    64    0.0   11.5   12.4    6.0   12.0   0.73   18.6   13.4   15.9   16.9   13.4   15.9   16.9   86.4    330
 1990 249    65    1.0   11.5   12.4    5.7   11.4   0.74   15.4   13.4   14.3   14.7   13.4   14.3   14.7   86.4    330
 1990 250    66    8.0   11.5   12.5    5.8   11.6   0.74   15.9   12.8   14.3   14.9   12.8   14.3   14.9   86.4    330
 1990 251    67   18.0   11.6   12.5    5.8   11.6   0.74   14.3   10.3   12.2   13.0   10.3   12.2   13.0   86.4    330
 1990 252    68    0.0   11.6   12.5   19.7   39.4   0.13   23.5    7.8   15.2   18.3    7.8   15.2   18.3   86.4    330
 1990 253    69    0.0   11.6   12.6   15.2   30.4   0.33   27.5   11.6   19.1   22.3   11.6   19.1   22.3   86.4    330
 1990 254    70   24.0   11.7   12.6    9.6   19.2   0.58   23.1   10.7   16.6   19.0   10.7   16.6   19.0   86.4    330
 1990 255    71    0.0   11.7   12.6   17.1   34.2   0.26   13.8    5.2    9.3   11.0    5.2    9.3   11.0   86.4    330
 1990 256    72    0.0   11.7   12.6   18.8   37.6   0.19   11.8    2.7    7.0    8.8    2.7    7.0    8.8   86.4    330
 1990 257    73    0.0   11.8   12.7   20.4   40.8   0.13   14.2    0.5    7.0    9.7    0.5    7.0    9.7   86.4    330
 1990 258    74    0.0   11.8   12.7   21.4   42.8   0.10   18.4    3.4   10.5   13.5    3.4   10.5   13.5   86.4    330
 1990 259    75    0.0   11.8   12.7   17.8   35.6   0.25   21.6    7.9   14.4   17.2    7.9   14.4   17.2   86.4    330
 1990 260    76    0.0   11.9   12.8   10.6   21.2   0.56   17.7   10.6   14.0   15.4   10.6   14.0   15.4   86.4    330
 1990 261    77   32.0   11.9   12.8    9.3   18.6   0.62   17.9   11.0   14.3   15.7   11.0   14.3   15.7   86.4    330
 1990 262    78    0.0   11.9   12.8   13.8   27.6   0.43   17.7   10.0   13.7   15.2   10.0   13.7   15.2   86.4    330
 1990 263    79    0.0   12.0   12.9    6.4   12.8   0.74   17.9   13.3   15.5   16.4   13.3   15.5   16.4   86.4    330
 1990 264    80    0.0   12.0   12.9    6.4   12.8   0.74   20.5   15.8   18.0   18.8   15.8   18.0   18.8   86.4    330
 1990 265    81    0.0   12.0   12.9   20.1   40.2   0.19   18.6    9.2   13.7   15.2    9.2   13.7   15.2   86.4    330
 1990 266    82    0.0   12.1   13.0   18.6   37.2   0.26   13.5    5.4    9.3   10.6    5.4    9.3   10.6   86.4    330
 1990 267    83    0.0   12.1   13.0   22.3   44.6   0.11   15.0    3.2    8.9   10.8    3.2    8.9   10.8   86.4    330
 1990 268    84    0.0   12.1   13.0   23.2   46.4   0.09   16.3    3.1    9.4   11.6    3.1    9.4   11.6   86.4    330
 1990 269    85    0.0   12.2   13.1   23.4   46.8   0.08   20.5    5.1   12.5   15.0    5.1   12.5   15.0   86.4    330
 1990 270    86    0.0   12.2   13.1   21.3   42.6   0.17   24.0    8.9   16.2   18.7    8.9   16.2   18.7   86.4    330
 1990 271    87    0.0   12.2   13.1    6.8   13.6   0.74   21.7   12.2   16.8   18.4   12.2   16.8   18.4   86.4    330
 1990 272    88    0.0   12.3   13.2   19.3   38.6   0.26   22.0   11.3   16.5   18.2   11.3   16.5   18.2   86.4    330
 1990 273    89    0.0   12.3   13.2   19.3   38.6   0.26   25.2    8.9   16.8   19.5    8.9   16.8   19.5   86.4    330
 1990 274    90    0.0   12.3   13.2   21.7   43.4   0.18   28.1   12.9   20.2   22.8   12.9   20.2   22.8   86.4    330
 1990 275    91    0.0   12.4   13.3   24.2   48.4   0.09   24.0   11.9   17.8   19.8   11.9   17.8   19.8   86.4    330
 1990 276    92    0.0   12.4   13.3   21.8   43.6   0.18   26.6   13.3   19.7   22.0   13.3   19.7   22.0   86.4    330
 1990 277    93    0.0   12.4   13.4   17.9   35.8   0.33   30.1   17.5   23.6   25.7   17.5   23.6   25.7   86.4    330
 1990 278    94    0.0   12.5   13.4    7.1   14.2   0.74   19.1   17.3   18.2   18.5   17.3   18.2   18.5   86.4    330
 1990 279    95   24.0   12.5   13.4    9.4   18.8   0.65   22.7   17.2   19.9   20.8   17.2   19.9   20.8   86.4    330
 1990 280    96    5.0   12.5   13.5    7.2   14.4   0.74   21.6   17.7   19.6   20.3   17.7   19.6   20.3   86.4    330
 1990 281    97   39.4   12.6   13.5   11.5   23.0   0.58   20.4   13.7   17.0   18.1   13.7   17.0   18.1   86.4    330
 1990 282    98    0.0   12.6   13.5   23.4   46.8   0.15   22.3    9.5   15.7   17.9    9.5   15.7   17.9   86.4    330
 1990 283    99    0.0   12.6   13.6   21.0   42.0   0.24   22.3   11.3   16.7   18.5   11.3   16.7   18.5   86.4    330
 1990 284   100    0.0   12.7   13.6    9.0   18.0   0.68   22.1   14.5   18.2   19.5   14.5   18.2   19.5   86.4    330
 1990 285   101   38.0   12.7   13.6   25.5   51.0   0.09   19.4   11.3   15.3   16.7   11.3   15.3   16.7   86.4    330
 1990 286   102    0.0   12.7   13.7   26.1   52.2   0.07   21.6    7.6   14.4   16.9    7.6   14.4   16.9   86.4    330
 1990 287   103    0.0   12.8   13.7   24.8   49.6   0.12   22.6   11.5   16.9   18.9   11.5   16.9   18.9   86.4    330
 1990 288   104    0.0   12.8   13.7   25.5   51.0   0.10   20.1    8.9   14.4   16.3    8.9   14.4   16.3   86.4    330
 1990 289   105    0.0   12.8   13.8   26.4   52.8   0.07   20.5    5.0   12.6   15.3    5.0   12.6   15.3   86.4    330
 1990 290   106    0.0   12.9   13.8   15.2   30.4   0.47   21.4    8.9   15.0   17.2    8.9   15.0   17.2   86.4    330
 1990 291   107    0.0   12.9   13.8   24.5   49.0   0.15   24.4   14.3   19.3   21.0   14.3   19.3   21.0   86.4    330
 1990 292   108    8.0   12.9   13.9   17.3   34.6   0.40   24.0   15.3   19.6   21.1   15.3   19.6   21.1   86.4    330
 1990 293   109    5.0   12.9   13.9   16.4   32.8   0.44   23.7   15.7   19.6   21.0   15.7   19.6   21.0   86.4    330
 1990 294   110    0.0   13.0   13.9   22.2   44.4   0.24   24.0   14.2   19.0   20.7   14.2   19.0   20.7   86.4    330
 1990 295   111    0.0   13.0   14.0   27.1   54.2   0.07   24.8   13.1   18.9   20.9   13.1   18.9   20.9   86.4    330
 1990 296   112    0.0   13.0   14.0   21.1   42.2   0.28   25.6   13.1   19.3   21.5   13.1   19.3   21.5   86.4    330
 1990 297   113    0.0   13.1   14.0   20.8   41.6   0.30   22.2   13.8   18.0   19.4   13.8   18.0   19.4   86.4    330
 1990 298   114    0.0   13.1   14.0   14.3   28.6   0.52   24.7   11.8   18.2   20.5   11.8   18.2   20.5   86.4    330
 1990 299   115    0.0   13.1   14.1   25.1   50.2   0.16   27.1   16.3   21.6   23.6   16.3   21.6   23.6   86.4    330
 1990 300   116    0.0   13.2   14.1   19.6   39.2   0.34   28.3   17.0   22.6   24.6   17.0   22.6   24.6   86.4    330
 1990 301   117    0.0   13.2   14.1    8.8   17.6   0.71   23.8   18.5   21.1   22.1   18.5   21.1   22.1   86.4    330
 1990 302   118    5.5   13.2   14.2   12.2   24.4   0.59   27.4   20.4   23.9   25.1   20.4   23.9   25.1   86.4    330
 1990 303   119   21.0   13.2   14.2   26.4   52.8   0.13   28.8   17.9   23.3   25.3   17.9   23.3   25.3   86.4    330
 1990 304   120    0.0   13.3   14.2   26.5   53.0   0.13   23.2   15.8   19.5   20.8   15.8   19.5   20.8   86.4    330
 1990 305   121    2.0   13.3   14.3   23.1   46.2   0.24   24.1   16.7   20.4   21.7   16.7   20.4   21.7   86.4    330
 1990 306   122    0.0   13.3   14.3   20.1   40.2   0.34   27.0   14.3   20.6   22.9   14.3   20.6   22.9   86.4    330
 1990 307   123    0.0   13.4   14.3   11.8   23.6   0.61   28.1   20.8   24.4   25.7   20.8   24.4   25.7   86.4    330
 1990 308   124   33.0   13.4   14.4   21.0   42.0   0.32   22.2   10.8   16.5   18.5   10.8   16.5   18.5   86.4    330
 1990 309   125    0.0   13.4   14.4   28.8   57.6   0.07   19.0    6.4   12.7   15.0    6.4   12.7   15.0   86.4    330
 1990 310   126    0.0   13.4   14.4   17.4   34.8   0.44   21.2    9.8   15.5   17.5    9.8   15.5   17.5   86.4    330
 1990 311   127    2.0   13.5   14.4   23.4   46.8   0.25   23.5   13.5   18.5   20.3   13.5   18.5   20.3   86.4    330
 1990 312   128    0.0   13.5   14.5    8.4   16.8   0.73   18.4   11.3   14.9   16.1   11.3   14.9   16.1   86.4    330
 1990 313   129    0.0   13.5   14.5   16.2   32.4   0.48   22.3   15.1   18.7   20.0   15.1   18.7   20.0   86.4    330
 1990 314   130    0.5   13.5   14.5   21.2   42.4   0.32   24.8   13.7   19.3   21.3   13.7   19.3   21.3   86.4    330
 1990 315   131    0.0   13.6   14.5   23.6   47.2   0.25   27.0   15.3   21.2   23.3   15.3   21.2   23.3   86.4    330
 1990 316   132    0.0   13.6   14.6   12.2   24.4   0.61   24.6   14.2   19.4   21.3   14.2   19.4   21.3   86.4    330
 1990 317   133    0.0   13.6   14.6   26.7   53.4   0.15   34.9   18.5   26.7   29.7   18.5   26.7   29.7   86.4    330
 1990 318   134    2.0   13.6   14.6   15.9   31.8   0.50   33.0   20.8   26.9   29.1   20.8   26.9   29.1   86.4    330
 1990 319   135    0.0   13.6   14.7    8.6   17.2   0.73   23.2   17.3   20.3   21.3   17.3   20.3   21.3   86.4    330
 1990 320   136   53.0   13.7   14.7   17.6   35.2   0.45   22.1   12.2   17.2   19.0   12.2   17.2   19.0   86.4    330
 1990 321   137    0.0   13.7   14.7   28.7   57.4   0.10   26.1    9.3   17.8   20.8    9.3   17.8   20.8   86.4    330
 1990 322   138    0.0   13.7   14.7   27.8   55.6   0.13   29.7   16.5   23.1   25.6   16.5   23.1   25.6   86.4    330
 1990 323   139    0.0   13.7   14.7   27.1   54.2   0.15   33.4   21.8   27.6   29.8   21.8   27.6   29.8   86.4    330
 1990 324   140    0.0   13.8   14.8   12.2   24.4   0.62   28.0   21.1   24.6   25.8   21.1   24.6   25.8   86.4    330
 1990 325   141    1.5   13.8   14.8   30.7   61.4   0.04   28.7   18.8   23.8   25.6   18.8   23.8   25.6   86.4    330
 1990 326   142    0.0   13.8   14.8   28.1   56.2   0.12   28.0   15.3   21.7   24.0   15.3   21.7   24.0   86.4    330
 1990 327   143    0.0   13.8   14.8   29.8   59.6   0.07   28.2   14.2   21.3   23.8   14.2   21.3   23.8   86.4    330
 1990 328   144    0.0   13.8   14.9   25.6   51.2   0.21   28.7   16.8   22.8   25.0   16.8   22.8   25.0   86.4    330
 1990 329   145    0.0   13.8   14.9   20.1   40.2   0.38   29.2   18.2   23.8   25.8   18.2   23.8   25.8   86.4    330
 1990 330   146   20.7   13.9   14.9   22.9   45.8   0.29   24.9   15.8   20.4   22.1   15.8   20.4   22.1   86.4    330
 1990 331   147    0.0   13.9   14.9   30.4   60.8   0.06   21.2   10.0   15.7   17.7   10.0   15.7   17.7   86.4    330
 1990 332   148    0.0   13.9   14.9   30.9   61.8   0.05   24.6    9.0   16.9   19.8    9.0   16.9   19.8   86.4    330
 1990 333   149    0.0   13.9   15.0   31.0   62.0   0.05   27.1   12.2   19.7   22.5   12.2   19.7   22.5   86.4    330
 1990 334   150    0.0   13.9   15.0   14.9   29.8   0.54   26.8   14.9   20.9   23.1   14.9   20.9   23.1   86.4    330
 1990 335   151    0.0   13.9   15.0   23.4   46.8   0.28   26.4   14.7   20.6   22.8   14.7   20.6   22.8   86.4    330
 1990 336   152    0.0   13.9   15.0    9.0   18.0   0.72   23.5   14.1   18.9   20.6   14.1   18.9   20.6   86.4    330
 1990 337   153   10.0   14.0   15.0   30.1   60.2   0.08   22.9   11.4   17.2   19.4   11.4   17.2   19.4   86.4    330
 1990 338   154    0.0   14.0   15.0   28.7   57.4   0.12   27.9   10.6   19.4   22.6   10.6   19.4   22.6   86.4    330
 1990 339   155    0.0   14.0   15.0   16.8   33.6   0.49   32.3   20.3   26.4   28.6   20.3   26.4   28.6   86.4    330
 1990 340   156   42.0   14.0   15.1   16.8   33.6   0.49   25.6   17.5   21.6   23.1   17.5   21.6   23.1   86.4    330
 1990 341   157   63.0   14.0   15.1   26.9   53.8   0.18   25.2   16.0   20.7   22.0   16.0   20.7   22.0   86.4    330
 1990 342   158    0.0   14.0   15.1   30.3   60.6   0.08   25.0   12.0   18.6   20.5   12.0   18.6   20.5   86.4    330
 1990 343   159    0.0   14.0   15.1    9.0   18.0   0.73   19.7   14.2   17.0   17.8   14.2   17.0   17.8   86.4    330
 1990 344   160   70.0   14.0   15.1    9.1   18.2   0.72   19.5   15.9   17.7   18.3   15.9   17.7   18.3   86.4    330
 1990 345   161    0.0   14.0   15.1   24.7   49.4   0.25   25.0   14.7   19.9   21.4   14.7   19.9   21.4   86.4    330
 1990 346   162    0.0   14.0   15.1   14.7   29.4   0.55   22.0   10.5   16.3   18.0   10.5   16.3   18.0   86.4    330
 1990 347   163    0.0   14.0   15.1   19.0   38.0   0.42   24.0   14.3   19.2   20.6   14.3   19.2   20.6   86.4    330
 1990 348   164    0.0   14.1   15.1   29.2   58.4   0.11   21.9   10.3   16.2   17.9   10.3   16.2   17.9   86.4    330
 1990 349   165    0.0   14.1   15.1   31.8   63.6   0.03   27.3   10.9   19.2   21.6   10.9   19.2   21.6   86.4    330
 1990 350   166    0.0   14.1   15.1   28.7   57.4   0.13   30.2   13.7   22.1   24.5   13.7   22.1   24.5   86.4    330
 1990 351   167    0.0   14.1   15.1   14.4   28.8   0.56   30.1   18.0   24.2   25.9   18.0   24.2   25.9   86.4    330
 1990 352   168   36.0   14.1   15.2   27.4   54.8   0.17   25.6   17.3   21.5   22.7   17.3   21.5   22.7   86.4    330
 1990 353   169    0.0   14.1   15.2   31.4   62.8   0.05   25.6   14.4   20.1   21.7   14.4   20.1   21.7   86.4    330
 1990 354   170    0.0   14.1   15.2   31.6   63.2   0.04   27.1   14.0   20.7   22.6   14.0   20.7   22.6   86.4    330
 1990 355   171    0.0   14.1   15.2   25.6   51.2   0.22   29.8   15.9   23.0   25.0   15.9   23.0   25.0   86.4    330
 1990 356   172   28.0   14.1   15.2   10.0   20.0   0.70   25.7   19.0   22.4   23.4   19.0   22.4   23.4   86.4    330
 1990 357   173    0.0   14.1   15.2   19.5   39.0   0.41   28.4   17.8   23.2   24.7   17.8   23.2   24.7   86.4    330
 1990 358   174   14.5   14.1   15.2   13.1   26.2   0.60   24.4   15.5   20.0   21.3   15.5   20.0   21.3   86.4    330
 1990 359   175    0.0   14.1   15.2   29.4   58.8   0.11   25.7   12.7   19.3   21.2   12.7   19.3   21.2   86.4    330
 1990 360   176    0.0   14.1   15.2   31.4   62.8   0.05   31.3   15.3   23.4   25.8   15.3   23.4   25.8   86.4    330
 1990 361   177    0.0   14.1   15.2   31.4   62.8   0.05   31.5   18.0   24.9   26.8   18.0   24.9   26.8   86.4    330
 1990 362   178    0.0   14.1   15.1   31.4   62.8   0.05   21.0   13.3   17.2   18.3   13.3   17.2   18.3   86.4    330
 1990 363   179    0.0   14.0   15.1   29.6   59.2   0.10   23.3    9.4   16.5   18.5    9.4   16.5   18.5   86.4    330
 1990 364   180    0.0   14.0   15.1   30.8   61.6   0.06   27.2   11.4   19.4   21.7   11.4   19.4   21.7   86.4    330
 1990 365   181    0.0   14.0   15.1   31.5   63.0   0.04   29.4   14.8   22.2   24.3   14.8   22.2   24.3   86.4    330
 1991 001   182    0.0   14.0   15.1   24.3   48.6   0.26   31.6   17.1   24.5   26.6   17.1   24.5   26.6   86.4    330
 1991 002   183    0.0   14.0   15.1   24.1   48.2   0.27   29.2   20.3   24.8   26.1   20.3   24.8   26.1   86.4    330
 1991 003   184    0.0   14.0   15.1   26.7   53.4   0.19   29.1   17.4   23.3   25.0   17.4   23.3   25.0   86.4    330
 1991 004   185    0.0   14.0   15.1   31.3   62.6   0.04   28.6   13.4   21.1   23.3   13.4   21.1   23.3   86.4    330
 1991 005   186    0.0   14.0   15.1   31.3   62.6   0.04   28.2   13.8   21.1   23.8   13.8   21.1   23.8   86.4    330
 1991 006   187    0.0   14.0   15.1   31.3   62.6   0.04   30.2   13.0   21.7   24.9   13.0   21.7   24.9   86.4    330
 1991 007   188    0.0   14.0   15.1   29.6   59.2   0.09   32.4   17.1   24.9   27.7   17.1   24.9   27.7   86.4    330
 1991 008   189    0.0   14.0   15.0   29.9   59.8   0.08   34.3   19.3   26.9   29.7   19.3   26.9   29.7   86.4    330
 1991 009   190    0.0   13.9   15.0    9.9   19.8   0.70   24.3   21.3   22.8   23.4   21.3   22.8   23.4   86.4    330

*DSSAT Cropping System Model Ver. 4.0.2.000               Jul 19, 2016; 15:12:54

*RUN   2        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0014 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 1991 184     0    0.0   10.0   11.0   12.7   25.4   0.10    8.3    5.3    6.7    7.3    5.3    6.7    7.3   86.4    330
 1991 185     1    0.0   10.0   11.0    8.5   17.0   0.40    9.0    0.2    4.2    6.0    0.2    4.2    6.0   86.4    330
 1991 186     2    0.0   10.0   11.0    9.3   18.6   0.35   13.2   -1.6    5.1    8.1   -1.6    5.1    8.1   86.4    330
 1991 187     3    0.0   10.0   11.0   10.7   21.4   0.25   15.9    6.5   10.7   12.3    6.5   10.7   12.3   86.4    330
 1991 188     4    0.0   10.0   11.0   10.7   21.4   0.25   17.2    4.0   10.0   12.2    4.0   10.0   12.2   86.4    330
 1991 189     5    0.0   10.0   11.0    5.0   10.0   0.65   18.0    6.9   11.9   13.8    6.9   11.9   13.8   86.4    330
 1991 190     6    0.0   10.0   11.1    6.6   13.2   0.54   23.8   11.1   16.8   19.0   11.1   16.8   19.0   86.4    330
 1991 191     7   14.0   10.0   11.1    7.3   14.6   0.50   12.7    5.2    8.6    9.9    5.2    8.6    9.9   86.4    330
 1991 192     8    0.0   10.1   11.1    7.3   14.6   0.50    9.9    2.1    5.6    7.0    2.1    5.6    7.0   86.4    330
 1991 193     9    0.0   10.1   11.1    6.4   12.8   0.56    8.1    1.0    4.2    5.4    1.0    4.2    5.4   86.4    330
