*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 15:42:04

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0203 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 196     0     0     0     0.0   99.3   16645   76.5   22.8  16.0  15.3  15.1   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.6   1.3   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.54    1.71    0.00    0.00    0.00
 1990 197     1     0     0     0.0   99.9   16645   77.8   22.0  16.4  15.5  15.3   8.7   4.6   0.0   0.1   0.1   0.0   0.0   0.3   1.2   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.09    3.01    0.00    0.00    0.00
 1990 198     2     0     0     0.0  100.4   16644   78.9   21.5  16.1  15.9  15.4   8.8   4.7   0.1   0.1   0.2   0.0   0.0   0.2   1.1   1.4   1.3   1.3  1.51  1.40  1.37  0.00  0.00    1.63    4.12    0.00    0.00    0.00
 1990 199     3     0     0     0.0  100.9   16644   80.0   21.0  15.4  16.5  15.5   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   1.0   1.4   1.3   1.3  1.51  1.36  1.32  0.00  0.00    2.16    5.15    0.00    0.00    0.00
 1990 200     4     0     0     0.0  101.4   16643   80.9   20.5  14.9  16.9  15.7   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.9   1.4   1.2   1.3  1.51  1.33  1.28  0.00  0.00    2.65    6.07    0.00    0.00    0.00
 1990 201     5     0     0     0.0  101.9   16643   81.7   20.1  14.8  17.1  15.8   9.0   4.9   0.1   0.3   0.3   0.0   0.0   0.1   0.8   1.4   1.2   1.2  1.52  1.30  1.25  0.00  0.00    3.09    6.90    0.00    0.00    0.00
 1990 202     6     6     2     0.0  108.2   16643   85.5   22.7  20.3  17.2  15.9   9.0   4.9   0.1   0.3   0.3   0.0   0.0   5.4   0.8   1.3   1.2   1.2  1.52  1.28  1.21  0.00  0.00    3.47    7.65    0.00    0.00    0.07
 1990 203     7     6     2     0.0  108.5   16642   87.3   21.2  22.3  17.2  16.0   9.1   5.0   0.1   0.3   0.4   0.0   0.0   3.3   0.7   1.3   1.1   1.2  1.52  1.25  1.18  0.00  0.00    3.82    9.44    0.00    0.00    0.13
 1990 204     8     6     2     0.0  108.7   16642   88.5   20.2  23.4  17.3  16.1   9.1   5.0   0.2   0.4   0.4   0.0   0.0   2.1   0.7   1.3   1.1   1.1  1.52  1.22  1.14  0.00  0.00    4.12   10.65    0.00    0.00    0.20
 1990 205     9     6     2     0.0  108.9   16642   89.4   19.5  24.1  17.3  16.2   9.2   5.0   0.2   0.4   0.4   0.0   0.0   1.3   0.7   1.3   1.1   1.1  1.53  1.20  1.11  0.00  0.00    4.42   11.63    0.00    0.00    0.25
 1990 206    10     6     2     0.0  109.2   16641   90.3   18.9  24.6  17.4  16.3   9.2   5.1   0.2   0.5   0.5   0.0   0.0   0.8   0.6   1.3   1.1   1.1  1.53  1.18  1.08  0.00  0.00    4.76   12.49    0.00    0.00    0.29
 1990 207    11     6     2     0.0  109.5   16641   91.1   18.5  24.9  17.4  16.4   9.3   5.1   0.2   0.5   0.5   0.0   0.0   0.4   0.6   1.2   1.0   1.1  1.53  1.15  1.05  0.00  0.00    5.09   13.24    0.00    0.00    0.33
 1990 208    12     6     2     0.0  109.8   16641   91.7   18.1  25.0  17.5  16.5   9.3   5.2   0.2   0.5   0.5   0.0   0.0   0.2   0.6   1.2   1.0   1.0  1.53  1.13  1.02  0.00  0.00    5.43   13.92    0.00    0.00    0.37
 1990 209    13     6     2     0.0  110.2   16640   92.4   17.8  25.1  17.6  16.5   9.4   5.2   0.2   0.5   0.6   0.0   0.0   0.1   0.6   1.2   1.0   1.0  1.53  1.11  0.99  0.00  0.00    5.81   14.58    0.00    0.00    0.40
 1990 210    14     6     2     0.0  110.5   16640   93.0   17.5  25.2  17.6  16.6   9.4   5.2   0.2   0.6   0.6   0.0   0.0   0.1   0.5   1.2   1.0   1.0  1.54  1.09  0.96  0.00  0.00    6.19   15.19    0.00    0.00    0.43
