*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 15:43:00

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0144 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 1990 223     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 224     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 225     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 226     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 227     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 228     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 229     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 230    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 231    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 232    12     9    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 1990 233    13    10    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.09    0.00    0.00
 1990 234    14    11    1.3    0.0    1.3   0.00   4.52    0.2    0.6    0.6    4.5   4.52   1.10    0.00    0.00
 1990 235    15    12    1.3    0.0    1.3   0.00   4.51    0.2    0.6    0.6    4.5   4.51   1.14    0.00    0.00
 1990 236    16    13    1.3    0.0    1.3   0.00   4.51    0.2    0.6    0.6    4.5   4.51   1.11    0.00    0.00
 1990 237    17    14    1.3    0.0    1.3   0.00   4.51    0.2    0.6    0.6    4.5   4.51   1.07    0.00    0.00
 1990 238    18    15    1.2    0.0    1.2   0.00   4.45    0.2    0.6    0.6    4.5   4.45   1.14    0.00    0.00
 1990 239    19    16    1.2    0.0    1.2   0.00   4.45    0.2    0.6    0.6    4.5   4.45   1.11    0.00    0.00
 1990 240    20    17    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.30    0.00    0.00
 1990 241    21    18    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.26    0.00    0.00
 1990 242    22    19    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.21    0.00    0.00
 1990 243    23    20    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.21    0.00    0.00
 1990 244    24    21    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.21    0.00    0.00
 1990 245    25    22    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.20    0.00    0.00
 1990 246    26    23    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.20    0.00    0.00
 1990 247    27    24    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.20    0.00    0.00
 1990 248    28    25    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.19    0.00    0.00
 1990 249    29    26    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.17    0.00    0.00
 1990 250    30    27    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.13    0.00    0.00
 1990 251    31    28    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.08    0.00    0.00
 1990 252    32    29    1.2    0.0    1.2   0.00   3.93    0.3    0.7    0.5    3.9   3.93   1.24    0.00    0.00
 1990 253    33    30    1.3    0.0    1.3   0.00   3.49    0.4    0.8    0.5    3.5   3.49   1.14    0.00    0.01
 1990 254    34    31    1.6    0.0    1.6   0.00   3.72    0.7    1.1    0.5    3.7   3.72   1.14    0.00    0.01
 1990 255    35    32    1.8    0.0    1.8   0.00   4.13    1.1    1.3    0.6    4.1   4.13   1.50    0.00    0.01
 1990 256    36    33    1.9    0.0    1.9   0.00   4.20    1.3    1.3    0.6    4.2   4.20   1.59    0.00    0.01
 1990 257    37    34    1.9    0.0    1.9   0.00   4.14    1.3    1.3    0.6    4.1   4.14   1.48    0.00    0.01
 1990 258    38    35    2.0    0.0    2.0   0.00   3.97    1.3    1.4    0.6    4.0   3.97   1.26    0.00    0.02
 1990 259    39    36    2.1    0.0    2.1   0.00   3.74    1.5    1.6    0.5    3.7   3.74   1.17    0.00    0.02
 1990 260    40    37    2.4    0.0    2.4   0.00   3.82    1.8    1.8    0.5    3.8   3.82   1.13    0.00    0.02
 1990 261    41    38    2.6    0.0    2.6   0.00   3.80    2.0    2.1    0.5    3.8   3.80   1.12    0.00    0.03
 1990 262    42    39    2.8    0.0    2.8   0.00   3.82    2.4    2.3    0.5    3.8   3.82   1.20    0.00    0.03
 1990 263    43    40    3.1    0.0    3.1   0.00   3.78    2.6    2.6    0.5    3.8   3.78   1.10    0.00    0.03
 1990 264    44    41    3.4    0.0    3.4   0.00   3.62    2.9    2.9    0.5    3.6   3.62   1.09    0.00    0.04
