*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:30:24

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0130 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1990 212     0  13.00  14.90  -1.90  2.385  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 1990 213     1  13.00  17.50   3.80  2.632  1.374  0.000  1.374  0.000    3.7    0.0    3.7    0.0
 1990 214     2  14.40  19.90   3.70  3.014  1.078  0.000  1.078  0.000    4.8    0.0    4.8    0.0
 1990 215     3  14.80  21.50   5.00  3.206  0.917  0.000  0.917  0.000    5.7    0.0    5.7    0.0
 1990 216     4  14.80  21.90   5.70  3.244  0.812  0.000  0.812  0.000    6.6    0.0    6.6    0.0
 1990 217     5  14.50  25.90  10.20  3.479  0.736  0.000  0.736  0.000    7.3    0.0    7.3    0.0
 1990 218     6  15.60  23.40  13.90  3.741  0.679  0.000  0.679  0.000    8.0    0.0    8.0    0.0
 1990 219     7  15.20  25.90  14.40  3.773  0.633  0.000  0.633  0.000    8.6    0.0    8.6    0.0
 1990 220     8  12.90  25.00  12.80  3.127  0.595  0.000  0.595  0.000    9.2    0.0    9.2    0.0
 1990 221     9  14.70  20.50  10.30  3.295  0.612  0.000  0.612  0.000    9.8    0.0    9.8    0.0
 1990 222    10  15.10  22.30   8.90  3.423  0.643  0.000  0.643  0.000   10.4    0.0   10.4    0.0
 1990 223    11  15.40  28.00  11.90  3.842  0.603  0.000  0.603  0.000   11.1    0.0   11.1    0.0
 1990 224    12  15.30  28.40  12.10  3.842  0.570  0.000  0.570  0.000   11.6    0.0   11.6    0.0
 1990 225    13  14.50  28.00  12.80  3.644  0.542  0.000  0.542  0.000   12.2    0.0   12.2    0.0
 1990 226    14   5.20  25.80  14.90  1.294  0.194  0.000  0.194  0.000   12.4    0.0   12.4    0.0
 1990 227    15   7.50  15.80  10.50  1.580  0.102  0.000  0.102  0.000   12.5    0.0   12.5    0.0
 1990 228    16  14.80  18.90   8.50  3.195  3.195  0.000  3.195  0.000   15.7    0.0   15.7    0.0
 1990 229    17  16.80  21.40   7.70  3.724  3.316  0.000  3.316  0.000   19.0    0.0   19.0    0.0
 1990 230    18  16.20  20.80   6.00  3.508  2.941  0.000  2.941  0.000   21.9    0.0   21.9    0.0
 1990 231    19  12.80  20.80  10.40  2.883  1.434  0.000  1.434  0.000   23.3    0.0   23.3    0.0
 1990 232    20  17.30  21.00  10.30  3.903  1.106  0.000  1.106  0.000   24.5    0.0   24.5    0.0
 1990 233    21  14.80  20.90   6.70  3.230  0.934  0.000  0.934  0.000   25.4    0.0   25.4    0.0
 1990 234    22  13.00  18.40   8.30  2.782  0.823  0.000  0.823  0.000   26.2    0.0   26.2    0.0
 1990 235    23  17.00  15.60   4.40  3.366  0.745  0.000  0.745  0.000   27.0    0.0   27.0    0.0
 1990 236    24  11.20  18.10   3.70  2.285  0.685  0.000  0.685  0.000   27.6    0.0   27.6    0.0
 1990 237    25  13.00  24.60   9.60  3.054  0.638  0.000  0.638  0.000   28.3    0.0   28.3    0.0
 1990 238    26  16.40  25.50  11.70  3.963  0.606  0.007  0.599  0.000   28.9    0.0   28.9    0.0
 1990 239    27   6.80  17.60   5.50  1.401  1.401  0.005  1.396  0.000   30.3    0.0   30.3    0.0
 1990 240    28  18.80   9.70   2.00  3.303  3.303  0.014  3.289  0.000   33.6    0.0   33.6    0.0
 1990 241    29  17.80  14.60  -1.20  3.273  3.053  0.011  3.041  0.000   36.6    0.0   36.6    0.0
 1990 242    30  16.80  21.80   2.90  3.584  3.192  0.006  3.185  0.000   39.8    0.0   39.8    0.0
 1990 243    31   5.50  11.80   5.50  1.039  1.039  0.003  1.036  0.000   40.9    0.0   40.8    0.0
 1990 244    32  10.70  10.20   0.80  1.871  1.871  0.005  1.866  0.000   42.7    0.1   42.7    0.0
 1990 245    33  17.70  11.60  -2.30  3.060  1.480  0.006  1.474  0.000   44.2    0.1   44.2    0.0
 1990 246    34  19.80  16.80   2.50  3.916  1.126  0.002  1.123  0.000   45.3    0.1   45.3    0.0
 1990 247    35   5.60  16.40   7.10  1.152  0.945  0.001  0.944  0.000   46.3    0.1   46.2    0.0
 1990 248    36   6.00  18.60  13.40  1.347  0.833  0.002  0.831  0.000   47.1    0.1   47.1    0.0
 1990 249    37   5.70  15.40  13.40  1.226  0.804  0.004  0.800  0.000   47.9    0.1   47.9    0.0
 1990 250    38   5.80  15.90  12.80  1.249  0.916  0.006  0.910  0.000   48.8    0.1   48.8    0.0
 1990 251    39   5.80  14.30  10.30  1.192  1.192  0.007  1.185  0.000   50.0    0.1   50.0    0.0
 1990 252    40  19.70  23.50   7.80  4.489  4.489  0.031  4.458  0.000   54.5    0.1   54.4    0.0
 1990 253    41  15.20  27.50  11.60  3.756  2.410  0.034  2.376  0.000   56.9    0.1   56.8    0.0
 1990 254    42   9.60  23.10  10.70  2.227  2.227  0.042  2.185  0.000   59.2    0.2   59.0    0.0
 1990 255    43  17.10  13.80   5.20  3.308  3.308  0.088  3.220  0.000   62.5    0.3   62.2    0.0
 1990 256    44  18.80  11.80   2.70  3.433  2.337  0.097  2.240  0.000   64.8    0.4   64.4    0.0
 1990 257    45  20.40  14.20   0.50  3.783  2.321  0.098  2.223  0.000   67.1    0.5   66.7    0.0
