*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 09:16:44

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0192 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 1990 245    54    51     0.2     0.0     0.2    0.00    2.80      0.1     1.3     0.0     0.2    5.71    2.66     0.0    1.5    0.0    0.94    0.05
 1990 246    55    52     0.2     0.0     0.2    0.00    2.80      0.1     1.3     0.0     0.2    5.71    2.66     0.0    1.5    0.0    0.94    0.06
 1990 247    56    53     0.2     0.0     0.2    0.00    2.81      0.1     1.3     0.0     0.2    5.71    2.66     0.0    1.5    0.0    0.94    0.06
 1990 248    57    54     0.2     0.0     0.2    0.00    2.81      0.1     1.3     0.0     0.2    5.71    2.66     0.0    1.5    0.0    0.94    0.06
 1990 249    58    55     0.2     0.0     0.2    0.00    2.81      0.1     1.3     0.0     0.2    5.71    2.66     0.0    1.5    0.0    0.94    0.07
 1990 250    59    56     0.2     0.0     0.2    0.00    2.81      0.1     1.3     0.0     0.2    5.72    2.66     0.0    1.5    0.0    0.94    0.07
 1990 251    60    57     0.2     0.0     0.2    0.00    2.81      0.1     1.3     0.0     0.2    5.72    2.67     0.0    1.5    0.0    0.94    0.08
 1990 252    61    58     0.2     0.0     0.2    0.00    2.81      0.1     1.3     0.0     0.2    5.72    2.67     0.0    1.5    0.0    0.94    0.08
 1990 253    62    59     0.2     0.0     0.2    0.00    2.82      0.1     1.3     0.0     0.2    5.72    2.67     0.0    1.5    0.0    0.94    0.08
 1990 254    63    60     0.2     0.0     0.2    0.00    2.82      0.1     1.3     0.0     0.2    5.72    2.67     0.0    1.5    0.0    0.94    0.09
 1990 255    64    61     0.2     0.0     0.2    0.00    2.82      0.1     1.3     0.0     0.2    5.73    2.67     0.0    1.5    0.0    0.94    0.09
 1990 256    65    62     0.2     0.0     0.2    0.00    2.82      0.1     1.3     0.0     0.2    5.73    2.67     0.0    1.5    0.0    0.94    0.09
 1990 257    66    63     0.2     0.0     0.2    0.00    2.82      0.1     1.3     0.0     0.2    5.73    2.67     0.0    1.5    0.0    0.94    0.09
 1990 258    67    64     0.2     0.0     0.2    0.00    2.83      0.1     1.3     0.0     0.2    5.73    2.67     0.0    1.5    0.0    0.94    0.10
 1990 259    68    65     0.2     0.0     0.2    0.00    2.83      0.1     1.3     0.0     0.2    5.73    2.68     0.0    1.5    0.0    0.94    0.10
 1990 260    69    66     0.2     0.0     0.2    0.00    2.83      0.1     1.3     0.0     0.2    5.73    2.68     0.0    1.5    0.0    0.94    0.10
 1990 261    70    67     0.2     0.0     0.2    0.00    2.83      0.1     1.3     0.0     0.2    5.73    2.68     0.0    1.5    0.0    0.94    0.10
 1990 262    71    68     0.2     0.0     0.2    0.00    2.83      0.1     1.3     0.0     0.2    5.73    2.68     0.0    1.5    0.0    0.94    0.10
 1990 263    72    69     0.2     0.0     0.2    0.00    2.84      0.1     1.3     0.0     0.2    5.73    2.68     0.0    1.5    0.0    0.94    0.11
 1990 264    73    70     0.2     0.0     0.2    0.00    2.84      0.1     1.3     0.0     0.2    5.74    2.68     0.0    1.5    0.0    0.94    0.11
 1990 265    74    71     0.2     0.0     0.2    0.00    2.84      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.11
 1990 266    75    72     0.2     0.0     0.2    0.00    2.84      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.11
 1990 267    76    73     0.2     0.0     0.2    0.00    2.84      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.11
 1990 268    77    74     0.2     0.0     0.2    0.00    2.85      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.11
 1990 269    78    75     0.2     0.0     0.2    0.00    2.85      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.12
 1990 270    79    76     0.2     0.0     0.2    0.00    2.86      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.12
 1990 271    80    77     0.2     0.0     0.2    0.00    2.86      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.12
 1990 272    81    78     0.2     0.0     0.2    0.00    2.86      0.1     1.3     0.0     0.2    5.74    2.69     0.0    1.5    0.0    0.94    0.12
 1990 273    82    79     0.2     0.0     0.2    0.00    2.87      0.1     1.3     0.0     0.2    5.75    2.70     0.0    1.5    0.0    0.94    0.12
 1990 274    83    80     0.2     0.0     0.2    0.00    2.87      0.1     1.3     0.0     0.2    5.75    2.70     0.0    1.5    0.0    0.94    0.13
 1990 275    84    81     0.2     0.0     0.2    0.00    2.88      0.1     1.3     0.0     0.2    5.75    2.70     0.0    1.5    0.0    0.94    0.13
 1990 276    85    82     0.2     0.0     0.2    0.00    2.88      0.1     1.3     0.0     0.2    5.75    2.70     0.0    1.5    0.0    0.94    0.13
 1990 277    86    83     0.2     0.0     0.2    0.00    2.88      0.1     1.3     0.0     0.2    5.75    2.71     0.0    1.5    0.0    0.94    0.13
 1990 278    87    84     0.2     0.0     0.2    0.00    2.89      0.1     1.3     0.0     0.2    5.76    2.71     0.0    1.5    0.0    0.94    0.13
 1990 279    88    85     0.2     0.0     0.2    0.00    2.89      0.1     1.3     0.0     0.2    5.76    2.71     0.0    1.5    0.0    0.94    0.14
 1990 280    89    86     0.2     0.0     0.2    0.00    2.89      0.1     1.3     0.0     0.2    5.76    2.71     0.0    1.5    0.0    0.94    0.14
 1990 281    90    87     0.2     0.0     0.2    0.00    2.89      0.1     1.3     0.0     0.2    5.76    2.71     0.0    1.5    0.0    0.94    0.14
 1990 282    91    88     0.2     0.0     0.2    0.00    2.90      0.1     1.3     0.0     0.2    5.76    2.71     0.0    1.5    0.0    0.94    0.14
 1990 283    92    89     0.2     0.0     0.2    0.00    2.90      0.1     1.3     0.0     0.2    5.76    2.72     0.0    1.5    0.0    0.94    0.14
 1990 284    93    90     0.2     0.0     0.2    0.00    2.90      0.1     1.3     0.0     0.2    5.77    2.72     0.0    1.5    0.0    0.94    0.15
 1990 285    94    91     0.2     0.0     0.2    0.00    2.91      0.1     1.3     0.0     0.2    5.77    2.72     0.0    1.5    0.0    0.94    0.15
 1990 286    95    92     0.2     0.0     0.2    0.00    2.92      0.1     1.3     0.0     0.2    5.77    2.72     0.0    1.5    0.0    0.94    0.15
 1990 287    96    93     0.2     0.0     0.2    0.00    2.92      0.1     1.3     0.0     0.2    5.76    2.72     0.0    1.5    0.0    0.94    0.15
 1990 288    97    94     0.2     0.0     0.2    0.00    2.93      0.1     1.3     0.0     0.2    5.76    2.72     0.0    1.5    0.0    0.94    0.15
 1990 289    98    95     0.2     0.0     0.2    0.00    2.94      0.1     1.3     0.0     0.2    5.76    2.72     0.0    1.5    0.0    0.94    0.15
 1990 290    99    96     0.2     0.0     0.2    0.00    2.94      0.1     1.3     0.0     0.2    5.76    2.72     0.0    1.5    0.0    0.94    0.15
 1990 291   100    97     0.2     0.0     0.2    0.00    2.95      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.16
 1990 292   101    98     0.2     0.0     0.2    0.00    2.96      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.16
 1990 293   102    99     0.2     0.0     0.2    0.00    2.96      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.16
 1990 294   103   100     0.2     0.0     0.2    0.00    2.97      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.16
 1990 295   104   101     0.2     0.0     0.2    0.00    2.98      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.16
 1990 296   105   102     0.2     0.0     0.2    0.00    2.99      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.16
 1990 297   106   103     0.2     0.0     0.2    0.00    3.00      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.16
 1990 298   107   104     0.2     0.0     0.2    0.00    3.00      0.1     1.3     0.0     0.2    5.76    2.73     0.0    1.5    0.0    0.94    0.17
 1990 299   108   105     0.2     0.0     0.2    0.00    3.01      0.1     1.3     0.0     0.2    5.75    2.73     0.0    1.5    0.0    0.94    0.17
 1990 300   109   106     0.2     0.0     0.2    0.00    3.02      0.1     1.3     0.0     0.2    5.75    2.72     0.0    1.5    0.0    0.94    0.17
 1990 301   110   107     0.2     0.0     0.2    0.00    3.03      0.1     1.3     0.0     0.2    5.75    2.73     4.0    1.5    0.0    0.94    0.17
 1990 302   111   108     0.2     0.0     0.2    0.00    3.03      0.1     1.3     0.0     0.2    5.75    2.73     4.0    1.5    0.0    0.94    0.17
 1990 303   112   109     0.2     0.0     0.2    0.00    3.04      0.1     1.3     0.0     0.2    5.75    2.72     4.0    1.5    0.0    0.94    0.18
 1990 304   113   110     0.2     0.0     0.2    0.00    3.05      0.1     1.3     0.1     0.2    5.75    2.72     4.0    1.5    0.0    0.94    0.18
 1990 305   114   111     0.2     0.0     0.2    0.00    3.06      0.1     1.3     0.1     0.2    5.74    2.71     4.0    1.5    0.0    0.94    0.18
 1990 306   115   112     0.3     0.0     0.3    0.00    3.06      0.1     1.3     0.1     0.2    5.74    2.71     4.0    1.5    0.0    0.94    0.18
 1990 307   116   113     0.3     0.0     0.3    0.00    3.07      0.1     1.3     0.1     0.2    5.74    2.71     4.0    1.5    0.0    0.94    0.18
 1990 308   117   114     0.3     0.0     0.3    0.00    3.07      0.1     1.3     0.1     0.2    5.74    2.70     4.0    1.5    0.0    0.94    0.18
 1990 309   118   115     0.3     0.0     0.3    0.00    3.07      0.1     1.3     0.1     0.2    5.73    2.70     4.0    1.5    0.0    0.94    0.19
 1990 310   119   116     0.3     0.0     0.3    0.00    3.07      0.1     1.3     0.1     0.2    5.73    2.69     4.0    1.5    0.0    0.94    0.19
 1990 311   120   117     0.3     0.0     0.3    0.00    3.08      0.1     1.4     0.1     0.2    5.73    2.69     4.0    1.5    0.0    0.94    0.19
 1990 312   121   118     0.3     0.0     0.3    0.00    3.08      0.1     1.4     0.1     0.2    5.73    2.69     4.0    1.5    0.0    0.94    0.19
 1990 313   122   119     0.3     0.0     0.3    0.00    3.08      0.1     1.4     0.1     0.2    5.73    2.68     4.0    1.5    0.0    0.94    0.19
 1990 314   123   120     0.3     0.0     0.3    0.00    3.08      0.1     1.4     0.1     0.2    5.72    2.68     4.0    1.5    0.0    0.94    0.19
 1990 315   124   121     0.3     0.0     0.3    0.00    3.08      0.1     1.4     0.1     0.2    5.72    2.67     4.0    1.5    0.0    0.94    0.19
 1990 316   125   122     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.72    2.67     4.0    1.5    0.0    0.94    0.19
 1990 317   126   123     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.71    2.66     4.0    1.5    0.0    0.94    0.20
 1990 318   127   124     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.72    2.66     4.0    1.5    0.0    0.94    0.20
 1990 319   128   125     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.72    2.67     4.0    1.5    0.0    0.95    0.20
 1990 320   129   126     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.72    2.66     4.0    1.5    0.0    0.95    0.20
 1990 321   130   127     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.71    2.65     4.0    1.5    0.0    0.95    0.20
 1990 322   131   128     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.70    2.64     4.0    1.5    0.0    0.95    0.20
 1990 323   132   129     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.70    2.64     4.0    1.5    0.0    0.95    0.21
 1990 324   133   130     0.3     0.0     0.3    0.00    3.09      0.1     1.4     0.1     0.2    5.70    2.64     4.0    1.5    0.0    0.95    0.21
 1990 325   134   131     0.3     0.0     0.3    0.00    3.08      0.1     1.4     0.1     0.2    5.69    2.63     4.0    1.5    0.0    0.95    0.21
 1990 326   135   132     0.4     0.0     0.3    0.00    3.08      0.1     1.5     0.1     0.2    5.69    2.62     4.0    1.5    0.0    0.95    0.21
 1990 327   136   133     0.4     0.0     0.3    0.00    3.07      0.1     1.5     0.1     0.2    5.68    2.60     4.0    1.5    0.0    0.96    0.21
 1990 328   137   134     0.4     0.0     0.3    0.00    3.06      0.1     1.5     0.1     0.2    5.67    2.59     4.0    1.5    0.0    0.96    0.22
 1990 329   138   135     0.4     0.0     0.3    6.31    3.06      0.1     1.5     0.1     0.2    5.66    2.59     4.0    1.5    0.0    0.96    0.22
 1990 330   139   136     0.4     0.0     0.3    6.28    3.05      0.1     1.5     0.1     0.2    5.66    2.58     4.0    1.5    0.0    0.96    0.22
 1990 331   140   137     0.4     0.0     0.3    6.30    3.04      0.1     1.5     0.1     0.2    5.65    2.57     4.0    1.5    0.0    0.96    0.22
 1990 332   141   138     0.4     0.0     0.3    6.30    3.03      0.1     1.5     0.1     0.2    5.64    2.56     4.0    1.5    0.0    0.96    0.22
 1990 333   142   139     0.4     0.0     0.3    6.28    3.02      0.1     1.5     0.1     0.2    5.63    2.54     4.0    1.5    0.0    0.96    0.22
 1990 334   143   140     0.4     0.0     0.3    6.27    3.02      0.1     1.5     0.1     0.2    5.62    2.54     4.0    1.5    0.0    0.96    0.22
 1990 335   144   141     0.4     0.0     0.3    6.26    3.01      0.1     1.5     0.1     0.2    5.62    2.53     4.0    1.5    0.0    0.96    0.22
 1990 336   145   142     0.4     0.0     0.3    6.25    3.01      0.1     1.5     0.1     0.2    5.61    2.52     4.0    1.5    0.0    0.96    0.23
 1990 337   146   143     0.4     0.0     0.3    6.25    3.00      0.1     1.6     0.1     0.2    5.60    2.51     4.0    1.5    0.0    0.97    0.23
 1990 338   147   144     0.4     0.0     0.3    6.25    2.99      0.1     1.6     0.1     0.2    5.59    2.50     3.9    1.5    0.0    0.97    0.23
 1990 339   148   145     0.4     0.0     0.3    6.28    2.98      0.1     1.6     0.1     0.2    5.58    2.49     3.9    1.5    0.0    0.97    0.23
 1990 340   149   146     0.4     0.0     0.3    6.27    2.97      0.1     1.6     0.1     0.2    5.57    2.49     3.9    1.5    0.0    0.97    0.23
 1990 341   150   147     0.4     0.0     0.3    6.26    2.96      0.1     1.6     0.1     0.2    5.56    2.47     3.9    1.4    0.0    0.97    0.23
 1990 342   151   148     0.4     0.0     0.3    6.26    2.94      0.1     1.6     0.1     0.2    5.54    2.46     3.9    1.4    0.0    0.97    0.23
 1990 343   152   149     0.4     0.0     0.3    6.26    2.93      0.1     1.6     0.1     0.2    5.53    2.45     3.9    1.4    0.0    0.98    0.23
 1990 344   153   150     0.4     0.0     0.3    6.26    2.92      0.1     1.6     0.1     0.2    5.52    2.43     3.9    1.4    0.0    0.98    0.24
 1990 345   154   151     0.4     0.1     0.3    6.25    2.90      0.1     1.6     0.1     0.2    5.50    2.42     3.8    1.4    0.0    0.98    0.24
 1990 346   155   152     0.5     0.1     0.3    6.26    2.89      0.1     1.6     0.1     0.2    5.48    2.41     3.8    1.4    0.0    0.98    0.24
 1990 347   156   153     0.5     0.1     0.3    6.25    2.87      0.1     1.6     0.1     0.2    5.47    2.39     3.8    1.4    0.0    0.98    0.24
 1990 348   157   154     0.5     0.1     0.3    6.26    2.86      0.1     1.6     0.1     0.2    5.45    2.37     3.8    1.4    0.0    0.98    0.24
 1990 349   158   155     0.5     0.1     0.3    6.25    2.84      0.1     1.6     0.1     0.2    5.43    2.36     3.8    1.4    0.0    0.99    0.24
 1990 350   159   156     0.5     0.1     0.3    6.25    2.82      0.1     1.6     0.1     0.2    5.41    2.34     3.8    1.4    0.0    0.99    0.24
 1990 351   160   157     0.5     0.1     0.3    6.26    2.80      0.1     1.6     0.1     0.2    5.39    2.32     3.7    1.4    0.0    1.00    0.24
 1990 352   161   158     0.5     0.1     0.3    6.26    2.77      0.1     1.7     0.1     0.2    5.36    2.29     3.7    1.4    0.0    1.00    0.24
 1990 353   162   159     0.5     0.1     0.3    6.25    2.75      0.1     1.7     0.1     0.2    5.33    2.27     3.7    1.4    0.0    1.00    0.25
 1990 354   163   160     0.5     0.1     0.3    6.25    2.72      0.1     1.7     0.1     0.2    5.31    2.24     3.7    1.4    0.0    1.00    0.25
 1990 355   164   161     0.5     0.1     0.3    6.25    2.69      0.1     1.7     0.1     0.2    5.28    2.22     3.6    1.4    0.0    1.00    0.25
 1990 356   165   162     0.5     0.1     0.3    6.25    2.66      0.1     1.7     0.1     0.2    5.24    2.19     3.6    1.3    0.0    1.01    0.25
 1990 357   166   163     0.5     0.1     0.3    6.25    2.63      0.1     1.7     0.1     0.2    5.21    2.16     3.6    1.3    0.0    1.01    0.25
 1990 358   167   164     0.5     0.1     0.3    6.25    2.60      0.1     1.7     0.1     0.2    5.17    2.14     3.5    1.3    0.0    1.01    0.25
 1990 359   168   165     0.5     0.1     0.3    6.24    2.57      0.1     1.7     0.1     0.2    5.13    2.11     3.5    1.3    0.0    1.01    0.25
 1990 360   169   166     0.5     0.1     0.3    6.25    2.53      0.1     1.7     0.1     0.2    5.09    2.07     3.4    1.3    0.0    1.01    0.25
 1990 361   170   167     0.5     0.2     0.2    6.26    2.50      0.1     1.7     0.1     0.2    5.05    2.04     3.4    1.3    0.0    1.01    0.26
 1990 362   171   168     0.5     0.2     0.2    6.26    2.46      0.1     1.7     0.1     0.2    5.01    2.01     3.4    1.3    0.0    1.02    0.26
 1990 363   172   169     0.5     0.2     0.2    6.26    2.43      0.1     1.7     0.1     0.2    4.97    1.98     3.3    1.3    0.0    1.02    0.26
 1990 364   173   170     0.5     0.2     0.2    6.26    2.39      0.1     1.7     0.1     0.2    4.93    1.94     3.3    1.3    0.0    1.02    0.26
 1990 365   174   171     0.5     0.2     0.2    6.26    2.35      0.1     1.7     0.1     0.2    4.88    1.91     3.2    1.3    0.0    1.02    0.26
 1991 001   175   172     0.5     0.2     0.2    6.26    2.31      0.1     1.7     0.1     0.2    4.82    1.87     3.2    1.2    0.0    1.02    0.26
 1991 002   176   173     0.5     0.2     0.2    6.27    2.26      0.1     1.7     0.1     0.2    4.76    1.83     3.1    1.2    0.0    1.02    0.26
 1991 003   177   174     0.5     0.2     0.2    6.27    2.21      0.1     1.7     0.1     0.1    4.70    1.79     3.1    1.2    0.0    1.03    0.26
 1991 004   178   175     0.5     0.2     0.2    6.27    2.17      0.1     1.7     0.1     0.1    4.64    1.75     3.0    1.2    0.0    1.03    0.26
 1991 005   179   176     0.5     0.2     0.2    6.27    2.05      0.1     1.7     0.1     0.1    4.55    1.71     3.0    1.2    0.0    1.04    0.26
 1991 006   180   177     0.5     0.2     0.2    6.27    1.95      0.1     1.7     0.0     0.1    4.45    1.67     2.9    1.2    0.0    1.06    0.27
 1991 007   181   178     0.5     0.3     0.2    6.27    1.86      0.1     1.7     0.0     0.1    4.37    1.63     2.9    1.2    0.0    1.07    0.27
 1991 008   182   179     0.5     0.3     0.1    6.28    1.80      0.1     1.7     0.0     0.1    4.33    1.62     2.8    1.2    0.0    1.08    0.27
 1991 009   183   180     0.5     0.3     0.1    6.28    1.77      0.1     1.7     0.0     0.1    4.34    1.62     2.8    1.2    0.0    1.08    0.27
 1991 010   184   181     0.5     0.3     0.1    6.28    1.74      0.1     1.7     0.0     0.1    4.34    1.62     2.8    1.2    0.0    1.09    0.27
