*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 09:16:44

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0192 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1990 191     0   116      0      0      0     0     0   125  0.364  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1990 192     1   115      0      0      0     0     0   125  0.333  0.393  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1990 193     2   114      0      0      0     0     0   125  0.312  0.392  0.394  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1990 194     3   154      0      0      0     1    43   125  0.514  0.566  0.478  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1990 195     4   152      0      0      0     1    43   125  0.497  0.535  0.489  0.338  0.377  0.417  0.408  0.395  0.000  0.000
 1990 196     5   150      0      0      0     1    43   125  0.496  0.517  0.490  0.341  0.378  0.416  0.408  0.395  0.000  0.000
 1990 197     6   157      0      0      8     1    43   125  0.556  0.544  0.495  0.343  0.378  0.416  0.408  0.395  0.000  0.000
 1990 198     7   155      0      0      8     1    43   125  0.516  0.535  0.500  0.346  0.378  0.415  0.408  0.395  0.000  0.000
 1990 199     8   160      0      0     15     1    43   125  0.540  0.551  0.511  0.349  0.379  0.415  0.408  0.395  0.000  0.000
 1990 200     9   158      0      0     15     1    43   125  0.501  0.540  0.515  0.352  0.379  0.415  0.408  0.395  0.000  0.000
 1990 201    10   156      0      0     15     1    43   125  0.493  0.523  0.513  0.355  0.380  0.414  0.408  0.395  0.000  0.000
 1990 202    11   154      0      0     15     1    43   125  0.479  0.514  0.511  0.358  0.380  0.414  0.407  0.395  0.000  0.000
 1990 203    12   153      0      0     15     1    43   125  0.457  0.506  0.508  0.361  0.380  0.414  0.407  0.395  0.000  0.000
 1990 204    13   151      0      0     15     1    43   125  0.448  0.498  0.504  0.364  0.381  0.413  0.407  0.395  0.000  0.000
 1990 205    14   150      0      0     15     1    43   125  0.443  0.492  0.501  0.366  0.381  0.413  0.407  0.395  0.000  0.000
 1990 206    15   149      0      0     15     1    43   125  0.439  0.487  0.498  0.368  0.382  0.413  0.407  0.395  0.000  0.000
 1990 207    16   148      0      0     15     1    43   125  0.436  0.482  0.495  0.370  0.382  0.412  0.407  0.395  0.000  0.000
 1990 208    17   148      0      0     15     1    43   125  0.433  0.478  0.492  0.371  0.383  0.412  0.407  0.395  0.000  0.000
 1990 209    18   147      0      0     15     1    43   125  0.430  0.475  0.490  0.373  0.383  0.412  0.407  0.395  0.000  0.000
 1990 210    19   146      0      0     15     1    43   125  0.428  0.472  0.487  0.374  0.384  0.412  0.407  0.395  0.000  0.000
 1990 211    20   146      0      0     15     1    43   125  0.426  0.469  0.485  0.375  0.384  0.411  0.407  0.395  0.000  0.000
 1990 212    21   145      0      0     15     1    43   125  0.423  0.466  0.483  0.376  0.384  0.411  0.407  0.395  0.000  0.000
 1990 213    22   144      0      0     15     1    43   125  0.421  0.464  0.481  0.377  0.385  0.411  0.407  0.395  0.000  0.000
 1990 214    23   144      0      0     15     1    43   125  0.419  0.462  0.479  0.378  0.385  0.410  0.407  0.395  0.000  0.000
 1990 215    24   143      0      0     15     1    43   125  0.417  0.459  0.477  0.379  0.386  0.410  0.406  0.395  0.000  0.000
 1990 216    25   143      0      0     15     1    43   125  0.415  0.457  0.476  0.380  0.386  0.410  0.406  0.395  0.000  0.000
 1990 217    26   143      0      0     15     1    43   125  0.413  0.455  0.474  0.380  0.386  0.410  0.406  0.395  0.000  0.000
 1990 218    27   142      0      0     15     1    43   125  0.411  0.453  0.472  0.381  0.387  0.410  0.406  0.395  0.000  0.000
 1990 219    28   142      0      0     15     1    43   125  0.409  0.452  0.471  0.381  0.387  0.409  0.406  0.395  0.000  0.000
 1990 220    29   141      0      0     15     1    43   125  0.407  0.450  0.470  0.382  0.388  0.409  0.406  0.394  0.000  0.000
 1990 221    30   142      0      0     17     1    43   125  0.422  0.448  0.468  0.382  0.388  0.409  0.406  0.394  0.000  0.000
 1990 222    31   141      0      0     17     1    43   125  0.418  0.448  0.467  0.382  0.388  0.409  0.406  0.394  0.000  0.000
 1990 223    32   141      0      0     17     1    43   125  0.414  0.447  0.466  0.383  0.389  0.409  0.406  0.394  0.000  0.000
 1990 224    33   140      0      0     17     1    43   125  0.411  0.446  0.465  0.383  0.389  0.408  0.406  0.394  0.000  0.000
 1990 225    34   140      0      0     17     1    43   125  0.408  0.444  0.464  0.383  0.389  0.408  0.406  0.394  0.000  0.000
 1990 226    35   139      0      0     17     1    43   125  0.406  0.443  0.463  0.383  0.390  0.408  0.405  0.394  0.000  0.000
 1990 227    36   166      0      0     45     1    43   125  0.542  0.567  0.511  0.383  0.390  0.408  0.405  0.394  0.000  0.000
 1990 228    37   163      0      0     45     1    43   125  0.479  0.550  0.520  0.386  0.390  0.408  0.405  0.394  0.000  0.000
 1990 229    38   160      0      0     45     1    43   125  0.467  0.523  0.521  0.388  0.390  0.408  0.405  0.394  0.000  0.000
 1990 230    39   158      0      0     45     1    43   125  0.449  0.511  0.518  0.390  0.391  0.407  0.405  0.394  0.000  0.000
 1990 231    40   156      0      0     45     1    43   125  0.446  0.502  0.514  0.392  0.391  0.407  0.405  0.394  0.000  0.000
 1990 232    41   155      0      0     45     1    43   125  0.444  0.495  0.510  0.393  0.392  0.407  0.405  0.394  0.000  0.000
 1990 233    42   154      0      0     45     1    43   125  0.442  0.490  0.506  0.395  0.392  0.407  0.405  0.394  0.000  0.000
 1990 234    43   153      0      0     45     1    43   125  0.440  0.486  0.503  0.396  0.392  0.407  0.405  0.394  0.000  0.000
 1990 235    44   152      0      0     45     1    43   125  0.438  0.482  0.500  0.396  0.393  0.407  0.405  0.394  0.000  0.000
 1990 236    45   152      0      0     45     1    43   125  0.436  0.479  0.498  0.397  0.393  0.406  0.404  0.394  0.000  0.000
 1990 237    46   151      0      0     45     1    43   125  0.434  0.476  0.495  0.397  0.394  0.406  0.404  0.394  0.000  0.000
 1990 238    47   150      0      0     45     1    43   125  0.432  0.474  0.493  0.398  0.394  0.406  0.404  0.394  0.000  0.000
 1990 239    48   191      0      0     87     1    43   125  0.550  0.566  0.566  0.470  0.420  0.406  0.404  0.394  0.000  0.000
 1990 240    49   190      0      0     89     1    43   125  0.503  0.563  0.562  0.465  0.435  0.408  0.404  0.393  0.000  0.000
 1990 241    50   187      0      0     89     1    43   125  0.473  0.539  0.554  0.454  0.433  0.419  0.406  0.393  0.000  0.000
 1990 242    51   182      0      1     89     1    43   125  0.449  0.524  0.545  0.447  0.433  0.419  0.408  0.395  0.000  0.000
 1990 243    52   181      0      2     89     1    43   125  0.463  0.515  0.540  0.443  0.433  0.419  0.408  0.395  0.000  0.000
 1990 244    53   182      0      2     92     1    43   125  0.509  0.511  0.535  0.441  0.434  0.420  0.408  0.395  0.000  0.000
 1990 245    54   180      0      2     92     1    43   125  0.480  0.516  0.532  0.440  0.434  0.420  0.408  0.395  0.000  0.000
 1990 246    55   179      0      2     92     1    43   125  0.476  0.512  0.529  0.439  0.434  0.420  0.408  0.395  0.000  0.000
 1990 247    56   178      0      2     92     1    43   125  0.474  0.509  0.527  0.438  0.434  0.420  0.408  0.395  0.000  0.000
 1990 248    57   177      0      2     92     1    43   125  0.472  0.506  0.525  0.437  0.434  0.420  0.408  0.395  0.000  0.000
 1990 249    58   177      0      2     93     1    43   125  0.491  0.504  0.523  0.436  0.433  0.420  0.408  0.395  0.000  0.000
 1990 250    59   184      0      2    101     1    43   125  0.555  0.546  0.522  0.435  0.433  0.420  0.408  0.395  0.000  0.000
 1990 251    60   201      0      2    119     1    43   125  0.544  0.563  0.572  0.468  0.445  0.422  0.410  0.397  0.000  0.000
 1990 252    61   191      0      7    119     1    43   125  0.454  0.555  0.560  0.456  0.439  0.421  0.410  0.397  0.000  0.000
 1990 253    62   186      0     10    119     1    43   125  0.458  0.527  0.550  0.449  0.436  0.421  0.410  0.397  0.000  0.000
 1990 254    63   207      0     11    143     1    43   125  0.540  0.565  0.564  0.470  0.460  0.430  0.417  0.400  0.000  0.000
 1990 255    64   195      0     19    143     1    43   125  0.476  0.555  0.555  0.457  0.449  0.426  0.413  0.398  0.000  0.000
 1990 256    65   188      0     24    143     1    43   125  0.475  0.530  0.548  0.449  0.442  0.423  0.411  0.398  0.000  0.000
 1990 257    66   184      0     26    143     1    43   125  0.464  0.521  0.541  0.445  0.437  0.421  0.410  0.398  0.000  0.000
 1990 258    67   182      0     27    143     1    43   125  0.465  0.515  0.537  0.442  0.435  0.421  0.410  0.398  0.000  0.000
 1990 259    68   180      0     28    143     1    43   125  0.466  0.511  0.533  0.439  0.433  0.421  0.410  0.398  0.000  0.000
 1990 260    69   179      0     28    143     1    43   125  0.468  0.507  0.529  0.438  0.433  0.421  0.410  0.398  0.000  0.000
 1990 261    70   208      0     28    175     1    43   125  0.544  0.565  0.565  0.469  0.460  0.433  0.419  0.401  0.000  0.000
 1990 262    71   197      0     37    175     1    43   125  0.485  0.556  0.556  0.456  0.449  0.428  0.414  0.399  0.000  0.000
 1990 263    72   190      0     42    175     1    43   125  0.500  0.532  0.549  0.449  0.442  0.424  0.412  0.397  0.000  0.000
 1990 264    73   186      0     45    175     1    43   125  0.492  0.526  0.543  0.445  0.437  0.422  0.410  0.397  0.000  0.000
 1990 265    74   183      0     46    175     1    43   125  0.469  0.522  0.539  0.442  0.435  0.421  0.410  0.397  0.000  0.000
 1990 266    75   181      0     47    175     1    43   125  0.469  0.516  0.535  0.440  0.433  0.421  0.410  0.397  0.000  0.000
 1990 267    76   180      0     47    175     1    43   125  0.470  0.511  0.531  0.439  0.433  0.421  0.410  0.397  0.000  0.000
 1990 268    77   179      0     47    175     1    43   125  0.470  0.508  0.529  0.438  0.433  0.421  0.410  0.397  0.000  0.000
 1990 269    78   178      0     47    175     1    43   125  0.470  0.505  0.526  0.437  0.433  0.421  0.410  0.397  0.000  0.000
 1990 270    79   177      0     47    175     1    43   125  0.470  0.503  0.524  0.436  0.433  0.421  0.410  0.397  0.000  0.000
 1990 271    80   177      0     47    175     1    43   125  0.470  0.501  0.522  0.435  0.433  0.421  0.410  0.397  0.000  0.000
 1990 272    81   176      0     47    175     1    43   125  0.470  0.500  0.520  0.434  0.433  0.421  0.410  0.397  0.000  0.000
 1990 273    82   176      0     47    175     1    43   125  0.470  0.498  0.518  0.433  0.432  0.421  0.410  0.397  0.000  0.000
 1990 274    83   175      0     47    175     1    43   125  0.469  0.497  0.517  0.432  0.432  0.421  0.410  0.397  0.000  0.000
 1990 275    84   174      0     47    175     1    43   125  0.469  0.496  0.515  0.431  0.432  0.421  0.410  0.397  0.000  0.000
 1990 276    85   174      0     47    175     1    43   125  0.468  0.494  0.514  0.430  0.431  0.421  0.410  0.397  0.000  0.000
 1990 277    86   173      0     47    175     1    43   125  0.468  0.493  0.512  0.430  0.431  0.421  0.410  0.397  0.000  0.000
 1990 278    87   173      0     47    175     1    43   125  0.468  0.492  0.511  0.429  0.431  0.421  0.410  0.397  0.000  0.000
 1990 279    88   195      0     47    199     1    43   125  0.531  0.567  0.567  0.444  0.433  0.422  0.410  0.397  0.000  0.000
 1990 280    89   198      0     47    204     1    43   125  0.543  0.563  0.568  0.453  0.438  0.422  0.411  0.398  0.000  0.000
 1990 281    90   221      1     60    243     1    43   125  0.515  0.568  0.568  0.470  0.460  0.447  0.439  0.432  0.000  0.000
 1990 282    91   202      1     74    243     1    43   125  0.447  0.546  0.557  0.457  0.449  0.436  0.427  0.417  0.000  0.000
 1990 283    92   191      1     82    243     1    43   125  0.450  0.523  0.547  0.449  0.442  0.429  0.419  0.408  0.000  0.000
 1990 284    93   185      1     87    243     1    43   125  0.456  0.515  0.540  0.445  0.437  0.425  0.415  0.403  0.000  0.000
 1990 285    94   215      1     89    281     1    43   125  0.471  0.567  0.563  0.469  0.460  0.447  0.439  0.416  0.000  0.000
 1990 286    95   199      1    102    281     1    43   125  0.445  0.534  0.555  0.457  0.449  0.436  0.427  0.408  0.000  0.000
 1990 287    96   190      1    109    281     1    43   125  0.460  0.519  0.545  0.449  0.442  0.429  0.419  0.403  0.000  0.000
 1990 288    97   185      1    113    281     1    43   125  0.464  0.514  0.539  0.445  0.437  0.425  0.415  0.400  0.000  0.000
 1990 289    98   182      1    116    281     1    43   125  0.467  0.511  0.535  0.441  0.435  0.423  0.412  0.398  0.000  0.000
 1990 290    99   180      1    117    281     1    43   125  0.469  0.508  0.531  0.439  0.433  0.421  0.410  0.398  0.000  0.000
 1990 291   100   179      1    117    281     1    43   125  0.471  0.506  0.528  0.438  0.433  0.421  0.410  0.398  0.000  0.000
 1990 292   101   183      1    117    289     1    43   125  0.498  0.535  0.525  0.437  0.433  0.421  0.410  0.398  0.000  0.000
 1990 293   102   185      1    117    294     1    43   125  0.535  0.538  0.529  0.436  0.433  0.421  0.410  0.398  0.000  0.000
 1990 294   103   183      1    117    294     1    43   125  0.499  0.535  0.531  0.436  0.433  0.421  0.410  0.398  0.000  0.000
 1990 295   104   182      1    117    294     1    43   125  0.499  0.524  0.530  0.435  0.433  0.421  0.410  0.398  0.000  0.000
 1990 296   105   181      1    117    294     1    43   125  0.494  0.519  0.529  0.435  0.433  0.421  0.410  0.398  0.000  0.000
 1990 297   106   180      1    117    294     1    43   125  0.490  0.516  0.527  0.434  0.432  0.421  0.410  0.398  0.000  0.000
 1990 298   107   179      1    117    294     1    43   125  0.488  0.513  0.526  0.433  0.432  0.421  0.410  0.398  0.000  0.000
 1990 299   108   179      1    117    294     1    43   125  0.486  0.510  0.524  0.433  0.432  0.421  0.410  0.398  0.000  0.000
 1990 300   109   178      1    117    294     1    43   125  0.484  0.508  0.522  0.432  0.432  0.421  0.410  0.398  0.000  0.000
 1990 301   110   177      1    117    294     1    43   125  0.483  0.506  0.521  0.432  0.431  0.421  0.410  0.398  0.000  0.000
 1990 302   111   180      1    117    300     1    43   125  0.514  0.517  0.519  0.431  0.431  0.421  0.410  0.398  0.000  0.000
 1990 303   112   194      1    117    321     1    43   125  0.438  0.568  0.568  0.457  0.439  0.422  0.411  0.398  0.000  0.000
 1990 304   113   186      1    122    321     1    43   125  0.434  0.530  0.557  0.449  0.436  0.422  0.410  0.397  0.000  0.000
 1990 305   114   186      1    122    323     1    43   125  0.486  0.516  0.546  0.449  0.438  0.422  0.411  0.397  0.000  0.000
 1990 306   115   183      1    124    323     1    43   125  0.470  0.516  0.539  0.444  0.435  0.421  0.410  0.397  0.000  0.000
 1990 307   116   181      1    125    323     1    43   125  0.469  0.513  0.535  0.441  0.433  0.421  0.410  0.397  0.000  0.000
 1990 308   117   208      1    125    356     1    43   125  0.488  0.566  0.564  0.469  0.460  0.439  0.422  0.403  0.000  0.000
