*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 16:22:36

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0213 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 224     0     0     0     0.0   99.5   16645   77.3   22.2  16.7  15.5  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.0   1.2   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.76    2.49    0.00    0.00    0.00
 1990 225     1     0     0     0.0  100.3   16645   78.7   21.5  16.7  15.8  15.4   8.7   4.7   0.0   0.1   0.1   0.0   0.0   0.2   1.0   1.4   1.3   1.4  1.51  1.42  1.40  0.00  0.00    1.52    3.93    0.00    0.00    0.00
 1990 226     2     0     0     0.0  101.0   16644   80.2   20.9  16.9  16.1  15.6   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.8   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    2.27    5.37    0.00    0.00    0.00
 1990 227     3     0     0     0.0  101.8   16643   81.5   20.3   3.6  11.4  18.9  13.0   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.7   1.3   1.2   1.3  1.51  1.35  1.31  0.00  0.00    3.02    6.66    0.00    0.00    0.00
 1990 228     4     0     0     0.0  102.5   16642   82.2   20.2   3.8  11.3  18.5  13.2   5.3   0.1   0.3   0.3   0.0   0.0   0.1   0.8   1.4   1.2   1.2  1.52  1.32  1.27  0.00  0.00    3.71    7.42    0.00    0.00    0.00
 1990 229     5     0     0     0.0  103.1   16642   83.0   20.2   4.0  11.1  18.3  13.3   5.6   0.1   0.3   0.3   0.0   0.0   0.1   0.9   1.5   1.1   1.2  1.52  1.29  1.23  0.00  0.00    4.36    8.15    0.00    0.00    0.00
 1990 230     6     0     0     0.0  103.7   16641   83.8   19.9   4.4  11.2  18.2  13.4   5.8   0.1   0.3   0.3   0.0   0.0   0.1   0.8   1.6   1.1   1.1  1.52  1.26  1.19  0.00  0.00    4.97    9.03    0.00    0.00    0.00
 1990 231     7     0     0     0.0  104.3   16640   84.8   19.5   4.8  11.2  18.3  13.4   5.9   0.2   0.4   0.4   0.0   0.0   0.1   0.8   1.6   1.1   1.1  1.52  1.23  1.16  0.00  0.00    5.55   10.01    0.00    0.00    0.00
 1990 232     8     0     0     0.0  104.9   16640   85.7   19.1   5.2  11.2  18.4  13.5   6.0   0.2   0.4   0.4   0.0   0.0   0.1   0.7   1.5   1.0   1.1  1.53  1.20  1.12  0.00  0.00    6.11   10.93    0.00    0.00    0.00
 1990 233     9     0     0     0.0  105.5   16639   86.7   18.8   5.6  11.2  18.5  13.5   6.0   0.2   0.5   0.5   0.0   0.0   0.1   0.7   1.5   1.0   1.0  1.53  1.18  1.09  0.00  0.00    6.69   11.86    0.00    0.00    0.00
 1990 234    10     0     0     0.0  106.0   16639   87.6   18.5   6.0  11.3  18.6  13.6   6.1   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.5   1.0   1.0  1.53  1.15  1.06  0.00  0.00    7.27   12.77    0.00    0.00    0.00
 1990 235    11     0     0     0.0  106.6   16638   88.5   18.2   6.3  11.3  18.7  13.6   6.2   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.4   0.9   1.0  1.54  1.13  1.02  0.00  0.00    7.85   13.64    0.00    0.00    0.00
 1990 236    12     0     0     0.0  107.2   16638   89.3   17.9   6.6  11.4  18.8  13.7   6.2   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   1.0  1.54  1.10  0.99  0.00  0.00    8.40   14.46    0.00    0.00    0.00
 1990 237    13     0     0     0.0  107.7   16637   90.1   17.6   6.9  11.4  18.9  13.7   6.3   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.54  1.08  0.97  0.00  0.00    8.93   15.24    0.00    0.00    0.00
 1990 238    14     0     0     0.0  108.2   16637   90.8   17.4   7.2  11.4  19.0  13.8   6.4   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.54  1.06  0.94  0.00  0.00    9.47   16.02    0.00    0.00    0.00
 1990 239    15     0     0     0.0  108.8   16636   91.6   17.2   3.1   8.6  17.6  14.7   8.7   0.8   0.7   0.7   0.0   0.0   0.1   0.6   1.3   0.9   0.9  1.55  1.04  0.91  0.00  0.00   10.03   16.81    0.00    0.00    0.00
 1990 240    16     0     0     0.0  109.1   16635   91.5   17.6   2.8   8.4  17.3  14.5   8.9   1.0   0.7   0.7   0.0   0.0   0.2   0.6   1.4   0.9   0.9  1.56  1.04  0.90  0.00  0.00   10.58   16.95    0.00    0.00    0.00
 1990 241    17     0     0     0.2  109.4   16635   91.5   17.9   3.0   8.2  17.0  14.1   8.9   1.3   0.7   0.7   0.0   0.0   0.1   0.7   1.5   0.9   0.9  1.58  1.04  0.90  0.00  0.00   11.11   17.17    0.00    0.00    0.00
 1990 242    18     0     0     0.3  109.8   16634   91.8   18.1   3.3   8.3  16.9  13.9   8.9   1.4   0.8   0.7   0.0   0.0   0.1   0.7   1.6   0.9   1.0  1.59  1.04  0.89  0.00  0.00   11.62   17.50    0.00    0.00    0.00
 1990 243    19     0     0     0.4  110.3   16634   92.0   18.2   3.6   8.3  16.9  13.8   8.9   1.5   0.8   0.7   0.0   0.0   0.1   0.6   1.6   0.9   1.0  1.61  1.04  0.89  0.00  0.00   12.12   17.82    0.00    0.00    0.00
 1990 244    20     0     0     0.4  110.7   16633   92.4   18.3   3.9   8.3  17.0  13.8   8.9   1.5   0.8   0.7   0.0   0.0   0.1   0.6   1.6   1.0   1.0  1.62  1.04  0.88  0.00  0.00   12.55   18.25    0.04    0.00    0.00
 1990 245    21     0     0     0.4  111.0   16633   92.8   18.3   4.1   8.3  17.0  13.8   8.8   1.5   0.8   0.7   0.0   0.0   0.1   0.6   1.6   1.0   1.0  1.63  1.05  0.87  0.00  0.00   12.95   18.64    0.06    0.00    0.00
 1990 246    22     0     0     0.4  111.4   16633   93.1   18.3   4.3   8.3  17.1  13.8   8.8   1.5   0.8   0.8   0.0   0.0   0.1   0.6   1.5   1.0   1.0  1.65  1.05  0.87  0.00  0.00   13.35   19.03    0.07    0.00    0.00
 1990 247    23     0     0     0.4  111.8   16632   93.5   18.3   4.6   8.4  17.1  13.8   8.8   1.5   0.8   0.8   0.0   0.0   0.1   0.6   1.5   1.0   1.0  1.66  1.05  0.86  0.00  0.00   13.76   19.42    0.08    0.00    0.00
 1990 248    24     0     0     0.4  112.2   16632   93.9   18.2   4.8   8.4  17.2  13.8   8.9   1.5   0.9   0.8   0.0   0.0   0.1   0.5   1.5   1.0   1.0  1.67  1.05  0.85  0.00  0.00   14.15   19.85    0.09    0.00    0.00
 1990 249    25     0     0     0.4  112.6   16631   94.4   18.2   5.0   8.5  17.2  13.9   8.9   1.5   0.9   0.8   0.0   0.0   0.1   0.5   1.4   1.0   1.0  1.68  1.05  0.85  0.00  0.00   14.56   20.31    0.10    0.00    0.00
 1990 250    26     0     0     0.4  113.0   16631   94.8   18.2   4.5   8.9  17.3  13.9   8.9   1.5   0.9   0.8   0.0   0.0   0.1   0.5   1.4   0.9   1.1  1.70  1.05  0.84  0.00  0.00   15.02   20.78    0.10    0.00    0.00
 1990 251    27     0     0     0.4  113.5   16631   95.2   18.3   2.8   7.6  17.1  14.8   9.4   1.6   0.9   0.8   0.0   0.0   0.2   0.6   1.4   0.9   1.1  1.71  1.05  0.84  0.00  0.00   15.50   21.17    0.11    0.00    0.00
 1990 252    28     0     0     0.6  113.8   16630   95.2   18.6   2.8   7.5  16.6  14.4   9.5   1.9   1.0   0.8   0.0   0.0   0.2   0.6   1.5   0.9   1.1  1.72  1.05  0.83  0.00  0.00   15.97   21.32    0.15    0.00    0.00
