*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 20:55:34

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0183 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1992 220     0     0     0     0.0   99.4   16645   77.1   22.3  16.6  15.4  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.0   1.2   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.69    2.29    0.00    0.00    0.00
 1992 221     1     0     0     0.0  100.1   16645   78.4   21.7  16.6  15.7  15.3   8.7   4.7   0.0   0.1   0.1   0.0   0.0   0.1   1.1   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.35    3.57    0.00    0.00    0.00
 1992 222     2     0     0     0.0  100.7   16644   79.5   21.2  16.7  15.9  15.5   8.8   4.7   0.1   0.2   0.2   0.0   0.0   0.1   1.0   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    1.94    4.70    0.00    0.00    0.00
 1992 223     3     0     0     0.0  101.2   16644   80.5   20.7   6.2  16.1  19.1   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.9   1.4   1.3   1.3  1.51  1.36  1.32  0.00  0.00    2.47    5.68    0.00    0.00    0.00
 1992 224     4     2     2     0.0  103.6   16643   82.3   21.4   8.1  15.6  19.5   9.0   4.8   0.1   0.2   0.3   0.0   0.0   1.8   0.9   1.4   1.2   1.3  1.52  1.33  1.28  0.00  0.00    2.95    6.44    0.00    0.00    0.07
 1992 225     5     2     2     0.0  104.0   16643   83.4   20.5   9.0  15.5  19.6   9.2   4.9   0.1   0.3   0.3   0.0   0.0   0.7   1.0   1.3   1.2   1.2  1.52  1.30  1.24  0.00  0.00    3.39    7.63    0.00    0.00    0.17
 1992 226     6     2     2     0.0  104.3   16642   84.4   19.9   9.4  15.5  19.7   9.3   4.9   0.1   0.3   0.3   0.0   0.0   0.3   0.9   1.3   1.2   1.2  1.52  1.27  1.21  0.00  0.00    3.80    8.59    0.00    0.00    0.25
 1992 227     7     2     2     0.0  104.7   16642   85.3   19.4   9.5  15.7  19.7   9.4   5.0   0.1   0.4   0.4   0.0   0.0   0.0   0.8   1.3   1.1   1.2  1.52  1.25  1.17  0.00  0.00    4.25    9.44    0.00    0.00    0.34
 1992 228     8     2     2     0.0  105.1   16641   86.0   19.1   9.6  15.8  19.7   9.5   5.0   0.2   0.4   0.4   0.0   0.0   0.0   0.8   1.3   1.1   1.1  1.53  1.22  1.14  0.00  0.00    4.72   10.22    0.00    0.00    0.36
 1992 229     9     2     2     0.0  105.6   16641   86.8   18.8   9.7  15.9  19.8   9.7   5.1   0.2   0.4   0.4   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.53  1.19  1.10  0.00  0.00    5.21   11.00    0.00    0.00    0.37
 1992 230    10     2     2     0.0  106.1   16640   87.6   18.5   9.8  16.0  19.8   9.8   5.1   0.2   0.5   0.5   0.0   0.0   0.1   0.7   1.3   1.0   1.1  1.53  1.17  1.07  0.00  0.00    5.73   11.81    0.00    0.00    0.38
 1992 231    11     2     2     0.0  106.6   16640   88.4   18.2   9.9  16.0  19.9   9.9   5.2   0.2   0.5   0.5   0.0   0.0   0.1   0.7   1.3   1.0   1.0  1.53  1.14  1.04  0.00  0.00    6.28   12.63    0.00    0.00    0.40
 1992 232    12     2     2     0.0  107.2   16639   89.3   17.9  10.1  16.1  20.0  10.0   5.2   0.2   0.5   0.6   0.0   0.0   0.1   0.6   1.3   1.0   1.0  1.54  1.12  1.01  0.00  0.00    6.85   13.46    0.00    0.00    0.42
 1992 233    13     2     2     0.0  107.7   16639   90.1   17.7  10.2  16.2  20.0  10.1   5.3   0.2   0.6   0.6   0.0   0.0   0.1   0.6   1.2   0.9   1.0  1.54  1.10  0.98  0.00  0.00    7.42   14.28    0.00    0.00    0.44
 1992 234    14     2     2     0.0  108.3   16638   90.9   17.4  10.4  16.3  20.1  10.2   5.3   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.2   0.9   1.0  1.54  1.07  0.95  0.00  0.00    8.01   15.09    0.00    0.00    0.44
 1992 235    15     2     2     0.0  108.9   16637   91.7   17.2  10.6  16.3  20.2  10.3   5.4   0.3   0.6   0.7   0.0   0.0   0.1   0.6   1.2   0.9   0.9  1.54  1.05  0.92  0.00  0.00    8.59   15.90    0.00    0.00    0.44
 1992 236    16     2     2     0.0  109.3   16637   92.3   17.0  10.6  16.3  20.3  10.4   5.4   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.2   0.9   0.9  1.55  1.03  0.90  0.00  0.00    9.17   16.70    0.00    0.00    0.45
 1992 237    17     2     2     0.0  109.9   16636   93.1   16.8  10.7  16.4  20.3  10.5   5.4   0.3   0.7   0.7   0.0   0.0   0.1   0.5   1.2   0.9   0.9  1.55  1.01  0.87  0.00  0.00    9.74   17.47    0.00    0.00    0.45
 1992 238    18     2     2     0.0  110.4   16636   93.8   16.6  10.8  16.5  20.4  10.6   5.5   0.3   0.7   0.7   0.0   0.0   0.1   0.5   1.2   0.8   0.9  1.55  0.99  0.84  0.00  0.00   10.31   18.24    0.00    0.00    0.45
 1992 239    19     2     2     0.0  111.0   16635   94.6   16.4  11.0  16.6  20.5  10.7   5.5   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.2   0.8   0.9  1.55  0.97  0.82  0.00  0.00   10.88   19.00    0.00    0.00    0.45
 1992 240    20     2     2     0.0  111.5   16635   95.3   16.2  11.1  16.6  20.6  10.7   5.6   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.95  0.80  0.00  0.00   11.44   19.74    0.00    0.00    0.46
 1992 241    21     2     2     0.0  112.1   16634   96.0   16.0  11.3  16.7  20.7  10.8   5.6   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.93  0.77  0.00  0.00   12.01   20.48    0.00    0.00    0.46
 1992 242    22     2     2     0.0  112.6   16633   96.8   15.9  11.4  16.8  20.8  10.9   5.6   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.91  0.75  0.00  0.00   12.58   21.21    0.00    0.00    0.46
 1992 243    23     2     2     0.0  113.2   16633   97.5   15.7  11.6  16.8  20.9  11.0   5.7   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.2   0.8   0.8  1.56  0.89  0.73  0.00  0.00   13.15   21.95    0.00    0.00    0.46
 1992 244    24     2     2     0.0  113.7   16632   98.2   15.5  11.7  16.9  21.0  11.0   5.7   0.4   0.9   0.9   0.0   0.0   0.1   0.4   1.2   0.7   0.8  1.57  0.88  0.71  0.00  0.00   13.71   22.67    0.00    0.00    0.47
 1992 245    25     2     2     0.0  114.2   16632   98.9   15.4  11.4  17.1  21.1  11.1   5.8   0.5   0.9   0.9   0.0   0.0   0.1   0.4   1.1   0.7   0.8  1.57  0.86  0.69  0.00  0.00   14.25   23.36    0.00    0.00    0.47
 1992 246    26     2     2     0.0  114.7   16631   99.5   15.2  11.4  17.3  21.1  11.1   5.8   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.1   0.7   0.8  1.57  0.85  0.67  0.00  0.00   14.74   23.99    0.00    0.00    0.47
 1992 247    27     2     2     0.0  115.2   16631  100.1   15.1  11.5  17.3  21.2  11.2   5.8   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.57  0.83  0.65  0.00  0.00   15.22   24.59    0.00    0.00    0.47
 1992 248    28     2     2     0.0  115.5   16630  100.6   15.0  11.5  17.3  21.3  11.3   5.8   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.57  0.82  0.64  0.00  0.00   15.66   25.15    0.00    0.00    0.48
 1992 249    29     2     2     0.0  115.9   16630  101.0   14.9  11.6  17.3  21.3  11.3   5.9   0.5   1.0   1.0   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.80  0.62  0.00  0.00   16.08   25.70    0.00    0.00    0.48
 1992 250    30     2     2     0.0  116.1   16630  101.4   14.7  11.6  17.3  21.4  11.4   5.9   0.5   1.1   1.0   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.79  0.61  0.00  0.00   16.53   26.26    0.00    0.00    0.48
 1992 251    31     2     2     0.0  116.3   16629  101.7   14.6  11.7  17.3  21.4  11.4   5.9   0.6   1.1   1.1   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.78  0.59  0.00  0.00   17.01   26.84    0.00    0.00    0.49
 1992 252    32     2     2     0.0  116.6   16629  102.0   14.5  11.8  17.2  21.4  11.4   6.0   0.6   1.1   1.1   0.0   0.0   0.1   0.4   1.1   0.7   0.7  1.58  0.77  0.57  0.00  0.00   17.50   27.44    0.00    0.00    0.49
