*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 20:55:34

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0183 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1992 220     0   4.50  21.40   8.20  1.002  1.002  0.000  1.002  0.000    1.0    0.0    1.0    0.0
 1992 221     1  14.50  10.40   1.40  2.562  1.920  0.000  1.920  0.000    2.9    0.0    2.9    0.0
 1992 222     2  10.20  13.40  -0.60  1.852  1.852  0.000  1.852  0.000    4.8    0.0    4.8    0.0
 1992 223     3   9.40  15.40   7.80  1.919  1.919  0.000  1.919  0.000    6.7    0.0    6.7    0.0
 1992 224     4  15.10  14.90   3.90  2.943  2.943  0.000  2.943  0.000    9.6    0.0    9.6    0.0
 1992 225     5  14.50  15.90   6.10  2.932  2.215  0.000  2.215  0.000   11.9    0.0   11.9    0.0
 1992 226     6  15.60  18.00   2.80  3.150  2.585  0.000  2.585  0.000   14.4    0.0   14.4    0.0
 1992 227     7  14.70  18.40   3.00  2.992  1.404  0.000  1.404  0.000   15.8    0.0   15.8    0.0
 1992 228     8   9.50  19.20   5.70  2.007  1.092  0.000  1.092  0.000   16.9    0.0   16.9    0.0
 1992 229     9  15.30  22.20   8.70  3.458  0.925  0.000  0.925  0.000   17.9    0.0   17.9    0.0
 1992 230    10  12.30  23.20   9.70  2.841  0.818  0.000  0.818  0.000   18.7    0.0   18.7    0.0
 1992 231    11  14.00  20.80   9.20  3.120  0.741  0.000  0.741  0.000   19.4    0.0   19.4    0.0
 1992 232    12  13.40  19.60   7.90  2.904  0.682  0.000  0.682  0.000   20.1    0.0   20.1    0.0
 1992 233    13  13.30  19.40   6.20  2.830  0.635  0.000  0.635  0.000   20.7    0.0   20.7    0.0
 1992 234    14  16.90  23.10   9.50  3.891  0.597  0.000  0.597  0.000   21.3    0.0   21.3    0.0
 1992 235    15   7.80  20.10  13.90  1.794  1.203  0.003  1.200  0.000   22.5    0.0   22.5    0.0
 1992 236    16  17.00  19.30   9.60  3.725  3.725  0.011  3.714  0.000   26.3    0.0   26.2    0.0
 1992 237    17  17.80  21.00   7.10  3.901  0.743  0.016  0.726  0.000   27.0    0.0   27.0    0.0
 1992 238    18  18.00  21.20   5.80  3.909  0.692  0.021  0.671  0.000   27.7    0.1   27.6    0.0
 1992 239    19  17.90  20.30   6.20  3.853  0.652  0.025  0.626  0.000   28.3    0.1   28.3    0.0
 1992 240    20  17.60  25.40   6.30  4.057  0.621  0.032  0.590  0.000   29.0    0.1   28.9    0.0
 1992 241    21  11.50  18.80  11.40  2.541  0.583  0.025  0.559  0.000   29.5    0.1   29.4    0.0
 1992 242    22  14.20  24.40  11.00  3.361  0.570  0.038  0.532  0.000   30.1    0.2   29.9    0.0
 1992 243    23   5.50  20.90  15.20  1.290  0.527  0.018  0.509  0.000   30.6    0.2   30.5    0.0
 1992 244    24   7.20  13.80   9.60  1.456  1.456  0.031  1.425  0.000   32.1    0.2   31.9    0.0
 1992 245    25   7.50  14.00   7.20  1.485  0.793  0.036  0.757  0.000   32.9    0.3   32.6    0.0
 1992 246    26   5.70  14.80   8.60  1.158  0.726  0.031  0.695  0.000   33.6    0.3   33.3    0.0
 1992 247    27  14.90  17.40   7.30  3.101  0.737  0.092  0.646  0.000   34.4    0.4   34.0    0.0
 1992 248    28  18.80  18.80   6.80  3.969  0.739  0.133  0.606  0.000   35.1    0.5   34.6    0.0
 1992 249    29  18.30  21.20   6.10  3.965  0.726  0.153  0.573  0.000   35.8    0.7   35.2    0.0
 1992 250    30  18.30  18.80   8.70  3.925  0.721  0.177  0.544  0.000   36.5    0.8   35.7    0.0
 1992 251    31  17.80  20.60   9.70  3.943  0.723  0.204  0.520  0.000   37.3    1.0   36.2    0.0
 1992 252    32   5.90  20.10  13.60  1.342  0.579  0.081  0.498  0.000   37.8    1.1   36.7    0.0
 1992 253    33  11.20  20.00  13.40  2.536  0.657  0.178  0.479  0.000   38.5    1.3   37.2    0.0
 1992 254    34  12.60  21.60  13.10  2.900  0.697  0.235  0.462  0.000   39.2    1.5   37.7    0.0
 1992 255    35   8.60  21.20  14.90  1.996  1.996  0.186  1.810  0.000   41.2    1.7   39.5    0.0
 1992 256    36  16.90  19.30  12.30  3.734  1.519  0.399  1.120  0.000   42.7    2.1   40.6    0.0
 1992 257    37  10.20  16.70   8.80  2.104  0.792  0.249  0.543  0.000   43.5    2.4   41.1    0.0
 1992 258    38  17.10  20.10   6.20  3.606  0.971  0.453  0.518  0.000   44.5    2.8   41.7    0.0
 1992 259    39  19.70  21.30   9.00  4.324  1.079  0.582  0.497  0.000   45.6    3.4   42.1    0.0
 1992 260    40  12.60  22.60  12.60  2.895  0.905  0.427  0.478  0.000   46.5    3.8   42.6    0.0
 1992 261    41  14.90  26.70  15.20  3.666  3.666  0.601  3.065  0.000   50.1    4.4   45.7    0.0
