*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 20:13:27

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0148 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 220     0     0     0     0.0   99.5   16645   77.2   22.3  16.6  15.4  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.0   1.2   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.73    2.41    0.00    0.00    0.00
 1990 221     1     0     0     0.0  100.2   16645   78.6   21.6  16.6  15.7  15.4   8.7   4.7   0.0   0.1   0.1   0.0   0.0   0.1   1.0   1.4   1.4   1.4  1.51  1.42  1.40  0.00  0.00    1.44    3.78    0.00    0.00    0.00
 1990 222     2     0     0     0.0  100.9   16644   79.9   21.0  16.8  16.0  15.5   8.8   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.9   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    2.14    5.08    0.00    0.00    0.00
 1990 223     3     0     0     0.0  101.6   16643   81.1   20.5   6.0  16.4  19.2   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.8   1.4   1.2   1.3  1.51  1.36  1.32  0.00  0.00    2.81    6.27    0.00    0.00    0.00
 1990 224     4     2     2     0.0  104.1   16643   83.0   21.1   8.0  15.9  19.7   9.1   4.9   0.1   0.2   0.3   0.0   0.0   1.7   0.9   1.3   1.2   1.2  1.52  1.32  1.27  0.00  0.00    3.48    7.23    0.00    0.00    0.13
 1990 225     5     2     2     0.0  104.7   16642   85.0   19.7   9.6  16.0  19.8   9.2   5.0   0.1   0.3   0.3   0.0   0.0   0.0   0.8   1.3   1.1   1.2  1.52  1.29  1.23  0.00  0.00    4.17    9.23    0.00    0.00    0.24
 1990 226     6     2     2     0.0  105.4   16641   86.1   19.3   9.6  16.2  19.9   9.4   5.0   0.1   0.3   0.3   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.52  1.26  1.19  0.00  0.00    4.86   10.29    0.00    0.00    0.24
 1990 227     7     2     2     0.0  106.1   16640   87.2   18.8   5.0  14.5  21.9  10.3   5.1   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.3   1.1   1.1  1.53  1.23  1.16  0.00  0.00    5.58   11.42    0.00    0.00    0.26
 1990 228     8     2     2     0.0  106.8   16640   87.9   18.9   5.0  14.3  21.4  11.1   5.1   0.2   0.4   0.4   0.0   0.0   0.2   0.7   1.4   1.0   1.1  1.53  1.20  1.12  0.00  0.00    6.27   12.05    0.00    0.00    0.28
 1990 229     9     2     2     0.0  107.4   16639   88.6   18.8   5.3  14.2  21.0  11.5   5.2   0.2   0.5   0.5   0.0   0.0   0.1   0.8   1.5   1.0   1.0  1.53  1.17  1.09  0.00  0.00    6.92   12.74    0.00    0.00    0.31
 1990 230    10     2     2     0.0  108.0   16639   89.3   18.6   5.7  14.2  21.0  11.7   5.3   0.2   0.5   0.5   0.0   0.0   0.1   0.8   1.5   1.0   1.0  1.53  1.15  1.05  0.00  0.00    7.53   13.52    0.00    0.00    0.33
 1990 231    11     2     2     0.0  108.5   16638   90.2   18.3   6.1  14.1  21.0  11.8   5.3   0.2   0.5   0.5   0.0   0.0   0.1   0.7   1.5   0.9   1.0  1.54  1.12  1.02  0.00  0.00    8.11   14.41    0.00    0.00    0.35
 1990 232    12     2     2     0.0  109.1   16637   91.1   18.0   6.4  14.1  21.1  12.0   5.4   0.3   0.6   0.6   0.0   0.0   0.1   0.7   1.5   0.9   1.0  1.54  1.10  0.99  0.00  0.00    8.67   15.25    0.00    0.00    0.37
 1990 233    13     2     2     0.0  109.6   16637   91.9   17.7   6.7  14.1  21.1  12.1   5.4   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.54  1.08  0.96  0.00  0.00    9.25   16.10    0.00    0.00    0.39
 1990 234    14     2     2     0.0  110.0   16636   92.6   17.4   7.0  14.0  21.2  12.2   5.5   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.54  1.05  0.93  0.00  0.00    9.83   16.93    0.00    0.00    0.41
 1990 235    15     2     2     0.0  110.6   16636   93.4   17.2   7.2  14.0  21.3  12.3   5.5   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.4   0.8   0.9  1.55  1.03  0.91  0.00  0.00   10.41   17.73    0.00    0.00    0.42
 1990 236    16     2     2     0.0  111.1   16635   94.1   17.0   7.5  14.0  21.4  12.3   5.6   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.4   0.8   0.9  1.55  1.01  0.88  0.00  0.00   10.96   18.48    0.00    0.00    0.44
 1990 237    17     2     2     0.0  111.6   16635   94.8   16.8   7.7  14.1  21.4  12.4   5.6   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.3   0.8   0.9  1.55  0.99  0.86  0.00  0.00   11.49   19.20    0.00    0.00    0.46
 1990 238    18     2     2     0.0  112.1   16634   95.5   16.6   7.9  14.1  21.5  12.5   5.7   0.4   0.8   0.8   0.0   0.0   0.1   0.6   1.3   0.8   0.8  1.55  0.97  0.83  0.00  0.00   12.03   19.92    0.00    0.00    0.48
 1990 239    19     2     2     0.0  112.6   16633   96.3   16.4   3.3  10.5  20.6  14.8   7.7   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.3   0.8   0.8  1.56  0.95  0.81  0.00  0.00   12.59   20.65    0.00    0.00    0.50
 1990 240    20     2     2     0.0  113.2   16633   96.5   16.6   3.2  10.3  20.3  14.7   8.0   0.6   0.8   0.8   0.0   0.0   0.1   0.6   1.4   0.8   0.8  1.56  0.93  0.78  0.00  0.00   13.14   20.93    0.00    0.00    0.51
 1990 241    21     2     2     0.1  113.5   16632   96.7   16.9   3.2  10.1  20.0  14.4   8.2   0.8   0.8   0.8   0.0   0.0   0.1   0.7   1.5   0.8   0.9  1.57  0.92  0.76  0.00  0.00   13.66   21.21    0.00    0.00    0.52
 1990 242    22     2     2     0.2  114.0   16632   96.9   17.0   3.5  10.1  19.8  14.2   8.3   0.9   0.9   0.9   0.0   0.0   0.1   0.7   1.5   0.9   0.9  1.59  0.92  0.74  0.00  0.00   14.17   21.57    0.00    0.00    0.52
 1990 243    23     2     2     0.2  114.4   16631   97.2   17.2   3.9  10.1  19.8  14.1   8.3   1.0   0.9   0.9   0.0   0.0   0.1   0.6   1.6   0.9   0.9  1.60  0.92  0.74  0.00  0.00   14.67   21.88    0.00    0.00    0.52
 1990 244    24     2     2     0.2  114.8   16631   97.6   17.2   4.3  10.1  19.9  14.0   8.3   1.0   0.9   0.9   0.0   0.0   0.1   0.6   1.6   0.9   0.9  1.61  0.92  0.73  0.00  0.00   15.10   22.29    0.03    0.00    0.53
 1990 245    25     2     2     0.2  115.2   16631   98.0   17.3   4.5  10.1  19.9  14.0   8.3   1.0   0.9   0.9   0.0   0.0   0.1   0.6   1.5   0.9   0.9  1.63  0.92  0.73  0.00  0.00   15.50   22.67    0.04    0.00    0.53
 1990 246    26     2     2     0.2  115.6   16630   98.3   17.3   4.8  10.1  20.0  14.0   8.3   1.1   0.9   0.9   0.0   0.0   0.1   0.6   1.5   0.9   0.9  1.64  0.92  0.72  0.00  0.00   15.90   23.04    0.06    0.00    0.53
 1990 247    27     2     2     0.2  116.0   16630   98.7   17.3   5.0  10.2  20.0  14.0   8.3   1.1   0.9   0.9   0.0   0.0   0.1   0.6   1.5   0.9   0.9  1.65  0.93  0.72  0.00  0.00   16.31   23.42    0.07    0.00    0.53
 1990 248    28     2     2     0.2  116.4   16629   99.1   17.3   5.3  10.2  20.1  14.1   8.3   1.1   0.9   0.9   0.0   0.0   0.1   0.5   1.4   0.9   1.0  1.67  0.93  0.71  0.00  0.00   16.70   23.83    0.07    0.00    0.54
 1990 249    29     2     2     0.2  116.8   16629   99.5   17.3   5.5  10.3  20.1  14.1   8.4   1.1   0.9   0.9   0.0   0.0   0.1   0.5   1.4   0.9   1.0  1.68  0.93  0.71  0.00  0.00   17.12   24.26    0.08    0.00    0.54
 1990 250    30     2     2     0.2  117.2   16628  100.0   17.3   4.9  10.7  20.2  14.2   8.4   1.1   0.9   0.9   0.0   0.0   0.1   0.5   1.4   0.9   1.0  1.69  0.93  0.70  0.00  0.00   17.57   24.71    0.08    0.00    0.54
 1990 251    31     2     2     0.2  117.7   16628  100.3   17.4   3.1   9.1  19.9  15.3   8.9   1.2   0.9   1.0   0.0   0.0   0.2   0.6   1.4   0.9   1.0  1.70  0.93  0.70  0.00  0.00   18.05   25.09    0.09    0.00    0.54
 1990 252    32     2     2     0.4  117.9   16628  100.2   17.7   3.1   9.0  19.4  14.9   9.1   1.4   1.0   1.0   0.0   0.0   0.2   0.6   1.4   0.9   1.0  1.72  0.94  0.70  0.00  0.00   18.51   25.23    0.12    0.00    0.55
 1990 253    33     2     2     0.5  118.3   16627  100.3   17.9   3.3   8.8  19.1  14.7   9.2   1.6   1.0   1.0   0.0   0.0   0.1   0.7   1.5   0.9   1.0  1.73  0.94  0.69  0.00  0.00   19.01   25.47    0.14    0.00    0.55
 1990 254    34     2     2     0.6  118.7   16626  100.5   18.1   2.1   7.5  17.9  15.0  10.3   2.0   1.1   1.0   0.0   0.0   0.1   0.7   1.6   0.9   1.0  1.75  0.94  0.69  0.00  0.00   19.56   25.84    0.16    0.00    0.55
 1990 255    35     2     2     0.8  118.5   16626  100.1   18.5   2.2   7.3  17.5  14.6  10.3   2.3   1.2   1.0   0.0   0.0   0.1   0.7   1.6   1.0   1.1  1.76  0.94  0.68  0.00  0.00   20.13   26.04    0.26    0.00    0.56
