*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 20:49:39

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0179 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 220     0     0     0     0.0   54.9   16645   32.7   22.3   6.6   5.4   5.2   4.7   2.6   0.0   0.1   0.1   0.0   0.0   0.0   1.2   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.73    2.41    0.00    0.00    0.00
 1990 221     1     0     0     0.0   55.7   16645   34.0   21.6   6.6   5.7   5.3   4.8   2.7   0.0   0.1   0.1   0.0   0.0   0.1   1.0   1.4   1.4   1.4  1.51  1.42  1.40  0.00  0.00    1.44    3.78    0.00    0.00    0.00
 1990 222     2     0     0     0.0   56.4   16644   35.4   21.0   6.8   6.0   5.5   4.9   2.8   0.1   0.2   0.2   0.0   0.0   0.1   0.9   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    2.14    5.08    0.00    0.00    0.00
 1990 223     3     0     0     0.0   57.0   16643   36.5   20.5   6.9   6.2   5.7   5.0   2.8   0.1   0.2   0.2   0.0   0.0   0.1   0.8   1.4   1.2   1.3  1.51  1.36  1.32  0.00  0.00    2.81    6.27    0.00    0.00    0.00
 1990 224     4     0     0     0.0   57.7   16643   37.7   20.0   7.0   6.4   5.8   5.1   2.9   0.1   0.2   0.3   0.0   0.0   0.1   0.7   1.3   1.2   1.2  1.52  1.32  1.27  0.00  0.00    3.48    7.42    0.00    0.00    0.00
 1990 225     5     0     0     0.0   58.4   16642   38.8   19.6   7.2   6.6   6.0   5.2   3.0   0.1   0.3   0.3   0.0   0.0   0.1   0.7   1.3   1.1   1.2  1.52  1.29  1.23  0.00  0.00    4.17    8.54    0.00    0.00    0.00
 1990 226     6     0     0     0.0   59.1   16641   39.9   19.2   7.3   6.8   6.1   5.3   3.1   0.1   0.3   0.3   0.0   0.0   0.1   0.6   1.3   1.1   1.1  1.52  1.26  1.19  0.00  0.00    4.86    9.64    0.00    0.00    0.00
 1990 227     7     0     0     0.0   59.8   16640   41.0   18.8   3.9   8.7   6.3   5.4   3.1   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.3   1.1   1.1  1.53  1.23  1.16  0.00  0.00    5.58   10.73    0.00    0.00    0.00
 1990 228     8     0     0     0.0   60.5   16640   42.0   18.5   3.9   8.8   6.5   5.5   3.2   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.3   1.0   1.1  1.53  1.20  1.12  0.00  0.00    6.26   11.75    0.00    0.00    0.00
 1990 229     9     0     0     0.0   61.1   16639   43.0   18.2   4.0   8.9   6.7   5.6   3.3   0.2   0.5   0.5   0.0   0.0   0.1   0.5   1.2   1.0   1.0  1.53  1.17  1.09  0.00  0.00    6.91   12.69    0.00    0.00    0.00
 1990 230    10     0     0     0.0   61.7   16639   43.8   17.9   4.1   8.9   6.8   5.6   3.3   0.2   0.5   0.5   0.0   0.0   0.1   0.5   1.2   1.0   1.0  1.53  1.15  1.05  0.00  0.00    7.53   13.57    0.00    0.00    0.00
 1990 231    11     0     0     0.0   62.3   16638   44.7   17.7   4.2   9.0   7.0   5.7   3.4   0.2   0.5   0.5   0.0   0.0   0.1   0.5   1.2   0.9   1.0  1.54  1.12  1.02  0.00  0.00    8.10   14.39    0.00    0.00    0.00
 1990 232    12     0     0     0.0   62.8   16637   45.4   17.3   4.3   9.0   7.1   5.7   3.4   0.3   0.6   0.6   0.0   0.0   0.1   0.5   1.2   0.9   1.0  1.54  1.10  0.99  0.00  0.00    8.55   15.17    0.00    0.00    0.00
 1990 233    13     0     0     0.0   63.2   16637   46.2   17.0   4.4   9.1   7.3   5.8   3.4   0.3   0.6   0.6   0.0   0.0   0.1   0.5   1.1   0.9   0.9  1.54  1.08  0.96  0.00  0.00    9.00   15.95    0.00    0.00    0.00
 1990 234    14     0     0     0.0   63.6   16637   46.9   16.7   4.5   9.1   7.4   5.8   3.5   0.3   0.6   0.6   0.0   0.0   0.1   0.5   1.1   0.8   0.9  1.54  1.05  0.93  0.00  0.00    9.46   16.71    0.00    0.00    0.00
 1990 235    15     0     0     0.0   64.1   16636   47.6   16.4   4.5   9.2   7.5   5.9   3.5   0.3   0.7   0.7   0.0   0.0   0.1   0.5   1.1   0.8   0.9  1.55  1.03  0.91  0.00  0.00    9.90   17.44    0.00    0.00    0.00
 1990 236    16     0     0     0.0   64.5   16636   48.3   16.1   4.6   9.2   7.6   6.0   3.6   0.3   0.7   0.7   0.0   0.0   0.1   0.5   1.0   0.8   0.9  1.55  1.01  0.88  0.00  0.00   10.32   18.12    0.00    0.00    0.00
 1990 237    17     0     0     0.0   64.9   16635   48.9   15.9   4.7   9.3   7.7   6.0   3.6   0.3   0.7   0.7   0.0   0.0   0.1   0.4   1.0   0.7   0.8  1.55  0.99  0.86  0.00  0.00   10.73   18.77    0.00    0.00    0.00
 1990 238    18     0     0     0.0   65.2   16635   49.6   15.7   4.7   9.3   7.8   6.0   3.7   0.4   0.8   0.8   0.0   0.0   0.1   0.4   1.0   0.7   0.8  1.55  0.97  0.83  0.00  0.00   11.14   19.41    0.00    0.00    0.00
 1990 239    19     0     0     0.0   65.6   16634   50.2   15.4   1.8   7.8  10.0   6.1   3.7   0.4   0.8   0.8   0.0   0.0   0.1   0.4   1.0   0.7   0.8  1.56  0.95  0.81  0.00  0.00   11.56   20.06    0.00    0.00    0.00
 1990 240    20     0     0     0.0   66.1   16634   50.7   15.4   1.7   7.6  10.1   6.2   3.7   0.4   0.8   0.8   0.0   0.0   0.2   0.5   1.0   0.7   0.8  1.56  0.93  0.78  0.00  0.00   12.08   20.58    0.00    0.00    0.00
 1990 241    21     0     0     0.0   66.6   16633   51.3   15.4   1.8   7.5  10.2   6.3   3.8   0.4   0.8   0.8   0.0   0.0   0.1   0.6   1.0   0.6   0.8  1.56  0.92  0.76  0.00  0.00   12.58   21.14    0.00    0.00    0.00
 1990 242    22     0     0     0.0   67.1   16633   51.9   15.2   2.1   7.5  10.2   6.4   3.8   0.4   0.9   0.9   0.0   0.0   0.1   0.6   1.0   0.6   0.8  1.56  0.90  0.74  0.00  0.00   13.07   21.77    0.00    0.00    0.00
 1990 243    23     0     0     0.0   67.6   16633   52.5   15.1   2.3   7.6  10.2   6.5   3.8   0.4   0.9   0.9   0.0   0.0   0.1   0.5   1.0   0.6   0.7  1.57  0.88  0.72  0.00  0.00   13.54   22.37    0.00    0.00    0.00
 1990 244    24     0     0     0.0   68.0   16632   53.0   15.0   2.5   7.6  10.2   6.6   3.9   0.5   0.9   0.9   0.0   0.0   0.1   0.5   1.0   0.6   0.7  1.57  0.87  0.70  0.00  0.00   13.95   22.91    0.00    0.00    0.00
 1990 245    25     0     0     0.0   68.3   16632   53.5   14.9   2.6   7.6  10.3   6.6   3.9   0.5   0.9   0.9   0.0   0.0   0.1   0.5   1.0   0.6   0.7  1.57  0.85  0.68  0.00  0.00   14.33   23.41    0.00    0.00    0.00
 1990 246    26     0     0     0.0   68.7   16631   54.0   14.7   2.7   7.6  10.3   6.7   3.9   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.0   0.6   0.7  1.57  0.84  0.67  0.00  0.00   14.72   23.91    0.00    0.00    0.00
