*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 14:49:51

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0136 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 2000 220     0   116      0      0      0     0     0   125  0.347  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 2000 221     1   129      0      0     16     0     0   125  0.512  0.442  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 2000 222     2   126      0      0     16     0     0   125  0.436  0.449  0.395  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 2000 223     3   156      0      0     16     1    33   125  0.514  0.565  0.495  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 2000 224     4   153      0      0     16     1    33   125  0.482  0.536  0.505  0.339  0.377  0.417  0.408  0.395  0.000  0.000
 2000 225     5   152      0      0     16     1    33   125  0.487  0.516  0.504  0.342  0.378  0.416  0.408  0.395  0.000  0.000
 2000 226     6   149      0      0     16     1    33   125  0.450  0.508  0.502  0.345  0.378  0.416  0.408  0.395  0.000  0.000
 2000 227     7   150      0      0     18     1    33   125  0.492  0.497  0.499  0.348  0.378  0.415  0.408  0.395  0.000  0.000
 2000 228     8   149      0      0     18     1    33   125  0.460  0.497  0.497  0.350  0.379  0.415  0.408  0.395  0.000  0.000
 2000 229     9   147      0      0     18     1    33   125  0.448  0.491  0.494  0.352  0.379  0.415  0.408  0.395  0.000  0.000
 2000 230    10   146      0      0     18     1    33   125  0.441  0.485  0.492  0.355  0.380  0.414  0.408  0.395  0.000  0.000
 2000 231    11   146      0      0     18     1    33   125  0.436  0.481  0.489  0.357  0.380  0.414  0.407  0.395  0.000  0.000
 2000 232    12   145      0      0     18     1    33   125  0.432  0.476  0.487  0.359  0.380  0.414  0.407  0.395  0.000  0.000
