*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 14:51:55

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0138 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 2000 220     0     0     0     0.0   99.4   16645   77.0   22.4  16.5  15.4  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.1   1.3   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.67    2.22    0.00    0.00    0.00
 2000 221     1     0     0     0.0  100.1   16645   78.4   21.7  13.0  17.5  15.3   8.7   4.7   0.0   0.1   0.1   0.0   0.0   0.1   1.1   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.35    3.57    0.00    0.00    0.00
 2000 222     2     0     0     0.0  100.8   16644   79.7   21.1  12.7  17.9  15.5   8.8   4.7   0.1   0.2   0.2   0.0   0.0   0.1   0.9   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    2.03    4.86    0.00    0.00    0.00
 2000 223     3     0     0     0.0  101.4   16643   80.8   20.6   5.8  16.2  19.3   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.8   1.4   1.2   1.3  1.51  1.36  1.32  0.00  0.00    2.66    6.01    0.00    0.00    0.00
 2000 224     4     0     0     0.0  102.0   16643   81.7   20.3   5.9  15.8  19.7   9.1   4.9   0.1   0.2   0.3   0.0   0.0   0.1   0.9   1.3   1.2   1.2  1.52  1.33  1.28  0.00  0.00    3.24    6.86    0.00    0.00    0.00
 2000 225     5     0     0     0.0  102.5   16642   82.6   19.9   6.0  15.8  19.7   9.2   4.9   0.1   0.3   0.3   0.0   0.0   0.1   0.8   1.3   1.2   1.2  1.52  1.30  1.24  0.00  0.00    3.75    7.76    0.00    0.00    0.00
 2000 226     6     0     0     0.0  102.9   16642   83.4   19.6   6.0  15.9  19.7   9.4   5.0   0.1   0.3   0.3   0.0   0.0   0.1   0.8   1.3   1.1   1.2  1.52  1.27  1.20  0.00  0.00    4.18    8.54    0.00    0.00    0.00
 2000 227     7     0     0     0.0  103.3   16641   84.1   19.3   6.1  16.0  19.7   9.5   5.0   0.2   0.4   0.4   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.52  1.24  1.17  0.00  0.00    4.57    9.26    0.00    0.00    0.00
 2000 228     8     0     0     0.0  103.7   16641   84.8   19.0   6.2  16.1  19.7   9.6   5.1   0.2   0.4   0.4   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.53  1.22  1.14  0.00  0.00    4.96    9.96    0.00    0.00    0.00
 2000 229     9     0     0     0.0  104.1   16641   85.5   18.7   6.3  16.1  19.8   9.8   5.1   0.2   0.4   0.5   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.53  1.19  1.10  0.00  0.00    5.38   10.67    0.00    0.00    0.00
 2000 230    10     0     0     0.0  104.6   16640   86.2   18.4   6.5  16.2  19.8   9.9   5.1   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.3   1.0   1.1  1.53  1.17  1.07  0.00  0.00    5.84   11.41    0.00    0.00    0.00
 2000 231    11     0     0     0.0  105.1   16640   87.0   18.1   6.6  16.3  19.8  10.0   5.2   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.3   1.0   1.0  1.53  1.14  1.04  0.00  0.00    6.35   12.17    0.00    0.00    0.00
 2000 232    12     0     0     0.0  105.6   16639   87.8   17.9   6.8  16.3  19.9  10.1   5.2   0.2   0.5   0.6   0.0   0.0   0.1   0.6   1.2   1.0   1.0  1.54  1.12  1.01  0.00  0.00    6.87   12.95    0.00    0.00    0.00
 2000 233    13     0     0     0.0  106.2   16639   88.6   17.6   6.9  16.4  19.9  10.2   5.3   0.2   0.6   0.6   0.0   0.0   0.1   0.6   1.2   0.9   1.0  1.54  1.10  0.98  0.00  0.00    7.44   13.78    0.00    0.00    0.00
 2000 234    14     0     0     0.0  106.8   16638   89.4   17.4   6.2  17.0  20.0  10.3   5.3   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.2   0.9   1.0  1.54  1.07  0.95  0.00  0.00    8.03   14.61    0.00    0.00    0.00
 2000 235    15     0     0     0.0  107.4   16637   90.3   17.1   6.2  17.0  20.2  10.4   5.4   0.3   0.6   0.7   0.0   0.0   0.1   0.6   1.2   0.9   0.9  1.54  1.05  0.92  0.00  0.00    8.65   15.45    0.00    0.00    0.00
 2000 236    16     0     0     0.0  108.1   16637   91.1   16.9   5.9  17.2  20.3  10.6   5.4   0.3   0.7   0.7   0.0   0.0   0.1   0.5   1.2   0.9   0.9  1.55  1.03  0.89  0.00  0.00    9.29   16.32    0.00    0.00    0.00
 2000 237    17     0     0     0.0  108.5   16636   91.8   16.7   3.5  14.4  22.4  11.2   5.5   0.3   0.7   0.7   0.0   0.0   0.1   0.5   1.2   0.9   0.9  1.55  1.01  0.87  0.00  0.00    9.93   17.18    0.00    0.00    0.00
 2000 238    18     0     0     0.0  109.1   16635   92.3   16.8   3.6  14.2  21.8  12.0   5.5   0.3   0.7   0.8   0.0   0.0   0.1   0.6   1.3   0.8   0.9  1.55  0.98  0.84  0.00  0.00   10.55   17.71    0.00    0.00    0.00
 2000 239    19     0     0     0.0  109.7   16635   92.9   16.8   3.7  14.1  21.5  12.4   5.6   0.4   0.8   0.8   0.0   0.0   0.1   0.7   1.4   0.8   0.9  1.55  0.97  0.82  0.00  0.00   11.15   18.26    0.00    0.00    0.00
 2000 240    20     0     0     0.0  110.3   16634   93.5   16.8   4.1  14.1  21.4  12.5   5.6   0.4   0.8   0.8   0.0   0.0   0.1   0.7   1.4   0.8   0.8  1.56  0.95  0.80  0.00  0.00   11.71   18.90    0.00    0.00    0.00
 2000 241    21     0     0     0.0  110.8   16634   94.2   16.5   4.6  14.0  21.5  12.6   5.7   0.4   0.8   0.8   0.0   0.0   0.1   0.6   1.4   0.8   0.8  1.56  0.93  0.77  0.00  0.00   12.25   19.65    0.00    0.00    0.00
 2000 242    22     0     0     0.0  111.3   16633   94.9   16.4   5.0  13.9  21.5  12.7   5.7   0.4   0.9   0.9   0.0   0.0   0.1   0.6   1.4   0.8   0.8  1.56  0.91  0.75  0.00  0.00   12.73   20.33    0.00    0.00    0.00
 2000 243    23     0     0     0.0  111.7   16633   95.6   16.2   5.3  13.9  21.6  12.8   5.8   0.4   0.9   0.9   0.0   0.0   0.1   0.6   1.4   0.8   0.8  1.56  0.90  0.73  0.00  0.00   13.20   20.98    0.00    0.00    0.00
 2000 244    24     0     0     0.0  112.2   16632   96.2   16.0   5.7  13.9  21.7  12.8   5.8   0.4   0.9   0.9   0.0   0.0   0.1   0.6   1.4   0.7   0.8  1.56  0.88  0.71  0.00  0.00   13.68   21.63    0.00    0.00    0.00
 2000 245    25     0     0     0.0  112.7   16632   96.8   15.8   6.0  13.8  21.7  12.9   5.9   0.5   0.9   0.9   0.0   0.0   0.1   0.6   1.3   0.7   0.8  1.57  0.86  0.69  0.00  0.00   14.16   22.27    0.00    0.00    0.00
 2000 246    26     0     0     0.0  113.1   16631   97.4   15.7   6.3  13.8  21.8  12.9   5.9   0.5   1.0   1.0   0.0   0.0   0.1   0.6   1.3   0.7   0.8  1.57  0.85  0.68  0.00  0.00   14.62   22.88    0.00    0.00    0.00
 2000 247    27     0     0     0.0  113.6   16631   98.0   15.5   6.5  13.8  21.9  12.9   6.0   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.3   0.7   0.7  1.57  0.83  0.66  0.00  0.00   15.09   23.49    0.00    0.00    0.00
 2000 248    28     0     0     0.0  114.1   16630   98.6   15.4   6.8  13.7  22.0  13.0   6.0   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.3   0.7   0.7  1.57  0.82  0.64  0.00  0.00   15.56   24.09    0.00    0.00    0.00
 2000 249    29     0     0     0.0  114.5   16630   99.2   15.3   7.1  13.7  22.1  13.0   6.0   0.5   1.0   1.0   0.0   0.0   0.1   0.5   1.3   0.7   0.7  1.57  0.81  0.62  0.00  0.00   16.02   24.69    0.00    0.00    0.00
