*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 14:51:55

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0138 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 2000 220     0    0.0   10.6   11.6   15.7   31.4   0.10   25.7   10.2   17.3   20.2   10.2   17.3   20.2   86.4    330
 2000 221     1   16.0   10.7   11.6   12.1   24.2   0.31   25.4   12.1   18.2   20.7   12.1   18.2   20.7   86.4    330
 2000 222     2    0.0   10.7   11.6   14.7   29.4   0.17   14.4    6.3   10.0   11.5    6.3   10.0   11.5   86.4    330
 2000 223     3    0.0   10.7   11.7   15.9   31.8   0.11   10.2    1.6    5.6    7.1    1.6    5.6    7.1   86.4    330
 2000 224     4    0.0   10.7   11.7   15.9   31.8   0.12   10.6    0.1    5.0    6.9    0.1    5.0    6.9   86.4    330
 2000 225     5    0.0   10.8   11.7   12.6   25.2   0.31   11.3   -1.6    4.4    6.7   -1.6    4.4    6.7   86.4    330
 2000 226     6    0.0   10.8   11.7   14.6   29.2   0.20   17.5    4.8   10.7   13.0    4.8   10.7   13.0   86.4    330
 2000 227     7    2.0   10.8   11.8    4.8    9.6   0.74   14.7   10.5   12.4   13.2   10.5   12.4   13.2   86.4    330
 2000 228     8    0.0   10.9   11.8   15.2   30.4   0.18   17.0    7.1   11.7   13.5    7.1   11.7   13.5   86.4    330
 2000 229     9    0.0   10.9   11.8   17.3   34.6   0.08   19.2    3.5   10.8   13.7    3.5   10.8   13.7   86.4    330
 2000 230    10    0.0   10.9   11.9   17.6   35.2   0.07   19.7    3.0   10.8   13.9    3.0   10.8   13.9   86.4    330
 2000 231    11    0.0   10.9   11.9   17.0   34.0   0.11   21.6    2.7   11.5   15.0    2.7   11.5   15.0   86.4    330
 2000 232    12    0.0   11.0   11.9   17.3   34.6   0.10   27.5    8.2   17.2   20.8    8.2   17.2   20.8   86.4    330
 2000 233    13    6.0   11.0   11.9    5.0   10.0   0.74   18.4   14.4   16.3   17.0   14.4   16.3   17.0   86.4    330
 2000 234    14    4.0   11.0   12.0    8.5   17.0   0.57   24.0   15.8   19.6   21.2   15.8   19.6   21.2   86.4    330
 2000 235    15    2.0   11.1   12.0   10.0   20.0   0.49   25.3   14.7   19.6   21.6   14.7   19.6   21.6   86.4    330
 2000 236    16    4.8   11.1   12.0    7.6   15.2   0.62   21.6   15.6   18.4   19.5   15.6   18.4   19.5   86.4    330
 2000 237    17   19.8   11.1   12.1    5.5   11.0   0.73   18.0   16.1   17.0   17.3   16.1   17.0   17.3   86.4    330
 2000 238    18    0.0   11.2   12.1    5.2   10.4   0.74   16.1   11.8   13.8   14.6   11.8   13.8   14.6   86.4    330
 2000 239    19    0.0   11.2   12.1   17.2   34.4   0.16   16.4    7.1   11.5   13.2    7.1   11.5   13.2   86.4    330
 2000 240    20    0.0   11.2   12.1   19.2   38.4   0.07   18.9    3.6   10.8   13.7    3.6   10.8   13.7   86.4    330
 2000 241    21    0.0   11.3   12.2   17.7   35.4   0.15   11.3    2.0    6.4    8.1    2.0    6.4    8.1   86.4    330
 2000 242    22    0.0   11.3   12.2   16.6   33.2   0.21   17.3    2.4    9.4   12.3    2.4    9.4   12.3   86.4    330
 2000 243    23    0.0   11.3   12.2   17.0   34.0   0.19   21.4    3.5   11.9   15.4    3.5   11.9   15.4   86.4    330
 2000 244    24    0.0   11.4   12.3   13.9   27.8   0.35   15.1    4.8    9.6   11.6    4.8    9.6   11.6   86.4    330
 2000 245    25    0.0   11.4   12.3   19.2   38.4   0.10   14.3   -0.9    6.2    9.2   -0.9    6.2    9.2   86.4    330
 2000 246    26    0.0   11.4   12.3   19.3   38.6   0.11   15.9   -0.8    7.1   10.3   -0.8    7.1   10.3   86.4    330
 2000 247    27    0.0   11.4   12.4   19.6   39.2   0.10   16.9    0.4    8.2   11.4    0.4    8.2   11.4   86.4    330
 2000 248    28    0.0   11.5   12.4   20.1   40.2   0.08   20.4    3.4   11.4   14.7    3.4   11.4   14.7   86.4    330
 2000 249    29    0.0   11.5   12.4   19.0   38.0   0.14   20.4    1.1   10.2   14.0    1.1   10.2   14.0   86.4    330
 2000 250    30    0.0   11.5   12.5   20.5   41.0   0.08   21.5    3.4   12.0   15.5    3.4   12.0   15.5   86.4    330
 2000 251    31    0.0   11.6   12.5   19.6   39.2   0.13   26.0    9.2   17.1   20.4    9.2   17.1   20.4   86.4    330
 2000 252    32    0.0   11.6   12.5   19.3   38.6   0.15   27.0   13.1   19.7   22.4   13.1   19.7   22.4   86.4    330
 2000 253    33   12.0   11.6   12.6    5.9   11.8   0.74   22.2   13.9   17.8   19.5   13.9   17.8   19.5   86.4    330
 2000 254    34   46.0   11.7   12.6   11.4   22.8   0.50   23.8   15.9   19.6   21.2   15.9   19.6   21.2   86.4    330
 2000 255    35    0.0   11.7   12.6    8.8   17.6   0.62   21.9   11.3   16.3   18.4   11.3   16.3   18.4   86.4    330
 2000 256    36    0.0   11.7   12.6   10.5   21.0   0.55   14.6    7.6   10.9   12.3    7.6   10.9   12.3   86.4    330
 2000 257    37   22.0   11.8   12.7    6.1   12.2   0.74    9.5    6.2    7.8    8.4    6.2    7.8    8.4   86.4    330
 2000 258    38   12.0   11.8   12.7    6.2   12.4   0.74   10.7    7.9    9.2    9.8    7.9    9.2    9.8   86.4    330
 2000 259    39    0.0   11.8   12.7    7.7   15.4   0.68   14.6    9.1   11.7   12.8    9.1   11.7   12.8   86.4    330
 2000 260    40    0.0   11.9   12.8   13.5   27.0   0.44   16.7   10.5   13.5   14.7   10.5   13.5   14.7   86.4    330
 2000 261    41    0.0   11.9   12.8   14.5   29.0   0.40   19.4    8.0   13.4   15.7    8.0   13.4   15.7   86.4    330
 2000 262    42   19.0   11.9   12.8    6.3   12.6   0.74   18.0   14.6   16.2   16.9   14.6   16.2   16.9   86.4    330
 2000 263    43   34.0   12.0   12.9   14.8   29.6   0.40   21.2   14.8   17.9   19.1   14.8   17.9   19.1   86.4    330
 2000 264    44    8.0   12.0   12.9    9.6   19.2   0.61   21.4   13.2   17.1   18.5   13.2   17.1   18.5   86.4    330
 2000 265    45    0.0   12.0   12.9    9.2   18.4   0.63   17.5   12.6   14.9   15.7   12.6   14.9   15.7   86.4    330
 2000 266    46    0.0   12.1   13.0   23.1   46.2   0.08   19.0    8.2   13.4   15.1    8.2   13.4   15.1   86.4    330
 2000 267    47    2.0   12.1   13.0   15.3   30.6   0.39   21.3    8.1   14.4   16.6    8.1   14.4   16.6   86.4    330
 2000 268    48    0.0   12.1   13.0   20.7   41.4   0.18   12.6    5.7    9.0   10.2    5.7    9.0   10.2   86.4    330
 2000 269    49    0.0   12.2   13.1   22.8   45.6   0.11   13.4    2.0    7.5    9.4    2.0    7.5    9.4   86.4    330
 2000 270    50    0.0   12.2   13.1   21.9   43.8   0.15   16.2    2.1    8.9   11.2    2.1    8.9   11.2   86.4    330
 2000 271    51    0.0   12.2   13.1   23.5   47.0   0.09   24.1    6.4   14.9   17.9    6.4   14.9   17.9   86.4    330
 2000 272    52    0.0   12.3   13.2   23.3   46.6   0.10   26.0   10.3   17.9   20.5   10.3   17.9   20.5   86.4    330
 2000 273    53    0.0   12.3   13.2   19.6   39.2   0.25   26.7   11.5   18.8   21.4   11.5   18.8   21.4   86.4    330
 2000 274    54   15.0   12.3   13.2   18.9   37.8   0.28   25.4   13.7   19.4   21.3   13.7   19.4   21.3   86.4    330
 2000 275    55    0.0   12.4   13.3   17.8   35.6   0.33   24.6   15.0   19.6   21.3   15.0   19.6   21.3   86.4    330
 2000 276    56   31.0   12.4   13.3    7.0   14.0   0.74   18.6   15.9   17.2   17.7   15.9   17.2   17.7   86.4    330
 2000 277    57    9.7   12.4   13.4   10.5   21.0   0.61   20.6   13.1   16.7   18.0   13.1   16.7   18.0   86.4    330
 2000 278    58    0.0   12.5   13.4   19.5   39.0   0.28   18.3   12.1   15.1   16.2   12.1   15.1   16.2   86.4    330
 2000 279    59    0.0   12.5   13.4   24.3   48.6   0.10   18.4    7.4   12.7   14.6    7.4   12.7   14.6   86.4    330
 2000 280    60    0.0   12.5   13.5   25.0   50.0   0.08   18.6    5.1   11.7   14.0    5.1   11.7   14.0   86.4    330
 2000 281    61    0.0   12.6   13.5   23.9   47.8   0.13   21.7    6.7   14.0   16.6    6.7   14.0   16.6   86.4    330
 2000 282    62    6.0   12.6   13.5   24.9   49.8   0.10   22.6    9.9   16.1   18.3    9.9   16.1   18.3   86.4    330
 2000 283    63   20.0   12.6   13.6    7.5   15.0   0.73   18.1   12.2   15.1   16.1   12.2   15.1   16.1   86.4    330
 2000 284    64    0.0   12.7   13.6   24.8   49.6   0.11   18.2    9.1   13.5   15.1    9.1   13.5   15.1   86.4    330
 2000 285    65    0.0   12.7   13.6   25.4   50.8   0.09   21.2    8.0   14.5   16.7    8.0   14.5   16.7   86.4    330
 2000 286    66    0.0   12.7   13.7   23.0   46.0   0.18   27.2   16.2   21.6   23.5   16.2   21.6   23.5   86.4    330
 2000 287    67    0.0   12.8   13.7   23.1   46.2   0.18   21.8   11.9   16.7   18.5   11.9   16.7   18.5   86.4    330
 2000 288    68    0.0   12.8   13.7    7.5   15.0   0.74   19.7   13.8   16.7   17.7   13.8   16.7   17.7   86.4    330
 2000 289    69    3.2   12.8   13.8    8.2   16.4   0.71   19.9   12.4   16.1   17.4   12.4   16.1   17.4   86.4    330
 2000 290    70    7.9   12.9   13.8   11.4   22.8   0.60   23.3   14.4   18.8   20.3   14.4   18.8   20.3   86.4    330
 2000 291    71    0.0   12.9   13.8   11.3   22.6   0.61   22.0   16.5   19.2   20.2   16.5   19.2   20.2   86.4    330
 2000 292    72    0.0   12.9   13.9    7.8   15.6   0.73   23.6   16.3   19.9   21.2   16.3   19.9   21.2   86.4    330
 2000 293    73   15.4   12.9   13.9   13.3   26.6   0.54   19.7   16.5   18.1   18.6   16.5   18.1   18.6   86.4    330
 2000 294    74    0.0   13.0   13.9    7.8   15.6   0.73   26.6   15.6   21.0   23.0   15.6   21.0   23.0   86.4    330
 2000 295    75    0.0   13.0   14.0   20.5   41.0   0.30   27.5   15.2   21.3   23.4   15.2   21.3   23.4   86.4    330
 2000 296    76   36.0   13.0   14.0    8.1   16.2   0.72   19.7   16.1   17.9   18.5   16.1   17.9   18.5   86.4    330
 2000 297    77    0.5   13.1   14.0    8.2   16.4   0.72   18.8   14.7   16.7   17.4   14.7   16.7   17.4   86.4    330
 2000 298    78    0.0   13.1   14.0    7.9   15.8   0.73   22.0   14.2   18.1   19.4   14.2   18.1   19.4   86.4    330
 2000 299    79   46.0   13.1   14.1   13.7   27.4   0.54   22.0   16.6   19.3   20.2   16.6   19.3   20.2   86.4    330
 2000 300    80   16.0   13.2   14.1   11.8   23.6   0.61   23.9   18.1   21.0   22.0   18.1   21.0   22.0   86.4    330
 2000 301    81    0.0   13.2   14.1   27.4   54.8   0.09   24.8   12.5   18.6   20.8   12.5   18.6   20.8   86.4    330
 2000 302    82    0.0   13.2   14.2   27.5   55.0   0.09   20.1    9.2   14.6   16.5    9.2   14.6   16.5   86.4    330
 2000 303    83    0.0   13.2   14.2   28.7   57.4   0.05   17.9    7.4   12.6   14.5    7.4   12.6   14.5   86.4    330
 2000 304    84    0.0   13.3   14.2   28.4   56.8   0.06   27.1    9.5   18.2   21.4    9.5   18.2   21.4   86.4    330
 2000 305    85    0.0   13.3   14.3   26.7   53.4   0.12   26.6   12.4   19.5   22.0   12.4   19.5   22.0   86.4    330
 2000 306    86   15.0   13.3   14.3    8.2   16.4   0.73   24.7   14.6   19.6   21.4   14.6   19.6   21.4   86.4    330
 2000 307    87    0.0   13.4   14.3   20.5   41.0   0.33   22.5   13.8   18.1   19.7   13.8   18.1   19.7   86.4    330
 2000 308    88    0.0   13.4   14.4   29.6   59.2   0.04   23.4    9.4   16.4   18.9    9.4   16.4   18.9   86.4    330
 2000 309    89    0.0   13.4   14.4   18.6   37.2   0.40   22.0   10.6   16.3   18.3   10.6   16.3   18.3   86.4    330
 2000 310    90    0.0   13.4   14.4   28.7   57.4   0.07   23.9   10.6   17.2   19.6   10.6   17.2   19.6   86.4    330
 2000 311    91    0.0   13.5   14.4   25.8   51.6   0.17   24.9   13.2   19.0   21.2   13.2   19.0   21.2   86.4    330
 2000 312    92    2.0   13.5   14.5   11.9   23.8   0.62   23.6   15.0   19.3   20.9   15.0   19.3   20.9   86.4    330
 2000 313    93    0.0   13.5   14.5   15.9   31.8   0.49   25.0   17.0   21.0   22.5   17.0   21.0   22.5   86.4    330
 2000 314    94    0.0   13.5   14.5    8.8   17.6   0.72   20.7   16.4   18.6   19.3   16.4   18.6   19.3   86.4    330
 2000 315    95    0.0   13.6   14.5   24.8   49.6   0.21   23.4   13.8   18.6   20.4   13.8   18.6   20.4   86.4    330
 2000 316    96   23.0   13.6   14.6   22.7   45.4   0.28   25.6   14.3   20.0   22.0   14.3   20.0   22.0   86.4    330
 2000 317    97    0.0   13.6   14.6   22.2   44.4   0.30   25.8   17.1   21.5   23.0   17.1   21.5   23.0   86.4    330
 2000 318    98    0.0   13.6   14.6   20.2   40.4   0.36   21.6   12.4   17.0   18.7   12.4   17.0   18.7   86.4    330
 2000 319    99    0.0   13.6   14.7   24.9   49.8   0.21   16.0    7.9   12.0   13.4    7.9   12.0   13.4   86.4    330
 2000 320   100    0.0   13.7   14.7   22.8   45.6   0.28   16.6    5.0   10.8   12.9    5.0   10.8   12.9   86.4    330
 2000 321   101    0.0   13.7   14.7   30.4   60.8   0.04   22.5    6.3   14.5   17.4    6.3   14.5   17.4   86.4    330
 2000 322   102    0.0   13.7   14.7   30.3   60.6   0.05   25.8    9.1   17.5   20.6    9.1   17.5   20.6   86.4    330
 2000 323   103    0.0   13.7   14.7   30.3   60.6   0.05   27.9   10.0   19.0   22.3   10.0   19.0   22.3   86.4    330
 2000 324   104    3.0   13.8   14.8   28.8   57.6   0.10   29.5   12.7   21.2   24.2   12.7   21.2   24.2   86.4    330
 2000 325   105    0.0   13.8   14.8   32.0   64.0   0.00   21.3   10.6   16.0   18.0   10.6   16.0   18.0   86.4    330
 2000 326   106    0.0   13.8   14.8   30.9   61.8   0.04   26.4    8.9   17.7   20.9    8.9   17.7   20.9   86.4    330
 2000 327   107    0.0   13.8   14.8   23.9   47.8   0.26   28.2   14.8   21.6   24.0   14.8   21.6   24.0   86.4    330
 2000 328   108   23.0   13.8   14.9   25.6   51.2   0.21   32.3   16.4   24.4   27.4   16.4   24.4   27.4   86.4    330
 2000 329   109    0.0   13.8   14.9   16.6   33.2   0.49   20.5   13.0   16.8   18.2   13.0   16.8   18.2   86.4    330
 2000 330   110    0.0   13.9   14.9   29.8   59.6   0.08   23.4    8.7   16.1   18.8    8.7   16.1   18.8   86.4    330
 2000 331   111    0.0   13.9   14.9   31.2   62.4   0.04   27.9   12.4   20.2   23.1   12.4   20.2   23.1   86.4    330
 2000 332   112    0.0   13.9   14.9   12.6   25.2   0.61   27.6   14.5   21.1   23.5   14.5   21.1   23.5   86.4    330
 2000 333   113    0.5   13.9   15.0    8.9   17.8   0.73   21.2   17.3   19.3   20.0   17.3   19.3   20.0   86.4    330
 2000 334   114    0.0   13.9   15.0   15.0   30.0   0.54   21.0   12.3   16.7   18.3   12.3   16.7   18.3   86.4    330
 2000 335   115    0.0   13.9   15.0   30.7   61.4   0.06   22.5   10.3   16.5   18.7   10.3   16.5   18.7   86.4    330
 2000 336   116    0.0   13.9   15.0   26.3   52.6   0.19   23.8    8.8   16.4   19.2    8.8   16.4   19.2   86.4    330
 2000 337   117    0.0   14.0   15.0   30.9   61.8   0.05   27.2   11.7   19.6   22.4   11.7   19.6   22.4   86.4    330
 2000 338   118   14.0   14.0   15.0   20.0   40.0   0.39   27.6   12.4   20.1   22.9   12.4   20.1   22.9   86.4    330
 2000 339   119    0.0   14.0   15.0   12.9   25.8   0.61   21.8   14.4   18.2   19.5   14.4   18.2   19.5   86.4    330
 2000 340   120    0.0   14.0   15.1   28.9   57.8   0.12   23.1   11.9   17.6   19.7   11.9   17.6   19.7   86.4    330
 2000 341   121    0.0   14.0   15.1   27.7   55.4   0.15   30.3   11.5   21.0   23.8   11.5   21.0   23.8   86.4    330
