*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 14:51:55

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0138 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 2000 220     0  15.70  25.70  10.20  3.758  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 2000 221     1  12.10  25.40  12.10  2.931  2.931  0.000  2.931  0.000    5.3    0.0    5.3    0.0
 2000 222     2  14.70  14.40   6.30  2.913  2.913  0.000  2.913  0.000    8.2    0.0    8.2    0.0
 2000 223     3  15.90  10.20   1.60  2.806  2.806  0.000  2.806  0.000   11.0    0.0   11.0    0.0
 2000 224     4  15.90  10.60   0.10  2.778  2.778  0.000  2.778  0.000   13.8    0.0   13.8    0.0
 2000 225     5  12.60  11.30  -1.60  2.185  1.478  0.000  1.478  0.000   15.3    0.0   15.3    0.0
 2000 226     6  14.60  17.50   4.80  2.984  2.596  0.000  2.596  0.000   17.9    0.0   17.9    0.0
 2000 227     7   4.80  14.70  10.50  0.995  0.995  0.000  0.995  0.000   18.9    0.0   18.9    0.0
 2000 228     8  15.20  17.00   7.10  3.153  1.739  0.000  1.739  0.000   20.6    0.0   20.6    0.0
 2000 229     9  17.30  19.20   3.50  3.579  1.224  0.000  1.224  0.000   21.8    0.0   21.8    0.0
 2000 230    10  17.60  19.70   3.00  3.650  1.001  0.000  1.001  0.000   22.8    0.0   22.8    0.0
 2000 231    11  17.00  21.60   2.70  3.611  0.869  0.000  0.869  0.000   23.7    0.0   23.7    0.0
 2000 232    12  17.30  27.50   8.20  4.165  0.778  0.000  0.778  0.000   24.5    0.0   24.5    0.0
 2000 233    13   5.00  18.40  14.40  1.130  1.130  0.000  1.130  0.000   25.6    0.0   25.6    0.0
 2000 234    14   8.50  24.00  15.80  2.086  1.494  0.000  1.494  0.000   27.1    0.0   27.1    0.0
 2000 235    15  10.00  25.30  14.70  2.470  1.927  0.000  1.927  0.000   29.0    0.0   29.0    0.0
 2000 236    16   7.60  21.60  15.60  1.807  1.807  0.004  1.803  0.000   30.8    0.0   30.8    0.0
 2000 237    17   5.50  18.00  16.10  1.254  1.254  0.005  1.249  0.000   32.1    0.0   32.1    0.0
 2000 238    18   5.20  16.10  11.80  1.112  1.112  0.006  1.106  0.000   33.2    0.0   33.2    0.0
 2000 239    19  17.20  16.40   7.10  3.534  3.534  0.023  3.511  0.000   36.7    0.0   36.7    0.0
 2000 240    20  19.20  18.90   3.60  3.954  2.437  0.029  2.408  0.000   39.2    0.1   39.1    0.0
 2000 241    21  17.70  11.30   2.00  3.191  1.924  0.025  1.899  0.000   41.1    0.1   41.0    0.0
 2000 242    22  16.60  17.30   2.40  3.301  1.295  0.022  1.273  0.000   42.4    0.1   42.3    0.0
 2000 243    23  17.00  21.40   3.50  3.624  1.050  0.023  1.027  0.000   43.4    0.1   43.3    0.0
 2000 244    24  13.90  15.10   4.80  2.740  0.904  0.019  0.885  0.000   44.3    0.2   44.2    0.0
 2000 245    25  19.20  14.30  -0.90  3.523  0.816  0.026  0.790  0.000   45.2    0.2   45.0    0.0
 2000 246    26  19.30  15.90  -0.80  3.638  0.734  0.015  0.720  0.000   45.9    0.2   45.7    0.0
 2000 247    27  19.60  16.90   0.40  3.800  0.675  0.009  0.666  0.000   46.6    0.2   46.4    0.0
 2000 248    28  20.10  20.40   3.40  4.224  0.631  0.009  0.622  0.000   47.2    0.2   47.0    0.0
 2000 249    29  19.00  20.40   1.10  3.906  0.598  0.012  0.586  0.000   47.8    0.2   47.6    0.0
 2000 250    30  20.50  21.50   3.40  4.373  0.576  0.020  0.556  0.000   48.4    0.2   48.1    0.0
 2000 251    31  19.60  26.00   9.20  4.664  0.569  0.039  0.530  0.000   48.9    0.3   48.7    0.0
 2000 252    32  19.30  27.00  13.10  4.791  0.592  0.085  0.507  0.000   49.5    0.4   49.2    0.0
 2000 253    33   5.90  22.20  13.90  1.388  1.388  0.042  1.346  0.000   50.9    0.4   50.5    0.0
 2000 254    34  11.40  23.80  15.90  2.776  2.776  0.113  2.663  0.000   53.7    0.5   53.2    0.0
 2000 255    35   8.80  21.90  11.30  2.010  2.010  0.109  1.901  0.000   55.7    0.6   55.1    0.0
 2000 256    36  10.50  14.60   7.60  2.094  1.885  0.135  1.750  0.000   57.6    0.8   56.8    0.0
 2000 257    37   6.10   9.50   6.20  1.108  1.108  0.075  1.032  0.000   58.7    0.8   57.9    0.0
 2000 258    38   6.20  10.70   7.90  1.168  1.168  0.080  1.089  0.000   59.9    0.9   58.9    0.0
 2000 259    39   7.70  14.60   9.10  1.557  1.557  0.108  1.449  0.000   61.4    1.0   60.4    0.0
 2000 260    40  13.50  16.70  10.50  2.848  2.848  0.207  2.641  0.000   64.3    1.2   63.0    0.0
 2000 261    41  14.50  19.40   8.00  3.100  2.287  0.246  2.041  0.000   66.6    1.5   65.1    0.0
 2000 262    42   6.30  18.00  14.60  1.400  1.400  0.122  1.278  0.000   68.0    1.6   66.4    0.0
 2000 263    43  14.80  21.20  14.80  3.430  3.430  0.330  3.100  0.000   71.4    1.9   69.5    0.0
 2000 264    44   9.60  21.40  13.20  2.197  2.197  0.236  1.961  0.000   73.6    2.2   71.4    0.0
 2000 265    45   9.20  17.50  12.60  1.988  1.988  0.228  1.760  0.000   75.6    2.4   73.2    0.0
 2000 266    46  23.10  19.00   8.20  4.889  4.085  0.599  3.485  0.000   79.7    3.0   76.7    0.0
 2000 267    47  15.30  21.30   8.10  3.332  2.494  0.441  2.052  0.000   82.2    3.4   78.7    0.0
 2000 268    48  20.70  12.60   5.70  3.882  3.025  0.564  2.461  0.000   85.2    4.0   81.2    0.0
 2000 269    49  22.80  13.40   2.00  4.164  2.006  0.618  1.388  0.000   87.2    4.6   82.6    0.0
 2000 270    50  21.90  16.20   2.10  4.194  1.625  0.541  1.084  0.000   88.8    5.2   83.6    0.0
 2000 271    51  23.50  24.10   6.40  5.246  1.525  0.604  0.921  0.000   90.3    5.8   84.6    0.0
 2000 272    52  23.30  26.00  10.30  5.491  1.548  0.734  0.815  0.000   91.9    6.5   85.4    0.0
 2000 273    53  19.60  26.70  11.50  4.686  1.483  0.744  0.738  0.000   93.4    7.2   86.1    0.0
 2000 274    54  18.90  25.40  13.70  4.509  4.509  0.841  3.668  0.000   97.9    8.1   89.8    0.0
 2000 275    55  17.80  24.60  15.00  4.232  3.836  0.912  2.924  0.000  101.7    9.0   92.7    0.0
 2000 276    56   7.00  18.60  15.90  1.549  1.549  0.380  1.168  0.000  103.3    9.4   93.9    0.0
 2000 277    57  10.50  20.60  13.10  2.319  2.319  0.622  1.697  0.000  105.6   10.0   95.6    0.0
 2000 278    58  19.50  18.30  12.10  4.126  4.126  1.216  2.910  0.000  109.7   11.2   98.5    0.0
 2000 279    59  24.30  18.40   7.40  4.921  4.121  1.528  2.593  0.000  113.8   12.7  101.1    0.0
 2000 280    60  25.00  18.60   5.10  4.956  4.123  1.623  2.500  0.000  118.0   14.4  103.6    0.0
 2000 281    61  23.90  21.70   6.70  5.008  3.101  1.707  1.393  0.000  121.1   16.1  105.0    0.0
 2000 282    62  24.90  22.60   9.90  5.415  4.391  1.947  2.443  0.000  125.4   18.0  107.4    0.0
 2000 283    63   7.50  18.10  12.20  1.562  1.562  0.603  0.959  0.000  127.0   18.6  108.4    0.0
 2000 284    64  24.80  18.20   9.10  5.015  5.015  2.036  2.979  0.000  132.0   20.7  111.4    0.0
 2000 285    65  25.40  21.20   8.00  5.282  4.890  2.240  2.650  0.000  136.9   22.9  114.0    0.0
 2000 286    66  23.00  27.20  16.20  5.497  5.414  2.452  2.961  0.000  142.3   25.4  117.0    0.0
 2000 287    67  23.10  21.80  11.90  4.964  3.840  2.404  1.436  0.000  146.2   27.8  118.4    0.0
 2000 288    68   7.50  19.70  13.80  1.589  1.589  0.807  0.781  0.000  147.8   28.6  119.2    0.0
 2000 289    69   8.20  19.90  12.40  1.714  1.714  0.911  0.803  0.000  149.5   29.5  120.0    0.0
 2000 290    70  11.40  23.30  14.40  2.521  2.521  1.402  1.119  0.000  152.0   30.9  121.1    0.0
 2000 291    71  11.30  22.00  16.50  2.491  2.491  1.462  1.029  0.000  154.5   32.3  122.1    0.0
 2000 292    72   7.80  23.60  16.30  1.743  1.743  1.075  0.668  0.000  156.2   33.4  122.8    0.0
 2000 293    73  13.30  19.70  16.50  2.825  2.825  1.818  1.007  0.000  159.0   35.2  123.8    0.0
 2000 294    74   7.80  26.60  15.60  1.783  1.783  1.188  0.595  0.000  160.8   36.4  124.4    0.0
 2000 295    75  20.50  27.50  15.20  4.704  4.704  3.241  1.463  0.000  165.5   39.7  125.9    0.0
 2000 296    76   8.10  19.70  16.10  1.696  1.696  1.213  0.483  0.000  167.2   40.9  126.4    0.0
 2000 297    77   8.20  18.80  14.70  1.673  1.673  1.225  0.448  0.000  168.9   42.1  126.8    0.0
 2000 298    78   7.90  22.00  14.20  1.668  1.668  1.246  0.422  0.000  170.6   43.3  127.2    0.0
 2000 299    79  13.70  22.00  16.60  2.946  2.946  2.238  0.707  0.000  173.5   45.6  127.9    0.0
 2000 300    80  11.80  23.90  18.10  2.624  2.624  2.015  0.609  0.000  176.1   47.6  128.5    0.0
 2000 301    81  27.40  24.80  12.50  5.882  5.882  4.568  1.313  0.000  182.0   52.2  129.9    0.0
 2000 302    82  27.50  20.10   9.20  5.393  5.393  4.256  1.137  0.000  187.4   56.4  131.0    0.0
 2000 303    83  28.70  17.90   7.40  5.365  5.365  4.280  1.086  0.000  192.8   60.7  132.1    0.0
 2000 304    84  28.40  27.10   9.50  6.095  6.095  4.896  1.199  0.000  198.9   65.6  133.3    0.0
 2000 305    85  26.70  26.60  12.40  5.820  5.654  4.748  0.905  0.000  204.5   70.4  134.2    0.0
 2000 306    86   8.20  24.70  14.60  1.775  1.775  1.471  0.303  0.000  206.3   71.8  134.5    0.0
 2000 307    87  20.50  22.50  13.80  4.285  4.285  3.589  0.697  0.000  210.6   75.4  135.2    0.0
 2000 308    88  29.60  23.40   9.40  6.022  6.022  5.102  0.919  0.000  216.6   80.5  136.1    0.0
 2000 309    89  18.60  22.00  10.60  3.751  3.751  3.206  0.545  0.000  220.4   83.7  136.6    0.0
 2000 310    90  28.70  23.90  10.60  5.924  5.924  5.103  0.822  0.000  226.3   88.8  137.5    0.0
 2000 311    91  25.80  24.90  13.20  5.504  5.504  4.779  0.725  0.000  231.8   93.6  138.2    0.0
 2000 312    92  11.90  23.60  15.00  2.533  2.533  2.219  0.314  0.000  234.3   95.8  138.5    0.0
 2000 313    93  15.90  25.00  17.00  3.492  3.492  3.093  0.399  0.000  237.8   98.9  138.9    0.0
 2000 314    94   8.80  20.70  16.40  1.823  1.823  1.630  0.193  0.000  239.6  100.5  139.1    0.0
 2000 315    95  24.80  23.40  13.80  5.199  5.199  4.661  0.537  0.000  244.8  105.2  139.6    0.0
 2000 316    96  22.70  25.60  14.30  4.905  4.905  4.419  0.486  0.000  249.7  109.6  140.1    0.0
 2000 317    97  22.20  25.80  17.10  4.913  4.913  4.445  0.468  0.000  254.7  114.1  140.6    0.0
 2000 318    98  20.20  21.60  12.40  4.085  4.085  3.710  0.375  0.000  258.7  117.8  141.0    0.0
 2000 319    99  24.90  16.00   7.90  4.481  4.481  4.073  0.409  0.000  263.2  121.9  141.4    0.0
 2000 320   100  22.80  16.60   5.00  4.026  4.026  3.652  0.374  0.000  267.2  125.5  141.7    0.0
 2000 321   101  30.40  22.50   6.30  5.901  5.901  5.341  0.561  0.000  273.1  130.8  142.3    0.0
 2000 322   102  30.30  25.80   9.10  6.288  6.288  5.684  0.604  0.000  279.4  136.5  142.9    0.0
 2000 323   103  30.30  27.90  10.00  6.500  6.500  5.874  0.626  0.000  285.9  142.4  143.5    0.0
 2000 324   104  28.80  29.50  12.70  6.431  6.431  5.813  0.619  0.000  292.4  148.2  144.2    0.0
 2000 325   105  32.00  21.30  10.60  6.351  6.351  5.744  0.607  0.000  298.7  154.0  144.8    0.0
 2000 326   106  30.90  26.40   8.90  6.450  6.450  5.827  0.623  0.000  305.2  159.8  145.4    0.0
 2000 327   107  23.90  28.20  14.80  5.344  5.344  4.823  0.521  0.000  310.5  164.6  145.9    0.0
 2000 328   108  25.60  32.30  16.40  6.067  6.067  5.476  0.590  0.000  316.6  170.1  146.5    0.0
 2000 329   109  16.60  20.50  13.00  3.329  3.329  3.008  0.321  0.000  319.9  173.1  146.8    0.0
 2000 330   110  29.80  23.40   8.70  5.980  5.980  5.396  0.584  0.000  325.9  178.5  147.4    0.0
 2000 331   111  31.20  27.90  12.40  6.825  6.825  6.147  0.678  0.000  332.7  184.6  148.1    0.0
 2000 332   112  12.60  27.60  14.50  2.792  2.792  2.513  0.280  0.000  335.5  187.1  148.4    0.0
 2000 333   113   8.90  21.20  17.30  1.868  1.868  1.680  0.188  0.000  337.4  188.8  148.5    0.0
 2000 334   114  15.00  21.00  12.30  3.012  3.012  2.704  0.308  0.000  340.4  191.5  148.9    0.0
 2000 335   115  30.70  22.50  10.30  6.181  6.181  5.524  0.658  0.000  346.6  197.1  149.5    0.0
 2000 336   116  26.30  23.80   8.80  5.319  5.319  4.731  0.588  0.000  351.9  201.8  150.1    0.0
 2000 337   117  30.90  27.20  11.70  6.680  6.680  5.919  0.761  0.000  358.6  207.7  150.9    0.0
 2000 338   118  20.00  27.60  12.40  4.370  4.370  3.859  0.512  0.000  362.9  211.6  151.4    0.0
 2000 339   119  12.90  21.80  14.40  2.670  2.670  2.350  0.321  0.000  365.6  213.9  151.7    0.0
 2000 340   120  28.90  23.10  11.90  5.957  5.957  5.224  0.733  0.000  371.6  219.1  152.4    0.0
 2000 341   121  27.70  30.30  11.50  6.211  6.211  5.429  0.782  0.000  377.8  224.6  153.2    0.0
 2000 342   122  26.00  31.20  16.20  6.105  6.105  5.320  0.785  0.000  383.9  229.9  154.0    0.0
 2000 343   123  19.80  32.30  17.90  4.766  4.766  4.141  0.625  0.000  388.6  234.0  154.6    0.0
 2000 344   124  31.40  31.80  19.50  7.607  7.607  6.591  1.016  0.000  396.3  240.6  155.6    0.0
 2000 345   125  24.60  29.30  16.50  5.673  5.673  4.903  0.770  0.000  401.9  245.5  156.4    0.0
 2000 346   126  17.60  29.90  19.10  4.167  4.167  3.593  0.574  0.000  406.1  249.1  157.0    0.0
 2000 347   127  23.40  32.50  16.00  5.574  5.574  4.796  0.778  0.000  411.7  253.9  157.8    0.0
