*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 15:45:51

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0207 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 223     0     0     0     0.0   99.4   16645   76.8   22.6  16.3  15.3  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.3   1.3   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.62    2.02    0.00    0.00    0.00
 1990 224     1     0     0     0.0  100.0   16645   78.2   21.8  16.6  15.6  15.3   8.7   4.7   0.0   0.1   0.1   0.0   0.0   0.1   1.1   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.27    3.41    0.00    0.00    0.00
 1990 225     2     0     0     0.0  100.7   16644   79.5   21.2  16.7  15.9  15.5   8.8   4.7   0.1   0.2   0.2   0.0   0.0   0.1   1.0   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    1.94    4.71    0.00    0.00    0.00
 1990 226     3     0     0     0.0  101.4   16643   80.8   20.6  16.9  16.1  15.6   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.8   1.4   1.3   1.3  1.51  1.36  1.32  0.00  0.00    2.65    5.98    0.00    0.00    0.00
 1990 227     4     0     0     0.0  102.1   16643   82.0   20.1   8.7  20.5  15.8   9.0   4.9   0.1   0.2   0.3   0.0   0.0   0.1   0.7   1.3   1.2   1.2  1.52  1.32  1.28  0.00  0.00    3.36    7.22    0.00    0.00    0.00
 1990 228     5     0     0     0.0  102.8   16642   83.2   19.6   8.7  20.5  16.2   9.1   4.9   0.1   0.3   0.3   0.0   0.0   0.1   0.7   1.3   1.1   1.2  1.52  1.29  1.24  0.00  0.00    4.05    8.35    0.00    0.00    0.00
 1990 229     6     0     0     0.0  103.5   16641   84.2   19.3   8.8  20.4  16.5   9.2   5.0   0.1   0.3   0.3   0.0   0.0   0.1   0.6   1.3   1.1   1.2  1.52  1.26  1.20  0.00  0.00    4.70    9.38    0.00    0.00    0.00
 1990 230     7     0     0     0.0  104.1   16641   85.1   18.9   8.9  20.4  16.7   9.3   5.1   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.3   1.1   1.1  1.52  1.23  1.16  0.00  0.00    5.31   10.33    0.00    0.00    0.00
 1990 231     8     0     0     0.0  104.7   16640   86.0   18.6   9.0  20.4  16.9   9.3   5.1   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.3   1.0   1.1  1.53  1.21  1.12  0.00  0.00    5.89   11.22    0.00    0.00    0.00
 1990 232     9     0     0     0.0  105.2   16640   86.9   18.3   9.1  20.4  17.1   9.4   5.2   0.2   0.4   0.5   0.0   0.0   0.1   0.6   1.3   1.0   1.1  1.53  1.18  1.09  0.00  0.00    6.45   12.06    0.00    0.00    0.00
 1990 233    10     0     0     0.0  105.8   16639   87.7   18.1   9.2  20.4  17.3   9.5   5.2   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.2   1.0   1.0  1.53  1.15  1.06  0.00  0.00    7.03   12.91    0.00    0.00    0.00
 1990 234    11     0     0     0.0  106.4   16638   88.6   17.8   9.3  20.4  17.5   9.5   5.3   0.2   0.5   0.5   0.0   0.0   0.1   0.5   1.2   1.0   1.0  1.54  1.13  1.03  0.00  0.00    7.61   13.75    0.00    0.00    0.00
 1990 235    12     0     0     0.0  107.0   16638   89.4   17.6   9.4  20.5  17.6   9.6   5.3   0.2   0.6   0.6   0.0   0.0   0.1   0.5   1.2   0.9   1.0  1.54  1.11  1.00  0.00  0.00    8.19   14.56    0.00    0.00    0.00
 1990 236    13     0     0     0.0  107.5   16637   90.1   17.4   9.5  20.5  17.8   9.6   5.4   0.3   0.6   0.6   0.0   0.0   0.1   0.5   1.2   0.9   1.0  1.54  1.08  0.97  0.00  0.00    8.74   15.33    0.00    0.00    0.00
 1990 237    14     0     0     0.0  108.0   16637   90.9   17.2   9.6  20.6  17.9   9.7   5.4   0.3   0.6   0.6   0.0   0.0   0.1   0.5   1.2   0.9   0.9  1.54  1.06  0.94  0.00  0.00    9.27   16.07    0.00    0.00    0.00
