*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 15:45:51

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0207 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1990 223     0   116      0      0      0     0     0   125  0.347  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1990 224     1   114      0      0      0     0     0   125  0.322  0.393  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1990 225     2   113      0      0      0     0     0   125  0.303  0.391  0.394  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1990 226     3   112      0      0      0     0     0   125  0.288  0.390  0.394  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1990 227     4   139      0      0     28     0     0   125  0.539  0.529  0.394  0.337  0.377  0.417  0.408  0.395  0.000  0.000
 1990 228     5   135      0      0     28     0     0   125  0.467  0.525  0.399  0.337  0.378  0.416  0.408  0.395  0.000  0.000
 1990 229     6   133      0      0     28     0     0   125  0.442  0.504  0.403  0.338  0.378  0.416  0.408  0.395  0.000  0.000
 1990 230     7   130      0      0     28     0     0   125  0.418  0.489  0.406  0.338  0.378  0.415  0.408  0.395  0.000  0.000
 1990 231     8   129      0      0     28     0     0   125  0.408  0.477  0.408  0.339  0.378  0.415  0.408  0.395  0.000  0.000
 1990 232     9   128      0      0     28     0     0   125  0.401  0.467  0.410  0.340  0.379  0.415  0.408  0.395  0.000  0.000
 1990 233    10   127      0      0     28     0     0   125  0.394  0.459  0.411  0.340  0.379  0.414  0.408  0.395  0.000  0.000
 1990 234    11   126      0      0     28     0     0   125  0.388  0.452  0.412  0.341  0.379  0.414  0.407  0.395  0.000  0.000
 1990 235    12   125      0      0     28     0     0   125  0.382  0.447  0.413  0.341  0.380  0.414  0.407  0.395  0.000  0.000
 1990 236    13   125      0      0     28     0     0   125  0.377  0.441  0.413  0.342  0.380  0.413  0.407  0.395  0.000  0.000
 1990 237    14   124      0      0     28     0     0   125  0.371  0.437  0.414  0.343  0.380  0.413  0.407  0.395  0.000  0.000
 1990 238    15   124      0      0     28     0     0   125  0.366  0.433  0.414  0.343  0.380  0.413  0.407  0.395  0.000  0.000
 1990 239    16   164      0      0     70     0     0   125  0.546  0.564  0.537  0.344  0.380  0.412  0.407  0.395  0.000  0.000
 1990 240    17   163      0      0     72     0     0   125  0.502  0.559  0.541  0.350  0.381  0.412  0.407  0.395  0.000  0.000
 1990 241    18   160      0      0     72     0     0   125  0.472  0.536  0.538  0.359  0.381  0.412  0.407  0.395  0.000  0.000
 1990 242    19   157      0      0     72     0     0   125  0.447  0.522  0.531  0.363  0.381  0.411  0.407  0.395  0.000  0.000
