*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 15:45:51

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0207 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1990 223     0  15.40  28.00  11.90  3.842  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 1990 224     1  15.30  28.40  12.10  3.842  1.374  0.000  1.374  0.000    3.7    0.0    3.7    0.0
 1990 225     2  14.50  28.00  12.80  3.644  1.078  0.000  1.078  0.000    4.8    0.0    4.8    0.0
 1990 226     3   5.20  25.80  14.90  1.294  0.917  0.000  0.917  0.000    5.7    0.0    5.7    0.0
 1990 227     4   7.50  15.80  10.50  1.580  1.580  0.000  1.580  0.000    7.3    0.0    7.3    0.0
 1990 228     5  14.80  18.90   8.50  3.195  3.195  0.000  3.195  0.000   10.5    0.0   10.5    0.0
 1990 229     6  16.80  21.40   7.70  3.724  2.725  0.000  2.725  0.000   13.2    0.0   13.2    0.0
 1990 230     7  16.20  20.80   6.00  3.508  2.308  0.000  2.308  0.000   15.5    0.0   15.5    0.0
 1990 231     8  12.80  20.80  10.40  2.883  1.364  0.000  1.364  0.000   16.9    0.0   16.9    0.0
 1990 232     9  17.30  21.00  10.30  3.903  1.073  0.000  1.073  0.000   18.0    0.0   18.0    0.0
 1990 233    10  14.80  20.90   6.70  3.230  0.914  0.000  0.914  0.000   18.9    0.0   18.9    0.0
 1990 234    11  13.00  18.40   8.30  2.782  0.810  0.000  0.810  0.000   19.7    0.0   19.7    0.0
 1990 235    12  17.00  15.60   4.40  3.366  0.735  0.000  0.735  0.000   20.4    0.0   20.4    0.0
 1990 236    13  11.20  18.10   3.70  2.285  0.677  0.000  0.677  0.000   21.1    0.0   21.1    0.0
 1990 237    14  13.00  24.60   9.60  3.054  0.632  0.000  0.632  0.000   21.8    0.0   21.8    0.0
 1990 238    15  16.40  25.50  11.70  3.963  0.601  0.007  0.594  0.000   22.4    0.0   22.3    0.0
 1990 239    16   6.80  17.60   5.50  1.401  1.401  0.005  1.396  0.000   23.8    0.0   23.7    0.0
 1990 240    17  18.80   9.70   2.00  3.303  3.303  0.014  3.289  0.000   27.1    0.0   27.0    0.0
 1990 241    18  17.80  14.60  -1.20  3.273  3.053  0.011  3.041  0.000   30.1    0.0   30.1    0.0
 1990 242    19  16.80  21.80   2.90  3.584  3.192  0.006  3.185  0.000   33.3    0.0   33.3    0.0
 1990 243    20   5.50  11.80   5.50  1.039  1.039  0.003  1.036  0.000   34.3    0.0   34.3    0.0
 1990 244    21  10.70  10.20   0.80  1.871  1.871  0.005  1.866  0.000   36.2    0.1   36.2    0.0
 1990 245    22  17.70  11.60  -2.30  3.060  1.480  0.006  1.474  0.000   37.7    0.1   37.6    0.0
 1990 246    23  19.80  16.80   2.50  3.916  1.126  0.002  1.123  0.000   38.8    0.1   38.8    0.0
 1990 247    24   5.60  16.40   7.10  1.152  0.945  0.001  0.944  0.000   39.8    0.1   39.7    0.0
 1990 248    25   6.00  18.60  13.40  1.347  0.833  0.002  0.831  0.000   40.6    0.1   40.5    0.0
 1990 249    26   5.70  15.40  13.40  1.226  0.804  0.004  0.800  0.000   41.4    0.1   41.3    0.0
 1990 250    27   5.80  15.90  12.80  1.249  0.916  0.006  0.910  0.000   42.3    0.1   42.2    0.0
 1990 251    28   5.80  14.30  10.30  1.192  1.192  0.007  1.185  0.000   43.5    0.1   43.4    0.0
 1990 252    29  19.70  23.50   7.80  4.489  4.489  0.031  4.458  0.000   48.0    0.1   47.9    0.0
 1990 253    30  15.20  27.50  11.60  3.756  2.410  0.034  2.376  0.000   50.4    0.1   50.3    0.0
 1990 254    31   9.60  23.10  10.70  2.227  2.227  0.042  2.185  0.000   52.6    0.2   52.4    0.0
 1990 255    32  17.10  13.80   5.20  3.308  3.308  0.088  3.220  0.000   55.9    0.3   55.7    0.0
 1990 256    33  18.80  11.80   2.70  3.433  2.337  0.097  2.240  0.000   58.3    0.4   57.9    0.0
 1990 257    34  20.40  14.20   0.50  3.783  2.320  0.098  2.222  0.000   60.6    0.5   60.1    0.0
 1990 258    35  21.40  18.40   3.40  4.360  1.432  0.084  1.349  0.000   62.0    0.6   61.5    0.0
 1990 259    36  17.80  21.60   7.90  3.951  1.151  0.085  1.065  0.000   63.2    0.6   62.5    0.0
 1990 260    37  10.60  17.70  10.60  2.284  0.977  0.067  0.909  0.000   64.2    0.7   63.5    0.0
 1990 261    38   9.30  17.90  11.00  2.015  2.015  0.073  1.942  0.000   66.2    0.8   65.4    0.0
 1990 262    39  13.80  17.70  10.00  2.951  2.951  0.129  2.823  0.000   69.1    0.9   68.2    0.0
 1990 263    40   6.40  17.90  13.30  1.412  1.370  0.072  1.299  0.000   70.5    1.0   69.5    0.0
 1990 264    41   6.40  20.50  15.80  1.491  1.491  0.088  1.402  0.000   72.0    1.1   70.9    0.0
 1990 265    42  20.10  18.60   9.20  4.302  2.638  0.309  2.329  0.000   74.6    1.4   73.2    0.0
 1990 266    43  18.60  13.50   5.40  3.560  1.655  0.287  1.368  0.000   76.3    1.7   74.6    0.0
 1990 267    44  22.30  15.00   3.20  4.269  1.429  0.355  1.075  0.000   77.7    2.0   75.7    0.0
 1990 268    45  23.20  16.30   3.10  4.527  1.277  0.362  0.915  0.000   79.0    2.4   76.6    0.0
 1990 269    46  23.40  20.50   5.10  4.947  1.194  0.384  0.811  0.000   80.2    2.8   77.4    0.0
 1990 270    47  21.30  24.00   8.90  4.873  1.156  0.420  0.735  0.000   81.3    3.2   78.1    0.0
 1990 271    48   6.80  21.70  12.20  1.550  0.836  0.158  0.678  0.000   82.2    3.3   78.8    0.0
 1990 272    49  19.30  22.00  11.30  4.372  1.143  0.511  0.632  0.000   83.3    3.9   79.5    0.0
 1990 273    50  19.30  25.20   8.90  4.451  1.188  0.594  0.594  0.000   84.5    4.4   80.1    0.0
 1990 274    51  21.70  28.10  12.90  5.340  1.377  0.814  0.563  0.000   85.9    5.3   80.6    0.0
 1990 275    52  24.20  24.00  11.90  5.598  1.542  1.006  0.536  0.000   87.4    6.3   81.2    0.0
 1990 276    53  21.80  26.60  13.30  5.247  1.575  1.063  0.512  0.000   89.0    7.3   81.7    0.0
 1990 277    54  17.90  30.10  17.50  4.613  1.556  1.064  0.492  0.000   90.5    8.4   82.2    0.0
 1990 278    55   7.10  19.10  17.30  1.594  0.901  0.428  0.473  0.000   91.5    8.8   82.6    0.0
 1990 279    56   9.40  22.70  17.20  2.198  2.198  0.642  1.556  0.000   93.6    9.5   84.2    0.0
 1990 280    57   7.20  21.60  17.70  1.659  1.659  0.540  1.119  0.000   95.3   10.0   85.3    0.0
 1990 281    58  11.50  20.40  13.70  2.514  2.514  0.891  1.623  0.000   97.8   10.9   86.9    0.0
 1990 282    59  23.40  22.30   9.50  5.045  5.045  1.855  3.191  0.000  102.9   12.7   90.1    0.0
 1990 283    60  21.00  22.30  11.30  4.584  3.937  1.779  2.158  0.000  106.8   14.5   92.3    0.0
 1990 284    61   9.00  22.10  14.50  2.006  2.006  0.826  1.181  0.000  108.8   15.4   93.5    0.0
 1990 285    62  25.50  19.40  11.30  5.319  5.319  2.337  2.981  0.000  114.1   17.7   96.4    0.0
 1990 286    63  26.10  21.60   7.60  5.407  5.407  2.491  2.916  0.000  119.5   20.2   99.4    0.0
 1990 287    64  24.80  22.60  11.50  5.370  4.290  2.566  1.724  0.000  123.8   22.7  101.1    0.0
 1990 288    65  25.50  20.10   8.90  5.206  4.848  2.611  2.236  0.000  128.7   25.4  103.3    0.0
 1990 289    66  26.40  20.50   5.00  5.217  4.055  2.704  1.351  0.000  132.7   28.1  104.7    0.0
 1990 290    67  15.20  21.40   8.90  3.144  2.730  1.663  1.067  0.000  135.5   29.7  105.7    0.0
 1990 291    68  24.50  24.40  14.30  5.495  3.917  3.007  0.910  0.000  139.4   32.7  106.6    0.0
 1990 292    69  17.30  24.00  15.30  3.874  3.549  2.247  1.302  0.000  142.9   35.0  107.9    0.0
 1990 293    70  16.40  23.70  15.70  3.653  3.653  2.234  1.420  0.000  146.6   37.2  109.4    0.0
 1990 294    71  22.20  24.00  14.20  4.882  4.882  3.126  1.756  0.000  151.5   40.3  111.1    0.0
 1990 295    72  27.10  24.80  13.10  5.942  5.683  3.956  1.726  0.000  157.1   44.3  112.8    0.0
 1990 296    73  21.10  25.60  13.10  4.656  4.656  3.208  1.448  0.000  161.8   47.5  114.3    0.0
 1990 297    74  20.80  22.20  13.80  4.412  4.412  3.139  1.273  0.000  166.2   50.6  115.6    0.0
 1990 298    75  14.30  24.70  11.80  3.069  3.069  2.239  0.830  0.000  169.3   52.9  116.4    0.0
 1990 299    76  25.10  27.10  16.30  5.732  5.612  4.282  1.330  0.000  174.9   57.2  117.7    0.0
 1990 300    77  19.60  28.30  17.00  4.548  4.548  3.497  1.051  0.000  179.4   60.7  118.8    0.0
 1990 301    78   8.80  23.80  18.50  1.955  1.955  1.544  0.410  0.000  181.4   62.2  119.2    0.0
 1990 302    79  12.20  27.40  20.40  2.860  2.860  2.300  0.560  0.000  184.3   64.5  119.7    0.0
 1990 303    80  26.40  28.80  17.90  6.155  6.155  5.057  1.098  0.000  190.4   69.6  120.8    0.0
 1990 304    81  26.50  23.20  15.80  5.679  5.679  4.763  0.916  0.000  196.1   74.3  121.8    0.0
 1990 305    82  23.10  24.10  16.70  5.033  5.033  4.279  0.754  0.000  201.1   78.6  122.5    0.0
 1990 306    83  20.10  27.00  14.30  4.440  4.440  3.826  0.614  0.000  205.6   82.4  123.1    0.0
 1990 307    84  11.80  28.10  20.80  2.769  2.769  2.416  0.353  0.000  208.3   84.8  123.5    0.0
 1990 308    85  21.00  22.20  10.80  4.237  4.237  3.733  0.504  0.000  212.6   88.6  124.0    0.0
 1990 309    86  28.80  19.00   6.40  5.348  5.348  4.744  0.604  0.000  217.9   93.3  124.6    0.0
 1990 310    87  17.40  21.20   9.80  3.432  3.432  3.053  0.378  0.000  221.3   96.4  125.0    0.0
 1990 311    88  23.40  23.50  13.50  4.901  4.901  4.383  0.518  0.000  226.2  100.8  125.5    0.0
 1990 312    89   8.40  18.40  11.30  1.615  1.615  1.454  0.161  0.000  227.9  102.2  125.6    0.0
 1990 313    90  16.20  22.30  15.10  3.383  3.383  3.058  0.325  0.000  231.2  105.3  126.0    0.0
 1990 314    91  21.20  24.80  13.70  4.508  4.508  4.114  0.394  0.000  235.8  109.4  126.4    0.0
 1990 315    92  23.60  27.00  15.30  5.212  5.212  4.795  0.417  0.000  241.0  114.2  126.8    0.0
 1990 316    93  12.20  24.60  14.20  2.594  2.594  2.401  0.193  0.000  243.6  116.6  127.0    0.0
 1990 317    94  26.70  34.90  18.50  6.581  6.581  6.107  0.474  0.000  250.1  122.7  127.4    0.0
 1990 318    95  15.90  33.00  20.80  3.902  3.902  3.638  0.263  0.000  254.0  126.3  127.7    0.0
 1990 319    96   8.60  23.20  17.30  1.841  1.841  1.720  0.121  0.000  255.9  128.0  127.8    0.0
 1990 320    97  17.60  22.10  12.20  3.563  3.563  3.330  0.234  0.000  259.4  131.4  128.1    0.0
 1990 321    98  28.70  26.10   9.30  5.964  5.964  5.572  0.392  0.000  265.4  137.0  128.5    0.0
 1990 322    99  27.80  29.70  16.50  6.378  6.378  5.959  0.419  0.000  271.8  142.9  128.9    0.0
 1990 323   100  27.10  33.40  21.80  6.722  6.722  6.286  0.436  0.000  278.5  149.2  129.3    0.0
