*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:30:22

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0129 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1990 212     0  13.00  14.90  -1.90  2.385  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 1990 213     1  13.00  17.50   3.80  2.632  1.374  0.000  1.374  0.000    3.7    0.0    3.7    0.0
 1990 214     2  14.40  19.90   3.70  3.014  1.078  0.000  1.078  0.000    4.8    0.0    4.8    0.0
 1990 215     3  14.80  21.50   5.00  3.206  3.206  0.000  3.206  0.000    8.0    0.0    8.0    0.0
 1990 216     4  14.80  21.90   5.70  3.244  3.064  0.000  3.064  0.000   11.1    0.0   11.1    0.0
 1990 217     5  14.50  25.90  10.20  3.479  3.240  0.000  3.240  0.000   14.3    0.0   14.3    0.0
 1990 218     6  15.60  23.40  13.90  3.741  1.447  0.000  1.447  0.000   15.8    0.0   15.8    0.0
 1990 219     7  15.20  25.90  14.40  3.773  1.111  0.000  1.111  0.000   16.9    0.0   16.9    0.0
 1990 220     8  12.90  25.00  12.80  3.127  0.937  0.000  0.937  0.000   17.8    0.0   17.8    0.0
 1990 221     9  14.70  20.50  10.30  3.295  1.600  0.000  1.600  0.000   19.4    0.0   19.4    0.0
 1990 222    10  15.10  22.30   8.90  3.423  0.870  0.000  0.870  0.000   20.3    0.0   20.3    0.0
 1990 223    11  15.40  28.00  11.90  3.842  0.785  0.006  0.779  0.000   21.1    0.0   21.1    0.0
 1990 224    12  15.30  28.40  12.10  3.840  0.725  0.014  0.711  0.000   21.8    0.0   21.8    0.0
 1990 225    13  14.50  28.00  12.80  3.640  0.681  0.022  0.659  0.000   22.5    0.0   22.4    0.0
 1990 226    14   5.20  25.80  14.90  1.293  0.628  0.011  0.617  0.000   23.1    0.1   23.1    0.0
 1990 227    15   7.50  15.80  10.50  1.577  1.577  0.018  1.559  0.000   24.7    0.1   24.6    0.0
 1990 228    16  14.80  18.90   8.50  3.189  3.189  0.040  3.149  0.000   27.9    0.1   27.8    0.0
 1990 229    17  16.80  21.40   7.70  3.716  2.767  0.051  2.716  0.000   30.6    0.2   30.5    0.0
 1990 230    18  16.20  20.80   6.00  3.498  2.422  0.067  2.355  0.000   33.1    0.2   32.8    0.0
 1990 231    19  12.80  20.80  10.40  2.873  1.441  0.069  1.372  0.000   34.5    0.3   34.2    0.0
 1990 232    20  17.30  21.00  10.30  3.885  1.197  0.120  1.077  0.000   35.7    0.4   35.3    0.0
 1990 233    21  14.80  20.90   6.70  3.211  1.039  0.123  0.916  0.000   36.7    0.5   36.2    0.0
 1990 234    22  13.00  18.40   8.30  2.763  0.934  0.123  0.811  0.000   37.7    0.7   37.0    0.0
 1990 235    23  17.00  15.60   4.40  3.341  0.904  0.168  0.736  0.000   38.6    0.8   37.8    0.0
 1990 236    24  11.20  18.10   3.70  2.267  0.796  0.117  0.678  0.000   39.4    0.9   38.4    0.0
 1990 237    25  13.00  24.60   9.60  3.030  0.791  0.159  0.632  0.000   40.2    1.1   39.1    0.0
 1990 238    26  16.40  25.50  11.70  3.926  0.845  0.250  0.595  0.000   41.0    1.4   39.7    0.0
 1990 239    27   6.80  17.60   5.50  1.385  1.385  0.108  1.277  0.000   42.4    1.5   40.9    0.0
 1990 240    28  18.80   9.70   2.00  3.264  3.264  0.268  2.996  0.000   45.7    1.7   43.9    0.0
 1990 241    29  17.80  14.60  -1.20  3.241  3.236  0.225  3.011  0.000   48.9    2.0   46.9    0.0
 1990 242    30  16.80  21.80   2.90  3.566  3.566  0.124  3.442  0.000   52.5    2.1   50.4    0.0
 1990 243    31   5.50  11.80   5.50  1.033  1.033  0.039  0.994  0.000   53.5    2.1   51.4    0.0
 1990 244    32  10.70  10.20   0.80  1.860  1.860  0.073  1.788  0.000   55.4    2.2   53.2    0.0
 1990 245    33  17.70  11.60  -2.30  3.048  1.620  0.087  1.532  0.000   57.0    2.3   54.7    0.0
 1990 246    34  19.80  16.80   2.50  3.911  1.183  0.036  1.148  0.000   58.2    2.3   55.8    0.0
 1990 247    35   5.60  16.40   7.10  1.150  0.972  0.014  0.959  0.000   59.1    2.3   56.8    0.0
 1990 248    36   6.00  18.60  13.40  1.344  0.864  0.023  0.840  0.000   60.0    2.4   57.6    0.0
 1990 249    37   5.70  15.40  13.40  1.221  0.837  0.037  0.800  0.000   60.8    2.4   58.4    0.0
 1990 250    38   5.80  15.90  12.80  1.242  0.962  0.051  0.910  0.000   61.8    2.4   59.4    0.0
 1990 251    39   5.80  14.30  10.30  1.185  1.185  0.055  1.131  0.000   63.0    2.5   60.5    0.0
 1990 252    40  19.70  23.50   7.80  4.460  4.460  0.225  4.235  0.000   67.4    2.7   64.7    0.0
 1990 253    41  15.20  27.50  11.60  3.725  2.584  0.239  2.346  0.000   70.0    3.0   67.1    0.0
 1990 254    42   9.60  23.10  10.70  2.201  2.201  0.213  1.988  0.000   72.2    3.2   69.1    0.0
 1990 255    43  17.10  13.80   5.20  3.264  3.264  0.381  2.883  0.000   75.5    3.6   71.9    0.0
 1990 256    44  18.80  11.80   2.70  3.386  2.645  0.405  2.240  0.000   78.1    4.0   74.2    0.0
 1990 257    45  20.40  14.20   0.50  3.736  2.967  0.407  2.561  0.000   81.1    4.4   76.7    0.0
