*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 15:38:12

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0200 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 1990 199     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 200     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 201     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 202     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 203     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 204     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 205     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 206    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 207    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 208    12     9    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 209    13    10    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 210    14    11    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 211    15    12    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 212    16    13    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 213    17    14    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 214    18    15    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 215    19    16    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 216    20    17    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 217    21    18    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 218    22    19    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 219    23    20    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 1990 220    24    21    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.09    0.00    0.00
 1990 221    25    22    1.3    0.0    1.3   0.00   4.51    0.2    0.6    0.6    4.5   4.51   1.12    0.00    0.00
 1990 222    26    23    1.3    0.0    1.3   0.00   4.49    0.2    0.6    0.6    4.5   4.49   1.14    0.00    0.00
 1990 223    27    24    1.2    0.0    1.2   0.00   4.46    0.2    0.6    0.6    4.5   4.46   1.16    0.00    0.00
 1990 224    28    25    1.2    0.0    1.2   0.00   4.42    0.2    0.6    0.6    4.4   4.42   1.18    0.00    0.00
 1990 225    29    26    1.2    0.0    1.2   0.00   4.39    0.2    0.6    0.6    4.4   4.39   1.18    0.00    0.00
 1990 226    30    27    1.2    0.0    1.2   0.00   4.39    0.2    0.6    0.6    4.4   4.39   1.13    0.00    0.00
 1990 227    31    28    1.2    0.0    1.2   0.00   4.35    0.2    0.6    0.6    4.3   4.35   1.21    0.00    0.01
 1990 228    32    29    1.2    0.0    1.2   0.00   4.33    0.3    0.6    0.6    4.3   4.33   1.27    0.00    0.01
 1990 229    33    30    1.2    0.0    1.2   0.00   3.81    0.4    0.7    0.5    3.8   3.81   1.24    0.00    0.01
 1990 230    34    31    1.4    0.0    1.4   0.00   3.83    0.6    0.8    0.5    3.8   3.83   1.24    0.00    0.01
 1990 231    35    32    1.5    0.0    1.5   0.00   3.70    0.8    1.0    0.5    3.7   3.70   1.19    0.00    0.01
 1990 232    36    33    1.7    0.0    1.7   0.00   3.68    1.1    1.2    0.5    3.7   3.68   1.25    0.00    0.02
 1990 233    37    34    2.0    0.0    2.0   0.00   3.81    1.5    1.5    0.5    3.8   3.81   1.23    0.00    0.02
 1990 234    38    35    2.2    0.0    2.2   0.00   3.85    1.8    1.7    0.5    3.9   3.85   1.22    0.00    0.02
 1990 235    39    36    2.4    0.0    2.4   0.00   4.05    2.3    1.9    0.6    4.0   4.05   1.35    0.00    0.03
 1990 236    40    37    2.5    0.0    2.5   0.00   4.00    2.3    2.0    0.6    4.0   4.00   1.21    0.00    0.03
 1990 237    41    38    2.7    0.0    2.7   0.00   3.61    2.5    2.2    0.5    3.6   3.61   1.16    0.00    0.04
 1990 238    42    39    3.1    0.0    3.1   0.00   3.51    3.1    2.6    0.5    3.5   3.51   1.20    0.00    0.04
 1990 239    43    40    3.6    0.0    3.6   0.00   3.94    3.7    3.1    0.6    3.9   3.94   1.14    0.00    0.05
 1990 240    44    41    3.8    0.0    3.8   0.00   4.15    4.3    3.3    0.6    4.2   4.15   1.52    0.00    0.05
 1990 241    45    42    3.8    0.0    3.8   0.00   4.06    4.3    3.3    0.6    4.1   4.06   1.42    0.00    0.05
 1990 242    46    43    3.8    0.0    3.8   0.00   3.76    4.3    3.3    0.5    3.8   3.76   1.35    0.00    0.05
 1990 243    47    44    4.2    0.0    4.2   0.00   4.09    4.4    3.7    0.6    4.1   4.09   1.09    0.00    0.06
