*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 16, 2016; 17:55:43

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0214 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 2000 302     0    0.0   13.3   14.3   17.3   34.6   0.42   14.7    6.0   10.3   11.9    6.0   10.3   11.9   86.4    330
 2000 303     1    1.2   13.4   14.3   25.6   51.2   0.15   17.6    4.6   11.1   13.4    4.6   11.1   13.4   86.4    330
 2000 304     2    0.0   13.4   14.4   25.5   51.0   0.15   26.8   11.4   19.1   21.8   11.4   19.1   21.8   86.4    330
 2000 305     3    0.0   13.4   14.4   27.2   54.4   0.10   23.7   12.6   18.1   20.1   12.6   18.1   20.1   86.4    330
 2000 306     4    2.5   13.4   14.4   15.6   31.2   0.49   25.6   12.1   18.8   21.3   12.1   18.8   21.3   86.4    330
 2000 307     5    0.0   13.5   14.5   27.7   55.4   0.09   22.0   13.9   18.0   19.4   13.9   18.0   19.4   86.4    330
 2000 308     6    0.0   13.5   14.5   24.8   49.6   0.19   21.7    9.2   15.5   17.7    9.2   15.5   17.7   86.4    330
 2000 309     7    0.0   13.5   14.5   18.9   37.8   0.38   22.0    9.1   15.6   17.9    9.1   15.6   17.9   86.4    330
 2000 310     8   12.2   13.6   14.6   19.1   38.2   0.38   24.3   11.2   17.8   20.1   11.2   17.8   20.1   86.4    330
 2000 311     9    2.7   13.6   14.6   28.4   56.8   0.08   22.1   12.8   17.5   19.2   12.8   17.5   19.2   86.4    330
 2000 312    10    5.8   13.6   14.6    8.5   17.0   0.73   19.7   15.7   17.7   18.4   15.7   17.7   18.4   86.4    330
 2000 313    11    0.0   13.6   14.7   19.0   38.0   0.39   21.5   15.1   18.3   19.5   15.1   18.3   19.5   86.4    330
 2000 314    12    0.0   13.7   14.7   21.5   43.0   0.31   21.8   13.3   17.6   19.1   13.3   17.6   19.1   86.4    330
 2000 315    13   17.0   13.7   14.7   19.0   38.0   0.39   21.7   10.4   16.1   18.2   10.4   16.1   18.2   86.4    330
 2000 316    14    0.0   13.7   14.8   24.8   49.6   0.21   24.8   14.0   19.4   21.4   14.0   19.4   21.4   86.4    330
 2000 317    15    0.0   13.8   14.8   21.6   43.2   0.31   22.0   13.3   17.7   19.3   13.3   17.7   19.3   86.4    330
 2000 318    16    0.0   13.8   14.8   29.8   59.6   0.06   20.9   10.2   15.6   17.6   10.2   15.6   17.6   86.4    330
 2000 319    17    1.6   13.8   14.8   24.1   48.2   0.24   15.2    9.9   12.6   13.5    9.9   12.6   13.5   86.4    330
 2000 320    18    0.0   13.8   14.9   27.8   55.6   0.12   16.1    7.9   12.0   13.5    7.9   12.0   13.5   86.4    330
 2000 321    19    0.0   13.8   14.9   29.9   59.8   0.06   23.0    6.6   14.9   17.9    6.6   14.9   17.9   86.4    330
 2000 322    20    0.0   13.9   14.9   30.1   60.2   0.06   27.5   10.8   19.2   22.3   10.8   19.2   22.3   86.4    330
 2000 323    21    0.0   13.9   14.9   30.5   61.0   0.05   28.7   12.8   20.8   23.8   12.8   20.8   23.8   86.4    330
 2000 324    22    0.0   13.9   15.0   11.6   23.2   0.64   24.2    9.7   17.0   19.7    9.7   17.0   19.7   86.4    330
 2000 325    23    2.7   13.9   15.0   30.0   60.0   0.07   21.5    7.7   14.7   17.2    7.7   14.7   17.2   86.4    330
 2000 326    24    0.0   14.0   15.0   24.9   49.8   0.23   26.3    8.2   17.4   20.7    8.2   17.4   20.7   86.4    330
