*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 16, 2016; 17:55:43

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0214 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 2000 302     0     0     0     0.0   86.4    7840   64.0   22.3  15.5  15.1   8.5   4.9   0.1   0.0   0.0   0.0   0.0   0.0   1.0   1.4   1.5   1.5   1.5  1.48  1.48  0.00  0.00  0.00    0.22    1.01    0.00    0.00    0.00
 2000 303     1     0     0     0.0   86.6    7840   64.8   21.8  15.7  15.2   8.5   5.0   0.1   0.1   0.1   0.0   0.0   0.0   0.9   1.3   1.4   1.4   1.4  1.46  1.46  0.00  0.00  0.00    0.43    1.77    0.00    0.00    0.00
 2000 304     2     0     0     0.0   86.8    7840   65.5   21.3  15.9  15.4   8.6   5.0   0.1   0.1   0.1   0.0   0.0   0.0   0.7   1.3   1.4   1.4   1.4  1.45  1.44  0.00  0.00  0.00    0.64    2.49    0.00    0.00    0.00
 2000 305     3     0     1     0.0   87.0    7840   66.2   20.8  16.0  15.5   8.6   5.0   0.2   0.1   0.1   0.0   0.0   0.0   0.6   1.2   1.4   1.4   1.4  1.43  1.42  0.00  0.00  0.00    0.87    3.19    0.00    0.00    0.00
 2000 306     4     0     1     0.0   87.3    7839   66.9   20.3  16.1  15.6   8.7   5.1   0.2   0.1   0.1   0.0   0.0   0.0   0.6   1.1   1.4   1.4   1.3  1.41  1.40  0.00  0.00  0.00    1.11    3.90    0.00    0.00    0.00
 2000 307     5     0     1     0.0   87.5    7839   67.7   19.8  16.3  15.7   8.7   5.1   0.3   0.2   0.1   0.0   0.0   0.0   0.4   1.1   1.4   1.3   1.3  1.39  1.38  0.00  0.00  0.00    1.36    4.68    0.00    0.00    0.00
 2000 308     6     0     1     0.0   87.8    7839   68.4   19.4  16.5  15.8   8.8   5.2   0.3   0.2   0.2   0.0   0.0   0.0   0.4   1.0   1.3   1.3   1.3  1.37  1.36  0.00  0.00  0.00    1.64    5.41    0.00    0.00    0.00
 2000 309     7     0     1     0.0   88.1    7839   69.2   18.9  16.6  15.9   8.8   5.2   0.3   0.2   0.2   0.0   0.0   0.0   0.3   0.9   1.3   1.3   1.3  1.36  1.35  0.00  0.00  0.00    1.92    6.13    0.00    0.00    0.00
 2000 310     8     0     1     0.0   88.4    7838   69.8   18.5   8.7  20.0   8.9   5.2   0.4   0.2   0.2   0.0   0.0   0.0   0.3   0.9   1.3   1.3   1.2  1.34  1.33  0.00  0.00  0.00    2.19    6.80    0.00    0.00    0.00
 2000 311     9     0     1     0.0   88.6    7838   70.5   18.1   7.1  19.8   9.7   5.3   0.4   0.2   0.2   0.0   0.0   0.0   0.2   0.8   1.3   1.2   1.2  1.32  1.31  0.00  0.00  0.00    2.46    7.49    0.00    0.00    0.00
 2000 312    10     0     1     0.0   88.9    7838   71.2   17.7   6.2  19.4  10.4   5.3   0.5   0.3   0.3   0.0   0.0   0.0   0.2   0.8   1.2   1.2   1.2  1.30  1.29  0.00  0.00  0.00    2.73    8.12    0.00    0.00    0.00
 2000 313    11     0     1     0.0   89.2    7837   71.8   17.4   6.3  19.2  10.6   5.4   0.5   0.3   0.3   0.0   0.0   0.0   0.1   0.7   1.2   1.2   1.1  1.29  1.27  0.00  0.00  0.00    2.99    8.72    0.00    0.00    0.00
 2000 314    12     0     1     0.0   89.4    7837   72.3   17.1   6.3  19.2  10.7   5.4   0.5   0.3   0.3   0.0   0.0   0.0   0.1   0.7   1.2   1.2   1.1  1.27  1.26  0.00  0.00  0.00    3.25    9.29    0.00    0.00    0.00
 2000 315    13     0     1     0.0   89.5    7837   72.7   16.8   2.4  17.6  13.1   5.4   0.6   0.3   0.3   0.0   0.0   0.0   0.2   0.7   1.2   1.1   1.1  1.26  1.24  0.00  0.00  0.00    3.51    9.83    0.00    0.00    0.00
 2000 316    14     0     1     0.0   89.8    7837   73.2   16.5   2.1  15.3  13.2   7.1   0.6   0.4   0.3   0.0   0.0   0.0   0.1   0.6   1.2   1.1   1.1  1.24  1.22  0.00  0.00  0.00    3.77   10.38    0.00    0.00    0.00
 2000 317    15     0     1     0.0   90.0    7836   73.7   16.2   2.2  14.9  13.3   7.3   0.7   0.4   0.4   0.0   0.0   0.0   0.1   0.6   1.1   1.1   1.0  1.23  1.21  0.00  0.00  0.00    4.02   10.91    0.00    0.00    0.00
 2000 318    16     0     1     0.0   90.2    7836   74.3   16.0   2.2  15.0  13.3   7.3   0.8   0.4   0.4   0.0   0.0   0.0   0.1   0.6   1.1   1.1   1.0  1.21  1.19  0.00  0.00  0.00    4.26   11.43    0.00    0.00    0.00
 2000 319    17     0     1     0.0   90.4    7836   74.7   15.7   2.2  15.0  13.4   7.3   0.8   0.4   0.4   0.0   0.0   0.0   0.1   0.6   1.1   1.1   1.0  1.20  1.17  0.00  0.00  0.00    4.51   11.94    0.00    0.00    0.00
 2000 320    18     0     1     0.0   90.6    7836   75.2   15.5   2.3  15.0  13.4   7.4   0.8   0.4   0.4   0.0   0.0   0.0   0.1   0.6   1.1   1.0   1.0  1.18  1.16  0.00  0.00  0.00    4.75   12.42    0.00    0.00    0.00
 2000 321    19     0     1     0.0   90.8    7835   75.6   15.2   2.4  15.0  13.4   7.4   0.9   0.5   0.4   0.0   0.0   0.0   0.1   0.5   1.1   1.0   1.0  1.17  1.14  0.00  0.00  0.00    4.97   12.87    0.00    0.00    0.00
 2000 322    20     0     1     0.0   91.0    7835   76.0   15.0   2.4  15.0  13.5   7.4   0.9   0.5   0.5   0.0   0.0   0.0   0.1   0.5   1.1   1.0   0.9  1.15  1.13  0.00  0.00  0.00    5.19   13.31    0.00    0.00    0.00
 2000 323    21     0     1     0.0   91.1    7835   76.3   14.8   2.5  15.0  13.5   7.5   0.9   0.5   0.5   0.0   0.0   0.0   0.1   0.5   1.0   1.0   0.9  1.14  1.12  0.00  0.00  0.00    5.42   13.75    0.00    0.00    0.00
 2000 324    22     0     1     0.0   91.3    7835   76.7   14.6   2.6  14.9  13.5   7.5   1.0   0.5   0.5   0.0   0.0   0.0   0.1   0.5   1.0   1.0   0.9  1.13  1.10  0.00  0.00  0.00    5.66   14.22    0.00    0.00    0.00
 2000 325    23     0     1     0.0   91.2    7835   76.8   14.4   2.7  14.8  13.6   7.6   1.0   0.5   0.5   0.0   0.0   0.0   0.1   0.5   1.0   1.0   0.9  1.11  1.09  0.00  0.00  0.00    5.92   14.69    0.00    0.00    0.00
 2000 326    24     0     1     0.0   90.9    7834   76.8   14.1   2.9  14.5  13.5   7.6   1.0   0.6   0.5   0.0   0.0   0.0   0.1   0.5   1.0   1.0   0.9  1.10  1.07  0.00  0.00  0.00    6.20   15.20    0.00    0.00    0.00
 2000 327    25     0     1     0.0   90.8    7834   76.9   13.9   3.0  14.3  13.5   7.6   1.1   0.6   0.6   0.0   0.0   0.0   0.1   0.5   1.0   0.9   0.9  1.09  1.06  0.00  0.00  0.00    6.48   15.69    0.00    0.00    0.00
 2000 328    26     0     1     0.0   90.6    7834   76.9   13.7   0.6   9.0  14.5   9.7   2.1   0.7   0.6   0.0   0.0   0.0   0.1   0.5   1.0   0.9   0.8  1.07  1.04  0.00  0.00  0.00    6.74   16.17    0.00    0.00    0.00
 2000 329    27     0     1     0.6   89.6    7833   76.0   13.5   0.5   7.0  12.2  10.0   3.9   1.2   0.7   0.0   0.0   0.0   0.1   0.4   1.0   0.9   0.8  1.06  1.03  0.00  0.00  0.00    7.04   16.61    0.00    0.00    0.00
 2000 330    28     0     1     0.8   88.2    7833   74.9   13.3   0.5   6.2  11.3  10.0   4.4   1.4   0.8   0.0   0.0   0.0   0.1   0.4   0.9   0.9   0.8  1.05  1.02  0.00  0.00  0.00    7.32   17.07    0.00    0.00    0.00
 2000 331    29     0     1     0.8   87.7    7833   74.6   13.1   0.6   6.0  11.1  10.1   4.5   1.5   0.8   0.0   0.0   0.0   0.1   0.4   0.9   0.9   0.8  1.04  1.00  0.00  0.00  0.00    7.59   17.51    0.00    0.00    0.00
 2000 332    30     0     1     0.8   87.1    7833   74.1   13.0   0.6   5.8  11.0  10.1   4.5   1.5   0.8   0.0   0.0   0.0   0.1   0.4   0.9   0.9   0.8  1.03  0.99  0.00  0.00  0.00    7.86   17.94    0.00    0.00    0.00
