*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 16, 2016; 17:55:43

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0214 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2001 008    72    69   60.7    0.0   60.7   0.00   1.51   85.2   25.6   35.1    1.5   1.51   0.85    0.00    3.79
 2001 009    73    70   61.0    0.0   61.0   0.00   1.52   85.6   25.1   35.9    1.5   1.52   0.83    0.00    3.91
 2001 010    74    71   61.4    0.0   61.4   0.00   1.51   86.1   24.6   36.8    1.5   1.51   0.84    0.00    4.04
 2001 011    75    72   61.6    0.0   61.6   0.00   1.51   86.5   24.0   37.6    1.5   1.51   0.81    0.00    4.17
 2001 012    76    73   61.9    0.0   61.9   0.00   1.51   86.9   23.4   38.4    1.5   1.51   0.78    0.00    4.30
 2001 013    77    74   62.0    0.0   62.0   0.00   1.50   87.2   22.8   39.3    1.5   1.50   0.76    0.00    4.42
 2001 014    78    75   62.2    3.7   58.6   1.47   1.42   87.5   21.5   37.1    1.4   1.42   0.76    0.00    4.55
 2001 015    79    76   62.4    5.7   56.7   1.46   1.37   87.7   20.8   35.9    1.4   1.37   0.76    0.00    4.68
 2001 016    80    77   62.5    7.4   55.1   1.46   1.34   87.9   20.2   34.9    1.3   1.34   0.76    0.00    4.82
 2001 017    81    78   62.7    9.2   53.5   1.45   1.30   88.2   19.6   33.9    1.3   1.30   0.76    0.00    4.95
 2001 018    82    79   63.0   11.6   51.4   1.41   1.26   88.7   19.1   32.3    1.3   1.26   0.77    0.00    5.08
 2001 019    83    80   63.3   13.1   50.2   1.39   1.22   89.2   18.4   31.8    1.2   1.22   0.77    0.00    5.21
 2001 020    84    81   63.6   14.7   48.9   1.37   1.19   89.6   17.9   31.0    1.2   1.19   0.76    0.00    5.34
 2001 021    85    82   63.9   16.7   47.2   1.35   1.14   90.1   17.3   29.9    1.1   1.14   0.76    0.00    5.48
 2001 022    86    83   64.2   18.9   45.3   1.33   1.10   90.5   16.6   28.7    1.1   1.10   0.75    0.00    5.61
 2001 023    87    84   64.4   21.1   43.3   1.31   1.05   90.9   15.9   27.4    1.1   1.05   0.75    0.00    5.75
 2001 024    88    85   64.7   23.3   41.4   1.29   1.00   91.3   15.2   26.2    1.0   1.00   0.75    0.00    5.88
 2001 025    89    86   65.0   25.3   39.6   1.27   0.96   91.7   14.5   25.1    1.0   0.96   0.76    0.00    6.02
 2001 026    90    87   65.3   27.3   37.9   1.26   0.92   92.1   13.9   24.0    0.9   0.92   0.76    0.00    6.15
 2001 027    91    88   65.5   29.3   36.3   1.24   0.88   92.5   13.3   23.0    0.9   0.88   0.77    0.00    6.29
 2001 028    92    89   65.8   31.1   34.7   1.22   0.84   92.9   12.7   22.0    0.8   0.84   0.77    0.00    6.43
 2001 029    93    90   66.0   32.4   33.6   1.20   0.81   93.2   12.3   21.3    0.8   0.81   0.77    0.00    6.57
 2001 030    94    91   66.2   33.8   32.4   1.19   0.79   93.5   11.9   20.5    0.8   0.79   0.77    0.00    6.71
 2001 031    95    92   66.4   35.4   31.0   1.17   0.75   93.8   11.4   19.6    0.8   0.75   0.77    0.00    6.85
 2001 032    96    93   66.6   37.0   29.6   1.15   0.72   94.1   10.9   18.8    0.7   0.72   0.78    0.00    6.99
 2001 033    97    94   66.9   38.5   28.4   1.13   0.70   94.5   10.5   17.9    0.7   0.70   0.78    0.00    7.13
 2001 034    98    95   67.1   39.4   27.7   1.11   0.67   94.8   10.2   17.5    0.7   0.67   0.79    0.00    7.27
 2001 035    99    96   67.3   40.6   26.7   1.10   0.65   95.0    9.8   16.9    0.6   0.65   0.79    0.00    7.41
 2001 036   100    97   67.5   42.0   25.5   1.08   0.62   95.3    9.4   16.1    0.6   0.62   0.80    0.00    7.55
 2001 037   101    98   67.8   43.2   24.5   1.06   0.61   95.7    9.2   15.4    0.6   0.61   0.80    0.00    7.69
 2001 038   102    99   68.1   44.4   23.7   1.04   0.60   96.0    9.0   14.6    0.6   0.60   0.81    0.00    7.83
 2001 039   103   100   68.4   45.5   22.9   1.02   0.59   96.3    8.9   14.0    0.6   0.59   0.81    0.00    7.97
 2001 040   104   101   68.8   46.6   22.2   1.00   0.58   96.6    8.8   13.4    0.6   0.58   0.81    0.00    8.11
 2001 041   105   102   69.1   47.6   21.6   0.99   0.58   97.0    8.8   12.7    0.6   0.58   0.82    0.00    8.25
 2001 042   106   103   69.4   48.2   21.1   0.98   0.58   97.3    8.8   12.3    0.6   0.58   0.82    0.00    8.40
 2001 043   107   104   69.5   49.0   20.5   0.97   0.57   97.5    8.6   11.9    0.6   0.57   0.83    0.00    8.54
 2001 044   108   105   69.7   49.8   19.9   0.96   0.56   97.7    8.4   11.5    0.6   0.56   0.83    0.00    8.68
 2001 045   109   106   70.2   50.7   19.5   0.94   0.57   98.1    8.6   10.9    0.6   0.57   0.83    0.00    8.82
 2001 046   110   107   70.6   51.6   19.0   0.93   0.57   98.3    8.6   10.4    0.6   0.57   0.83    0.00    8.96
 2001 047   111   108   71.1   52.5   18.5   0.91   0.57   98.6    8.6    9.9    0.6   0.57   0.83    0.00    9.10
 2001 048   112   109   71.5   53.4   18.1   0.90   0.57   98.9    8.7    9.4    0.6   0.57   0.83    0.00    9.24
 2001 049   113   110   71.7   53.9   17.7   0.90   0.58   99.2    8.8    9.0    0.6   0.58   0.83    0.00    9.37
 2001 050   114   111   71.9   54.5   17.4   0.89   0.57   99.5    8.6    8.8    0.6   0.57   0.84    0.00    9.51
 2001 051   115   112   71.9   54.5   17.4   0.89   0.57   99.8    8.6    8.8    0.6   0.57   0.84    0.00    9.51
 2001 052   116   113   71.9   54.5   17.4   0.89   0.57  100.1    8.6    8.8    0.6   0.57   0.84    0.00    9.51
 2001 053   117   114   71.9   54.5   17.4   0.89   0.57  100.4    8.6    8.8    0.6   0.57   0.84    0.00    9.51

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 16, 2016; 17:55:43

*RUN   2        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0214 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2001 305     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 306     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 307     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 308     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 309     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 310     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 311     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 312    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 313    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 314    12     9    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2001 315    13    10    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 2001 316    14    11    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.12    0.00    0.00
 2001 317    15    12    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.07    0.00    0.00
 2001 318    16    13    1.2    0.0    1.2   0.00   4.45    0.2    0.6    0.6    4.4   4.45   1.19    0.00    0.00
 2001 319    17    14    1.2    0.0    1.2   0.00   4.41    0.2    0.6    0.6    4.4   4.41   1.19    0.00    0.00
 2001 320    18    15    1.2    0.0    1.2   0.00   4.38    0.3    0.6    0.6    4.4   4.38   1.26    0.00    0.00
 2001 321    19    16    1.2    0.0    1.2   0.00   4.34    0.3    0.6    0.6    4.3   4.34   1.24    0.00    0.00
 2001 322    20    17    1.2    0.0    1.2   0.00   4.29    0.4    0.6    0.6    4.3   4.29   1.23    0.00    0.01
 2001 323    21    18    1.2    0.0    1.2   0.00   3.47    0.4    0.7    0.5    3.5   3.47   1.24    0.00    0.01
 2001 324    22    19    1.4    0.0    1.4   0.00   3.08    0.7    1.0    0.4    3.1   3.08   1.16    0.00    0.01
 2001 325    23    20    1.9    0.0    1.9   0.00   3.22    1.4    1.4    0.5    3.2   3.22   1.32    0.00    0.01
 2001 326    24    21    2.4    0.0    2.4   0.00   3.27    2.3    1.9    0.5    3.3   3.27   1.39    0.00    0.02
 2001 327    25    22    2.9    0.0    2.9   0.00   3.34    2.7    2.5    0.5    3.3   3.34   1.15    0.00    0.02
 2001 328    26    23    3.5    0.0    3.5   0.00   3.47    3.7    3.0    0.5    3.5   3.47   1.31    0.00    0.03
 2001 329    27    24    4.0    0.0    4.0   0.00   3.55    4.9    3.5    0.5    3.5   3.55   1.38    0.00    0.03
 2001 330    28    25    4.4    0.0    4.4   0.00   3.32    5.8    3.9    0.5    3.3   3.32   1.31    0.00    0.05
 2001 331    29    26    5.1    0.0    5.1   0.00   3.65    7.2    4.6    0.5    3.6   3.65   1.29    0.00    0.06
 2001 332    30    27    5.5    0.0    5.5   0.00   3.44    8.3    5.0    0.5    3.4   3.44   1.28    0.00    0.08
 2001 333    31    28    6.1    0.0    6.1   0.00   3.35    8.9    5.6    0.5    3.3   3.35   1.17    0.00    0.10
 2001 334    32    29    7.6    0.0    7.6   0.00   3.77   11.0    7.1    0.5    3.8   3.77   1.18    0.00    0.12
 2001 335    33    30    8.3    0.0    8.3   0.00   3.68   12.6    7.8    0.5    3.7   3.68   1.22    0.00    0.14
 2001 336    34    31    8.7    0.0    8.7   0.00   3.59   12.8    8.2    0.5    3.6   3.59   1.12    0.00    0.17
 2001 337    35    32    9.3    0.0    9.3   0.00   3.55   14.5    8.8    0.5    3.6   3.55   1.20    0.00    0.19
 2001 338    36    33   10.2    0.0   10.2   0.00   3.52   15.8    9.7    0.5    3.5   3.52   1.16    0.00    0.23
 2001 339    37    34   11.6    0.0   11.6   0.00   3.47   18.1   11.0    0.5    3.5   3.47   1.18    0.00    0.26
 2001 340    38    35   13.2    0.0   13.2   0.00   3.42   21.3   12.6    0.6    3.4   3.42   1.22    0.00    0.30
 2001 341    39    36   15.2    0.0   15.2   0.00   3.35   23.5   14.5    0.7    3.3   3.35   1.15    0.00    0.34
 2001 342    40    37   16.3    0.0   16.3   0.00   3.32   26.5   15.5    0.8    3.3   3.32   1.21    0.00    0.39
 2001 343    41    38   17.6    0.0   17.6   0.00   3.29   29.2   16.7    1.0    3.3   3.29   1.19    0.00    0.45
 2001 344    42    39   19.1    0.0   19.1   0.00   3.18   31.9   17.9    1.2    3.2   3.18   1.16    0.00    0.51
 2001 345    43    40   20.5    0.0   20.5   0.00   2.93   34.0   19.0    1.5    2.9   2.93   1.10    0.00    0.58
 2001 346    44    41   21.7    0.0   21.7   0.00   2.65   35.6   19.7    1.9    2.7   2.65   1.05    0.00    0.66
 2001 347    45    42   22.7    0.0   22.7   0.00   2.36   36.8   20.3    2.4    2.4   2.36   1.03    0.00    0.73
 2001 348    46    43   25.0    0.0   25.0   0.00   2.28   39.9   21.9    3.1    2.3   2.28   0.98    0.00    0.81
 2001 349    47    44   27.2    0.0   27.2   0.00   2.25   43.1   23.5    3.7    2.3   2.25   0.95    0.00    0.89
 2001 350    48    45   29.1    0.0   29.1   0.00   2.20   45.9   24.7    4.4    2.2   2.20   0.92    0.00    0.97
 2001 351    49    46   30.2    0.0   30.2   0.00   2.11   47.6   25.3    4.9    2.1   2.11   0.87    0.00    1.06
 2001 352    50    47   31.1    0.0   31.1   0.00   2.04   48.9   25.7    5.4    2.0   2.04   0.85    0.00    1.16
 2001 353    51    48   31.8    0.0   31.8   0.00   1.89   49.8   26.1    5.7    1.9   1.89   0.86    0.00    1.25
 2001 354    52    49   32.4    0.0   32.4   0.00   1.84   50.5   26.0    6.4    1.8   1.84   0.86    0.00    1.35
 2001 355    53    50   33.0    0.0   33.0   0.00   1.76   51.2   25.7    7.3    1.8   1.76   0.87    0.00    1.44
 2001 356    54    51   33.4    0.0   33.4   0.00   1.71   51.8   25.5    7.9    1.7   1.71   0.85    0.00    1.54
 2001 357    55    52   33.7    0.0   33.7   0.00   1.66   52.2   25.2    8.5    1.7   1.66   0.83    0.00    1.64
 2001 358    56    53   33.9    0.0   33.9   0.00   1.64   52.5   25.0    8.9    1.6   1.64   0.83    0.00    1.73
 2001 359    57    54   34.1    0.0   34.1   0.00   1.62   52.8   24.9    9.3    1.6   1.62   0.83    0.00    1.83
 2001 360    58    55   34.4    0.0   34.4   0.00   1.60   53.1   24.8    9.6    1.6   1.60   0.83    0.00    1.93
 2001 361    59    56   34.8    0.0   34.8   0.00   1.59   53.7   24.8   10.0    1.6   1.59   0.83    0.00    2.03
 2001 362    60    57   35.4    0.0   35.4   0.00   1.59   54.5   24.9   10.6    1.6   1.59   0.84    0.00    2.13
 2001 363    61    58   36.1    0.0   36.1   0.00   1.58   55.4   25.0   11.1    1.6   1.58   0.84    0.00    2.23
 2001 364    62    59   37.0    0.0   37.0   0.00   1.57   56.5   25.1   11.9    1.6   1.57   0.85    0.00    2.33
 2001 365    63    60   39.0    0.0   39.0   0.00   1.57   59.0   25.5   13.5    1.6   1.57   0.87    0.00    2.43
 2002 001    64    61   41.1    0.0   41.1   0.00   1.52   61.7   25.4   15.7    1.5   1.52   0.86    0.00    2.54
 2002 002    65    62   43.0    0.0   43.0   0.00   1.46   64.1   25.2   17.8    1.5   1.46   0.85    0.00    2.65
 2002 003    66    63   44.7    0.0   44.7   0.00   1.40   66.3   25.0   19.7    1.4   1.40   0.84    0.00    2.76
 2002 004    67    64   46.3    0.0   46.3   0.00   1.36   68.2   24.9   21.4    1.4   1.36   0.84    0.00    2.87
 2002 005    68    65   47.7    0.0   47.7   0.00   1.52   69.9   27.4   20.3    1.5   1.52   0.85    0.00    2.98
 2002 006    69    66   48.8    0.0   48.8   0.00   1.54   71.3   27.4   21.4    1.5   1.54   0.85    0.00    3.10
 2002 007    70    67   49.6    0.0   49.6   0.00   1.54   72.4   27.2   22.4    1.5   1.54   0.82    0.00    3.22
 2002 008    71    68   50.2    0.0   50.2   0.00   1.55   73.3   26.8   23.5    1.5   1.55   0.81    0.00    3.33
 2002 009    72    69   50.8    0.0   50.8   0.00   1.54   74.1   26.3   24.5    1.5   1.54   0.80    0.00    3.45
 2002 010    73    70   51.4    0.0   51.4   0.00   1.53   75.0   25.7   25.7    1.5   1.53   0.79    0.00    3.58
 2002 011    74    71   51.9    0.0   51.9   0.00   1.52   75.8   25.1   26.9    1.5   1.52   0.78    0.00    3.70
 2002 012    75    72   52.4    0.0   52.4   0.00   1.51   76.5   24.3   28.1    1.5   1.51   0.79    0.00    3.82
 2002 013    76    73   53.0    0.0   53.0   0.00   1.49   77.3   23.6   29.4    1.5   1.49   0.79    0.00    3.95
 2002 014    77    74   53.4    0.0   53.4   0.00   1.50   78.0   23.1   30.3    1.5   1.50   0.78    0.00    4.07
 2002 015    78    75   53.7    0.0   53.7   0.00   1.50   78.6   22.6   31.1    1.5   1.50   0.76    0.00    4.20
 2002 016    79    76   54.0    0.0   54.0   0.00   1.50   79.0   22.0   32.0    1.5   1.50   0.75    0.00    4.33
 2002 017    80    77   54.2    2.6   51.6   1.41   1.44   79.4   21.0   30.6    1.4   1.44   0.75    0.00    4.46
 2002 018    81    78   54.4    4.4   50.0   1.40   1.39   79.8   20.4   29.6    1.4   1.39   0.74    0.00    4.59
 2002 019    82    79   54.5    6.2   48.3   1.40   1.34   80.0   19.7   28.6    1.3   1.34   0.74    0.00    4.72
 2002 020    83    80   54.7    8.0   46.7   1.40   1.30   80.2   19.0   27.7    1.3   1.30   0.74    0.00    4.85
 2002 021    84    81   54.8    9.2   45.6   1.40   1.27   80.4   18.6   27.0    1.3   1.27   0.74    0.00    4.98
 2002 022    85    82   54.8   10.4   44.4   1.40   1.24   80.5   18.1   26.3    1.2   1.24   0.74    0.00    5.11
 2002 023    86    83   54.9   11.8   43.1   1.39   1.20   80.6   17.6   25.5    1.2   1.20   0.74    0.00    5.24
 2002 024    87    84   54.9   13.8   41.2   1.38   1.16   80.7   17.0   24.2    1.2   1.16   0.75    0.00    5.38
 2002 025    88    85   55.0   15.0   40.0   1.37   1.13   80.8   16.5   23.4    1.1   1.13   0.75    0.00    5.51
 2002 026    89    86   55.0   16.3   38.7   1.37   1.09   80.8   16.0   22.7    1.1   1.09   0.76    0.00    5.64
 2002 027    90    87   55.1   17.5   37.6   1.36   1.07   81.0   15.7   21.9    1.1   1.07   0.76    0.00    5.77
 2002 028    91    88   55.1   19.1   36.0   1.35   1.00   81.0   14.7   21.3    1.0   1.00   0.76    0.00    5.91
 2002 029    92    89   55.1   20.2   34.9   1.34   0.98   81.0   14.3   20.6    1.0   0.98   0.76    0.00    6.04
 2002 030    93    90   55.2   21.2   34.0   1.33   0.97   81.1   14.2   19.8    1.0   0.97   0.77    0.00    6.17
 2002 031    94    91   55.2   23.0   32.3   1.31   0.91   81.3   13.3   18.9    0.9   0.91   0.77    0.00    6.31
 2002 032    95    92   55.3   23.9   31.4   1.30   0.89   81.3   13.0   18.4    0.9   0.89   0.77    0.00    6.44
 2002 033    96    93   55.3   24.5   30.8   1.30   0.87   81.4   12.8   18.0    0.9   0.87   0.78    0.00    6.57
 2002 034    97    94   55.3   25.2   30.2   1.29   0.85   81.4   12.5   17.6    0.9   0.85   0.78    0.00    6.70
 2002 035    98    95   55.3   26.1   29.2   1.28   0.84   81.4   12.3   16.9    0.8   0.84   0.78    0.00    6.84
 2002 036    99    96   55.4   27.0   28.4   1.27   0.82   81.6   12.1   16.4    0.8   0.82   0.79    0.00    6.97
 2002 037   100    97   55.5   28.3   27.3   1.25   0.80   81.8   11.8   15.5    0.8   0.80   0.80    0.00    7.10
 2002 038   101    98   55.6   29.7   25.9   1.23   0.76   81.8   11.2   14.7    0.8   0.76   0.80    0.00    7.24
