*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 16, 2016; 17:55:43

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0214 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 2000 302     0  17.30  14.70   6.00  3.300  3.300  0.000  3.300  0.000    3.3    0.0    3.3    0.0
 2000 303     1  25.60  17.60   4.60  5.026  0.808  0.000  0.808  0.000    4.1    0.0    4.1    0.0
 2000 304     2  25.50  26.80  11.40  6.003  1.284  0.000  1.284  0.000    5.4    0.0    5.4    0.0
 2000 305     3  27.20  23.70  12.60  6.225  0.081  0.000  0.081  0.000    5.5    0.0    5.5    0.0
 2000 306     4  15.60  25.60  12.10  3.640  0.079  0.000  0.079  0.000    5.6    0.0    5.6    0.0
 2000 307     5  27.70  22.00  13.90  6.274  2.577  0.000  2.577  0.000    8.1    0.0    8.1    0.0
 2000 308     6  24.80  21.70   9.20  5.375  0.056  0.000  0.056  0.000    8.2    0.0    8.2    0.0
 2000 309     7  18.90  22.00   9.10  4.109  0.074  0.000  0.074  0.000    8.3    0.0    8.3    0.0
 2000 310     8  19.10  24.30  11.20  4.353  0.072  0.000  0.072  0.000    8.3    0.0    8.3    0.0
 2000 311     9  28.40  22.10  12.80  6.381  6.229  0.000  6.229  0.000   14.6    0.0   14.6    0.0
 2000 312    10   8.50  19.70  15.70  1.899  1.899  0.000  1.899  0.000   16.5    0.0   16.5    0.0
 2000 313    11  19.00  21.50  15.10  4.320  4.061  0.000  4.061  0.000   20.5    0.0   20.5    0.0
 2000 314    12  21.50  21.80  13.30  4.832  1.302  0.009  1.292  0.000   21.8    0.0   21.8    0.0
 2000 315    13  19.00  21.70  10.40  4.159  0.291  0.015  0.276  0.000   22.1    0.0   22.1    0.0
 2000 316    14  24.80  24.80  14.00  5.816  5.791  0.029  5.762  0.000   27.9    0.1   27.8    0.0
 2000 317    15  21.60  22.00  13.30  4.864  2.205  0.036  2.169  0.000   30.1    0.1   30.0    0.0
 2000 318    16  29.80  20.90  10.20  6.440  0.333  0.062  0.271  0.000   30.4    0.2   30.3    0.0
 2000 319    17  24.10  15.20   9.90  4.803  0.334  0.056  0.278  0.000   30.8    0.2   30.6    0.0
 2000 320    18  27.80  16.10   7.90  5.506  1.930  0.070  1.860  0.000   32.7    0.3   32.4    0.0
 2000 321    19  29.90  23.00   6.60  6.433  0.331  0.089  0.242  0.000   33.0    0.4   32.7    0.0
 2000 322    20  30.10  27.50  10.80  7.095  0.372  0.146  0.226  0.000   33.4    0.5   32.9    0.0
 2000 323    21  30.50  28.70  12.80  7.399  0.449  0.238  0.211  0.000   33.9    0.8   33.1    0.0
 2000 324    22  11.60  24.20   9.70  2.594  0.316  0.121  0.195  0.000   34.2    0.9   33.3    0.0
 2000 325    23  30.00  21.50   7.70  6.359  0.536  0.359  0.178  0.000   34.7    1.2   33.5    0.0
 2000 326    24  24.90  26.30   8.20  5.634  2.758  0.368  2.390  0.000   37.5    1.6   35.9    0.0
 2000 327    25  18.70  24.80  16.60  4.441  0.944  0.350  0.594  0.000   38.4    1.9   36.5    0.0
 2000 328    26  21.20  31.60  15.20  5.375  0.649  0.515  0.135  0.000   39.1    2.5   36.6    0.0
 2000 329    27  30.10  18.20  10.80  6.232  6.232  0.744  5.487  0.000   45.3    3.2   42.1    0.0
 2000 330    28  28.80  23.20   7.60  6.187  3.213  0.806  2.407  0.000   48.5    4.0   44.5    0.0
 2000 331    29  25.70  27.20  12.90  6.054  1.140  0.877  0.263  0.000   49.6    4.9   44.8    0.0
 2000 332    30  29.80  28.90  16.80  7.357  1.538  1.259  0.278  0.000   51.2    6.1   45.0    0.0
 2000 333    31  15.60  23.30  15.30  3.551  0.963  0.728  0.235  0.000   52.1    6.9   45.3    0.0
 2000 334    32  31.40  19.80  12.60  6.665  1.717  1.535  0.182  0.000   53.9    8.4   45.4    0.0
 2000 335    33  31.40  23.40  10.10  6.818  1.864  1.709  0.155  0.000   55.7   10.1   45.6    0.0
 2000 336    34  32.10  25.90  10.50  7.198  2.074  1.959  0.115  0.000   57.8   12.1   45.7    0.0
 2000 337    35  30.80  26.80  12.40  7.069  2.205  2.121  0.083  0.000   60.0   14.2   45.8    0.0
 2000 338    36  15.60  21.90  12.50  3.361  1.183  1.115  0.068  0.000   61.2   15.3   45.9    0.0
 2000 339    37  29.20  20.70  12.10  6.158  2.242  2.182  0.059  0.000   63.4   17.5   45.9    0.0
 2000 340    38  31.80  25.80   7.10  6.843  2.635  2.579  0.056  0.000   66.1   20.1   46.0    0.0
 2000 341    39  31.50  31.40  16.10  7.753  3.181  3.131  0.049  0.000   69.2   23.2   46.0    0.0
 2000 342    40  21.60  31.70  18.20  5.389  2.459  2.419  0.041  0.000   71.7   25.6   46.1    0.0
