*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 16, 2016; 17:55:43

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0214 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 2000 302     0    59      0      0      0     0     0   100  0.093  0.159  0.161  0.194  0.261  0.248  0.228  0.000  0.000  0.000
 2000 303     1    59      0      0      1     0     0   100  0.103  0.158  0.161  0.194  0.260  0.248  0.228  0.000  0.000  0.000
 2000 304     2    58      0      0      1     0     0   100  0.078  0.157  0.161  0.195  0.260  0.248  0.228  0.000  0.000  0.000
 2000 305     3    58      0      0      1     0     0   100  0.078  0.157  0.161  0.195  0.260  0.248  0.228  0.000  0.000  0.000
 2000 306     4    60      0      0      4     0     0   100  0.128  0.156  0.162  0.195  0.259  0.248  0.228  0.000  0.000  0.000
 2000 307     5    57      0      0      4     0     0   100  0.078  0.155  0.162  0.195  0.259  0.248  0.228  0.000  0.000  0.000
 2000 308     6    57      0      0      4     0     0   100  0.078  0.155  0.162  0.196  0.259  0.248  0.228  0.000  0.000  0.000
 2000 309     7    57      0      0      4     0     0   100  0.078  0.154  0.162  0.196  0.258  0.248  0.228  0.000  0.000  0.000
 2000 310     8    69      0      0     16     0     0   100  0.250  0.190  0.162  0.196  0.258  0.248  0.228  0.000  0.000  0.000
 2000 311     9    66      0      0     19     0     0   100  0.117  0.209  0.170  0.196  0.258  0.248  0.228  0.000  0.000  0.000
 2000 312    10    70      0      0     24     0     0   100  0.182  0.205  0.177  0.196  0.258  0.248  0.228  0.000  0.000  0.000
 2000 313    11    66      0      0     24     0     0   100  0.103  0.202  0.179  0.197  0.257  0.248  0.228  0.000  0.000  0.000
 2000 314    12    64      0      0     24     0     0   100  0.082  0.198  0.179  0.197  0.257  0.248  0.228  0.000  0.000  0.000
 2000 315    13    81      0      0     41     0     0   100  0.286  0.224  0.205  0.197  0.257  0.248  0.228  0.000  0.000  0.000
 2000 316    14    75      0      0     41     0     0   100  0.120  0.211  0.205  0.224  0.257  0.248  0.228  0.000  0.000  0.000
 2000 317    15    73      0      0     41     0     0   100  0.082  0.202  0.205  0.224  0.259  0.248  0.228  0.000  0.000  0.000
 2000 318    16    73      0      0     41     0     0   100  0.082  0.199  0.205  0.224  0.259  0.248  0.228  0.000  0.000  0.000
 2000 319    17    74      0      0     43     0     0   100  0.114  0.196  0.205  0.224  0.260  0.248  0.228  0.000  0.000  0.000
 2000 320    18    72      0      0     43     0     0   100  0.082  0.193  0.205  0.224  0.260  0.248  0.228  0.000  0.000  0.000
 2000 321    19    72      0      0     43     0     0   100  0.081  0.191  0.204  0.224  0.260  0.248  0.228  0.000  0.000  0.000
 2000 322    20    71      0      0     43     0     0   100  0.081  0.188  0.204  0.224  0.260  0.248  0.228  0.000  0.000  0.000
 2000 323    21    71      0      0     43     0     0   100  0.081  0.184  0.204  0.224  0.260  0.248  0.228  0.000  0.000  0.000
 2000 324    22    71      0      0     43     0     0   100  0.080  0.182  0.203  0.224  0.260  0.248  0.228  0.000  0.000  0.000
