*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 14:33:04

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0121 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 1987 184     0   13.0   10.0   11.0    3.7    7.4   0.74   18.0   11.0   14.2   15.6   11.0   14.2   15.6   86.4    330
 1987 185     1    0.0   10.0   11.0   12.8   25.6   0.10   19.9    7.8   13.3   15.7    7.8   13.3   15.7   86.4    330
 1987 186     2    0.0   10.0   11.0   12.7   25.4   0.11   22.5    8.1   14.6   17.6    8.1   14.6   17.6   86.4    330
 1987 187     3    0.0   10.0   11.0   12.8   25.6   0.10   23.1    7.8   14.7   17.3    7.8   14.7   17.3   86.4    330
 1987 188     4    0.0   10.0   11.0    7.3   14.6   0.49   18.5    8.8   13.2   14.8    8.8   13.2   14.8   86.4    330
 1987 189     5    0.0   10.0   11.0    8.5   17.0   0.41   19.0    8.8   13.4   15.1    8.8   13.4   15.1   86.4    330
 1987 190     6    0.0   10.0   11.1    3.8    7.6   0.74   16.4   10.3   13.1   14.1   10.3   13.1   14.1   86.4    330
 1987 191     7    0.0   10.0   11.1   10.8   21.6   0.25   22.3   12.9   17.1   18.8   12.9   17.1   18.8   86.4    330
 1987 192     8   35.8   10.1   11.1    4.8    9.6   0.67   24.7   14.8   19.3   21.0   14.8   19.3   21.0   86.4    330
 1987 193     9    0.0   10.1   11.1    9.0   18.0   0.38   20.2   10.4   14.8   16.5   10.4   14.8   16.5   86.4    330
 1987 194    10    0.0   10.1   11.1    4.1    8.2   0.72   15.5   11.0   13.0   13.8   11.0   13.0   13.8   86.4    330
 1987 195    11    0.0   10.1   11.1    7.0   14.0   0.53   20.7   10.3   15.0   16.8   10.3   15.0   16.8   86.4    330
 1987 196    12    0.0   10.1   11.1   10.5   21.0   0.29   28.0   16.7   21.8   23.8   16.7   21.8   23.8   86.4    330
 1987 197    13    0.0   10.1   11.1    6.1   12.2   0.59   25.2   11.1   17.5   19.9   11.1   17.5   19.9   86.4    330
 1987 198    14    0.0   10.1   11.2    3.9    7.8   0.74   12.6    9.8   11.1   11.6    9.8   11.1   11.6   86.4    330
 1987 199    15    0.0   10.2   11.2   13.5   27.0   0.10   11.6    3.7    7.3    8.7    3.7    7.3    8.7   86.4    330
 1987 200    16    0.0   10.2   11.2   12.5   25.0   0.18    5.4   -3.6    0.5    2.0   -3.6    0.5    2.0   86.4    330
 1987 201    17    0.0   10.2   11.2   11.7   23.4   0.23   13.8    0.5    6.5    8.9    0.5    6.5    8.9   86.4    330
 1987 202    18    0.0   10.2   11.2   11.2   22.4   0.27   15.3    0.1    7.0    9.7    0.1    7.0    9.7   86.4    330
 1987 203    19    0.0   10.2   11.2    4.0    8.0   0.74   14.9    3.7    8.8   10.7    3.7    8.8   10.7   86.4    330
 1987 204    20   12.0   10.3   11.3    4.1    8.2   0.74   15.5   12.4   13.8   14.4   12.4   13.8   14.4   86.4    330
 1987 205    21   11.0   10.3   11.3    5.8   11.6   0.63   21.1   11.6   15.9   17.6   11.6   15.9   17.6   86.4    330
 1987 206    22    0.0   10.3   11.3    7.5   15.0   0.52   27.7   19.0   23.0   24.5   19.0   23.0   24.5   86.4    330
 1987 207    23   13.0   10.3   11.3    4.1    8.2   0.74   12.1   11.3   11.7   11.8   11.3   11.7   11.8   86.4    330
 1987 208    24    8.3   10.3   11.3    4.2    8.4   0.74   22.3   12.5   17.0   18.7   12.5   17.0   18.7   86.4    330
 1987 209    25    0.0   10.4   11.3   11.6   23.2   0.28   17.0    7.5   11.8   13.5    7.5   11.8   13.5   86.4    330
 1987 210    26    0.0   10.4   11.4    4.2    8.4   0.74   14.0   11.9   12.9   13.2   11.9   12.9   13.2   86.4    330
 1987 211    27   14.0   10.4   11.4   14.6   29.2   0.10   12.8    6.8    9.5   10.6    6.8    9.5   10.6   86.4    330
 1987 212    28    0.0   10.4   11.4    9.8   19.6   0.40   11.9    3.7    7.5    8.9    3.7    7.5    8.9   86.4    330
 1987 213    29    0.0   10.5   11.4   15.2   30.4   0.08   18.4    4.8   11.0   13.5    4.8   11.0   13.5   86.4    330
 1987 214    30    0.0   10.5   11.5   14.4   28.8   0.14   19.5    7.4   12.9   15.1    7.4   12.9   15.1   86.4    330
 1987 215    31    0.0   10.5   11.5   14.0   28.0   0.17   17.5    3.0    9.7   12.3    3.0    9.7   12.3   86.4    330
 1987 216    32    0.0   10.5   11.5    8.1   16.2   0.52   14.1    4.8    9.1   10.7    4.8    9.1   10.7   86.4    330
 1987 217    33   13.1   10.6   11.5    4.4    8.8   0.74   12.0    9.9   10.9   11.2    9.9   10.9   11.2   86.4    330
 1987 218    34    7.2   10.6   11.5    4.5    9.0   0.74    9.6    7.7    8.6    8.9    7.7    8.6    8.9   86.4    330
 1987 219    35   15.8   10.6   11.6    9.2   18.4   0.47   14.4    8.0   10.9   12.1    8.0   10.9   12.1   86.4    330
 1987 220    36    0.0   10.6   11.6    7.1   14.2   0.59   16.6    6.7   11.3   13.1    6.7   11.3   13.1   86.4    330
