*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 12:24:37

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0110 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1990 191     0   7.60  13.90   6.30  1.437  1.437  0.000  1.437  0.000    1.4    0.0    1.4    0.0
 1990 192     1  13.70  18.20   5.20  2.729  1.828  0.000  1.828  0.000    3.3    0.0    3.3    0.0
 1990 193     2  13.80  17.60   3.90  2.691  1.252  0.000  1.252  0.000    4.5    0.0    4.5    0.0
 1990 194     3  13.40  19.70   6.00  2.746  2.615  0.000  2.615  0.000    7.1    0.0    7.1    0.0
 1990 195     4   9.40  19.20   7.80  1.945  1.945  0.000  1.945  0.000    9.1    0.0    9.1    0.0
 1990 196     5   6.90  20.00  10.10  1.474  1.460  0.000  1.460  0.000   10.5    0.0   10.5    0.0
 1990 197     6   5.50  15.70  10.10  1.107  1.107  0.000  1.107  0.000   11.6    0.0   11.6    0.0
 1990 198     7   8.40  16.00   9.40  1.687  1.687  0.000  1.687  0.000   13.3    0.0   13.3    0.0
 1990 199     8  12.00  11.20   1.60  2.069  2.069  0.000  2.069  0.000   15.4    0.0   15.4    0.0
 1990 200     9  12.30   8.90  -2.00  1.956  1.956  0.000  1.956  0.000   17.4    0.0   17.4    0.0
 1990 201    10  11.70   8.10  -1.20  1.852  1.852  0.000  1.852  0.000   19.2    0.0   19.2    0.0
 1990 202    11   9.40   8.60  -1.00  1.505  0.952  0.000  0.952  0.000   20.2    0.0   20.2    0.0
 1990 203    12  12.50   8.80  -5.60  1.899  1.899  0.000  1.899  0.000   22.1    0.0   22.1    0.0
 1990 204    13  12.50  13.90  -0.70  2.197  1.709  0.000  1.709  0.000   23.8    0.0   23.8    0.0
 1990 205    14  14.00  14.70   2.10  2.567  1.214  0.000  1.214  0.000   25.0    0.0   25.0    0.0
 1990 206    15  14.70   6.50  -1.00  2.266  0.996  0.000  0.996  0.000   26.0    0.0   26.0    0.0
 1990 207    16  11.00  12.00   4.00  1.972  0.865  0.000  0.865  0.000   26.8    0.0   26.8    0.0
 1990 208    17  13.50  16.00   1.70  2.515  0.775  0.000  0.775  0.000   27.6    0.0   27.6    0.0
 1990 209    18  14.90  10.20   1.10  2.513  0.709  0.000  0.709  0.000   28.3    0.0   28.3    0.0
 1990 210    19  14.20  12.70  -1.10  2.436  0.657  0.000  0.657  0.000   29.0    0.0   29.0    0.0
 1990 211    20  12.80  12.80  -1.00  2.202  0.615  0.000  0.615  0.000   29.6    0.0   29.6    0.0
 1990 212    21  13.00  14.90  -1.90  2.292  0.580  0.000  0.580  0.000   30.2    0.0   30.2    0.0
 1990 213    22  13.00  17.50   3.80  2.529  0.551  0.000  0.551  0.000   30.7    0.0   30.7    0.0
 1990 214    23  14.40  19.90   3.70  2.897  0.525  0.000  0.525  0.000   31.3    0.0   31.3    0.0
 1990 215    24  14.80  21.50   5.00  3.081  0.503  0.000  0.503  0.000   31.8    0.0   31.8    0.0
 1990 216    25  14.80  21.90   5.70  3.118  0.483  0.000  0.483  0.000   32.2    0.0   32.2    0.0
 1990 217    26  14.50  25.90  10.20  3.343  0.466  0.000  0.466  0.000   32.7    0.0   32.7    0.0
 1990 218    27  15.60  23.40  13.90  3.595  0.450  0.000  0.450  0.000   33.2    0.0   33.2    0.0
 1990 219    28  15.20  25.90  14.40  3.625  0.443  0.007  0.436  0.000   33.6    0.0   33.6    0.0
 1990 220    29  12.90  25.00  12.80  3.004  0.435  0.012  0.423  0.000   34.0    0.0   34.0    0.0
 1990 221    30  14.70  20.50  10.30  3.164  1.619  0.019  1.600  0.000   35.7    0.0   35.6    0.0
 1990 222    31  15.10  22.30   8.90  3.287  0.448  0.025  0.422  0.000   36.1    0.1   36.0    0.0
 1990 223    32  15.40  28.00  11.90  3.689  0.445  0.035  0.411  0.000   36.6    0.1   36.5    0.0
 1990 224    33  15.30  28.40  12.10  3.687  0.445  0.045  0.400  0.000   37.0    0.1   36.9    0.0
 1990 225    34  14.50  28.00  12.80  3.493  0.466  0.076  0.390  0.000   37.5    0.2   37.2    0.0
 1990 226    35   5.20  25.80  14.90  1.239  0.421  0.040  0.380  0.000   37.9    0.3   37.6    0.0
 1990 227    36   7.50  15.80  10.50  1.511  1.511  0.067  1.444  0.000   39.4    0.3   39.1    0.0
 1990 228    37  14.80  18.90   8.50  3.053  3.053  0.150  2.904  0.000   42.4    0.5   42.0    0.0
 1990 229    38  16.80  21.40   7.70  3.557  2.874  0.196  2.677  0.000   45.3    0.7   44.6    0.0
 1990 230    39  16.20  20.80   6.00  3.348  2.833  0.211  2.622  0.000   48.2    0.9   47.3    0.0
 1990 231    40  12.80  20.80  10.40  2.749  1.600  0.192  1.408  0.000   49.8    1.1   48.7    0.0
 1990 232    41  17.30  21.00  10.30  3.718  1.388  0.295  1.093  0.000   51.1    1.4   49.8    0.0
 1990 233    42  14.80  20.90   6.70  3.073  1.201  0.275  0.926  0.000   52.3    1.6   50.7    0.0
 1990 234    43  13.00  18.40   8.30  2.644  1.076  0.258  0.818  0.000   53.4    1.9   51.5    0.0
 1990 235    44  17.00  15.60   4.40  3.197  1.077  0.336  0.741  0.000   54.5    2.2   52.3    0.0
 1990 236    45  11.20  18.10   3.70  2.170  0.913  0.230  0.682  0.000   55.4    2.5   52.9    0.0
 1990 237    46  13.00  24.60   9.60  2.900  0.941  0.305  0.636  0.000   56.4    2.8   53.6    0.0
 1990 238    47  16.40  25.50  11.70  3.759  1.048  0.450  0.597  0.000   57.4    3.2   54.2    0.0
 1990 239    48   6.80  17.60   5.50  1.326  1.326  0.183  1.143  0.000   58.7    3.4   55.3    0.0
 1990 240    49  18.80   9.70   2.00  3.125  3.125  0.449  2.677  0.000   61.8    3.9   58.0    0.0
 1990 241    50  17.80  14.60  -1.20  3.104  3.104  0.379  2.725  0.000   65.0    4.2   60.7    0.0
 1990 242    51  16.80  21.80   2.90  3.421  2.377  0.213  2.164  0.000   67.3    4.4   62.9    0.0
 1990 243    52   5.50  11.80   5.50  0.991  0.991  0.065  0.926  0.000   68.3    4.5   63.8    0.0
 1990 244    53  10.70  10.20   0.80  1.785  1.322  0.120  1.202  0.000   69.6    4.6   65.0    0.0
 1990 245    54  17.70  11.60  -2.30  2.925  2.925  0.144  2.781  0.000   72.6    4.8   67.8    0.0
 1990 246    55  19.80  16.80   2.50  3.757  1.516  0.059  1.457  0.000   74.1    4.8   69.2    0.0
 1990 247    56   5.60  16.40   7.10  1.105  1.105  0.021  1.084  0.000   75.2    4.9   70.3    0.0
 1990 248    57   6.00  18.60  13.40  1.291  0.979  0.035  0.944  0.000   76.2    4.9   71.3    0.0
 1990 249    58   5.70  15.40  13.40  1.173  1.173  0.050  1.123  0.000   77.3    4.9   72.4    0.0
 1990 250    59   5.80  15.90  12.80  1.195  1.105  0.055  1.051  0.000   78.4    5.0   73.4    0.0
 1990 251    60   5.80  14.30  10.30  1.141  1.141  0.057  1.083  0.000   79.6    5.1   74.5    0.0
 1990 252    61  19.70  23.50   7.80  4.292  4.292  0.230  4.063  0.000   83.9    5.3   78.6    0.0
 1990 253    62  15.20  27.50  11.60  3.584  2.601  0.274  2.327  0.000   86.5    5.6   80.9    0.0
 1990 254    63   9.60  23.10  10.70  2.122  2.122  0.213  1.909  0.000   88.6    5.8   82.8    0.0
 1990 255    64  17.10  13.80   5.20  3.150  3.150  0.374  2.776  0.000   91.8    6.1   85.6    0.0
 1990 256    65  18.80  11.80   2.70  3.263  2.663  0.448  2.214  0.000   94.4    6.6   87.8    0.0
 1990 257    66  20.40  14.20   0.50  3.594  3.203  0.489  2.714  0.000   97.6    7.1   90.5    0.0
 1990 258    67  21.40  18.40   3.40  4.149  1.884  0.467  1.417  0.000   99.5    7.5   92.0    0.0
 1990 259    68  17.80  21.60   7.90  3.760  1.535  0.437  1.098  0.000  101.0    8.0   93.1    0.0
 1990 260    69  10.60  17.70  10.60  2.171  1.229  0.300  0.929  0.000  102.3    8.3   94.0    0.0
 1990 261    70   9.30  17.90  11.00  1.913  1.913  0.299  1.614  0.000  104.2    8.6   95.6    0.0
 1990 262    71  13.80  17.70  10.00  2.798  2.798  0.500  2.299  0.000  107.0    9.1   97.9    0.0
 1990 263    72   6.40  17.90  13.30  1.338  1.338  0.267  1.071  0.000  108.3    9.4   99.0    0.0
 1990 264    73   6.40  20.50  15.80  1.411  1.376  0.307  1.069  0.000  109.7    9.7  100.0    0.0
 1990 265    74  20.10  18.60   9.20  4.071  4.071  0.960  3.110  0.000  113.8   10.6  103.1    0.0
 1990 266    75  18.60  13.50   5.40  3.366  2.412  0.858  1.555  0.000  116.2   11.5  104.7    0.0
 1990 267    76  22.30  15.00   3.20  4.035  2.209  1.052  1.157  0.000  118.4   12.5  105.9    0.0
 1990 268    77  23.20  16.30   3.10  4.282  2.038  1.074  0.964  0.000  120.4   13.6  106.8    0.0
 1990 269    78  23.40  20.50   5.10  4.682  1.978  1.134  0.844  0.000  122.4   14.7  107.7    0.0
 1990 270    79  21.30  24.00   8.90  4.607  1.971  1.212  0.760  0.000  124.4   16.0  108.4    0.0
 1990 271    80   6.80  21.70  12.20  1.463  1.132  0.435  0.697  0.000  125.5   16.4  109.1    0.0
 1990 272    81  19.30  22.00  11.30  4.124  1.991  1.344  0.647  0.000  127.5   17.7  109.8    0.0
 1990 273    82  19.30  25.20   8.90  4.195  2.100  1.493  0.607  0.000  129.6   19.2  110.4    0.0
 1990 274    83  21.70  28.10  12.90  5.029  2.519  1.946  0.574  0.000  132.1   21.2  110.9    0.0
 1990 275    84  24.20  24.00  11.90  5.266  2.842  2.297  0.545  0.000  135.0   23.5  111.5    0.0
 1990 276    85  21.80  26.60  13.30  4.932  2.851  2.331  0.520  0.000  137.8   25.8  112.0    0.0
 1990 277    86  17.90  30.10  17.50  4.335  2.723  2.225  0.499  0.000  140.5   28.0  112.5    0.0
 1990 278    87   7.10  19.10  17.30  1.499  1.322  0.843  0.480  0.000  141.9   28.9  113.0    0.0
 1990 279    88   9.40  22.70  17.20  2.068  2.068  1.214  0.854  0.000  143.9   30.1  113.8    0.0
 1990 280    89   7.20  21.60  17.70  1.564  1.564  0.966  0.598  0.000  145.5   31.0  114.4    0.0
 1990 281    90  11.50  20.40  13.70  2.374  2.374  1.518  0.855  0.000  147.9   32.6  115.3    0.0
 1990 282    91  23.40  22.30   9.50  4.764  4.764  3.146  1.618  0.000  152.6   35.7  116.9    0.0
 1990 283    92  21.00  22.30  11.30  4.334  4.334  2.936  1.398  0.000  157.0   38.6  118.3    0.0
 1990 284    93   9.00  22.10  14.50  1.900  1.900  1.321  0.579  0.000  158.9   40.0  118.9    0.0
 1990 285    94  25.50  19.40  11.30  5.047  5.047  3.607  1.440  0.000  163.9   43.6  120.3    0.0
 1990 286    95  26.10  21.60   7.60  5.141  5.141  3.738  1.403  0.000  169.0   47.3  121.7    0.0
 1990 287    96  24.80  22.60  11.50  5.114  5.114  3.769  1.345  0.000  174.2   51.1  123.1    0.0
 1990 288    97  25.50  20.10   8.90  4.968  4.968  3.726  1.242  0.000  179.1   54.8  124.3    0.0
 1990 289    98  26.40  20.50   5.00  4.987  4.732  3.781  0.952  0.000  183.9   58.6  125.3    0.0
 1990 290    99  15.20  21.40   8.90  3.009  3.009  2.295  0.715  0.000  186.9   60.9  126.0    0.0
 1990 291   100  24.50  24.40  14.30  5.269  5.269  4.058  1.211  0.000  192.1   64.9  127.2    0.0
 1990 292   101  17.30  24.00  15.30  3.728  3.728  2.918  0.810  0.000  195.9   67.9  128.0    0.0
 1990 293   102  16.40  23.70  15.70  3.528  3.528  2.803  0.725  0.000  199.4   70.7  128.7    0.0
 1990 294   103  22.20  24.00  14.20  4.730  4.730  3.807  0.923  0.000  204.1   74.5  129.7    0.0
 1990 295   104  27.10  24.80  13.10  5.774  5.774  4.693  1.081  0.000  209.9   79.2  130.7    0.0
 1990 296   105  21.10  25.60  13.10  4.537  4.537  3.717  0.820  0.000  214.4   82.9  131.6    0.0
 1990 297   106  20.80  22.20  13.80  4.311  4.311  3.557  0.754  0.000  218.7   86.4  132.3    0.0
 1990 298   107  14.30  24.70  11.80  3.006  3.006  2.490  0.516  0.000  221.8   88.9  132.8    0.0
