*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 02, 2016; 15:29:24

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0107 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 1990 214     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 215     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 216     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 217     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 218     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 219     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 220     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 221    10     7    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 1990 222    11     8    1.3    0.0    1.3   0.00   4.55    0.2    0.6    0.6    4.5   4.55   1.09    0.00    0.00
 1990 223    12     9    1.3    0.0    1.3   0.00   4.55    0.2    0.6    0.6    4.5   4.55   1.05    0.00    0.00
 1990 224    13    10    1.3    0.0    1.3   0.00   4.48    0.2    0.6    0.6    4.5   4.48   1.13    0.00    0.00
 1990 225    14    11    1.2    0.0    1.2   0.00   4.45    0.2    0.6    0.6    4.4   4.45   1.15    0.00    0.00
 1990 226    15    12    1.2    0.0    1.2   0.00   4.45    0.2    0.6    0.6    4.4   4.45   1.11    0.00    0.00
 1990 227    16    13    1.2    0.0    1.2   0.00   4.40    0.2    0.6    0.6    4.4   4.40   1.15    0.00    0.00
 1990 228    17    14    1.2    0.0    1.2   0.00   4.39    0.3    0.6    0.6    4.4   4.39   1.21    0.00    0.00
 1990 229    18    15    1.2    0.0    1.2   0.00   4.37    0.3    0.6    0.6    4.4   4.37   1.24    0.00    0.00
 1990 230    19    16    1.2    0.0    1.2   0.00   4.35    0.4    0.6    0.6    4.4   4.35   1.25    0.00    0.01
 1990 231    20    17    1.2    0.0    1.2   0.00   3.96    0.4    0.7    0.6    4.0   3.96   1.18    0.00    0.01
 1990 232    21    18    1.3    0.0    1.3   0.00   3.73    0.6    0.8    0.5    3.7   3.73   1.22    0.00    0.01
 1990 233    22    19    1.5    0.0    1.5   0.00   3.85    0.9    1.0    0.5    3.8   3.85   1.22    0.00    0.01
 1990 234    23    20    1.7    0.0    1.7   0.00   3.89    1.1    1.1    0.5    3.9   3.89   1.21    0.00    0.02
 1990 235    24    21    1.9    0.0    1.9   0.00   4.09    1.4    1.3    0.6    4.1   4.09   1.34    0.00    0.02
