*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 12:24:35

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0109 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 191     0     0     0     0.0   99.3   16646   76.4   22.8  16.0  15.2  15.1   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.6   1.3   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.52    1.62    0.00    0.00    0.00
 1990 192     1     0     0     0.0   99.8   16645   77.7   22.1  16.3  15.5  15.3   8.7   4.6   0.0   0.1   0.1   0.0   0.0   0.3   1.2   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.02    2.86    0.00    0.00    0.00
 1990 193     2     0     0     0.0  100.3   16645   78.8   21.5  16.5  15.6  15.4   8.8   4.7   0.1   0.1   0.2   0.0   0.0   0.2   1.1   1.4   1.3   1.4  1.51  1.40  1.37  0.00  0.00    1.53    3.94    0.00    0.00    0.00
 1990 194     3     0     0     0.0  100.8   16644   79.8   21.0   5.8  16.1  18.9   8.8   4.8   0.1   0.2   0.2   0.0   0.0   0.2   1.0   1.4   1.3   1.3  1.51  1.37  1.32  0.00  0.00    2.03    4.95    0.00    0.00    0.00
 1990 195     4     0     0     0.0  101.3   16644   80.6   20.7   5.9  15.6  19.3   9.0   4.8   0.1   0.2   0.2   0.0   0.0   0.1   1.1   1.4   1.3   1.3  1.51  1.33  1.28  0.00  0.00    2.54    5.76    0.00    0.00    0.00
 1990 196     5     0     0     0.0  101.8   16643   81.5   20.3   5.9  15.6  19.5   9.1   4.9   0.1   0.3   0.3   0.0   0.0   0.1   1.0   1.4   1.2   1.2  1.52  1.30  1.25  0.00  0.00    3.05    6.71    0.00    0.00    0.00
 1990 197     6     0     0     0.0  102.4   16642   82.5   19.9   5.2  15.9  19.7   9.3   4.9   0.1   0.3   0.3   0.0   0.0   0.1   0.9   1.3   1.2   1.2  1.52  1.27  1.21  0.00  0.00    3.59    7.67    0.00    0.00    0.00
 1990 198     7     0     0     0.0  102.9   16642   83.2   19.7   5.1  15.7  20.0   9.4   5.0   0.1   0.4   0.4   0.0   0.0   0.2   0.9   1.3   1.1   1.2  1.52  1.25  1.17  0.00  0.00    4.13    8.42    0.00    0.00    0.00
 1990 199     8     0     0     0.0  103.4   16641   84.2   19.3   4.5  15.6  20.3   9.6   5.0   0.2   0.4   0.4   0.0   0.0   0.1   0.9   1.3   1.1   1.1  1.53  1.22  1.14  0.00  0.00    4.65    9.35    0.00    0.00    0.00
 1990 200     9     0     0     0.0  103.9   16641   84.9   19.0   4.6  15.4  20.5   9.7   5.1   0.2   0.4   0.5   0.0   0.0   0.1   0.9   1.3   1.1   1.1  1.53  1.19  1.10  0.00  0.00    5.14   10.07    0.00    0.00    0.00
