*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 15:40:57

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0202 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1990 196     0   6.90  20.00  10.10  1.534  1.534  0.000  1.534  0.000    1.5    0.0    1.5    0.0
 1990 197     1   5.50  15.70  10.10  1.152  1.152  0.000  1.152  0.000    2.7    0.0    2.7    0.0
 1990 198     2   8.40  16.00   9.40  1.756  1.756  0.000  1.756  0.000    4.4    0.0    4.4    0.0
 1990 199     3  12.00  11.20   1.60  2.153  2.153  0.000  2.153  0.000    6.6    0.0    6.6    0.0
 1990 200     4  12.30   8.90  -2.00  2.036  2.036  0.000  2.036  0.000    8.6    0.0    8.6    0.0
 1990 201     5  11.70   8.10  -1.20  1.927  1.881  0.000  1.881  0.000   10.5    0.0   10.5    0.0
 1990 202     6   9.40   8.60  -1.00  1.566  1.566  0.000  1.566  0.000   12.1    0.0   12.1    0.0
 1990 203     7  12.50   8.80  -5.60  1.976  1.976  0.000  1.976  0.000   14.1    0.0   14.1    0.0
 1990 204     8  12.50  13.90  -0.70  2.286  1.417  0.000  1.417  0.000   15.5    0.0   15.5    0.0
 1990 205     9  14.00  14.70   2.10  2.671  1.098  0.000  1.098  0.000   16.6    0.0   16.6    0.0
 1990 206    10  14.70   6.50  -1.00  2.358  0.929  0.000  0.929  0.000   17.5    0.0   17.5    0.0
 1990 207    11  11.00  12.00   4.00  2.052  0.820  0.000  0.820  0.000   18.3    0.0   18.3    0.0
 1990 208    12  13.50  16.00   1.70  2.617  0.743  0.000  0.743  0.000   19.1    0.0   19.1    0.0
 1990 209    13  14.90  10.20   1.10  2.615  0.683  0.000  0.683  0.000   19.7    0.0   19.7    0.0
 1990 210    14  14.20  12.70  -1.10  2.535  0.637  0.000  0.637  0.000   20.4    0.0   20.4    0.0
 1990 211    15  12.80  12.80  -1.00  2.292  0.598  0.000  0.598  0.000   21.0    0.0   21.0    0.0
 1990 212    16  13.00  14.90  -1.90  2.385  0.566  0.000  0.566  0.000   21.5    0.0   21.5    0.0
 1990 213    17  13.00  17.50   3.80  2.632  0.539  0.000  0.539  0.000   22.1    0.0   22.1    0.0
 1990 214    18  14.40  19.90   3.70  3.014  0.515  0.000  0.515  0.000   22.6    0.0   22.6    0.0
 1990 215    19  14.80  21.50   5.00  3.206  0.313  0.000  0.313  0.000   22.9    0.0   22.9    0.0
 1990 216    20  14.80  21.90   5.70  3.244  0.156  0.000  0.156  0.000   23.1    0.0   23.1    0.0
 1990 217    21  14.50  25.90  10.20  3.479  0.150  0.000  0.150  0.000   23.2    0.0   23.2    0.0
 1990 218    22  15.60  23.40  13.90  3.741  0.144  0.000  0.144  0.000   23.4    0.0   23.4    0.0
 1990 219    23  15.20  25.90  14.40  3.773  0.139  0.000  0.139  0.000   23.5    0.0   23.5    0.0
 1990 220    24  12.90  25.00  12.80  3.126  0.142  0.007  0.135  0.000   23.6    0.0   23.6    0.0
 1990 221    25  14.70  20.50  10.30  3.293  0.144  0.013  0.130  0.000   23.8    0.0   23.8    0.0
 1990 222    26  15.10  22.30   8.90  3.421  0.544  0.015  0.528  0.000   24.3    0.0   24.3    0.0
 1990 223    27  15.40  28.00  11.90  3.839  0.524  0.018  0.506  0.000   24.9    0.1   24.8    0.0
 1990 224    28  15.30  28.40  12.10  3.837  0.506  0.020  0.486  0.000   25.4    0.1   25.3    0.0
 1990 225    29  14.50  28.00  12.80  3.639  0.490  0.022  0.468  0.000   25.9    0.1   25.8    0.0
 1990 226    30   5.20  25.80  14.90  1.292  0.469  0.017  0.452  0.000   26.3    0.1   26.2    0.0
 1990 227    31   7.50  15.80  10.50  1.574  0.283  0.027  0.256  0.000   26.6    0.1   26.5    0.0
 1990 228    32  14.80  18.90   8.50  3.183  3.183  0.080  3.102  0.000   29.8    0.2   29.6    0.0
 1990 229    33  16.80  21.40   7.70  3.707  3.327  0.115  3.211  0.000   33.1    0.3   32.8    0.0
 1990 230    34  16.20  20.80   6.00  3.488  3.110  0.134  2.976  0.000   36.2    0.5   35.8    0.0
