*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 01, 2016; 15:14:21

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0102 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1975 184     0     0     0     0.0   99.3   16646   76.5   22.8  16.0  15.3  15.1   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.6   1.3   1.5   1.4   1.4  1.50  1.47  1.45  0.00  0.00    0.54    1.69    0.00    0.00    0.00
 1975 185     1     0     0     0.0   99.8   16645   77.8   22.1  16.2  15.6  15.3   8.7   4.6   0.0   0.1   0.1   0.0   0.0   0.3   1.2   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.07    2.95    0.00    0.00    0.00
 1975 186     2     0     0     0.0  100.4   16644   78.9   21.5  13.3  17.3  15.4   8.8   4.7   0.1   0.1   0.2   0.0   0.0   0.2   1.1   1.4   1.3   1.4  1.51  1.40  1.37  0.00  0.00    1.60    4.05    0.00    0.00    0.00
 1975 187     3     0     1     0.0  100.9   16644   79.9   21.0   6.0  15.7  19.2   8.8   4.8   0.1   0.2   0.2   0.0   0.0   0.1   1.0   1.4   1.3   1.3  1.51  1.37  1.33  0.00  0.00    2.11    5.06    0.00    0.00    0.00
 1975 188     4     0     1     0.0  101.4   16643   80.6   20.7   6.1  15.1  19.6   9.0   4.8   0.1   0.2   0.2   0.0   0.0   0.1   1.0   1.4   1.2   1.3  1.51  1.34  1.29  0.00  0.00    2.60    5.83    0.00    0.00    0.00
 1975 189     5     0     1     0.0  101.9   16643   81.6   20.3   6.2  15.2  19.6   9.2   4.9   0.1   0.3   0.3   0.0   0.0   0.1   1.0   1.4   1.2   1.2  1.52  1.31  1.25  0.00  0.00    3.09    6.74    0.00    0.00    0.00
 1975 190     6     0     1     0.0  102.4   16642   82.5   19.9   6.3  15.4  19.6   9.3   4.9   0.1   0.3   0.3   0.0   0.0   0.1   0.9   1.3   1.2   1.2  1.52  1.28  1.22  0.00  0.00    3.60    7.65    0.00    0.00    0.00
 1975 191     7     0     1     0.0  102.9   16642   83.4   19.5   6.4  15.5  19.7   9.5   5.0   0.1   0.3   0.4   0.0   0.0   0.1   0.8   1.3   1.1   1.2  1.52  1.25  1.18  0.00  0.00    4.12    8.55    0.00    0.00    0.00
 1975 192     8     0     1     0.0  103.4   16641   84.3   19.2   5.1  16.0  19.9   9.6   5.0   0.2   0.4   0.4   0.0   0.0   0.1   0.8   1.3   1.1   1.1  1.53  1.22  1.15  0.00  0.00    4.67    9.46    0.00    0.00    0.00
 1975 193     9     0     1     0.0  104.0   16641   85.0   19.0   3.2  13.1  20.8  11.4   5.1   0.2   0.4   0.4   0.0   0.0   0.2   0.8   1.3   1.1   1.1  1.53  1.20  1.11  0.00  0.00    5.24   10.19    0.00    0.00    0.00
 1975 194    10     0     1     0.0  104.6   16640   85.6   18.9   3.4  12.9  20.2  12.0   5.2   0.2   0.5   0.5   0.0   0.0   0.1   0.9   1.4   1.0   1.1  1.53  1.17  1.08  0.00  0.00    5.79   10.81    0.00    0.00    0.00
 1975 195    11     0     1     0.0  105.1   16640   86.2   18.9   3.6  12.9  20.0  12.3   5.2   0.2   0.5   0.5   0.0   0.0   0.1   1.0   1.4   1.0   1.0  1.53  1.15  1.05  0.00  0.00    6.32   11.41    0.00    0.00    0.00
 1975 196    12     0     1     0.0  105.6   16639   86.9   18.7   1.6   8.4  16.8  13.0   8.4   1.2   0.6   0.6   0.0   0.0   0.1   0.9   1.5   1.0   1.0  1.54  1.12  1.02  0.00  0.00    6.83   12.11    0.00    0.00    0.00
 1975 197    13     0     1     0.2  105.8   16639   86.9   19.0   1.6   8.3  16.5  12.7   8.5   1.5   0.7   0.6   0.0   0.0   0.1   0.9   1.6   1.0   1.0  1.55  1.13  1.01  0.00  0.00    7.29   12.28    0.00    0.00    0.00
 1975 198    14     0     1     0.3  106.1   16638   86.9   19.2   1.8   8.2  16.2  12.6   8.5   1.6   0.7   0.6   0.0   0.0   0.1   1.0   1.6   1.0   1.0  1.57  1.13  1.00  0.00  0.00    7.72   12.47    0.11    0.00    0.00
 1975 199    15     0     1     0.4  106.3   16638   87.0   19.3   2.0   8.3  16.1  12.4   8.5   1.7   0.8   0.6   0.0   0.0   0.1   0.9   1.7   1.0   1.1  1.58  1.13  1.00  0.00  0.00    8.11   12.77    0.17    0.00    0.00
 1975 200    16     0     1     0.4  106.6   16638   87.2   19.4   2.2   8.3  16.1  12.3   8.4   1.7   0.8   0.6   0.0   0.0   0.1   0.8   1.7   1.0   1.1  1.59  1.13  0.99  0.00  0.00    8.48   13.06    0.19    0.00    0.00
 1975 201    17     0     1     0.5  106.9   16637   87.6   19.3   2.4   8.3  16.2  12.3   8.4   1.8   0.8   0.6   0.0   0.0   0.1   0.8   1.7   1.1   1.1  1.61  1.13  0.98  0.00  0.00    8.82   13.45    0.22    0.00    0.00
 1975 202    18     0     1     0.5  107.2   16637   87.9   19.3   2.7   8.3  16.3  12.3   8.4   1.8   0.8   0.6   0.0   0.0   0.1   0.8   1.6   1.1   1.1  1.62  1.13  0.98  0.00  0.00    9.16   13.83    0.24    0.00    0.00
 1975 203    19     0     1     0.5  107.5   16637   88.3   19.3   2.9   8.3  16.3  12.3   8.4   1.8   0.8   0.7   0.0   0.0   0.1   0.7   1.6   1.1   1.1  1.63  1.13  0.97  0.00  0.00    9.51   14.21    0.25    0.00    0.00
 1975 204    20     0     1     0.5  107.9   16636   88.7   19.2   3.1   8.4  16.4  12.3   8.4   1.8   0.8   0.7   0.0   0.0   0.1   0.7   1.6   1.1   1.1  1.64  1.13  0.96  0.00  0.00    9.89   14.60    0.26    0.00    0.00
 1975 205    21     0     1     0.5  108.3   16636   89.1   19.2   3.4   8.4  16.4  12.4   8.4   1.8   0.9   0.7   0.0   0.0   0.1   0.7   1.5   1.1   1.1  1.66  1.13  0.96  0.00  0.00   10.29   15.08    0.27    0.00    0.00
 1975 206    22     0     1     0.5  108.7   16635   89.6   19.1   3.6   8.5  16.5  12.4   8.4   1.8   0.9   0.7   0.0   0.0   0.1   0.6   1.5   1.0   1.1  1.67  1.13  0.95  0.00  0.00   10.70   15.56    0.27    0.00    0.00
 1975 207    23     0     1     0.5  109.1   16635   90.1   19.0   3.8   8.6  16.6  12.5   8.5   1.8   0.9   0.7   0.0   0.0   0.1   0.6   1.5   1.0   1.1  1.68  1.13  0.94  0.00  0.00   11.10   16.02    0.28    0.00    0.00
 1975 208    24     0     1     0.5  109.5   16635   90.5   19.0   3.9   8.6  16.6  12.5   8.5   1.8   0.9   0.7   0.0   0.0   0.1   0.6   1.4   1.0   1.2  1.69  1.13  0.93  0.00  0.00   11.49   16.47    0.29    0.00    0.00
 1975 209    25     0     1     0.5  109.8   16634   90.9   18.9   4.1   8.7  16.7  12.6   8.5   1.8   0.9   0.7   0.0   0.0   0.1   0.6   1.4   1.0   1.2  1.71  1.13  0.93  0.00  0.00   11.86   16.90    0.29    0.00    0.00
 1975 210    26     0     1     0.5  110.2   16634   91.3   18.9   3.9   8.9  16.7  12.6   8.5   1.8   0.9   0.7   0.0   0.0   0.1   0.5   1.4   0.9   1.2  1.72  1.13  0.92  0.00  0.00   12.23   17.31    0.30    0.00    0.00
 1975 211    27     0     1     0.5  110.6   16633   91.7   18.8   4.0   9.0  16.8  12.6   8.5   1.8   0.9   0.7   0.0   0.0   0.1   0.5   1.4   0.9   1.2  1.73  1.13  0.91  0.00  0.00   12.61   17.73    0.30    0.00    0.00
 1975 212    28     0     1     0.5  110.8   16633   92.0   18.8   4.0   9.0  16.8  12.7   8.5   1.8   0.9   0.8   0.0   0.0   0.1   0.5   1.4   0.9   1.2  1.74  1.13  0.91  0.00  0.00   12.99   18.14    0.31    0.00    0.00
 1975 213    29     0     1     0.5  111.2   16633   92.4   18.8   4.2   9.0  16.9  12.7   8.5   1.8   0.9   0.8   0.0   0.0   0.1   0.5   1.3   0.9   1.2  1.76  1.13  0.90  0.00  0.00   13.41   18.58    0.31    0.00    0.00
 1975 214    30     0     1     0.5  111.6   16632   92.9   18.8   4.3   9.1  17.0  12.7   8.6   1.8   0.9   0.8   0.0   0.0   0.1   0.5   1.3   0.9   1.2  1.77  1.13  0.90  0.00  0.00   13.88   19.05    0.31    0.00    0.00
 1975 215    31     0     1     0.5  112.1   16632   93.4   18.7   4.5   9.2  17.1  12.8   8.6   1.8   1.0   0.8   0.0   0.0   0.1   0.5   1.3   0.8   1.2  1.78  1.13  0.89  0.00  0.00   14.37   19.62    0.32    0.00    0.00
 1975 216    32     0     1     0.5  112.6   16631   94.0   18.6   4.7   9.2  17.2  12.8   8.7   1.8   1.0   0.8   0.0   0.0   0.1   0.5   1.3   0.8   1.1  1.80  1.13  0.88  0.00  0.00   14.85   20.19    0.32    0.00    0.00
 1975 217    33     0     1     0.5  113.1   16631   94.6   18.5   4.8   9.3  17.2  12.8   8.7   1.8   1.0   0.8   0.0   0.0   0.1   0.5   1.3   0.8   1.1  1.81  1.13  0.88  0.00  0.00   15.34   20.75    0.32    0.00    0.00
 1975 218    34     0     1     0.5  113.6   16630   95.1   18.5   5.0   9.4  17.3  12.9   8.8   1.8   1.0   0.8   0.0   0.0   0.1   0.5   1.3   0.8   1.1  1.82  1.13  0.87  0.00  0.00   15.81   21.28    0.32    0.00    0.00
 1975 219    35     0     1     0.5  114.0   16630   95.6   18.4   5.2   9.4  17.4  12.9   8.8   1.8   1.0   0.8   0.0   0.0   0.1   0.5   1.3   0.8   1.1  1.84  1.13  0.86  0.00  0.00   16.24   21.78    0.33    0.00    0.00
 1975 220    36     0     1     0.5  114.4   16629   96.0   18.3   5.3   9.5  17.4  12.9   8.9   1.8   1.0   0.8   0.0   0.0   0.1   0.5   1.2   0.8   1.0  1.85  1.13  0.86  0.00  0.00   16.64   22.25    0.33    0.00    0.00
 1975 221    37     0     1     0.5  114.8   16629   96.5   18.3   4.5  10.0  17.5  13.0   8.9   1.9   1.0   0.8   0.0   0.0   0.1   0.5   1.2   0.8   1.0  1.86  1.13  0.85  0.00  0.00   17.04   22.70    0.33    0.00    0.00
 1975 222    38     0     1     0.5  115.2   16629   96.9   18.3   2.6   8.1  17.3  14.2   9.6   1.9   1.0   0.9   0.0   0.0   0.2   0.5   1.2   0.8   1.0  1.87  1.13  0.85  0.00  0.00   17.45   23.08    0.33    0.00    0.00
 1975 223    39     0     1     0.5  115.6   16628   97.0   18.6   1.7   6.9  15.7  13.7  10.5   2.7   1.2   0.9   0.0   0.0   0.2   0.6   1.3   0.8   1.0  1.88  1.13  0.84  0.00  0.00   17.87   23.22    0.34    0.00    0.00
 1975 224    40     0     1     0.6  115.9   16628   97.0   18.9   1.5   6.5  15.3  13.6  10.6   2.9   1.3   0.9   0.0   0.0   0.2   0.6   1.3   0.8   1.0  1.90  1.13  0.84  0.00  0.00   18.28   23.34    0.38    0.00    0.00
 1975 225    41     0     1     1.0  115.9   16627   96.7   19.2   1.6   6.4  15.0  13.2  10.5   3.2   1.5   1.0   0.0   0.0   0.2   0.7   1.4   0.8   1.0  1.91  1.13  0.83  0.00  0.00   18.73   23.51    0.42    0.00    0.00
 1975 226    42     0     1     1.2  116.0   16627   96.6   19.4   1.9   6.4  14.8  12.9  10.4   3.3   1.6   1.0   0.0   0.0   0.1   0.7   1.5   0.8   1.1  1.93  1.14  0.83  0.00  0.00   19.19   23.71    0.46    0.00    0.00
 1975 227    43     0     1     1.3  116.3   16626   96.8   19.6   2.0   6.4  14.7  12.8  10.4   3.3   1.6   1.0   0.0   0.0   0.1   0.7   1.5   0.9   1.1  1.94  1.14  0.82  0.00  0.00   19.63   24.02    0.58    0.00    0.00
 1975 228    44     0     1     1.3  116.7   16626   97.1   19.6   2.0   6.6  14.8  12.7  10.4   3.3   1.6   1.1   0.0   0.0   0.2   0.7   1.5   0.9   1.1  1.95  1.14  0.82  0.00  0.00   20.08   24.41    0.65    0.00    0.00
 1975 229    45     0     1     1.4  117.0   16626   97.3   19.7   2.1   6.6  14.9  12.7  10.3   3.4   1.6   1.1   0.0   0.0   0.1   0.7   1.5   0.9   1.1  1.97  1.14  0.81  0.00  0.00   20.54   24.78    0.70    0.00    0.00
 1975 230    46     0     1     1.4  117.4   16625   97.6   19.7   2.3   6.6  15.0  12.7  10.3   3.4   1.7   1.1   0.0   0.0   0.1   0.7   1.4   0.9   1.1  1.98  1.14  0.81  0.00  0.00   20.99   25.23    0.73    0.00    0.00
 1975 231    47     0     1     1.5  117.8   16625   98.0   19.7   2.5   6.7  15.1  12.7  10.3   3.4   1.7   1.1   0.0   0.0   0.1   0.7   1.4   0.9   1.1  1.99  1.14  0.80  0.00  0.00   21.46   25.68    0.75    0.00    0.00
 1975 232    48    45     2     1.5  163.1   16624  121.0   42.2  43.4   6.7  15.2  12.7  10.3   3.4   1.7   1.1   0.0   0.0  40.5   0.6   1.4   0.9   1.1  2.00  1.14  0.80  0.00  0.00   21.97   26.16    0.77    0.00    0.06
 1975 233    49    45     2     1.5  163.6   16624  136.9   26.7  70.9   7.1  15.3  12.7  10.3   3.4   1.7   1.1   0.0   0.0  12.5   0.6   1.4   1.0   1.1  2.02  1.14  0.79  0.00  0.00   22.49   42.07    0.79    0.00    0.12
 1975 234    50    45     2     1.5  164.0   16623  142.6   21.4  54.0  17.3  16.7  13.1  10.5   3.4   1.7   1.1   0.0   0.0   3.1   0.6   1.4   0.9   1.2  2.03  1.14  0.79  0.00  0.00   23.03   47.76    0.80    0.00    0.21
 1975 235    51    45     2     1.9  163.9   16622  142.4   21.4  24.9  20.3  17.7  13.3  11.5   4.9   2.5   1.4   0.0   0.0   2.6   0.7   1.4   1.0   1.2  2.04  1.14  0.78  0.00  0.00   23.56   48.24    0.83    0.00    0.25
 1975 236    52    45     2     2.6  163.2   16622  141.7   21.6  25.1  19.9  17.4  12.9  11.3   5.0   2.7   1.6   0.0   0.0   2.1   0.7   1.5   1.0   1.2  2.06  1.15  0.78  0.00  0.00   24.09   48.60    1.01    0.00    0.30
 1975 237    53    45     2     2.7  163.2   16621  142.2   21.0  22.7  20.5  17.7  13.0  11.3   5.1   2.8   1.6   0.0   0.0   0.5   0.8   1.6   1.0   1.2  2.07  1.15  0.78  0.00  0.00   24.63   49.63    1.13    0.00    0.37
 1975 238    54    45     2     2.9  163.2   16621  142.0   21.3  15.2  19.6  18.1  13.3  11.7   5.6   3.0   1.7   0.0   0.0   0.5   0.9   1.6   1.0   1.2  2.09  1.15  0.78  0.00  0.00   25.14   49.81    1.24    0.00    0.41
 1975 239    55    45     2     3.7  161.8   16620  140.5   21.3  15.4  19.1  17.6  12.9  11.5   5.7   3.2   1.8   0.0   0.0   0.1   0.9   1.7   1.0   1.2  2.10  1.16  0.78  0.00  0.00   25.59   50.09    1.93    0.00    0.51
 1975 240    56    45     2     3.8  161.8   16620  140.3   21.5  15.7  18.9  17.4  12.7  11.4   5.7   3.3   1.9   0.0   0.0   0.0   0.9   1.7   1.1   1.2  2.11  1.16  0.77  0.00  0.00   26.03   50.28    2.23    0.00    0.56
 1975 241    57    45     2     4.2  161.6   16620  140.0   21.7  16.1  18.9  17.3  12.6  11.3   5.7   3.3   1.9   0.0   0.0   0.1   0.9   1.8   1.1   1.3  2.13  1.16  0.77  0.00  0.00   26.47   50.58    2.43    0.00    0.56
 1975 242    58    45     2     4.3  161.6   16619  140.0   21.6  16.6  18.6  17.3  12.5  11.2   5.7   3.4   2.0   0.0   0.0   0.1   0.8   1.7   1.1   1.3  2.14  1.16  0.77  0.00  0.00   26.89   51.04    2.52    0.00    0.56
 1975 243    59    45     2     4.4  161.7   16619  140.2   21.6  17.1  18.5  17.4  12.4  11.2   5.7   3.4   2.0   0.0   0.0   0.1   0.8   1.7   1.1   1.3  2.15  1.16  0.76  0.00  0.00   27.33   51.51    2.59    0.00    0.56
 1975 244    60    45     2     4.5  161.9   16618  140.4   21.5  17.6  18.4  17.4  12.4  11.1   5.7   3.4   2.0   0.0   0.0   0.1   0.7   1.6   1.1   1.3  2.16  1.16  0.76  0.00  0.00   27.80   52.01    2.64    0.00    0.57
 1975 245    61    45     2     4.6  162.0   16618  140.5   21.5  18.1  18.3  17.4  12.4  11.1   5.7   3.4   2.0   0.0   0.0   0.1   0.7   1.6   1.1   1.3  2.17  1.16  0.76  0.00  0.00   28.31   52.54    2.67    0.00    0.57
 1975 246    62    45     2     4.7  162.0   16617  140.5   21.5  18.4  18.1  17.4  12.5  11.1   5.7   3.4   2.0   0.0   0.0   0.1   0.7   1.6   1.1   1.3  2.19  1.16  0.75  0.00  0.00   28.84   53.08    2.69    0.00    0.57
 1975 247    63    45     2     4.7  162.0   16617  140.6   21.4  18.7  18.0  17.3  12.5  11.2   5.7   3.4   2.0   0.0   0.0   0.1   0.6   1.5   1.1   1.3  2.20  1.16  0.75  0.00  0.00   29.40   53.74    2.70    0.00    0.57
 1975 248    64    45     2     4.7  162.2   16616  141.0   21.3  19.0  17.9  17.3  12.6  11.2   5.8   3.4   2.1   0.0   0.0   0.1   0.6   1.5   1.1   1.3  2.21  1.16  0.74  0.00  0.00   29.97   54.40    2.72    0.00    0.58
 1975 249    65    45     2     4.7  162.4   16615  141.3   21.2  11.5  18.5  19.0  13.0  11.2   5.8   3.4   2.1   0.0   0.0   0.1   0.6   1.4   1.0   1.3  2.22  1.16  0.74  0.00  0.00   30.56   55.06    2.73    0.00    0.58
