*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2013 003   137   134   7249   25.06    1.08   12.02    7.07    3.65    0.00    7.2   13.9   24.1   18.4    6.38   19.54   32.06
 2013 004   138   135   7307   27.03    0.87   11.59    7.03    6.03    0.11    7.1   13.6   30.4   24.7    6.41   19.55   31.92
 2013 005   139   136   7324   14.66    1.10    7.21    3.42    4.03    0.02    7.0   13.2   24.5   22.0    6.40   19.57   31.92
 2013 006   140   137   7346   15.28    1.00    7.25    3.59    4.11    0.04    6.8   12.8   25.8   22.1    6.40   19.58   31.90
 2013 007   141   138   7365   13.90    0.96    6.66    3.21    3.83    0.04    6.7   12.4   24.0   21.7    6.40   19.58   31.89
 2013 008   142   139   7424   23.23    0.83   10.00    6.05    5.34    0.08    6.5   12.1   29.0   24.2    6.42   19.59   31.81
 2013 009   143   140   7476   22.45    0.85    9.56    5.79    5.45    0.08    6.4   11.8   28.6   24.9    6.43   19.60   31.72
 2013 010   144   141   7546   23.76    0.69   10.14    6.33    4.94    0.10    6.3   11.5   28.4   23.2    6.44   19.61   31.66
 2013 011   145   142   7618   23.02    0.60   10.00    6.33    4.25    0.11    6.2   11.3   26.6   21.4    6.44   19.59   31.63
 2013 012   146   143   7688   22.17    0.62    9.64    6.07    4.17    0.10    6.1   11.1   26.2   21.4    6.45   19.59   31.61
 2013 013   147   144   7758   22.10    0.65    9.68    6.13    4.08    0.08    6.0   10.8   26.3   21.1    6.45   19.58   31.60
 2013 014   148   145   7816   20.24    0.67    8.48    5.31    4.59    0.09    5.9   10.5   27.6   23.2    6.46   19.58   31.56
 2013 015   149   146   7881   20.21    0.65    9.15    3.75    4.81    0.09    5.8   10.3   28.4   23.8    6.38   19.76   31.87
 2013 016   150   147   7700   18.38    0.00    7.76    2.79    4.78    0.46    5.9   10.0   28.7   24.2    6.31   19.93   32.15
 2013 017   151   148   7543   12.20    0.22    5.50    1.77    3.39    0.17    5.9    9.6   24.1   21.6    6.26   20.02   32.34
 2013 018   152   149   7420   12.44    0.74    5.42    2.00    4.12    0.00    5.6    8.8   28.2   24.3    6.22   20.11   32.49
 2013 019   153   150   7321   10.23    0.60    4.38    1.85    3.31    0.00    5.3    8.1   26.3   22.2    6.20   20.16   32.58
 2013 020   154   151   7242    8.17    0.50    3.53    1.30    2.85    0.00    5.1    7.5   25.5   21.0    6.18   20.20   32.67
 2013 021   155   152   7172    6.47    0.44    2.55    0.99    2.78    0.00    4.9    7.0   26.3   21.2    6.17   20.22   32.71
 2013 022   156   153   7100    4.36    0.41    1.29    0.37    3.16    0.00    4.6    6.5   28.9   23.6    6.17   20.22   32.71
 2013 023   157   154   7036    3.47    0.39    0.39    0.11    3.37    0.00    4.4    6.1   29.0   25.3    6.17   20.22   32.70
 2013 024   158   155   6980    2.26    0.34    0.00    0.00    2.98    0.00    4.1    5.7   27.5   24.2    6.17   20.22   32.70
 2013 025   159   156   6939    2.29    0.27    0.51    0.15    1.93    0.00    3.9    5.4   22.8   18.8    6.17   20.22   32.70
 2013 026   160   157   6904    1.70    0.23    0.27    0.08    1.60    0.00    3.8    5.1   22.6   16.4    6.17   20.22   32.71
 2013 027   161   158   6872    1.55    0.23    0.00    0.00    2.02    0.00    3.6    4.9   25.8   19.0    6.17   20.22   32.71

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN  15        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2013 235     3     0      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0    7.5    5.1    0.00    0.00    0.00
 2013 236     4     1      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0    7.8    5.9    0.00    0.00    0.00
 2013 237     5     2      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0    8.6    6.7    0.00    0.00    0.00
 2013 238     6     3      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0    8.5    5.4    0.00    0.00    0.00
 2013 239     7     4      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   11.3    7.4    0.00    0.00    0.00
 2013 240     8     5      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   16.5    9.8    0.00    0.00    0.00
 2013 241     9     6      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   20.4   14.0    0.00    0.00    0.00
 2013 242    10     7      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   22.4   15.7    0.00    0.00    0.00
 2013 243    11     8      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   23.7   17.5    0.00    0.00    0.00
 2013 244    12     9      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   22.9   17.9    0.00    0.00    0.00
 2013 245    13    10      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   23.5   18.8    0.00    0.00    0.00
 2013 246    14    11      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   13.5   10.3    0.00    0.00    0.00
 2013 247    15    12      7    0.00    0.00    0.00    0.00    0.00    0.00    4.0    8.0   12.4    7.0    0.00    0.00    0.00
 2013 248    16    13      8    0.07    0.00    0.05    0.02    0.00    0.00    4.0    7.9   17.1   11.7    0.00    0.00    0.00
 2013 249    17    14      8    0.12    0.00    0.07    0.02    0.01    0.00    3.9    7.9   23.8   17.5    0.00    0.00    0.00
 2013 250    18    15      9    0.14    0.00    0.09    0.03    0.01    0.00    3.9    7.7   27.6   22.9    0.00    0.00    0.00
 2013 251    19    16     10    0.16    0.00    0.10    0.03    0.01    0.00    3.8    7.7   21.9   17.7    0.00    0.00    0.00
 2013 252    20    17     11    0.20    0.00    0.12    0.04    0.01    0.00    3.8    7.6   27.1   20.6    0.00    0.00    0.00
 2013 253    21    18     13    0.22    0.00    0.13    0.04    0.02    0.00    3.7    7.5   31.2   25.6    0.00    0.00    0.00
 2013 254    22    19     14    0.25    0.00    0.15    0.05    0.03    0.00    3.7    7.5   31.1   25.2    0.00    0.00    0.00
 2013 255    23    20     16    0.27    0.00    0.17    0.05    0.03    0.00    3.6    7.4   31.3   25.4    0.00    0.00    0.00
 2013 256    24    21     16    0.09    0.00    0.06    0.02    0.01    0.00    3.6    7.4   17.8   15.3    0.00    0.00    0.00
 2013 257    25    22     16    0.06    0.00    0.04    0.01    0.00    0.00    3.6    7.3   11.8   11.6    0.00    0.00    0.00
 2013 258    26    23     17    0.08    0.00    0.05    0.02    0.01    0.00    3.6    7.3   15.3   13.9    0.00    0.00    0.00
 2013 259    27    24     17    0.11    0.00    0.06    0.03    0.01    0.00    3.6    7.3   16.6   13.8    0.00    0.00    0.00
 2013 260    28    25     18    0.06    0.00    0.04    0.01    0.00    0.00    3.6    7.3    9.3    7.1    0.00    0.00    0.00
 2013 261    29    26     19    0.15    0.00    0.09    0.03    0.00    0.00    3.6    7.3   13.8    9.1    0.00    0.00    0.00
 2013 262    30    27     20    0.24    0.00    0.15    0.05    0.01    0.00    3.6    7.3   17.0   11.3    0.00    0.00    0.00
 2013 263    31    28     22    0.29    0.00    0.18    0.06    0.01    0.00    3.6    7.3   19.6   14.6    0.00    0.00    0.00
 2013 264    32    29     24    0.28    0.00    0.17    0.06    0.01    0.00    3.6    7.3   17.9   13.4    0.00    0.00    0.00
 2013 265    33    30     24    0.12    0.00    0.07    0.03    0.01    0.00    3.6    7.3   14.5   12.5    0.00    0.00    0.00
 2013 266    34    31     25    0.10    0.00    0.06    0.02    0.00    0.00    3.6    7.3   11.0    9.0    0.00    0.00    0.00
 2013 267    35    32     25    0.11    0.00    0.07    0.02    0.00    0.00    3.6    7.3   11.8    8.4    0.00    0.00    0.00
 2013 268    36    33     27    0.25    0.00    0.16    0.05    0.01    0.00    3.7    7.3   14.8    9.4    0.00    0.00    0.00
 2013 269    37    34     29    0.30    0.00    0.19    0.06    0.01    0.00    3.7    7.3   16.5   11.1    0.00    0.00    0.00
 2013 270    38    35     31    0.37    0.00    0.23    0.08    0.02    0.00    3.6    7.3   19.0   14.8    0.00    0.00    0.00
 2013 271    39    36     33    0.39    0.00    0.24    0.08    0.02    0.00    3.6    7.3   20.0   17.0    0.00    0.00    0.00
 2013 272    40    37     36    0.40    0.00    0.24    0.09    0.02    0.00    3.6    7.3   18.1   15.1    0.00    0.00    0.00
 2013 273    41    38     38    0.38    0.00    0.24    0.09    0.02    0.00    3.6    7.3   17.0   13.1    0.00    0.00    0.00
 2013 274    42    39     41    0.52    0.00    0.33    0.11    0.02    0.00    3.6    7.3   17.6   12.4    0.00    0.00    0.00
 2013 275    43    40     44    0.48    0.00    0.31    0.10    0.02    0.00    3.6    7.4   15.8   10.6    0.00    0.00    0.00
 2013 276    44    41     48    0.58    0.00    0.36    0.12    0.03    0.00    3.6    7.4   19.1   15.3    0.00    0.00    0.00
 2013 277    45    42     51    0.55    0.00    0.34    0.12    0.02    0.00    3.6    7.4   16.7   13.8    0.00    0.00    0.00
 2013 278    46    43     55    0.56    0.00    0.36    0.12    0.02    0.00    3.6    7.4   16.4   12.8    0.00    0.00    0.00
 2013 279    47    44     59    0.72    0.00    0.46    0.15    0.03    0.00    3.6    7.4   18.3   12.8    0.00    0.00    0.00
 2013 280    48    45     65    0.87    0.00    0.56    0.18    0.04    0.00    3.6    7.4   20.0   13.8    0.00    0.00    0.00
 2013 281    49    46     72    1.10    0.00    0.69    0.23    0.06    0.00    3.6    7.4   22.4   16.7    0.00    0.00    0.00
 2013 282    50    47     78    1.14    0.00    0.70    0.24    0.08    0.00    3.6    7.4   24.5   18.4    0.00    0.00    0.00
 2013 283    51    48     84    1.04    0.01    0.64    0.21    0.09    0.00    3.6    7.3   25.3   21.3    0.00    0.00    0.00
 2013 284    52    49     90    0.98    0.00    0.61    0.20    0.07    0.00    3.5    7.3   20.8   19.0    0.00    0.00    0.00
 2013 285    53    50     94    0.64    0.00    0.39    0.13    0.05    0.00    3.5    7.3   18.2   17.3    0.00    0.00    0.00
 2013 286    54    51    100    0.99    0.01    0.62    0.20    0.08    0.00    3.5    7.2   21.1   19.0    0.00    0.00    0.00
 2013 287    55    52    112    2.07    0.01    1.30    0.42    0.13    0.00    3.5    7.3   23.5   19.1    0.00    0.00    0.00
 2013 288    56    53    127    2.38    0.01    1.49    0.47    0.16    0.00    3.5    7.3   24.3   19.6    0.00    0.00    0.00
 2013 289    57    54    134    1.17    0.01    0.71    0.23    0.10    0.00    3.5    7.3   23.3   19.4    0.00    0.00    0.00
 2013 290    58    55    148    2.40    0.01    1.51    0.47    0.16    0.00    3.5    7.3   22.6   19.1    0.00    0.00    0.00
 2013 291    59    56    167    2.93    0.01    1.86    0.58    0.18    0.00    3.5    7.3   23.5   18.7    0.00    0.00    0.00
 2013 292    60    57    185    3.05    0.01    1.86    0.66    0.20    0.00    3.5    7.3   24.5   18.9    0.00    0.00    0.00
 2013 293    61    58    199    2.64    0.01    1.56    0.54    0.26    0.00    3.5    7.2   28.4   22.7    0.00    0.00    0.00
 2013 294    62    59    222    3.74    0.01    2.29    0.81    0.23    0.00    3.5    7.2   22.8   18.6    0.00    0.00    0.00
 2013 295    63    60    242    3.32    0.01    2.05    0.71    0.18    0.00    3.5    7.2   20.6   16.2    0.00    0.00    0.00
 2013 296    64    61    266    4.17    0.01    2.56    0.88    0.24    0.00    3.5    7.2   20.2   17.9    0.00    0.00    0.00
 2013 297    65    62    293    4.35    0.01    2.68    0.92    0.23    0.00    3.5    7.2   20.0   16.5    0.00    0.00    0.00
 2013 298    66    63    314    3.53    0.01    2.20    0.75    0.16    0.00    3.6    7.2   18.1   13.8    0.00    0.00    0.00
 2013 299    67    64    339    4.19    0.02    2.56    0.86    0.27    0.00    3.6    7.2   20.4   17.8    0.00    0.00    0.00
 2013 300    68    65    378    6.52    0.02    4.02    1.34    0.36    0.00    3.6    7.2   21.6   17.5    0.00    0.00    0.00
 2013 301    69    66    415    5.97    0.01    3.72    1.23    0.27    0.00    3.6    7.2   19.7   14.0    0.00    0.00    0.00
 2013 302    70    67    464    8.17    0.03    5.01    1.66    0.50    0.00    3.6    7.3   23.1   18.6    0.00    0.00    0.00
 2013 303    71    68    520    9.35    0.03    5.72    1.91    0.59    0.00    3.6    7.3   23.3   19.1    0.00    0.00    0.00
 2013 304    72    69    549    5.00    0.04    2.99    1.01    0.44    0.00    3.6    7.2   23.1   19.8    0.00    0.00    0.00
 2013 305    73    70    580    5.67    0.05    3.31    1.12    0.64    0.00    3.5    7.1   26.3   23.2    0.00    0.00    0.00
 2013 306    74    71    613    5.91    0.04    3.63    1.14    0.53    0.01    3.5    7.1   22.9   20.3    0.00    0.00    0.00
 2013 307    75    72    676   10.48    0.04    6.31    2.10    0.64    0.05    3.6    7.3   21.3   18.2    0.00    0.00    0.00
 2013 308    76    73    750   12.22    0.03    7.50    2.44    0.59    0.09    3.7    7.6   19.5   15.8    0.00    0.00    0.00
 2013 309    77    74    836   14.07    0.04    8.54    2.84    0.76    0.14    3.8    7.9   20.9   17.2    0.00    0.00    0.00
 2013 310    78    75    942   17.81    0.06   10.61    3.56    1.16    0.24    3.9    8.4   24.1   19.5    0.00    0.00    0.00
 2013 311    79    76   1038   16.99    0.09    9.76    3.34    1.49    0.29    4.1    8.8   27.7   22.4    0.00    0.00    0.00
 2013 312    80    77   1117   14.21    0.10    8.13    2.78    1.36    0.30    4.2    9.1   25.8   22.6    0.00    0.00    0.00
 2013 313    81    78   1181   11.58    0.10    6.58    2.30    1.04    0.28    4.3    9.4   22.3   20.5    0.00    0.00    0.00
 2013 314    82    79   1226    9.47    0.10    5.77    1.72    0.90    0.28    4.4    9.7   20.3   19.8    0.00    0.00    0.00
 2013 315    83    80   1384   23.50    0.00   12.85    2.98    1.63    3.75    6.3   15.1   22.9   20.2    0.00    0.00    0.00
 2013 316    84    81   1539   24.90    0.20   15.66    4.30    1.94    0.97    6.5   15.3   25.3   21.1    0.00    0.00    0.00
 2013 317    85    82   1686   24.98    0.22   14.62    4.68    1.90    1.00    6.6   15.6   24.2   20.5    0.00    0.00    0.00
 2013 318    86    83   1844   27.56    0.29   15.70    5.11    2.72    1.21    6.7   15.9   28.9   23.5    0.00    0.00    0.00
 2013 319    87    84   1935   16.56    0.24    9.63    3.11    1.41    0.79    6.8   16.0   21.9   19.0    0.00    0.00    0.00
 2013 320    88    85   2092   25.29    0.22   15.48    4.63    1.57    1.31    7.0   16.4   21.4   17.1    0.00    0.00    0.00
 2013 321    89    86   2257   27.03    0.25   16.31    4.91    1.77    1.44    7.1   16.8   22.1   17.6    0.00    0.00    0.00
 2013 322    90    87   2443   30.95    0.27   18.45    4.91    3.21    1.87    7.4   17.3   28.9   23.3    0.00    0.00    0.00
 2013 323    91    88   2510   13.32    0.38    7.81    2.38    1.57    0.71    7.4   17.4   20.9   19.7    0.00    0.00    0.00
 2013 324    92    89   2606   18.11    0.41   10.35    3.25    1.95    1.00    7.5   17.5   22.9   20.5    0.00    0.00    0.00
 2013 325    93    90   2766   26.23    0.45   16.25    4.38    2.53    1.66    7.6   17.8   23.9   21.1    0.00    0.00    0.00
 2013 326    94    91   2975   32.85    0.00   16.25    4.21    2.86    6.17    8.9   21.1   23.9   20.7    0.00    0.00    0.00
 2013 327    95    92   3184   34.11    0.00   18.52    5.23    3.14    3.91    9.5   22.6   25.3   21.0    0.00    0.00    0.00
 2013 328    96    93   3389   34.65    0.00   18.39    5.17    3.99    3.85   10.0   24.0   28.2   23.6    0.00    0.00    0.00
 2013 329    97    94   3538   29.48    0.99   16.06    5.33    4.32    1.78   10.0   23.8   29.6   25.6    0.00    0.00    0.00
 2013 330    98    95   3642   21.61    0.98   12.25    3.78    3.41    1.13   10.0   23.7   26.9   24.0    0.00    0.00    0.00
 2013 331    99    96   3787   28.03    0.90   16.28    5.05    3.44    1.58   10.0   23.6   26.1   22.3    0.00    0.00    0.00
 2013 332   100    97   3977   32.57    0.68   18.89    5.79    2.68    2.14   10.1   23.8   22.3   18.2    0.00    0.00    0.00
 2013 333   101    98   4179   36.02    0.88   20.43    6.58    3.69    2.34   10.1   23.9   26.2   20.7    0.00    0.00    0.00
 2013 334   102    99   4372   36.12    1.02   20.04    6.75    4.16    2.22   10.2   23.9   26.6   22.2    0.00    0.00    0.00
 2013 335   103   100   4512   28.12    0.45   14.90    5.00    3.85    1.57   10.3   24.1   26.4   22.4    0.00    0.00    0.00
 2013 336   104   101   4677   35.29    1.26   17.82    6.76    5.30    1.95   10.3   24.1   29.4   25.1    0.00    0.00    0.00
 2013 337   105   102   4849   33.12    0.89   17.81    6.63    3.21    1.97   10.3   24.2   22.8   18.9    0.00    0.00    0.00
 2013 338   106   103   5017   34.90    1.11   18.18    6.65    4.41    2.24   10.4   24.3   28.7   21.4    0.00    0.00    0.00
 2013 339   107   104   5184   37.13    1.28   19.87    7.10    4.52    2.34   10.5   24.3   25.4   22.0    6.23   20.30   32.29
 2013 340   108   105   5325   31.21    1.03   16.60    6.37    3.09    1.66   10.5   24.4   22.0   18.1    6.22   18.56   34.05
 2013 341   109   106   5498   37.28    1.30   19.36    7.31    4.53    2.44   10.5   24.4   27.5   20.9    6.20   19.32   33.42
 2013 342   110   107   5635   35.78    1.64   18.29    6.57    6.15    2.20   10.6   24.4   31.6   25.1    6.32   19.82   32.21
 2013 343   111   108   5672   19.78    1.12   10.16    3.52    4.79    0.19   10.5   24.2   27.9   25.0    6.37   20.10   31.56
