*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Jul 19, 2016; 16:27:08

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0032 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 1990 269    78    0.0   12.2   13.1   21.0   42.0   0.16   21.0    5.2   12.8   15.4    5.2   12.8   15.4   86.4    330
 1990 270    79    0.0   12.2   13.2   21.2   42.4   0.16   25.4    9.8   17.3   19.9    9.8   17.3   19.9   86.4    330
 1990 271    80    0.0   12.3   13.2   15.1   30.2   0.40   19.6   11.9   15.6   16.9   11.9   15.6   16.9   86.4    330
 1990 272    81    0.0   12.3   13.2   17.4   34.8   0.32   22.4   11.4   16.7   18.5   11.4   16.7   18.5   86.4    330
 1990 273    82    0.0   12.3   13.3   20.5   41.0   0.20   28.3   12.0   19.9   22.6   12.0   19.9   22.6   86.4    330
 1990 274    83    0.0   12.4   13.3   22.8   45.6   0.12   30.2   12.6   21.1   24.1   12.6   21.1   24.1   86.4    330
 1990 275    84    0.0   12.4   13.3   22.6   45.2   0.13   23.5    8.2   15.6   18.2    8.2   15.6   18.2   86.4    330
 1990 276    85    9.0   12.4   13.4   18.0   36.0   0.31   25.0   10.4   17.5   19.9   10.4   17.5   19.9   86.4    330
 1990 277    86   29.7   12.5   13.4    7.3   14.6   0.72   22.0   16.2   19.0   20.0   16.2   19.0   20.0   86.4    330
 1990 278    87    7.0   12.5   13.5    6.9   13.8   0.74   19.2   14.8   16.9   17.7   14.8   16.9   17.7   86.4    330
 1990 279    88    0.0   12.5   13.5    6.9   13.8   0.74   15.2   13.0   14.1   14.4   13.0   14.1   14.4   86.4    330
 1990 280    89    3.0   12.6   13.5    7.0   14.0   0.74   21.2   13.0   17.0   18.4   13.0   17.0   18.4   86.4    330
 1990 281    90    0.0   12.6   13.6   14.8   29.6   0.45   18.4   12.8   15.5   16.5   12.8   15.5   16.5   86.4    330
 1990 282    91    0.0   12.7   13.6   22.0   44.0   0.19   24.8   11.2   17.8   20.2   11.2   17.8   20.2   86.4    330
 1990 283    92    0.0   12.7   13.6   24.4   48.8   0.11   23.5   11.0   17.1   19.3   11.0   17.1   19.3   86.4    330
 1990 284    93    5.3   12.7   13.7   10.8   21.6   0.61   21.2   14.8   17.9   19.0   14.8   17.9   19.0   86.4    330
 1990 285    94    0.0   12.8   13.7   24.5   49.0   0.11   19.8   10.8   15.2   16.8   10.8   15.2   16.8   86.4    330
 1990 286    95    0.0   12.8   13.7   23.0   46.0   0.17   23.8    9.2   16.4   18.9    9.2   16.4   18.9   86.4    330
 1990 287    96    0.0   12.8   13.8   23.5   47.0   0.16   23.3    9.0   16.0   18.5    9.0   16.0   18.5   86.4    330
 1990 288    97    0.0   12.9   13.8   25.0   50.0   0.11   18.6    7.8   13.1   15.0    7.8   13.1   15.0   86.4    330
 1990 289    98    0.0   12.9   13.9   25.4   50.8   0.10   21.2    5.7   13.3   16.0    5.7   13.3   16.0   86.4    330
 1990 290    99    0.0   12.9   13.9   25.1   50.2   0.11   23.8    9.3   16.4   19.0    9.3   16.4   19.0   86.4    330
 1990 291   100    0.0   13.0   13.9   25.2   50.4   0.12   25.6   13.8   19.6   21.7   13.8   19.6   21.7   86.4    330
 1990 292   101    0.0   13.0   14.0   17.1   34.2   0.40   24.0   14.8   19.3   21.0   14.8   19.3   21.0   86.4    330
 1990 293   102    0.0   13.0   14.0   20.0   40.0   0.30   23.4   13.6   18.4   20.2   13.6   18.4   20.2   86.4    330
 1990 294   103    0.0   13.1   14.0   22.8   45.6   0.21   26.2   11.6   18.8   21.4   11.6   18.8   21.4   86.4    330
 1990 295   104    0.0   13.1   14.1   26.3   52.6   0.09   27.4   12.4   19.8   22.5   12.4   19.8   22.5   86.4    330
 1990 296   105    0.0   13.1   14.1   24.7   49.4   0.15   18.2    9.1   13.6   15.2    9.1   13.6   15.2   86.4    330
 1990 297   106    0.0   13.2   14.1   27.1   54.2   0.07   22.8    7.2   14.9   17.7    7.2   14.9   17.7   86.4    330
 1990 298   107    0.0   13.2   14.2   25.8   51.6   0.12   25.0    9.4   17.1   19.9    9.4   17.1   19.9   86.4    330
 1990 299   108    0.0   13.2   14.2   24.1   48.2   0.18   28.4   17.4   22.9   24.8   17.4   22.9   24.8   86.4    330
 1990 300   109   10.2   13.3   14.2   16.8   33.6   0.43   28.6   18.5   23.5   25.3   18.5   23.5   25.3   86.4    330
 1990 301   110  100.0   13.3   14.3   16.6   33.2   0.44   22.0   17.6   19.8   20.6   17.6   19.8   20.6   86.4    330
 1990 302   111   24.7   13.3   14.3    8.6   17.2   0.71   22.2   16.4   19.3   20.3   16.4   19.3   20.3   86.4    330
 1990 303   112    0.0   13.4   14.3   16.9   33.8   0.44   23.0   17.5   20.2   21.2   17.5   20.2   21.2   86.4    330
 1990 304   113    0.0   13.4   14.4   19.5   39.0   0.35   22.8   15.2   19.0   20.4   15.2   19.0   20.4   86.4    330
 1990 305   114    0.0   13.4   14.4   27.5   55.0   0.09   25.6   13.6   19.6   21.8   13.6   19.6   21.8   86.4    330
 1990 306   115   55.0   13.4   14.4   27.5   55.0   0.09   27.4   14.0   20.7   23.1   14.0   20.7   23.1   86.4    330
 1990 307   116    8.0   13.5   14.5   23.9   47.8   0.22   27.2   17.7   22.5   24.2   17.7   22.5   24.2   86.4    330
 1990 308   117    0.0   13.5   14.5   21.7   43.4   0.29   18.6   12.3   15.5   16.6   12.3   15.5   16.6   86.4    330
 1990 309   118    0.0   13.5   14.5   29.3   58.6   0.05   18.6    7.6   13.1   15.1    7.6   13.1   15.1   86.4    330
 1990 310   119    0.0   13.6   14.6   27.3   54.6   0.11   21.6    8.8   15.2   17.5    8.8   15.2   17.5   86.4    330
 1990 311   120    0.0   13.6   14.6   22.1   44.2   0.29   16.8    8.0   12.4   14.0    8.0   12.4   14.0   86.4    330
 1990 312   121    0.0   13.6   14.6   29.1   58.2   0.06   20.6    6.2   13.4   16.0    6.2   13.4   16.0   86.4    330
 1990 313   122    0.0   13.6   14.7   27.3   54.6   0.12   22.6   10.4   16.5   18.8   10.4   16.5   18.8   86.4    330
 1990 314   123    0.0   13.7   14.7   26.3   52.6   0.16   26.4   14.6   20.5   22.7   14.6   20.5   22.7   86.4    330
 1990 315   124    0.0   13.7   14.7   29.5   59.0   0.06   21.2   12.3   16.8   18.4   12.3   16.8   18.4   86.4    330
 1990 316   125    6.0   13.7   14.8   24.2   48.4   0.23   26.8    9.2   18.1   21.3    9.2   18.1   21.3   86.4    330
 1990 317   126   30.0   13.8   14.8   13.9   27.8   0.56   29.3   20.2   24.8   26.5   20.2   24.8   26.5   86.4    330
 1990 318   127    3.2   13.8   14.8   10.5   21.0   0.67   24.0   18.2   21.1   22.2   18.2   21.1   22.2   86.4    330
 1990 319   128   19.2   13.8   14.8   16.9   33.8   0.47   25.0   17.8   21.4   22.8   17.8   21.4   22.8   86.4    330
 1990 320   129    0.0   13.8   14.9   29.1   58.2   0.08   24.0   13.4   18.8   20.7   13.4   18.8   20.7   86.4    330
 1990 321   130    0.0   13.8   14.9   30.8   61.6   0.03   26.4    9.8   18.2   21.2    9.8   18.2   21.2   86.4    330
 1990 322   131    0.0   13.9   14.9   30.8   61.6   0.03   30.4   15.0   22.8   25.6   15.0   22.8   25.6   86.4    330
 1990 323   132   57.5   13.9   14.9   22.5   45.0   0.30   32.2   19.4   25.9   28.2   19.4   25.9   28.2   86.4    330
 1990 324   133   13.3   13.9   15.0   14.9   29.8   0.53   28.0   20.8   24.4   25.8   20.8   24.4   25.8   86.4    330
 1990 325   134    0.0   13.9   15.0   30.5   61.0   0.05   27.4   17.8   22.7   24.4   17.8   22.7   24.4   86.4    330
 1990 326   135    0.0   14.0   15.0   30.2   60.4   0.06   29.4   17.0   23.3   25.6   17.0   23.3   25.6   86.4    330
 1990 327   136    0.0   14.0   15.0   30.3   60.6   0.06   29.0   17.0   23.1   25.3   17.0   23.1   25.3   86.4    330
 1990 328   137    0.0   14.0   15.1   26.4   52.8   0.18   29.0   18.0   23.6   25.6   18.0   23.6   25.6   86.4    330
 1990 329   138   58.5   14.0   15.1   26.1   52.2   0.19   29.2   16.4   22.9   24.8   16.4   22.9   24.8   86.4    330
 1990 330   139    0.0   14.0   15.1   25.8   51.6   0.20   21.8   14.6   18.3   19.3   14.6   18.3   19.3   86.4    330
 1990 331   140    0.0   14.1   15.1   31.4   62.8   0.03   22.5   11.8   17.2   18.8   11.8   17.2   18.8   86.4    330
 1990 332   141    0.0   14.1   15.1   29.8   59.6   0.08   27.5   11.6   19.7   22.0   11.6   19.7   22.0   86.4    330
 1990 333   142    0.0   14.1   15.2   28.3   56.6   0.13   28.4   14.4   21.5   23.6   14.4   21.5   23.6   86.4    330
 1990 334   143    7.8   14.1   15.2   10.5   21.0   0.68   20.0   11.4   15.8   17.0   11.4   15.8   17.0   86.4    330
 1990 335   144   22.0   14.1   15.2   28.9   57.8   0.12   24.6    8.4   16.7   19.0    8.4   16.7   19.0   86.4    330
 1990 336   145   28.7   14.1   15.2   15.5   31.0   0.53   20.8   15.0   18.0   18.8   15.0   18.0   18.8   86.4    330
 1990 337   146    0.0   14.1   15.2   31.7   63.4   0.03   24.2   11.2   17.8   19.7   11.2   17.8   19.7   86.4    330
 1990 338   147    0.0   14.2   15.3   31.3   62.6   0.05   26.2   11.2   18.9   21.1   11.2   18.9   21.1   86.4    330
 1990 339   148   40.0   14.2   15.3   29.2   58.4   0.11   30.2   18.0   24.2   26.0   18.0   24.2   26.0   86.4    330
 1990 340   149    0.0   14.2   15.3   13.4   26.8   0.59   23.5   17.4   20.5   21.4   17.4   20.5   21.4   86.4    330
 1990 341   150    0.0   14.2   15.3   29.7   59.4   0.10   22.6   13.3   18.1   19.4   13.3   18.1   19.4   86.4    330
 1990 342   151    0.0   14.2   15.3   29.7   59.4   0.10   24.6   11.0   17.9   20.0   11.0   17.9   20.0   86.4    330
 1990 343   152    0.0   14.2   15.3   11.1   22.2   0.66   21.8   15.2   18.6   19.5   15.2   18.6   19.5   86.4    330
 1990 344   153    0.0   14.2   15.3   14.6   29.2   0.56   24.8   16.6   20.8   22.0   16.6   20.8   22.0   86.4    330
 1990 345   154    0.0   14.2   15.3   31.8   63.6   0.04   22.0   12.4   17.3   18.7   12.4   17.3   18.7   86.4    330
 1990 346   155    0.0   14.2   15.4   10.9   21.8   0.67   23.8   10.9   17.5   19.4   10.9   17.5   19.4   86.4    330
 1990 347   156    0.0   14.2   15.4   23.9   47.8   0.28   21.0   11.0   16.1   17.6   11.0   16.1   17.6   86.4    330
 1990 348   157    0.0   14.2   15.4   26.6   53.2   0.20   25.2   10.0   17.8   20.0   10.0   17.8   20.0   86.4    330
 1990 349   158    0.0   14.3   15.4   27.0   54.0   0.18   29.0   12.8   21.1   23.5   12.8   21.1   23.5   86.4    330
 1990 350   159    0.0   14.3   15.4   25.5   51.0   0.23   26.0   15.8   21.0   22.5   15.8   21.0   22.5   86.4    330
 1990 351   160   17.2   14.3   15.4    9.1   18.2   0.73   26.0   15.8   21.0   22.5   15.8   21.0   22.5   86.4    330
 1990 352   161    0.0   14.3   15.4    9.5   19.0   0.71   20.8   16.9   18.9   19.5   16.9   18.9   19.5   86.4    330
 1990 353   162    0.0   14.3   15.4   31.1   62.2   0.06   23.2   16.2   19.8   20.8   16.2   19.8   20.8   86.4    330
 1990 354   163    0.0   14.3   15.4   30.3   60.6   0.08   28.2   12.0   20.3   22.7   12.0   20.3   22.7   86.4    330
 1990 355   164    2.2   14.3   15.4   27.5   55.0   0.17   30.0   16.3   23.3   25.3   16.3   23.3   25.3   86.4    330
 1990 356   165    0.0   14.3   15.4   18.0   36.0   0.46   27.6   21.0   24.4   25.4   21.0   24.4   25.4   86.4    330
 1990 357   166    0.0   14.3   15.4   25.0   50.0   0.24   26.5   19.2   22.9   24.0   19.2   22.9   24.0   86.4    330
 1990 358   167    0.0   14.3   15.4   27.8   55.6   0.16   27.0   15.6   21.4   23.1   15.6   21.4   23.1   86.4    330
 1990 359   168    0.0   14.3   15.4   31.2   62.4   0.06   27.8   12.8   20.5   22.7   12.8   20.5   22.7   86.4    330
 1990 360   169    0.0   14.3   15.4   31.3   62.6   0.05   30.8   17.0   24.1   26.1   17.0   24.1   26.1   86.4    330
 1990 361   170    4.0   14.3   15.4   10.5   21.0   0.68   23.4   16.3   19.9   21.0   16.3   19.9   21.0   86.4    330
 1990 362   171    0.0   14.2   15.4   23.9   47.8   0.28   20.0   12.0   16.1   17.3   12.0   16.1   17.3   86.4    330
 1990 363   172    0.0   14.2   15.4   26.2   52.4   0.21   23.8    8.6   16.4   18.6    8.6   16.4   18.6   86.4    330
 1990 364   173    0.0   14.2   15.4   28.9   57.8   0.12   27.8   11.8   20.0   22.3   11.8   20.0   22.3   86.4    330
 1990 365   174    0.0   14.2   15.4   29.4   58.8   0.11   30.6   17.2   24.1   26.0   17.2   24.1   26.0   86.4    330
 1991 001   175    0.0   14.2   15.4   16.9   33.8   0.49   29.8   18.4   24.2   25.9   18.4   24.2   25.9   86.4    330
 1991 002   176    0.0   14.2   15.3   28.5   57.0   0.13   29.8   17.3   23.7   25.5   17.3   23.7   25.5   86.4    330
 1991 003   177    0.0   14.2   15.3   31.7   63.4   0.04   31.3   12.6   22.2   24.9   12.6   22.2   24.9   86.4    330
 1991 004   178    0.0   14.2   15.3   31.0   62.0   0.06   32.0   15.2   23.8   26.3   15.2   23.8   26.3   86.4    330
 1991 005   179    0.0   14.2   15.3   28.0   56.0   0.15   30.8   15.4   23.3   25.5   15.4   23.3   25.5   86.4    330
 1991 006   180    0.0   14.2   15.3   25.6   51.2   0.22   28.8   13.6   21.4   23.6   13.6   21.4   23.6   86.4    330
 1991 007   181    0.0   14.2   15.3   31.5   63.0   0.04   31.5   16.8   24.3   26.5   16.8   24.3   26.5   86.4    330
 1991 008   182   17.0   14.1   15.3   26.8   53.6   0.18   35.4   19.5   27.6   29.9   19.5   27.6   29.9   86.4    330
 1991 009   183    0.0   14.1   15.3   20.9   41.8   0.36   29.0   21.0   25.1   26.3   21.0   25.1   26.3   86.4    330
 1991 010   184    0.0   14.1   15.2   28.1   56.2   0.14   26.8   19.4   23.2   24.3   19.4   23.2   24.3   86.4    330
 1991 011   185    0.0   14.1   15.2   31.7   63.4   0.03   25.2   15.0   20.2   21.7   15.0   20.2   21.7   86.4    330
 1991 012   186    0.0   14.1   15.2   30.6   61.2   0.06   26.4   15.2   20.9   22.5   15.2   20.9   22.5   86.4    330
 1991 013   187    0.0   14.1   15.2   28.9   57.8   0.11   26.5   13.8   20.3   22.1   13.8   20.3   22.1   86.4    330
 1991 014   188    0.0   14.1   15.2   31.7   63.4   0.02   27.1   15.5   21.4   23.1   15.5   21.4   23.1   86.4    330
 1991 015   189   22.5   14.0   15.1   24.3   48.6   0.25   26.8   16.4   21.7   23.2   16.4   21.7   23.2   86.4    330
 1991 016   190    2.4   14.0   15.1   27.3   54.6   0.16   20.0   13.9   17.0   17.9   13.9   17.0   17.9   86.4    330
 1991 017   191    0.0   14.0   15.1   31.6   63.2   0.02   23.4   11.8   17.7   19.8   11.8   17.7   19.8   86.4    330
 1991 018   192    0.0   14.0   15.1   30.7   61.4   0.05   28.6   13.0   20.9   23.8   13.0   20.9   23.8   86.4    330
 1991 019   193    0.0   14.0   15.1   30.8   61.6   0.04   31.6   16.8   24.3   27.0   16.8   24.3   27.0   86.4    330
 1991 020   194   31.5   13.9   15.0   21.4   42.8   0.33   32.2   19.2   25.8   28.2   19.2   25.8   28.2   86.4    330
 1991 021   195    0.0   13.9   15.0   20.2   40.4   0.37   25.6   19.3   22.5   23.7   19.3   22.5   23.7   86.4    330
 1991 022   196    0.0   13.9   15.0   31.7   63.4   0.01   27.6   16.0   21.9   24.0   16.0   21.9   24.0   86.4    330
 1991 023   197    0.0   13.9   15.0   30.4   60.8   0.05   31.2   16.4   23.9   26.6   16.4   23.9   26.6   86.4    330
