*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:55:24

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0198 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 2001 013    38    2.0   13.9   15.0   23.5   47.0   0.28   27.6   13.1   20.4   23.1   13.1   20.4   23.1   86.4    330
 2001 014    39   21.0   13.9   15.0   17.0   34.0   0.47   30.3   20.4   25.4   27.2   20.4   25.4   27.2   86.4    330
 2001 015    40    0.0   13.9   14.9   25.7   51.4   0.20   28.3   20.6   24.5   25.9   20.6   24.5   25.9   86.4    330
 2001 016    41    0.0   13.8   14.9   23.1   46.2   0.28   29.9   19.8   24.9   26.8   19.8   24.9   26.8   86.4    330
 2001 017    42    4.0   13.8   14.9   14.9   29.8   0.54   26.5   20.1   23.3   24.5   20.1   23.3   24.5   86.4    330
 2001 018    43    2.0   13.8   14.9   12.6   25.2   0.61   25.0   21.5   23.3   23.9   21.5   23.3   23.9   86.4    330
 2001 019    44    0.0   13.8   14.9   14.8   29.6   0.54   26.4   18.0   22.2   23.8   18.0   22.2   23.8   86.4    330
 2001 020    45    0.0   13.8   14.8   30.3   60.6   0.05   25.8   14.1   20.0   22.1   14.1   20.0   22.1   86.4    330
 2001 021    46    0.0   13.8   14.8   30.6   61.2   0.04   26.3   12.4   19.4   22.0   12.4   19.4   22.0   86.4    330
 2001 022    47    0.0   13.7   14.8   13.9   27.8   0.56   28.1   14.8   21.5   23.9   14.8   21.5   23.9   86.4    330
 2001 023    48    0.0   13.7   14.8   30.6   61.2   0.04   30.5   17.9   24.2   26.5   17.9   24.2   26.5   86.4    330
 2001 024    49    0.0   13.7   14.8   29.9   59.8   0.06   32.2   16.3   24.3   27.2   16.3   24.3   27.2   86.4    330
 2001 025    50    0.0   13.7   14.7   28.5   57.0   0.10   32.3   19.7   26.0   28.3   19.7   26.0   28.3   86.4    330
 2001 026    51   10.0   13.6   14.7   22.7   45.4   0.28   33.4   20.3   26.9   29.3   20.3   26.9   29.3   86.4    330
 2001 027    52   13.0   13.6   14.7    9.9   19.8   0.69   25.5   21.6   23.6   24.3   21.6   23.6   24.3   86.4    330
 2001 028    53    0.0   13.6   14.7    8.7   17.4   0.72   21.6   18.5   20.1   20.6   18.5   20.1   20.6   86.4    330
 2001 029    54    0.0   13.6   14.6   28.0   56.0   0.11   26.9   12.2   19.6   22.2   12.2   19.6   22.2   86.4    330
 2001 030    55    0.0   13.6   14.6   29.3   58.6   0.07   26.4   15.7   21.1   23.0   15.7   21.1   23.0   86.4    330
 2001 031    56    0.0   13.5   14.6   26.5   53.0   0.15   30.5   18.1   24.3   26.6   18.1   24.3   26.6   86.4    330
 2001 032    57    0.0   13.5   14.6   18.7   37.4   0.40   30.2   20.8   25.5   27.2   20.8   25.5   27.2   86.4    330
 2001 033    58    0.0   13.5   14.5   28.8   57.6   0.07   32.4   20.6   26.5   28.6   20.6   26.5   28.6   86.4    330
 2001 034    59    0.0   13.5   14.5   26.0   52.0   0.16   25.7   17.2   21.4   23.0   17.2   21.4   23.0   86.4    330
 2001 035    60    0.0   13.4   14.5   29.5   59.0   0.05   28.6   14.1   21.3   24.0   14.1   21.3   24.0   86.4    330
 2001 036    61    0.0   13.4   14.4   28.6   57.2   0.07   27.5   18.7   23.1   24.7   18.7   23.1   24.7   86.4    330
 2001 037    62    0.0   13.4   14.4   29.3   58.6   0.05   31.6   16.2   23.9   26.6   16.2   23.9   26.6   86.4    330
 2001 038    63    0.0   13.4   14.4   29.3   58.6   0.04   34.3   20.3   27.3   29.8   20.3   27.3   29.8   86.4    330
 2001 039    64   39.5   13.3   14.4   12.4   24.8   0.59   29.9   20.3   25.1   26.8   20.3   25.1   26.8   86.4    330
 2001 040    65    1.0   13.3   14.3   22.6   45.2   0.26   32.4   20.0   26.2   28.4   20.0   26.2   28.4   86.4    330
 2001 041    66    1.5   13.3   14.3   10.5   21.0   0.65   31.3   21.6   26.4   28.2   21.6   26.4   28.2   86.4    330
 2001 042    67    7.5   13.2   14.3   20.1   40.2   0.33   33.3   21.3   27.3   29.4   21.3   27.3   29.4   86.4    330
 2001 043    68    0.0   13.2   14.2   18.9   37.8   0.37   24.6   14.2   19.4   21.2   14.2   19.4   21.2   86.4    330
 2001 044    69    0.0   13.2   14.2   26.6   53.2   0.11   27.8   13.2   20.4   23.0   13.2   20.4   23.0   86.4    330
 2001 045    70    0.0   13.2   14.2   26.5   53.0   0.11   28.7   16.6   22.6   24.7   16.6   22.6   24.7   86.4    330
 2001 046    71    0.0   13.1   14.1   22.4   44.8   0.25   28.3   17.8   23.0   24.9   17.8   23.0   24.9   86.4    330
 2001 047    72    0.0   13.1   14.1   28.3   56.6   0.05   27.9   15.6   21.7   23.9   15.6   21.7   23.9   86.4    330
 2001 048    73    0.0   13.1   14.1   24.8   49.6   0.16   29.0   16.2   22.5   24.8   16.2   22.5   24.8   86.4    330
 2001 049    74    0.0   13.0   14.0   21.8   43.6   0.26   31.1   20.4   25.7   27.6   20.4   25.7   27.6   86.4    330
 2001 050    75    0.0   13.0   14.0   23.6   47.2   0.19   31.9   19.6   25.7   27.8   19.6   25.7   27.8   86.4    330
 2001 051    76    0.0   13.0   14.0   26.7   53.4   0.08   31.3   18.1   24.6   26.9   18.1   24.6   26.9   86.4    330
 2001 052    77    0.0   12.9   14.0   16.8   33.6   0.42   28.6   19.1   23.8   25.4   19.1   23.8   25.4   86.4    330
 2001 053    78    0.0   12.9   13.9   26.9   53.8   0.07   32.5   21.8   27.1   28.9   21.8   27.1   28.9   86.4    330
 2001 054    79    0.0   12.9   13.9   21.8   43.6   0.24   30.7   19.3   24.9   26.9   19.3   24.9   26.9   86.4    330
 2001 055    80   72.5   12.9   13.9    9.9   19.8   0.65   29.1   19.3   24.1   25.8   19.3   24.1   25.8   86.4    330
 2001 056    81    0.0   12.8   13.8    8.2   16.4   0.71   27.0   18.9   22.9   24.3   18.9   22.9   24.3   86.4    330
 2001 057    82    0.0   12.8   13.8   10.9   21.8   0.62   27.6   21.4   24.4   25.5   21.4   24.4   25.5   86.4    330
 2001 058    83    0.0   12.8   13.8   16.1   32.2   0.43   29.8   21.6   25.6   27.0   21.6   25.6   27.0   86.4    330
 2001 059    84    0.0   12.7   13.7   23.5   47.0   0.16   30.9   20.3   25.5   27.3   20.3   25.5   27.3   86.4    330
 2001 060    85    0.0   12.7   13.7   21.3   42.6   0.24   33.6   20.9   27.1   29.3   20.9   27.1   29.3   86.4    330
 2001 061    86   24.6   12.7   13.7   11.2   22.4   0.60   26.6   20.5   23.5   24.5   20.5   23.5   24.5   86.4    330
 2001 062    87    0.0   12.6   13.6   23.5   47.0   0.15   32.5   20.4   26.3   28.4   20.4   26.3   28.4   86.4    330
 2001 063    88    0.0   12.6   13.6   26.2   52.4   0.05   33.4   20.3   26.7   28.9   20.3   26.7   28.9   86.4    330
 2001 064    89   13.0   12.6   13.6   19.2   38.4   0.30   33.7   20.4   26.9   29.1   20.4   26.9   29.1   86.4    330
 2001 065    90    0.0   12.5   13.5   18.8   37.6   0.31   29.5   20.0   24.6   26.2   20.0   24.6   26.2   86.4    330
 2001 066    91    0.0   12.5   13.5   22.8   45.6   0.16   28.2   17.9   22.9   24.7   17.9   22.9   24.7   86.4    330
 2001 067    92    0.0   12.5   13.5   16.5   33.0   0.39   28.1   14.4   21.1   23.4   14.4   21.1   23.4   86.4    330
 2001 068    93    0.0   12.4   13.4   16.5   33.0   0.38   28.8   17.7   23.1   25.0   17.7   23.1   25.0   86.4    330
 2001 069    94    0.0   12.4   13.4   18.8   37.6   0.29   31.8   20.0   25.7   27.7   20.0   25.7   27.7   86.4    330
 2001 070    95    0.0   12.4   13.4   13.4   26.8   0.49   28.8   20.3   24.4   25.8   20.3   24.4   25.8   86.4    330
 2001 071    96    0.0   12.3   13.3   20.0   40.0   0.24   27.9   18.2   22.9   24.5   18.2   22.9   24.5   86.4    330
 2001 072    97    0.0   12.3   13.3   16.9   33.8   0.35   29.1   18.3   23.5   25.3   18.3   23.5   25.3   86.4    330
 2001 073    98    0.0   12.3   13.3   17.7   35.4   0.32   30.6   18.7   24.4   26.4   18.7   24.4   26.4   86.4    330
 2001 074    99    1.4   12.2   13.2   17.4   34.8   0.33   31.1   20.9   25.8   27.5   20.9   25.8   27.5   86.4    330
 2001 075   100   12.2   12.2   13.2   17.7   35.4   0.31   28.7   18.4   23.4   25.1   18.4   23.4   25.1   86.4    330
 2001 076   101    0.0   12.2   13.2   15.1   30.2   0.41   25.8   20.0   22.8   23.7   20.0   22.8   23.7   86.4    330
 2001 077   102    0.0   12.1   13.1   17.1   34.2   0.33   30.4   18.3   24.1   26.1   18.3   24.1   26.1   86.4    330
 2001 078   103    0.0   12.1   13.1    6.8   13.6   0.73   23.8   18.8   21.2   22.0   18.8   21.2   22.0   86.4    330
 2001 079   104   13.0   12.1   13.0    6.8   13.6   0.73   23.9   17.8   20.7   21.7   17.8   20.7   21.7   86.4    330
 2001 080   105  154.0   12.0   13.0    6.7   13.4   0.73   24.5   19.0   21.6   22.5   19.0   21.6   22.5   86.4    330
 2001 081   106   66.0   12.0   13.0    6.7   13.4   0.73   21.9   19.7   20.8   21.1   19.7   20.8   21.1   86.4    330
 2001 082   107    0.0   12.0   12.9    6.9   13.8   0.72   25.8   19.5   22.5   23.8   19.5   22.5   23.8   86.4    330
 2001 083   108   40.0   11.9   12.9   16.0   32.0   0.34   28.1   19.6   23.7   25.4   19.6   23.7   25.4   86.4    330
 2001 084   109    0.0   11.9   12.9    6.5   13.0   0.73   21.2   17.4   19.2   20.0   17.4   19.2   20.0   86.4    330
 2001 085   110    0.0   11.9   12.8   16.3   32.6   0.32   23.0   15.9   19.3   20.7   15.9   19.3   20.7   86.4    330
 2001 086   111    0.0   11.8   12.8   14.6   29.2   0.39   23.0   14.5   18.5   20.2   14.5   18.5   20.2   86.4    330
 2001 087   112    0.0   11.8   12.8   14.2   28.4   0.40   23.7   15.2   19.2   20.9   15.2   19.2   20.9   86.4    330
 2001 088   113    0.0   11.8   12.7   19.3   38.6   0.18   24.0   15.1   19.3   21.1   15.1   19.3   21.1   86.4    330
 2001 089   114    0.0   11.7   12.7   19.3   38.6   0.17   23.0   13.3   17.9   19.8   13.3   17.9   19.8   86.4    330
 2001 090   115    0.0   11.7   12.7   16.2   32.4   0.30   25.5   11.0   17.9   20.8   11.0   17.9   20.8   86.4    330
 2001 091   116    0.0   11.7   12.7   17.3   34.6   0.25   25.1   15.8   20.2   22.0   15.8   20.2   22.0   86.4    330
 2001 092   117    0.0   11.6   12.6   20.9   41.8   0.08   26.0   12.2   18.7   21.5   12.2   18.7   21.5   86.4    330
 2001 093   118    0.0   11.6   12.6   18.0   36.0   0.20   25.4   11.9   18.3   20.9   11.9   18.3   20.9   86.4    330
 2001 094   119   12.0   11.6   12.6    6.7   13.4   0.70   21.3   13.9   17.4   18.9   13.9   17.4   18.9   86.4    330
 2001 095   120   11.0   11.5   12.5   14.2   28.4   0.36   18.8   17.3   18.0   18.3   17.3   18.0   18.3   86.4    330
 2001 096   121    0.0   11.5   12.5    7.3   14.6   0.67   21.8   16.3   18.9   20.0   16.3   18.9   20.0   86.4    330
 2001 097   122    0.0   11.5   12.5   10.1   20.2   0.54   24.2   16.2   20.0   21.5   16.2   20.0   21.5   86.4    330
 2001 098   123   76.0   11.4   12.4    5.9   11.8   0.73   20.4   16.0   18.1   18.9   16.0   18.1   18.9   86.4    330
 2001 099   124    4.0   11.4   12.4    5.9   11.8   0.73   18.7   14.3   16.4   17.2   14.3   16.4   17.2   86.4    330
 2001 100   125    2.8   11.4   12.4   15.4   30.8   0.28   23.0   11.8   17.1   19.2   11.8   17.1   19.2   86.4    330
 2001 101   126    6.0   11.4   12.3   18.2   36.4   0.14   25.9   10.5   17.7   20.7   10.5   17.7   20.7   86.4    330
 2001 102   127    0.0   11.3   12.3   13.4   26.8   0.36   26.1   17.1   21.3   23.1   17.1   21.3   23.1   86.4    330

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:55:24

*RUN   2        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0198 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 2001 341     0    0.0   14.0   15.1   26.0   52.0   0.21   28.3   14.6   21.6   23.5   14.6   21.6   23.5   86.4    330
 2001 342     1    0.0   14.0   15.1   28.4   56.8   0.13   18.9   11.5   15.3   16.3   11.5   15.3   16.3   86.4    330
 2001 343     2    0.0   14.0   15.1   30.3   60.6   0.08   21.5    5.4   13.6   15.9    5.4   13.6   15.9   86.4    330
 2001 344     3    0.0   14.0   15.1   28.8   57.6   0.12   24.6   11.0   17.9   19.9   11.0   17.9   19.9   86.4    330
 2001 345     4    0.0   14.0   15.1   23.4   46.8   0.29   25.0   10.5   17.9   20.0   10.5   17.9   20.0   86.4    330
 2001 346     5    0.0   14.0   15.1   19.6   39.2   0.40   29.2   15.4   22.4   24.4   15.4   22.4   24.4   86.4    330
 2001 347     6    0.0   14.0   15.1   19.3   38.6   0.41   28.1   19.2   23.7   25.0   19.2   23.7   25.0   86.4    330
 2001 348     7    0.0   14.1   15.1   22.7   45.4   0.31   26.8   19.1   23.0   24.1   19.1   23.0   24.1   86.4    330
 2001 349     8    0.0   14.1   15.1   27.0   54.0   0.18   25.8   16.0   21.0   22.4   16.0   21.0   22.4   86.4    330
 2001 350     9    0.0   14.1   15.1   24.5   49.0   0.26   25.7   13.8   19.9   21.6   13.8   19.9   21.6   86.4    330
 2001 351    10    0.0   14.1   15.1   30.8   61.6   0.06   28.3   12.9   20.7   23.0   12.9   20.7   23.0   86.4    330
 2001 352    11    0.0   14.1   15.2   30.7   61.4   0.07   27.8   13.7   20.9   22.9   13.7   20.9   22.9   86.4    330
 2001 353    12    0.0   14.1   15.2   18.5   37.0   0.44   30.0   15.9   23.1   25.1   15.9   23.1   25.1   86.4    330
 2001 354    13    0.0   14.1   15.2   16.8   33.6   0.49   31.0   18.7   25.0   26.8   18.7   25.0   26.8   86.4    330
 2001 355    14   34.0   14.1   15.2    9.1   18.2   0.72   20.4   15.7   18.1   18.8   15.7   18.1   18.8   86.4    330
 2001 356    15    0.0   14.1   15.2   28.4   56.8   0.14   24.3   16.1   20.3   21.5   16.1   20.3   21.5   86.4    330
 2001 357    16    0.0   14.1   15.2   31.0   62.0   0.06   26.8   10.4   18.7   21.1   10.4   18.7   21.1   86.4    330
 2001 358    17    0.0   14.1   15.2   29.7   59.4   0.10   27.1   13.3   20.3   22.3   13.3   20.3   22.3   86.4    330
 2001 359    18    0.0   14.1   15.2   31.6   63.2   0.04   28.3   13.7   21.1   23.3   13.7   21.1   23.3   86.4    330
 2001 360    19    0.0   14.1   15.2   31.4   62.8   0.05   30.4   14.5   22.6   24.9   14.5   22.6   24.9   86.4    330
 2001 361    20    0.0   14.1   15.2   30.2   60.4   0.08   31.6   17.5   24.7   26.7   17.5   24.7   26.7   86.4    330
 2001 362    21    0.0   14.1   15.1   28.5   57.0   0.13   31.0   16.8   24.0   26.1   16.8   24.0   26.1   86.4    330
 2001 363    22    0.0   14.0   15.1   26.6   53.2   0.19   30.0   18.6   24.4   26.1   18.6   24.4   26.1   86.4    330
 2001 364    23   16.3   14.0   15.1   25.9   51.8   0.21   31.4   18.8   25.2   27.0   18.8   25.2   27.0   86.4    330
 2001 365    24    0.0   14.0   15.1   19.0   38.0   0.42   31.3   18.9   25.2   27.0   18.9   25.2   27.0   86.4    330
 2002 001    25    0.0   14.0   15.1   30.5   61.0   0.07   28.4   16.8   22.7   24.4   16.8   22.7   24.4   86.4    330
 2002 002    26    0.0   14.0   15.1   27.0   54.0   0.18   28.2   17.6   23.0   24.5   17.6   23.0   24.5   86.4    330
 2002 003    27    0.0   14.0   15.1   30.9   61.8   0.06   27.4   16.7   22.1   23.7   16.7   22.1   23.7   86.4    330
 2002 004    28    0.0   14.0   15.1   25.7   51.4   0.22   28.0   15.9   22.0   23.8   15.9   22.0   23.8   86.4    330
 2002 005    29   16.0   14.0   15.1    9.1   18.2   0.72   21.9   18.9   20.4   21.0   18.9   20.4   21.0   86.4    330
 2002 006    30   10.0   14.0   15.1   18.1   36.2   0.45   24.8   17.9   21.4   22.7   17.9   21.4   22.7   86.4    330
 2002 007    31    0.0   14.0   15.1   29.6   59.2   0.09   23.8   13.7   18.8   20.7   13.7   18.8   20.7   86.4    330
 2002 008    32    0.0   14.0   15.0   31.3   62.6   0.04   28.6   11.8   20.3   23.4   11.8   20.3   23.4   86.4    330
 2002 009    33    0.0   13.9   15.0   27.0   54.0   0.17   27.2   15.7   21.5   23.7   15.7   21.5   23.7   86.4    330
 2002 010    34    0.0   13.9   15.0   28.4   56.8   0.13   29.1   15.7   22.5   25.0   15.7   22.5   25.0   86.4    330
 2002 011    35    0.0   13.9   15.0   25.5   51.0   0.22   30.4   18.3   24.4   26.7   18.3   24.4   26.7   86.4    330
 2002 012    36    0.0   13.9   15.0   30.4   60.8   0.06   32.3   18.6   25.5   28.1   18.6   25.5   28.1   86.4    330
 2002 013    37   13.0   13.9   15.0   27.8   55.6   0.14   32.6   19.8   26.3   28.6   19.8   26.3   28.6   86.4    330
 2002 014    38    3.0   13.9   15.0   12.9   25.8   0.60   23.7   14.9   19.4   21.0   14.9   19.4   21.0   86.4    330
 2002 015    39    0.0   13.9   14.9   29.4   58.8   0.09   23.3   11.0   17.2   19.5   11.0   17.2   19.5   86.4    330
 2002 016    40    0.0   13.8   14.9   29.9   59.8   0.07   24.0   11.3   17.7   20.1   11.3   17.7   20.1   86.4    330
 2002 017    41    0.0   13.8   14.9   25.1   50.2   0.22   25.6   12.2   19.0   21.4   12.2   19.0   21.4   86.4    330
 2002 018    42    0.0   13.8   14.9   29.5   59.0   0.08   24.9   13.2   19.1   21.3   13.2   19.1   21.3   86.4    330
 2002 019    43    0.0   13.8   14.9   30.5   61.0   0.05   28.7   13.4   21.1   23.9   13.4   21.1   23.9   86.4    330
 2002 020    44    3.0   13.8   14.8   25.2   50.4   0.21   34.5   17.4   26.0   29.2   17.4   26.0   29.2   86.4    330
 2002 021    45    0.0   13.8   14.8   18.9   37.8   0.41   29.0   20.0   24.5   26.2   20.0   24.5   26.2   86.4    330
 2002 022    46    0.0   13.7   14.8   27.5   55.0   0.14   32.3   19.3   25.8   28.2   19.3   25.8   28.2   86.4    330
 2002 023    47    0.0   13.7   14.8   25.0   50.0   0.22   33.0   17.3   25.2   28.1   17.3   25.2   28.1   86.4    330
 2002 024    48   43.0   13.7   14.8   13.5   27.0   0.58   29.4   19.6   24.5   26.3   19.6   24.5   26.3   86.4    330
 2002 025    49    0.0   13.7   14.7   26.0   52.0   0.18   29.3   19.3   24.3   26.2   19.3   24.3   26.2   86.4    330
 2002 026    50    0.0   13.6   14.7   12.6   25.2   0.60   25.8   18.8   22.3   23.6   18.8   22.3   23.6   86.4    330
 2002 027    51    4.0   13.6   14.7   17.3   34.6   0.45   26.6   19.8   23.2   24.5   19.8   23.2   24.5   86.4    330
 2002 028    52    0.0   13.6   14.7   29.9   59.8   0.05   31.2   16.4   23.8   26.5   16.4   23.8   26.5   86.4    330
 2002 029    53    0.0   13.6   14.6   29.7   59.4   0.05   33.1   16.3   24.7   27.8   16.3   24.7   27.8   86.4    330
 2002 030    54  127.0   13.6   14.6   27.5   55.0   0.12   30.9   18.0   24.5   26.8   18.0   24.5   26.8   86.4    330
 2002 031    55    0.0   13.5   14.6   20.9   41.8   0.33   27.7   19.1   23.4   25.0   19.1   23.4   25.0   86.4    330
 2002 032    56    0.0   13.5   14.6   29.8   59.6   0.04   25.4   16.6   21.0   22.6   16.6   21.0   22.6   86.4    330
 2002 033    57    0.0   13.5   14.5   28.8   57.6   0.07   24.7   12.2   18.5   20.7   12.2   18.5   20.7   86.4    330
 2002 034    58    0.0   13.5   14.5   28.9   57.8   0.07   24.4   11.5   17.9   20.3   11.5   17.9   20.3   86.4    330
 2002 035    59    0.0   13.4   14.5   28.3   56.6   0.08   27.1   13.6   20.3   22.8   13.6   20.3   22.8   86.4    330
 2002 036    60    0.0   13.4   14.4   18.2   36.4   0.41   27.8   15.4   21.6   23.8   15.4   21.6   23.8   86.4    330
 2002 037    61    0.0   13.4   14.4   18.1   36.2   0.41   26.2   16.7   21.4   23.1   16.7   21.4   23.1   86.4    330
 2002 038    62    0.0   13.4   14.4   22.7   45.4   0.26   26.2   15.6   20.9   22.8   15.6   20.9   22.8   86.4    330
 2002 039    63    0.0   13.3   14.4   19.2   38.4   0.37   26.1   17.1   21.6   23.2   17.1   21.6   23.2   86.4    330
 2002 040    64    2.0   13.3   14.3   11.0   22.0   0.64   22.4   15.4   18.9   20.1   15.4   18.9   20.1   86.4    330
 2002 041    65    0.0   13.3   14.3   23.2   46.4   0.23   26.6   18.1   22.3   23.8   18.1   22.3   23.8   86.4    330
 2002 042    66    0.0   13.2   14.3   24.4   48.8   0.19   28.6   15.2   21.9   24.2   15.2   21.9   24.2   86.4    330
 2002 043    67    1.0   13.2   14.2   12.5   25.0   0.58   24.5   19.2   21.8   22.8   19.2   21.8   22.8   86.4    330
 2002 044    68    0.0   13.2   14.2   24.3   48.6   0.19   29.2   18.1   23.6   25.6   18.1   23.6   25.6   86.4    330
 2002 045    69    0.0   13.2   14.2   27.5   55.0   0.08   31.4   18.2   24.7   27.1   18.2   24.7   27.1   86.4    330
 2002 046    70    0.0   13.1   14.1   26.4   52.8   0.11   30.5   18.0   24.2   26.4   18.0   24.2   26.4   86.4    330
 2002 047    71    0.0   13.1   14.1   25.4   50.8   0.14   25.9   15.5   20.6   22.5   15.5   20.6   22.5   86.4    330
 2002 048    72    0.0   13.1   14.1   26.3   52.6   0.11   25.8   14.0   19.8   21.9   14.0   19.8   21.9   86.4    330
