*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 16:10:12

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0212 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 224     0     0     0     0.0   55.0   16645   32.8   22.2   6.7   5.5   5.2   4.7   2.6   0.0   0.1   0.1   0.0   0.0   0.0   1.2   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.76    2.49    0.00    0.00    0.00
 1990 225     1     0     0     0.0   55.7   16645   34.2   21.5   6.7   5.8   5.4   4.8   2.7   0.0   0.1   0.1   0.0   0.0   0.2   1.0   1.4   1.3   1.4  1.51  1.42  1.40  0.00  0.00    1.52    3.93    0.00    0.00    0.00
 1990 226     2     0     0     0.0   56.5   16644   35.6   20.9   6.9   6.1   5.6   5.0   2.8   0.1   0.2   0.2   0.0   0.0   0.1   0.8   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    2.27    5.37    0.00    0.00    0.00
 1990 227     3     0     0     0.0   57.2   16643   36.9   20.3   1.5   4.6   7.0   6.5   2.9   0.1   0.2   0.2   0.0   0.0   0.1   0.7   1.3   1.2   1.3  1.51  1.35  1.31  0.00  0.00    3.02    6.66    0.00    0.00    0.00
 1990 228     4     2     2     0.0   59.9   16642   38.7   21.2   3.5   4.5   6.9   6.6   3.1   0.1   0.3   0.3   0.0   0.0   1.8   0.8   1.4   1.2   1.2  1.52  1.32  1.27  0.00  0.00    3.71    7.42    0.00    0.00    0.06
 1990 229     5     2     2     0.0   60.4   16642   40.3   20.1   5.3   4.5   6.8   6.7   3.3   0.1   0.3   0.3   0.0   0.0   0.0   0.9   1.5   1.1   1.2  1.52  1.29  1.23  0.00  0.00    4.36    9.05    0.00    0.00    0.17
 1990 230     6     2     2     0.0   61.0   16641   41.1   19.9   5.4   4.6   6.8   6.8   3.4   0.1   0.3   0.3   0.0   0.0   0.1   0.8   1.6   1.1   1.1  1.52  1.26  1.19  0.00  0.00    4.97    9.87    0.00    0.00    0.17
 1990 231     7     2     2     0.0   61.6   16640   42.1   19.5   5.6   4.7   7.0   6.8   3.5   0.2   0.4   0.4   0.0   0.0   0.1   0.8   1.6   1.1   1.1  1.52  1.23  1.16  0.00  0.00    5.55   10.85    0.00    0.00    0.19
 1990 232     8     2     2     0.0   62.1   16640   43.0   19.1   5.8   4.8   7.1   6.9   3.6   0.2   0.4   0.4   0.0   0.0   0.1   0.7   1.5   1.0   1.1  1.53  1.20  1.12  0.00  0.00    6.11   11.75    0.00    0.00    0.21
 1990 233     9     2     2     0.0   62.7   16639   43.9   18.8   6.0   4.9   7.2   6.9   3.7   0.2   0.5   0.5   0.0   0.0   0.1   0.7   1.5   1.0   1.0  1.53  1.18  1.09  0.00  0.00    6.69   12.65    0.00    0.00    0.23
 1990 234    10     2     2     0.0   63.3   16639   44.8   18.4   6.2   5.0   7.3   7.0   3.7   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.5   1.0   1.0  1.53  1.15  1.06  0.00  0.00    7.27   13.55    0.00    0.00    0.25
 1990 235    11     2     2     0.0   63.8   16638   45.7   18.1   6.3   5.1   7.4   7.1   3.8   0.2   0.5   0.5   0.0   0.0   0.1   0.6   1.4   0.9   1.0  1.54  1.13  1.02  0.00  0.00    7.85   14.40    0.00    0.00    0.26
 1990 236    12     2     2     0.0   64.3   16638   46.5   17.9   6.5   5.2   7.5   7.1   3.9   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   1.0  1.54  1.10  0.99  0.00  0.00    8.40   15.20    0.00    0.00    0.28
 1990 237    13     2     2     0.0   64.9   16637   47.2   17.6   6.7   5.2   7.6   7.2   3.9   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.54  1.08  0.97  0.00  0.00    8.93   15.97    0.00    0.00    0.30
 1990 238    14     2     2     0.0   65.4   16637   48.0   17.4   6.8   5.3   7.7   7.2   4.0   0.3   0.6   0.6   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.54  1.06  0.94  0.00  0.00    9.47   16.72    0.00    0.00    0.30
 1990 239    15     2     2     0.0   65.9   16636   48.7   17.2   2.8   4.7   7.6   7.4   5.1   0.6   0.7   0.7   0.0   0.0   0.1   0.6   1.3   0.9   0.9  1.55  1.04  0.91  0.00  0.00   10.03   17.50    0.00    0.00    0.31
 1990 240    16     2     2     0.0   66.4   16635   48.8   17.6   2.7   4.6   7.5   7.3   5.1   0.7   0.7   0.7   0.0   0.0   0.2   0.6   1.4   0.9   0.9  1.56  1.04  0.90  0.00  0.00   10.57   17.65    0.00    0.00    0.31
 1990 241    17     2     2     0.2   66.7   16635   48.8   17.9   2.8   4.6   7.4   7.1   5.1   0.8   0.7   0.7   0.0   0.0   0.1   0.7   1.5   0.9   0.9  1.58  1.04  0.90  0.00  0.00   11.09   17.86    0.00    0.00    0.31
 1990 242    18     2     2     0.3   67.1   16634   49.1   18.0   3.0   4.7   7.3   7.0   5.1   0.9   0.7   0.7   0.0   0.0   0.1   0.7   1.6   0.9   1.0  1.59  1.04  0.89  0.00  0.00   11.61   18.18    0.00    0.00    0.32
 1990 243    19     2     2     0.4   67.5   16634   49.3   18.2   3.2   4.7   7.3   6.9   5.1   1.0   0.7   0.7   0.0   0.0   0.1   0.6   1.6   0.9   1.0  1.61  1.04  0.89  0.00  0.00   12.10   18.51    0.00    0.00    0.32
