*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 21:02:09

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0190 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1992 224     0  15.10  14.90   3.90  2.943  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 1992 225     1  14.50  15.90   6.10  2.932  1.374  0.000  1.374  0.000    3.7    0.0    3.7    0.0
 1992 226     2  15.60  18.00   2.80  3.150  1.078  0.000  1.078  0.000    4.8    0.0    4.8    0.0
 1992 227     3  14.70  18.40   3.00  2.992  2.992  0.000  2.992  0.000    7.8    0.0    7.8    0.0
 1992 228     4   9.50  19.20   5.70  2.007  2.007  0.000  2.007  0.000    9.8    0.0    9.8    0.0
 1992 229     5  15.30  22.20   8.70  3.458  2.476  0.000  2.476  0.000   12.3    0.0   12.3    0.0
 1992 230     6  12.30  23.20   9.70  2.841  2.324  0.000  2.324  0.000   14.6    0.0   14.6    0.0
 1992 231     7  14.00  20.80   9.20  3.120  1.367  0.000  1.367  0.000   16.0    0.0   16.0    0.0
 1992 232     8  13.40  19.60   7.90  2.904  1.074  0.000  1.074  0.000   17.1    0.0   17.1    0.0
 1992 233     9  13.30  19.40   6.20  2.830  0.915  0.000  0.915  0.000   18.0    0.0   18.0    0.0
 1992 234    10  16.90  23.10   9.50  3.891  0.810  0.000  0.810  0.000   18.8    0.0   18.8    0.0
 1992 235    11   7.80  20.10  13.90  1.795  1.200  0.000  1.200  0.000   20.0    0.0   20.0    0.0
 1992 236    12  17.00  19.30   9.60  3.727  3.727  0.000  3.727  0.000   23.7    0.0   23.7    0.0
 1992 237    13  17.80  21.00   7.10  3.903  1.026  0.005  1.021  0.000   24.7    0.0   24.7    0.0
