*SOIL TEMPERATURE OUTPUT FILE (DAILY)

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 21:02:09

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0190 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  TS1D  TS2D  TS3D  TS4D  TS5D  TS6D  TS7D  TS8D  TS9D  TS10
 1992 224     0  13.5  13.9  14.6  15.4  16.0  16.8  17.2  17.4   0.0   0.0
 1992 225     1  13.6  14.0  14.7  15.4  16.1  16.8  17.2  17.4   0.0   0.0
 1992 226     2  14.0  14.3  14.9  15.6  16.2  16.8  17.2  17.4   0.0   0.0
 1992 227     3  14.4  14.6  15.2  15.8  16.3  16.9  17.3  17.4   0.0   0.0
 1992 228     4  14.8  15.0  15.4  16.0  16.4  17.0  17.3  17.5   0.0   0.0
 1992 229     5  16.0  16.1  16.3  16.6  16.9  17.3  17.5  17.6   0.0   0.0
 1992 230     6  17.2  17.1  17.1  17.2  17.3  17.6  17.7  17.7   0.0   0.0
 1992 231     7  17.9  17.7  17.5  17.5  17.6  17.7  17.8  17.8   0.0   0.0
 1992 232     8  18.2  18.0  17.7  17.7  17.7  17.8  17.8  17.8   0.0   0.0
 1992 233     9  18.4  18.1  17.9  17.8  17.8  17.8  17.9  17.8   0.0   0.0
 1992 234    10  18.7  18.3  18.0  17.8  17.8  17.9  17.9  17.9   0.0   0.0
 1992 235    11  18.3  18.0  17.8  17.7  17.7  17.8  17.8  17.8   0.0   0.0
 1992 236    12  18.2  17.9  17.6  17.6  17.6  17.7  17.8  17.8   0.0   0.0
 1992 237    13  18.4  18.1  17.8  17.7  17.7  17.8  17.8  17.8   0.0   0.0
 1992 238    14  18.9  18.5  18.1  17.9  17.8  17.8  17.9  17.8   0.0   0.0
 1992 239    15  18.4  18.1  17.8  17.6  17.6  17.7  17.8  17.8   0.0   0.0
 1992 240    16  19.1  18.7  18.2  18.0  17.9  17.9  17.9  17.9   0.0   0.0
 1992 241    17  19.1  18.6  18.2  17.9  17.9  17.8  17.9  17.8   0.0   0.0
 1992 242    18  19.6  19.1  18.5  18.2  18.0  18.0  17.9  17.9   0.0   0.0
 1992 243    19  19.6  19.1  18.5  18.2  18.0  18.0  17.9  17.9   0.0   0.0
 1992 244    20  18.6  18.2  17.9  17.7  17.6  17.7  17.8  17.8   0.0   0.0
 1992 245    21  16.7  16.6  16.5  16.7  16.9  17.2  17.4  17.5   0.0   0.0
 1992 246    22  15.8  15.8  15.9  16.2  16.5  17.0  17.3  17.4   0.0   0.0
 1992 247    23  14.6  14.8  15.1  15.6  16.0  16.6  17.1  17.3   0.0   0.0
 1992 248    24  14.2  14.4  14.8  15.3  15.9  16.5  17.0  17.2   0.0   0.0
 1992 249    25  15.3  15.3  15.5  15.9  16.3  16.8  17.2  17.3   0.0   0.0
 1992 250    26  16.3  16.2  16.2  16.4  16.6  17.0  17.3  17.4   0.0   0.0
 1992 251    27  17.5  17.2  17.0  17.0  17.1  17.3  17.5  17.6   0.0   0.0
 1992 252    28  18.0  17.7  17.3  17.2  17.2  17.4  17.5  17.6   0.0   0.0
 1992 253    29  18.3  17.9  17.5  17.3  17.3  17.5  17.6  17.6   0.0   0.0
 1992 254    30  18.4  18.0  17.6  17.4  17.4  17.5  17.6  17.6   0.0   0.0
 1992 255    31  18.8  18.3  17.9  17.6  17.5  17.6  17.6  17.7   0.0   0.0
 1992 256    32  18.7  18.2  17.8  17.5  17.5  17.5  17.6  17.6   0.0   0.0
 1992 257    33  18.1  17.7  17.4  17.2  17.2  17.4  17.5  17.6   0.0   0.0
 1992 258    34  18.0  17.6  17.3  17.1  17.1  17.3  17.5  17.5   0.0   0.0
 1992 259    35  18.0  17.6  17.2  17.1  17.1  17.3  17.5  17.5   0.0   0.0
 1992 260    36  18.1  17.7  17.3  17.2  17.2  17.3  17.5  17.5   0.0   0.0
 1992 261    37  19.3  18.7  18.1  17.7  17.6  17.6  17.6  17.7   0.0   0.0
 1992 262    38  19.5  18.9  18.3  17.9  17.7  17.6  17.7  17.7   0.0   0.0
 1992 263    39  19.5  18.9  18.3  17.8  17.7  17.6  17.6  17.7   0.0   0.0
 1992 264    40  20.2  19.5  18.7  18.2  17.9  17.8  17.7  17.7   0.0   0.0
 1992 265    41  21.5  20.6  19.6  18.8  18.4  18.1  17.9  17.9   0.0   0.0
 1992 266    42  19.3  18.8  18.1  17.7  17.5  17.5  17.6  17.6   0.0   0.0
 1992 267    43  19.3  18.7  18.1  17.7  17.5  17.5  17.6  17.6   0.0   0.0
 1992 268    44  18.3  17.9  17.4  17.2  17.1  17.2  17.4  17.5   0.0   0.0
 1992 269    45  16.2  16.0  16.0  16.1  16.3  16.7  17.0  17.2   0.0   0.0
 1992 270    46  13.4  13.6  14.0  14.6  15.2  15.9  16.6  16.9   0.0   0.0
 1992 271    47  14.3  14.4  14.6  15.1  15.5  16.2  16.7  17.0   0.0   0.0
 1992 272    48  15.0  15.0  15.1  15.4  15.8  16.3  16.8  17.0   0.0   0.0
 1992 273    49  16.6  16.4  16.2  16.2  16.4  16.7  17.1  17.2   0.0   0.0
 1992 274    50  19.1  18.5  17.9  17.5  17.3  17.3  17.4  17.5   0.0   0.0
 1992 275    51  21.1  20.3  19.3  18.5  18.1  17.8  17.8  17.7   0.0   0.0
 1992 276    52  21.6  20.7  19.6  18.7  18.3  17.9  17.8  17.8   0.0   0.0
 1992 277    53  21.5  20.6  19.5  18.7  18.2  17.9  17.8  17.7   0.0   0.0
 1992 278    54  21.8  20.9  19.7  18.8  18.3  18.0  17.8  17.8   0.0   0.0
 1992 279    55  20.4  19.6  18.7  18.1  17.8  17.6  17.6  17.6   0.0   0.0
 1992 280    56  18.9  18.3  17.7  17.3  17.2  17.2  17.3  17.4   0.0   0.0
 1992 281    57  17.8  17.4  16.9  16.7  16.7  16.9  17.1  17.3   0.0   0.0
 1992 282    58  17.4  17.1  16.7  16.5  16.6  16.8  17.1  17.2   0.0   0.0
 1992 283    59  16.7  16.5  16.2  16.2  16.3  16.6  17.0  17.1   0.0   0.0
 1992 284    60  18.0  17.6  17.1  16.8  16.8  16.9  17.1  17.3   0.0   0.0
 1992 285    61  19.7  19.1  18.3  17.7  17.4  17.4  17.4  17.5   0.0   0.0
 1992 286    62  21.4  20.5  19.4  18.5  18.1  17.7  17.7  17.6   0.0   0.0
 1992 287    63  22.6  21.6  20.3  19.2  18.6  18.1  17.9  17.8   0.0   0.0
