*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:15

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0131 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 1987 230     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 231     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 232     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 233     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 234     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 235     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 236     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 237    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 238    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 239    12     9    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 240    13    10    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 241    14    11    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 242    15    12    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 243    16    13    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 244    17    14    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 1987 245    18    15    1.3    0.0    1.3   0.00   4.55    0.2    0.6    0.6    4.6   4.55   1.07    0.00    0.00
 1987 246    19    16    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.10    0.00    0.00
 1987 247    20    17    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.12    0.00    0.00
 1987 248    21    18    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.11    0.00    0.00
 1987 249    22    19    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.12    0.00    0.00
 1987 250    23    20    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.10    0.00    0.00
 1987 251    24    21    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.08    0.00    0.00
 1987 252    25    22    1.3    0.0    1.3   0.00   4.53    0.2    0.6    0.6    4.5   4.53   1.06    0.00    0.00
 1987 253    26    23    1.2    0.0    1.2   0.00   4.46    0.2    0.6    0.6    4.5   4.46   1.15    0.00    0.00
 1987 254    27    24    1.2    0.0    1.2   0.00   4.45    0.2    0.6    0.6    4.4   4.45   1.18    0.00    0.00
 1987 255    28    25    1.2    0.0    1.2   0.00   4.44    0.2    0.6    0.6    4.4   4.44   1.19    0.00    0.01
 1987 256    29    26    1.2    0.0    1.2   0.00   4.42    0.2    0.6    0.6    4.4   4.42   1.16    0.00    0.01
 1987 257    30    27    1.2    0.0    1.2   0.00   4.42    0.2    0.6    0.6    4.4   4.42   1.12    0.00    0.01
 1987 258    31    28    1.2    0.0    1.2   0.00   4.38    0.3    0.6    0.6    4.4   4.38   1.17    0.00    0.01
 1987 259    32    29    1.2    0.0    1.2   0.00   4.38    0.3    0.6    0.6    4.4   4.38   1.36    0.00    0.01
 1987 260    33    30    1.2    0.0    1.2   0.00   4.38    0.3    0.6    0.6    4.4   4.38   1.25    0.00    0.01
 1987 261    34    31    1.2    0.0    1.2   0.00   4.36    0.3    0.6    0.6    4.4   4.36   1.20    0.00    0.01
 1987 262    35    32    1.2    0.0    1.2   0.00   4.35    0.4    0.6    0.6    4.4   4.35   1.34    0.00    0.01
 1987 263    36    33    1.2    0.0    1.2   0.00   4.35    0.4    0.6    0.6    4.3   4.35   1.29    0.00    0.01
 1987 264    37    34    1.2    0.0    1.2   0.00   4.35    0.4    0.6    0.6    4.3   4.35   1.24    0.00    0.01
 1987 265    38    35    1.2    0.0    1.2   0.00   4.34    0.5    0.6    0.6    4.3   4.34   1.24    0.00    0.02
 1987 266    39    36    1.2    0.0    1.2   0.00   4.29    0.5    0.6    0.6    4.3   4.29   1.17    0.00    0.02
 1987 267    40    37    1.2    0.0    1.2   0.00   3.90    0.5    0.7    0.5    3.9   3.90   1.17    0.00    0.02
 1987 268    41    38    1.3    0.0    1.3   0.00   3.70    0.7    0.8    0.5    3.7   3.70   1.15    0.00    0.02
 1987 269    42    39    1.5    0.0    1.5   0.00   3.48    0.9    1.1    0.5    3.5   3.48   1.13    0.00    0.02
 1987 270    43    40    1.9    0.0    1.9   0.00   3.71    1.3    1.4    0.5    3.7   3.71   1.20    0.00    0.03
 1987 271    44    41    2.1    0.0    2.1   0.00   3.80    1.8    1.6    0.5    3.8   3.80   1.25    0.00    0.03
 1987 272    45    42    2.4    0.0    2.4   0.00   3.65    2.1    1.9    0.5    3.7   3.65   1.21    0.00    0.03
 1987 273    46    43    2.7    0.0    2.7   0.00   3.72    2.4    2.2    0.5    3.7   3.72   1.10    0.00    0.04
 1987 274    47    44    3.0    0.0    3.0   0.00   3.79    3.2    2.5    0.5    3.8   3.79   1.29    0.00    0.04
 1987 275    48    45    3.3    0.0    3.3   0.00   3.90    3.7    2.8    0.5    3.9   3.90   1.30    0.00    0.05
 1987 276    49    46    3.5    0.0    3.5   0.00   3.85    4.0    3.0    0.5    3.8   3.85   1.20    0.00    0.06
 1987 277    50    47    3.8    0.0    3.8   0.00   3.61    4.6    3.3    0.5    3.6   3.61   1.24    0.00    0.07
 1987 278    51    48    4.3    0.0    4.3   0.00   3.54    5.4    3.8    0.5    3.5   3.54   1.23    0.00    0.08
 1987 279    52    49    5.0    0.0    5.0   0.00   3.59    6.2    4.4    0.5    3.6   3.59   1.17    0.00    0.09
 1987 280    53    50    5.6    0.0    5.6   0.00   3.61    6.8    5.1    0.5    3.6   3.61   1.10    0.00    0.10
 1987 281    54    51    6.2    0.0    6.2   0.00   3.64    7.8    5.7    0.5    3.6   3.64   1.17    0.00    0.11
 1987 282    55    52    6.9    0.0    6.9   0.00   3.64    9.2    6.4    0.5    3.6   3.64   1.24    0.00    0.13
 1987 283    56    53    7.5    0.0    7.5   0.00   3.34   10.1    7.0    0.5    3.3   3.34   1.18    0.00    0.15
 1987 284    57    54    8.9    0.0    8.9   0.00   3.46   11.7    8.4    0.5    3.5   3.46   1.16    0.00    0.16
 1987 285    58    55   10.1    0.0   10.1   0.00   3.53   13.9    9.6    0.5    3.5   3.53   1.23    0.00    0.18
 1987 286    59    56   11.2    0.0   11.2   0.00   3.72   15.7   10.7    0.5    3.7   3.72   1.23    0.00    0.21
 1987 287    60    57   11.7    0.0   11.7   0.00   3.73   16.3   11.2    0.5    3.7   3.73   1.15    0.00    0.24
 1987 288    61    58   12.2    0.0   12.2   0.00   3.93   17.0   11.7    0.5    3.9   3.93   1.13    0.00    0.27
 1987 289    62    59   12.1    0.0   12.1   0.00   3.60   17.8   11.6    0.5    3.6   3.60   1.17    0.00    0.30
 1987 290    63    60   12.9    0.0   12.9   0.00   3.49   19.9   12.4    0.5    3.5   3.49   1.21    0.00    0.33
 1987 291    64    61   15.2    0.0   15.2   0.00   3.78   23.5   14.7    0.5    3.8   3.78   1.21    0.00    0.37
 1987 292    65    62   16.1    0.0   16.1   0.00   3.68   25.0   15.6    0.5    3.7   3.68   1.17    0.00    0.42
 1987 293    66    63   17.4    0.0   17.4   0.00   3.57   27.7   16.9    0.5    3.6   3.57   1.19    0.00    0.47
 1987 294    67    64   19.3    0.0   19.3   0.00   3.53   30.4   18.8    0.5    3.5   3.53   1.16    0.00    0.53
 1987 295    68    65   21.1    0.0   21.1   0.00   3.50   33.0   20.6    0.6    3.5   3.50   1.15    0.00    0.59
 1987 296    69    66   23.6    0.0   23.6   0.00   3.46   36.7   22.9    0.7    3.5   3.46   1.16    0.00    0.65
 1987 297    70    67   26.2    0.0   26.2   0.00   3.42   39.9   25.4    0.8    3.4   3.42   1.13    0.00    0.73
 1987 298    71    68   29.1    0.0   29.1   0.00   3.38   42.4   28.1    1.0    3.4   3.38   1.09    0.00    0.80
 1987 299    72    69   32.6    0.0   32.6   0.00   3.34   45.7   31.2    1.4    3.3   3.34   1.07    0.00    0.87
 1987 300    73    70   35.3    0.0   35.3   0.00   3.31   48.7   33.6    1.7    3.3   3.31   1.08    0.00    0.94
 1987 301    74    71   38.2    0.0   38.2   0.00   3.28   53.2   36.1    2.1    3.3   3.28   1.13    0.00    1.02
 1987 302    75    72   41.4    0.0   41.4   0.00   3.24   58.8   38.7    2.7    3.2   3.24   1.18    0.00    1.10
