*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:15

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0131 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1987 227     0   125      0      0      9     0     0   125  0.531  0.400  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1987 228     1   122      0      0      9     0     0   125  0.446  0.411  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1987 229     2   121      0      0      9     0     0   125  0.421  0.413  0.395  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1987 230     3   157      0      0      9     1    37   125  0.544  0.568  0.490  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1987 231     4   155      0      0      9     1    37   125  0.494  0.549  0.500  0.339  0.377  0.417  0.408  0.395  0.000  0.000
 1987 232     5   153      0      0      9     1    37   125  0.497  0.523  0.503  0.342  0.378  0.416  0.408  0.395  0.000  0.000
 1987 233     6   152      0      0      9     1    37   125  0.491  0.513  0.502  0.345  0.378  0.416  0.408  0.395  0.000  0.000
 1987 234     7   149      0      0      9     1    37   125  0.439  0.507  0.500  0.347  0.378  0.415  0.408  0.395  0.000  0.000
 1987 235     8   147      0      0      9     1    37   125  0.434  0.496  0.498  0.350  0.379  0.415  0.408  0.395  0.000  0.000
 1987 236     9   146      0      0      9     1    37   125  0.430  0.488  0.495  0.352  0.379  0.415  0.408  0.395  0.000  0.000
 1987 237    10   145      0      0      9     1    37   125  0.427  0.482  0.492  0.355  0.380  0.414  0.408  0.395  0.000  0.000
 1987 238    11   144      0      0      9     1    37   125  0.424  0.477  0.489  0.357  0.380  0.414  0.407  0.395  0.000  0.000
 1987 239    12   144      0      0      9     1    37   125  0.421  0.473  0.486  0.358  0.380  0.414  0.407  0.395  0.000  0.000
 1987 240    13   179      0      0     45     1    37   125  0.556  0.564  0.565  0.406  0.381  0.413  0.407  0.395  0.000  0.000
 1987 241    14   213      1      1     82     1    37   125  0.546  0.568  0.565  0.472  0.462  0.441  0.423  0.401  0.000  0.000
 1987 242    15   199      1     11     82     1    37   125  0.475  0.557  0.556  0.458  0.449  0.432  0.417  0.399  0.000  0.000
 1987 243    16   190      1     17     82     1    37   125  0.465  0.531  0.549  0.450  0.442  0.427  0.413  0.397  0.000  0.000
 1987 244    17   184      1     21     82     1    37   125  0.453  0.520  0.542  0.445  0.438  0.424  0.411  0.397  0.000  0.000
 1987 245    18   181      1     22     82     1    37   125  0.460  0.513  0.537  0.442  0.435  0.422  0.410  0.397  0.000  0.000
 1987 246    19   180      1     23     82     1    37   125  0.460  0.509  0.532  0.440  0.433  0.422  0.410  0.397  0.000  0.000
 1987 247    20   179      1     23     82     1    37   125  0.461  0.506  0.529  0.439  0.433  0.422  0.410  0.397  0.000  0.000
 1987 248    21   178      1     23     82     1    37   125  0.462  0.503  0.526  0.437  0.433  0.422  0.410  0.397  0.000  0.000
 1987 249    22   177      1     23     82     1    37   125  0.463  0.500  0.524  0.436  0.433  0.422  0.410  0.397  0.000  0.000
 1987 250    23   176      1     23     82     1    37   125  0.463  0.499  0.521  0.435  0.433  0.422  0.410  0.397  0.000  0.000
 1987 251    24   176      1     23     82     1    37   125  0.463  0.497  0.519  0.434  0.433  0.422  0.410  0.397  0.000  0.000
 1987 252    25   175      1     23     82     1    37   125  0.463  0.495  0.518  0.433  0.433  0.422  0.410  0.397  0.000  0.000
 1987 253    26   175      1     23     82     1    37   125  0.463  0.494  0.516  0.432  0.432  0.422  0.410  0.397  0.000  0.000
