*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:57

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0133 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1987 212     0   116      0      0      0     0     0   125  0.358  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1987 213     1   115      0      0      0     0     0   125  0.329  0.393  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1987 214     2   113      0      0      0     0     0   125  0.309  0.392  0.394  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1987 215     3   154      0      0      0     1    43   125  0.514  0.566  0.478  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1987 216     4   152      0      0      0     1    43   125  0.506  0.536  0.489  0.338  0.377  0.417  0.408  0.395  0.000  0.000
 1987 217     5   164      0      0     13     1    43   125  0.568  0.553  0.536  0.341  0.378  0.416  0.408  0.395  0.000  0.000
 1987 218     6   171      0      0     20     1    43   125  0.551  0.566  0.558  0.358  0.378  0.416  0.408  0.395  0.000  0.000
 1987 219     7   185      0      0     36     1    43   125  0.531  0.568  0.563  0.448  0.382  0.415  0.408  0.395  0.000  0.000
 1987 220     8   183      0      0     36     1    43   125  0.512  0.552  0.555  0.443  0.404  0.415  0.408  0.395  0.000  0.000
 1987 221     9   181      0      0     36     1    43   125  0.487  0.536  0.549  0.440  0.416  0.415  0.408  0.395  0.000  0.000
 1987 222    10   180      0      0     36     1    43   125  0.502  0.526  0.543  0.439  0.419  0.415  0.408  0.395  0.000  0.000
 1987 223    11   178      0      0     36     1    43   125  0.471  0.524  0.539  0.438  0.420  0.415  0.408  0.395  0.000  0.000
 1987 224    12   185      0      0     44     1    43   125  0.564  0.547  0.539  0.437  0.421  0.415  0.407  0.395  0.000  0.000
 1987 225    13   184      0      0     44     1    43   125  0.535  0.544  0.543  0.437  0.422  0.415  0.407  0.395  0.000  0.000
 1987 226    14   192      0      0     55     1    43   125  0.540  0.565  0.568  0.448  0.430  0.415  0.407  0.395  0.000  0.000
 1987 227    15   200      0      0     64     1    43   125  0.540  0.567  0.568  0.470  0.446  0.420  0.407  0.395  0.000  0.000
 1987 228    16   191      0      5     64     1    43   125  0.479  0.556  0.557  0.457  0.440  0.420  0.408  0.395  0.000  0.000
 1987 229    17   187      0      8     64     1    43   125  0.502  0.531  0.550  0.449  0.437  0.420  0.408  0.395  0.000  0.000
 1987 230    18   187      0      8     64     1    43   125  0.508  0.526  0.543  0.447  0.438  0.421  0.410  0.395  0.000  0.000
 1987 231    19   183      0      9     64     1    43   125  0.469  0.526  0.540  0.443  0.435  0.421  0.410  0.395  0.000  0.000
 1987 232    20   181      0     10     64     1    43   125  0.467  0.517  0.536  0.441  0.433  0.421  0.410  0.395  0.000  0.000
 1987 233    21   180      0     10     64     1    43   125  0.467  0.512  0.532  0.440  0.433  0.421  0.410  0.395  0.000  0.000
 1987 234    22   179      0     10     64     1    43   125  0.467  0.508  0.529  0.439  0.433  0.421  0.410  0.395  0.000  0.000
 1987 235    23   178      0     10     64     1    43   125  0.467  0.505  0.527  0.438  0.433  0.421  0.410  0.395  0.000  0.000
 1987 236    24   177      0     10     64     1    43   125  0.467  0.503  0.524  0.436  0.433  0.421  0.410  0.395  0.000  0.000
 1987 237    25   176      0     10     64     1    43   125  0.467  0.501  0.522  0.435  0.433  0.421  0.410  0.395  0.000  0.000
 1987 238    26   176      0     10     64     1    43   125  0.467  0.499  0.520  0.434  0.433  0.421  0.410  0.395  0.000  0.000
 1987 239    27   175      0     10     64     1    43   125  0.466  0.497  0.518  0.433  0.433  0.421  0.410  0.395  0.000  0.000
 1987 240    28   209      0     10    100     1    43   125  0.556  0.566  0.566  0.469  0.460  0.434  0.419  0.400  0.000  0.000
 1987 241    29   222      1     32    136     1    43   125  0.546  0.568  0.568  0.470  0.460  0.447  0.439  0.432  0.000  0.000
 1987 242    30   205      1     46    136     1    43   125  0.476  0.557  0.557  0.457  0.449  0.436  0.427  0.417  0.000  0.000
 1987 243    31   193      1     55    136     1    43   125  0.465  0.531  0.550  0.449  0.442  0.429  0.419  0.408  0.000  0.000
 1987 244    32   186      1     60    136     1    43   125  0.453  0.520  0.542  0.445  0.437  0.425  0.415  0.403  0.000  0.000
 1987 245    33   182      1     62    136     1    43   125  0.461  0.513  0.537  0.442  0.435  0.423  0.412  0.400  0.000  0.000
 1987 246    34   180      1     64    136     1    43   125  0.460  0.509  0.533  0.439  0.433  0.421  0.410  0.398  0.000  0.000
 1987 247    35   179      1     64    136     1    43   125  0.460  0.505  0.529  0.439  0.433  0.421  0.410  0.398  0.000  0.000
 1987 248    36   178      1     64    136     1    43   125  0.461  0.502  0.526  0.437  0.433  0.421  0.410  0.398  0.000  0.000
 1987 249    37   177      1     64    136     1    43   125  0.461  0.500  0.524  0.436  0.433  0.421  0.410  0.398  0.000  0.000
 1987 250    38   176      1     64    136     1    43   125  0.461  0.498  0.521  0.435  0.433  0.421  0.410  0.398  0.000  0.000
 1987 251    39   176      1     64    136     1    43   125  0.461  0.496  0.519  0.434  0.433  0.421  0.410  0.398  0.000  0.000
 1987 252    40   175      1     64    136     1    43   125  0.461  0.495  0.517  0.433  0.433  0.421  0.410  0.398  0.000  0.000
 1987 253    41   174      1     64    136     1    43   125  0.461  0.493  0.516  0.432  0.432  0.421  0.410  0.398  0.000  0.000
 1987 254    42   174      1     64    136     1    43   125  0.460  0.491  0.514  0.431  0.432  0.421  0.410  0.398  0.000  0.000
 1987 255    43   173      1     64    136     1    43   125  0.459  0.489  0.512  0.430  0.432  0.421  0.410  0.398  0.000  0.000
 1987 256    44   172      1     64    136     1    43   125  0.458  0.488  0.510  0.430  0.431  0.421  0.410  0.398  0.000  0.000
 1987 257    45   172      1     64    136     1    43   125  0.457  0.486  0.509  0.429  0.431  0.421  0.410  0.398  0.000  0.000
 1987 258    46   219      1     66    188     1    43   125  0.528  0.566  0.566  0.469  0.460  0.447  0.439  0.418  0.000  0.000
 1987 259    47   202      1     80    188     1    43   125  0.466  0.549  0.556  0.457  0.448  0.436  0.427  0.409  0.000  0.000
