*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 21:02:07

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0189 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   PRED   DYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D
 1992 220     0    0.0   10.6   11.6    4.5    9.0   0.74   21.4    8.2   14.3   16.7    8.2   14.3   16.7   86.4    330
 1992 221     1    2.4   10.7   11.6   14.5   29.0   0.18   10.4    1.4    5.5    7.2    1.4    5.5    7.2   86.4    330
 1992 222     2    0.0   10.7   11.6   10.2   20.4   0.42   13.4   -0.6    5.9    8.4   -0.6    5.9    8.4   86.4    330
 1992 223     3    0.0   10.7   11.7    9.4   18.8   0.47   15.4    7.8   11.3   12.7    7.8   11.3   12.7   86.4    330
 1992 224     4    0.0   10.7   11.7   15.1   30.2   0.16   14.9    3.9    9.0   11.0    3.9    9.0   11.0   86.4    330
 1992 225     5    0.0   10.8   11.7   14.5   29.0   0.20   15.9    6.1   10.6   12.4    6.1   10.6   12.4   86.4    330
 1992 226     6    0.0   10.8   11.7   15.6   31.2   0.15   18.0    2.8    9.8   12.6    2.8    9.8   12.6   86.4    330
 1992 227     7    0.0   10.8   11.8   14.7   29.4   0.20   18.4    3.0   10.1   13.0    3.0   10.1   13.0   86.4    330
 1992 228     8    0.0   10.9   11.8    9.5   19.0   0.49   19.2    5.7   12.0   14.5    5.7   12.0   14.5   86.4    330
 1992 229     9    0.0   10.9   11.8   15.3   30.6   0.19   22.2    8.7   15.0   17.5    8.7   15.0   17.5   86.4    330
 1992 230    10    0.0   10.9   11.9   12.3   24.6   0.35   23.2    9.7   16.0   18.5    9.7   16.0   18.5   86.4    330
 1992 231    11    0.0   10.9   11.9   14.0   28.0   0.27   20.8    9.2   14.6   16.8    9.2   14.6   16.8   86.4    330
 1992 232    12    0.0   11.0   11.9   13.4   26.8   0.30   19.6    7.9   13.3   15.5    7.9   13.3   15.5   86.4    330
 1992 233    13    0.0   11.0   11.9   13.3   26.6   0.32   19.4    6.2   12.3   14.8    6.2   12.3   14.8   86.4    330
 1992 234    14    0.0   11.0   12.0   16.9   33.8   0.14   23.1    9.5   15.8   18.4    9.5   15.8   18.4   86.4    330
 1992 235    15    1.5   11.1   12.0    7.8   15.6   0.60   20.1   13.9   16.8   18.0   13.9   16.8   18.0   86.4    330
 1992 236    16    5.9   11.1   12.0   17.0   34.0   0.15   19.3    9.6   14.1   16.0    9.6   14.1   16.0   86.4    330
 1992 237    17    0.0   11.1   12.1   17.8   35.6   0.11   21.0    7.1   13.6   16.2    7.1   13.6   16.2   86.4    330
 1992 238    18    0.0   11.2   12.1   18.0   36.0   0.11   21.2    5.8   13.0   15.9    5.8   13.0   15.9   86.4    330
 1992 239    19    0.0   11.2   12.1   17.9   35.8   0.12   20.3    6.2   12.8   15.5    6.2   12.8   15.5   86.4    330
 1992 240    20    0.0   11.2   12.1   17.6   35.2   0.14   25.4    6.3   15.2   18.9    6.3   15.2   18.9   86.4    330
 1992 241    21    0.0   11.3   12.2   11.5   23.0   0.45   18.8   11.4   14.9   16.3   11.4   14.9   16.3   86.4    330
 1992 242    22    0.0   11.3   12.2   14.2   28.4   0.32   24.4   11.0   17.3   19.9   11.0   17.3   19.9   86.4    330
 1992 243    23    0.0   11.3   12.2    5.5   11.0   0.74   20.9   15.2   17.9   19.0   15.2   17.9   19.0   86.4    330
 1992 244    24    6.0   11.4   12.3    7.2   14.4   0.66   13.8    9.6   11.6   12.4    9.6   11.6   12.4   86.4    330
 1992 245    25    0.0   11.4   12.3    7.5   15.0   0.65   14.0    7.2   10.4   11.7    7.2   10.4   11.7   86.4    330
 1992 246    26    0.0   11.4   12.3    5.7   11.4   0.74   14.8    8.6   11.5   12.7    8.6   11.5   12.7   86.4    330
 1992 247    27    0.0   11.4   12.4   14.9   29.8   0.32   17.4    7.3   12.1   14.0    7.3   12.1   14.0   86.4    330
 1992 248    28    0.0   11.5   12.4   18.8   37.6   0.14   18.8    6.8   12.5   14.8    6.8   12.5   14.8   86.4    330
 1992 249    29    0.0   11.5   12.4   18.3   36.6   0.17   21.2    6.1   13.2   16.2    6.1   13.2   16.2   86.4    330
 1992 250    30    0.0   11.5   12.5   18.3   36.6   0.18   18.8    8.7   13.5   15.5    8.7   13.5   15.5   86.4    330
 1992 251    31    0.0   11.6   12.5   17.8   35.6   0.21   20.6    9.7   14.9   17.0    9.7   14.9   17.0   86.4    330
 1992 252    32    0.0   11.6   12.5    5.9   11.8   0.74   20.1   13.6   16.7   18.0   13.6   16.7   18.0   86.4    330
 1992 253    33    0.0   11.6   12.6   11.2   22.4   0.51   20.0   13.4   16.5   17.8   13.4   16.5   17.8   86.4    330
 1992 254    34    0.0   11.7   12.6   12.6   25.2   0.45   21.6   13.1   17.1   18.8   13.1   17.1   18.8   86.4    330
 1992 255    35    4.0   11.7   12.6    8.6   17.2   0.63   21.2   14.9   17.9   19.1   14.9   17.9   19.1   86.4    330
 1992 256    36    1.4   11.7   12.6   16.9   33.8   0.28   19.3   12.3   15.6   17.0   12.3   15.6   17.0   86.4    330
 1992 257    37    0.0   11.8   12.7   10.2   20.4   0.57   16.7    8.8   12.6   14.1    8.8   12.6   14.1   86.4    330
 1992 258    38    0.0   11.8   12.7   17.1   34.2   0.28   20.1    6.2   12.8   15.6    6.2   12.8   15.6   86.4    330
 1992 259    39    0.0   11.8   12.7   19.7   39.4   0.17   21.3    9.0   14.9   17.3    9.0   14.9   17.3   86.4    330
 1992 260    40    0.0   11.9   12.8   12.6   25.2   0.48   22.6   12.6   17.4   19.4   12.6   17.4   19.4   86.4    330
 1992 261    41    0.0   11.9   12.8   14.9   29.8   0.38   26.7   15.2   20.7   23.0   15.2   20.7   23.0   86.4    330
 1992 262    42    4.0   11.9   12.8   19.8   39.6   0.19   16.6    9.3   12.8   14.3    9.3   12.8   14.3   86.4    330
 1992 263    43    0.0   12.0   12.9   21.6   43.2   0.12   19.3    5.2   11.9   14.8    5.2   11.9   14.8   86.4    330
 1992 264    44    0.0   12.0   12.9   21.4   42.8   0.13   25.6    5.9   15.3   18.5    5.9   15.3   18.5   86.4    330
 1992 265    45    0.0   12.0   12.9   21.2   42.4   0.15   30.0   10.2   19.7   22.9   10.2   19.7   22.9   86.4    330
 1992 266    46   12.0   12.1   13.0    6.5   13.0   0.74   12.7    8.8   10.7   11.3    8.8   10.7   11.3   86.4    330
 1992 267    47    9.8   12.1   13.0   16.0   32.0   0.36   18.6    6.5   12.3   14.3    6.5   12.3   14.3   86.4    330
 1992 268    48    0.0   12.1   13.0    6.6   13.2   0.74   13.2   10.6   11.8   12.3   10.6   11.8   12.3   86.4    330
 1992 269    49   17.0   12.2   13.1   21.2   42.4   0.17   12.5    4.5    8.3    9.7    4.5    8.3    9.7   86.4    330
 1992 270    50    0.0   12.2   13.1   20.6   41.2   0.20   14.2    0.8    7.3    9.5    0.8    7.3    9.5   86.4    330
 1992 271    51    0.0   12.2   13.1   21.7   43.4   0.16   20.0    4.5   12.0   14.5    4.5   12.0   14.5   86.4    330
 1992 272    52    0.0   12.3   13.2   23.0   46.0   0.12   21.4    5.3   13.1   15.7    5.3   13.1   15.7   86.4    330
 1992 273    53    0.0   12.3   13.2   23.3   46.6   0.11   23.2    6.1   14.4   17.2    6.1   14.4   17.2   86.4    330
 1992 274    54    0.0   12.3   13.2   22.5   45.0   0.15   26.2   10.3   18.0   20.6   10.3   18.0   20.6   86.4    330
 1992 275    55    0.0   12.4   13.3   12.5   25.0   0.53   26.4   11.0   18.5   21.0   11.0   18.5   21.0   86.4    330
 1992 276    56    2.0   12.4   13.3   11.8   23.6   0.56   21.8   13.0   17.3   18.7   13.0   17.3   18.7   86.4    330
 1992 277    57    0.0   12.4   13.4   17.9   35.8   0.33   20.6   11.1   15.7   17.3   11.1   15.7   17.3   86.4    330
 1992 278    58    0.0   12.5   13.4   18.0   36.0   0.33   25.5   11.7   18.4   20.7   11.7   18.4   20.7   86.4    330
 1992 279    59    0.0   12.5   13.4    7.1   14.2   0.74   18.2   11.8   14.9   16.0   11.8   14.9   16.0   86.4    330
 1992 280    60   12.0   12.5   13.5   24.4   48.8   0.10   15.9    7.4   11.5   13.0    7.4   11.5   13.0   86.4    330
 1992 281    61    0.0   12.6   13.5   21.3   42.6   0.22   15.6    4.2    9.8   11.7    4.2    9.8   11.7   86.4    330
 1992 282    62    0.0   12.6   13.5   24.3   48.6   0.12   19.0    3.4   11.0   13.7    3.4   11.0   13.7   86.4    330
 1992 283    63    0.0   12.6   13.6   24.3   48.6   0.12   21.0    6.6   13.6   16.1    6.6   13.6   16.1   86.4    330
 1992 284    64    0.0   12.7   13.6   25.1   50.2   0.10   25.3    7.3   16.1   19.2    7.3   16.1   19.2   86.4    330
 1992 285    65    0.0   12.7   13.6   16.7   33.4   0.40   27.2    9.2   18.0   21.1    9.2   18.0   21.1   86.4    330
 1992 286    66    0.0   12.7   13.7   22.7   45.4   0.19   24.0   12.4   18.1   20.1   12.4   18.1   20.1   86.4    330
 1992 287    67    0.0   12.8   13.7   25.1   50.2   0.11   25.6    8.6   16.9   19.9    8.6   16.9   19.9   86.4    330
