*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 12:24:40

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0111 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1990 191     0     0     0     0.0   85.0   12327   64.5   20.5  15.7  15.3  14.7   6.5   0.1   0.0   0.0   0.0   0.0   0.0   0.8   1.4   1.5   1.5   1.5  1.50  1.48  0.00  0.00  0.00    0.36    1.21    0.00    0.00    0.00
 1990 192     1     0     0     0.0   85.3   12326   65.5   19.9  16.1  15.5  14.7   6.6   0.2   0.0   0.1   0.0   0.0   0.0   0.5   1.2   1.4   1.4   1.4  1.50  1.45  0.00  0.00  0.00    0.70    2.16    0.00    0.00    0.00
 1990 193     2     0     0     0.0   85.7   12326   66.3   19.4  16.4  15.7  14.8   6.6   0.2   0.1   0.1   0.0   0.0   0.0   0.3   1.1   1.4   1.4   1.4  1.50  1.43  0.00  0.00  0.00    1.05    3.01    0.00    0.00    0.00
 1990 194     3     0     0     0.0   86.0   12326   67.1   18.9   4.9  18.6  16.9   6.6   0.3   0.1   0.1   0.0   0.0   0.0   0.2   1.1   1.4   1.3   1.3  1.50  1.41  0.00  0.00  0.00    1.39    3.77    0.00    0.00    0.00
 1990 195     4     0     0     0.0   86.4   12325   67.7   18.7   4.9  17.4  17.7   6.7   0.3   0.1   0.2   0.0   0.0   0.0   0.2   1.1   1.4   1.3   1.3  1.50  1.38  0.00  0.00  0.00    1.74    4.36    0.00    0.00    0.00
 1990 196     5     0     0     0.0   86.7   12325   68.3   18.4   5.0  16.8  18.2   6.7   0.4   0.1   0.2   0.0   0.0   0.0   0.2   1.1   1.3   1.3   1.2  1.50  1.36  0.00  0.00  0.00    2.10    4.99    0.00    0.00    0.00
 1990 197     6     0     0     0.0   87.1   12325   69.0   18.1   4.5  16.7  18.7   6.8   0.5   0.1   0.2   0.0   0.0   0.0   0.1   1.0   1.3   1.2   1.2  1.50  1.34  0.00  0.00  0.00    2.46    5.72    0.00    0.00    0.00
 1990 198     7     0     0     0.0   87.4   12324   69.7   17.8   4.3  16.3  19.2   6.8   0.5   0.2   0.2   0.0   0.0   0.0   0.2   0.9   1.3   1.2   1.2  1.50  1.32  0.00  0.00  0.00    2.83    6.38    0.00    0.00    0.00
 1990 199     8     0     0     0.0   87.8   12324   70.3   17.5   3.6  16.0  19.7   6.9   0.6   0.2   0.3   0.0   0.0   0.0   0.2   0.9   1.3   1.2   1.1  1.50  1.30  0.00  0.00  0.00    3.19    7.04    0.00    0.00    0.00
 1990 200     9     0     0     0.0   88.1   12324   70.9   17.3   3.6  15.6  20.1   7.0   0.6   0.2   0.3   0.0   0.0   0.0   0.2   0.9   1.2   1.1   1.1  1.50  1.28  0.00  0.00  0.00    3.53    7.57    0.00    0.00    0.00
